,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.6,original_Unnamed: 0.5,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_final_label,original_rephrased_statement,Label_gpt-120b,final_label
2748,2748,3064,3064,3204,tensorflow_tensorflow,issue,62075.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.","TensorFlow 2.14 and later versions simplify CUDA setup by bundling essential NVIDIA dependencies—cuDNN, cuFFT, and cuBLAS—into a single pip install tensorflow[and-cuda] command, eliminating the need for manual library installation.",Knowledge,Knowledge,short,0.2068965517241379,0.24,0.2222222222222222,"('Professional/Formal', 'Exploratory', 'Neutral')",49,49,49,49,49,49,49,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.",Knowledge,0
515,515,515,515,536,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.","We shift NCCL initialization from lazy (first-collective) to eager (device-ID-known) to improve throughput, and use NCCL’s non-blocking mode to hide the initialization delay.",Knowledge,Knowledge,short,0.0869565217391304,0.048780487804878,0.0625,"('Casual/Conversational', 'Neutral', 'Concise')",7,7,7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",Knowledge,0
4979,4979,5705,5705,5971,microsoft_vscode,,191374.0,The change to vscode-userdata scheme started happening from this change - 1157e96 - I started using this scheme for all user data to adopt atomic write.,"The switch to the vscode-userdata URI scheme was introduced in 1157e96 to support atomic file writes, eliminating partial writes and improving reliability for user configuration files.",Knowledge,Knowledge,short,0.2692307692307692,0.2692307692307692,0.2692307692307692,"('Casual/Conversational', 'Confidence', 'Neutral')",91,91,91,91,91,91,91,microsoft_vscode,,191374.0,Knowledge,short,,,,,,,,0,0,0,0,The change to vscode-userdata scheme started happening from this change - 1157e96 - I started using this scheme for all user data to adopt atomic write.,Knowledge,0
845,845,952,952,986,pytorch_pytorch,issue,21819.0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.","After extensive testing, we can confirm: no amount of software tuning fixes hostcall atomics on non-compliant hardware. A PCIe-atomic-capable motherboard is required.",Knowledge,Knowledge,short,0.1818181818181818,0.2222222222222222,0.1999999999999999,"('Casual/Conversational', 'Hedging', 'List')",15,15,15,15,15,15,15,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.",Knowledge,0
2272,2272,2587,2587,2709,tensorflow_tensorflow,issue,24828.0,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)",CNN training successful on GPU! Required enabling `allow_growth` via `tf.compat.v1` because eager mode in tf-nightly was monopolizing VRAM — classic notebook gotcha.,Knowledge,Knowledge,long,0.0454545454545454,0.0232558139534883,0.0307692307692307,"('Casual/Conversational', 'Hedging', 'Concise')",41,41,41,41,41,41,41,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,0,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)",Knowledge,0
5364,5364,6145,6145,6471,microsoft_vscode,,251518.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.","The issue stems from legacy Microsoft Pinyin IME not supporting EditContext. Upgrading to the modern IME resolves the bug and other related IME glitches. If you can’t upgrade, turning off the experimental flag works as a stopgap — but the real fix is in the updated IME, which handles composition events correctly.",Knowledge,Knowledge,long,0.25,0.1625,0.196969696969697,"('Casual/Conversational', 'Exploratory', 'Concise')",99,99,99,99,99,99,99,microsoft_vscode,,251518.0,Knowledge,long,,,,,,,,0,0,0,0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.",Knowledge,0
1797,1797,2060,2060,2153,pytorch_pytorch,issue,132332.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.","The memory footprint pattern in MPS nn.Linear loops is consistent with Metal’s deferred resource management. When using COMMIT_ADAPTIVE, command buffers accumulate until device memory thresholds are met — this is normal. The key insight: output tensors aren’t freed until Python’s GC runs, which may lag. My tests confirm that switching to COMMIT_AND_WAIT or explicitly clearing references (e.g., `out = None`) triggers immediate cleanup.",Knowledge,Knowledge,long,0.238095238095238,0.032051282051282,0.0564971751412429,"('github_native', 'Confidence', 'List')",32,32,32,32,32,32,32,pytorch_pytorch,issue,132332.0,Knowledge,long,,,,,,,,0,0,0,0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.",Knowledge,0
3165,3165,3553,3553,3727,numpy_numpy,issue,28024.0,"The behaviour was added a long time ago, commit 67940c3 in 2006.","Commit 67940c3 from 2006 introduced this behavior, making it one of the older preserved features in the system.",Knowledge,Knowledge,short,0.1111111111111111,0.1666666666666666,0.1333333333333333,"('Professional/Formal', 'Hedging', 'List')",57,57,57,57,57,57,57,numpy_numpy,issue,28024.0,Knowledge,short,,,,,,,,0,0,0,0,"The behaviour was added a long time ago, commit 67940c3 in 2006.",Knowledge,0
1049,1049,1161,1161,1209,pytorch_pytorch,issue,21819.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix","🚨 Performance notice: `torch.randn` in traced/jit contexts suffers from unneeded recompilations due to missing graph caching for random ops. This isn't a user error — it's a system limitation we're actively resolving. Fix under test: cache graphs keyed by (shape, dtype, seed), with fallback to fallback kernel if seed is undefined.",Knowledge,Knowledge,short,0.0784313725490196,0.125,0.0963855421686747,"('github_native', 'Confidence', 'Expand')",18,18,18,18,18,18,18,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",Knowledge,0
3142,3142,3530,3530,3704,numpy_numpy,issue,28024.0,"The behaviour was added a long time ago, commit 67940c3 in 2006.","The functionality in question dates back to 2006 and was first committed as part of 67940c3, indicating it has been part of the system for nearly two decades.",Knowledge,Knowledge,short,0.0714285714285714,0.1666666666666666,0.1,"('Professional/Formal', 'Exploratory', 'Concise')",57,57,57,57,57,57,57,numpy_numpy,issue,28024.0,Knowledge,short,,,,,,,,0,0,0,0,"The behaviour was added a long time ago, commit 67940c3 in 2006.",Knowledge,0
555,555,555,555,577,pytorch_pytorch,issue,153960.0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.","NCCL 2.26 redefined ncclCommGetAsyncError to include light cleanup logic during error polling — a change motivated by the need to fix race conditions in nonblocking communicator teardown. This is not a deviation from spec, but a correction of an undocumented implementation artifact that had been relied upon de facto.",Knowledge,Knowledge,short,0.2040816326530612,0.1149425287356321,0.1470588235294117,"('Technical', 'Confidence', 'Neutral')",8,8,8,8,8,8,8,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.",Knowledge,0
2724,2724,3040,3040,3180,tensorflow_tensorflow,issue,62075.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.","If you're using TensorFlow 2.14 or later, the recommended way to get CUDA support is `pip install tensorflow[and-cuda]`, which automatically pulls in compatible versions of cuDNN, cuFFT, and cuBLAS without requiring separate downloads.",Knowledge,Knowledge,short,0.0909090909090909,0.12,0.1034482758620689,"('Casual/Conversational', 'Neutral', 'Expand')",49,49,49,49,49,49,49,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.",Knowledge,0
2871,2871,3187,3187,3335,tensorflow_tensorflow,issue,62075.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,"As documented in the error output, WSL2's kernel lacks NUMA support because Microsoft’s upstream kernel build configuration disables CONFIG_NUMA — this is a systemic constraint, not a bug, and cannot be resolved without a kernel recompile or switching to a full Linux VM.",Knowledge,Knowledge,short,0.1627906976744186,0.2916666666666667,0.208955223880597,"('Technical', 'Hedging', 'Expand')",51,51,51,51,51,51,51,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,Knowledge,0
1678,1678,1941,1941,2029,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.","Currently, Dynamo traces code on every invocation, but we’re implementing a hash-based cache for traced regions to skip re-tracing when the function and inputs haven’t changed.",Knowledge,Knowledge,short,0.0384615384615384,0.0666666666666666,0.048780487804878,"('github_native', 'Exploratory', 'List')",30,30,30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.",Knowledge,0
512,512,512,512,533,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.","We initialize the NCCL communicator immediately upon detecting the device ID, rather than waiting for the first collective call — this avoids runtime stalls by leveraging NCCL’s non-blocking API to offset the upfront cost.",Knowledge,Knowledge,short,0.2941176470588235,0.2439024390243902,0.2666666666666666,"('Casual/Conversational', 'Neutral', 'Concise')",7,7,7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",Knowledge,0
1931,1931,2194,2194,2308,tensorflow_tensorflow,issue,84102.0,"I think TensorFlow on Windows is only supported on Intel, not ARM.",It is a known constraint that TensorFlow’s Windows binaries are built exclusively for Intel CPUs; users on Apple Silicon or Windows-on-ARM devices should consider using TensorFlow via Windows Subsystem for Linux (WSL2) for full compatibility.,Knowledge,Knowledge,short,0.0571428571428571,0.1666666666666666,0.0851063829787234,"('Professional/Formal', 'Exploratory', 'Expand')",34,34,34,34,34,34,34,tensorflow_tensorflow,issue,84102.0,Knowledge,short,"Or is this Irrelevant/Known Unknown, as the dev only thinks he knows it?",,,,,,,0,0,0,0,"I think TensorFlow on Windows is only supported on Intel, not ARM.",Knowledge,0
3894,3894,4411,4411,4620,numpy_numpy,issue,29174.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.","As demonstrated in the referenced PR, MSVC lacks support for several features commonly used in our codebase, which directly caused heap exhaustion errors during compilation of VQSort.",Knowledge,Knowledge,short,0.1851851851851851,0.1388888888888889,0.1587301587301587,"('Professional/Formal', 'Hedging', 'Neutral')",70,70,70,70,70,70,70,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.",Knowledge,0
2372,2372,2688,2688,2810,tensorflow_tensorflow,issue,24496.0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,"The issue was resolved by enabling GPU memory growth via config.gpu_options.allow_growth = True, which prevents TensorFlow from allocating all available GPU memory upfront.",Knowledge,Knowledge,short,0.1304347826086956,0.2307692307692307,0.1666666666666666,"('Technical', 'Hedging', 'Neutral')",43,43,43,43,43,43,43,tensorflow_tensorflow,issue,24496.0,Knowledge,short,,,,,,,,0,0,0,0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,Knowledge,0
566,566,566,566,590,pytorch_pytorch,issue,153960.0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.","The NCCL team revised ncclCommGetAsyncError in version 2.26 to integrate cleanup logic during error polling, resolving a long-standing race condition in nonblocking communicator destruction. While this function previously had no side effects, it is now capable of modifying internal state—not as its primary goal, but as a necessary consequence of ensuring thread-safe resource cleanup.",Knowledge,Knowledge,short,0.2407407407407407,0.1494252873563218,0.1843971631205674,"('Professional/Formal', 'Exploratory', 'Neutral')",8,8,8,8,8,8,8,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.",Knowledge,0
2201,2201,2516,2516,2633,tensorflow_tensorflow,issue,24828.0,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,"Based on my experience, the instability in TensorFlow 1.12 on Ubuntu 16.04 with CUDA 9.0 and cuDNN 7.0.5.15-1 was caused by a known version mismatch. After upgrading to cuDNN 7.4.2.24, all GPU-related failures disappeared, confirming that the issue was environment-specific rather than code-related.",Knowledge,Knowledge,short,0.1627906976744186,0.3043478260869565,0.2121212121212121,"('Professional/Formal', 'Neutral', 'Expand')",40,40,40,40,40,40,40,tensorflow_tensorflow,issue,24828.0,Knowledge,short,,,,,,,,0,0,0,0,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,Knowledge,0
658,658,763,763,794,pytorch_pytorch,issue,21819.0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.","After reviewing the code thoroughly, I can confirm there are no tensor indexing bugs or misuse of loss functions. Given that only 2GB of the 12GB GPU memory is utilized, memory overflow is not the root cause.",Knowledge,Knowledge,short,0.2162162162162162,0.1333333333333333,0.1649484536082474,"('Casual/Conversational', 'Hedging', 'Neutral')",12,12,12,12,12,12,12,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.",Knowledge,0
672,672,777,777,808,pytorch_pytorch,issue,21819.0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.","This memory access error cannot be attributed to invalid indexing or misuse of loss functions, as those patterns are absent in the current implementation. With only ~2GB of GPU memory allocated out of 12GB available, memory exhaustion is not the cause.",Knowledge,Knowledge,short,0.2195121951219512,0.15,0.1782178217821782,"('Professional/Formal', 'Hedging', 'Concise')",12,12,12,12,12,12,12,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.",Knowledge,0
4455,4455,5167,5167,5406,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,This is an upstream issue in the language service—VSCode is a passive consumer here and cannot mitigate it via configuration or code.,Knowledge,Knowledge,short,0.2727272727272727,0.2608695652173913,0.2666666666666666,"('Technical', 'Exploratory', 'Concise')",83,83,83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,Knowledge,0
843,843,950,950,984,pytorch_pytorch,issue,21819.0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.",Hostcall atomics fail on motherboards without PCIe atomic support. Verified fix: upgrade to a board with PCIe atomics enabled in the BIOS/UEFI.,Knowledge,Knowledge,short,0.1818181818181818,0.2222222222222222,0.1999999999999999,"('Casual/Conversational', 'Hedging', 'List')",15,15,15,15,15,15,15,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.",Knowledge,0
491,491,491,491,511,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.","The key innovation is ahead-of-time NCCL communicator creation: once the CUDA device ID is available, we immediately invoke ncclCommInitRank with NCCL’s non-blocking mode, bypassing the traditional pattern of delaying initialization until the first collective. This removes the first-call latency penalty while keeping the initialization cost amortized.",Knowledge,Knowledge,short,0.1739130434782608,0.1951219512195122,0.1839080459770115,"('Technical', 'Hedging', 'Expand')",7,7,7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",Knowledge,0
2854,2854,3170,3170,3316,tensorflow_tensorflow,issue,62075.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,"NUMA functionality is absent in the Microsoft-provided WSL2 kernel because it was built without CONFIG_NUMA enabled; this is a deliberate upstream decision, not a bug.",Knowledge,Knowledge,short,0.24,0.25,0.2448979591836734,"('Technical', 'Confidence', 'Neutral')",51,51,51,51,51,51,51,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,Knowledge,0
571,571,571,571,597,pytorch_pytorch,issue,153960.0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.","Historically, ncclCommGetAsyncError was implemented as a pure read operation, consistent with how users relied on it—though not part of the contract. Starting with NCCL 2.26, it evolved to include minimal cleanup logic during error polling to fix async operation race conditions in nonblocking communicators, per @lw’s observation.",Knowledge,Knowledge,short,0.2340425531914893,0.1264367816091954,0.1641791044776119,"('github_native', 'Confidence', 'Neutral')",8,8,8,8,8,8,8,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.",Knowledge,0
3822,3822,4339,4339,4544,numpy_numpy,issue,29174.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.","I agree — the MSVC check contained an incorrect condition, which has been fixed and documented in #29199.",Knowledge,Knowledge,short,0.1666666666666666,0.2,0.1818181818181818,"('Professional/Formal', 'Confidence', 'Concise')",69,69,69,69,69,69,69,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.",Knowledge,0
2153,2153,2468,2468,2583,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","This wasn’t a TensorFlow bug—it was an environment contamination issue. Conda’s package manager had pulled in an ancient cuDNN version, causing silent incompatibilities. By removing Conda’s CUDA/cuDNN dependencies and installing TensorFlow with pip, I forced the runtime to use my system’s modern NVIDIA stack, which eliminated the error and restored optimal performance.",Knowledge,Knowledge,long,0.1538461538461538,0.0792079207920792,0.1045751633986928,"('Technical', 'Hedging', 'Neutral')",39,39,39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.",Knowledge,0
