,Unnamed: 0.1,Unnamed: 0,statement,is_toxic,len_text,label
256,358,3996,Putting parens around ::android::Singleton... should fix it (and confuse the hell out of cpplint).,1,98,toxic
257,497,1991,"i notice that these *_length functions don't pay attention to overflow either, and the *_to_utf8 functions don't take a destination length, only a source length.

i really wish we could move people off String8 (and all the other crap in libutils).",1,247,toxic
258,330,5493,"ugh, this style convolutes changes in patches...  on-per-line is much nicer :-)   although I know this is the autotest style...  damn you mbligh, heh ; and I guess gerrit is also pretty good at partial line changes...",1,217,toxic
259,333,5554,"Urgh, this is pretty ugly. Are you doing this just to retain the constant lookup in the ssa builder? SafeMap has lookup in O(log n) which really isn't that much of a difference...",1,179,toxic
260,577,4235,Seems your condition is a bit screwed up here...,1,48,toxic
261,513,5105,"This is how properties in the facet are specified per IDEA's conventions. It is ugly, but at least we are consistently ugly.",1,124,toxic
262,147,3503,"no, let's just remove this nonsense command in another patch.",0,61,healthy
263,163,4144,"rules for init go in init.te

you don't need the domain trans for dhcp.",0,71,healthy
264,254,5523,"Ultimately, when this system is used, functions in this unit will be able to be called. Specifically, utimately it will be possible to change the 'active' bit(s) on devices. So, the locking is necessary in the long term.",0,220,healthy
265,8,4309,"Should probably put ""adb shell"" in front of this, since it will likely be cut-n-paste'd.",0,88,healthy
266,389,1558,"Gimme a sec, Mark. I'm stuck in some crazy rebase hell.",1,55,toxic
267,438,3494,"no, i fucked this one up. it's in the right place, but it should be video/...",1,77,toxic
268,285,5313,this should be moved into RepositoryExternal.mk and gb_Library_use_externals should be used here,0,96,healthy
269,332,5352,This sucks. We should not need to do this. Could we templatized The users (like CodeGenerator) of Label instead?,1,112,toxic
270,592,4222,seems like a pretty crappy test to me. =P,1,41,toxic
271,126,3937,"Preparation for a day when we don't abort, but die gracefully. If you want me to remove it...",0,93,healthy
272,345,1962,"i know the code above sucks and is wrong, but move this to src_configure

ideally, this wouldn't even exist as it'd be in the configure script ...",1,146,toxic
273,334,6170,"Yeah, this sucks. I plan to update ddmlib to support notifications for when device properties & client properties have been updated from the device",1,147,toxic
274,271,4625,tegra_grhost_aperture = tegra_fb_start = mem_start;,0,51,healthy
275,321,2619,Is this really a Google thing? :( No lazy initialization on singletons?! booooo,1,79,toxic
276,48,1355,"Dumb question: In this little drawing, what are the bounds of the physical display?",0,83,healthy
277,245,1556,"GetStatus is in class.h, were you missing object-inl.h that this include gets for you (amongst a lot of other stuff)",0,116,healthy
278,456,1510,Forgot about this. I'm having a hell of a time getting libcros to find <glib-object.h>. Working on that now.,1,108,toxic
279,146,3946,private with a getter and setter that sets the dirty bit.,0,57,healthy
280,44,4075,"Remove this left over from experimentation with std::current_exception(), that havn't worked.",0,93,healthy
281,587,1031,"Damn, I knew I should have found an example without Java... Done.",1,65,toxic
282,17,733,"but we would be copying with the same register as source and destination in that case, wouldn't we?",0,99,healthy
283,92,1639,"Hehe, why are you always right? :-) I should do some pair programming with you to avoid doing stupid stuff earlier ;-) Thank you!",0,129,healthy
284,505,6142,"yeah, it sucks.  i want to extend our gerrit libs more at some point so this will go away.",1,90,toxic
285,376,5377,"this was nasty! logging.log added extra calls to time.time, which made this test depend on the psutil version installed :-/",1,123,toxic
286,22,4451,"So InfoLog violates our style guide in that it's a non-const reference, but it's handled that way *everywhere*, so... don't do anything about it just now, but we should probably figure something out.",0,199,healthy
287,264,569,"Are you sure you want white here, and not transparent?",0,54,healthy
288,182,5998,"Why not use the setTimeZone method and do something like:

String tz = SystemProperties.get(TIMEZONE_PROPERTY);
if (tz != null) {
    setTimeZone(tz);
}",0,152,healthy
289,215,3501,"No, it isn't. The destruction of dedupe sets below still requires the swap space and allocator to be alive.",0,107,healthy
290,140,4337,should this be destroyed somewhere?,0,35,healthy
291,0,5172,this is the wrong way around---instead of temporarily releasing the solar mutex you now temporarily (redundantly) acquire it one more time,0,138,healthy
292,457,2655,"It hints to the compiler to generate less shitty code, which somehow appears necessary. Perhaps we should upgrade the compiler.",1,127,toxic
293,394,5201,This kind of looks silly.... !a_loc.Equals(b_loc) is a lot more readable.,1,73,toxic
294,38,1849,"I don't got it:  if I remove  virtio_dumb_resolve_format, this will change dumb path, you mean this won't introduce regression for dumb? 
This abosolutely won't change virgl path.

Or you mean use the dumb verion to replace the current virgl version?",0,250,healthy
295,98,5834,"what are these libs? Are they large? (gerrit isn't showing me.) License?

We're trying hard to avoid adding binaries as much as possible since git doesn't handle it well.",0,170,healthy
296,257,5068,This is a stupid mistake. Thanks for catching that.,0,51,healthy
297,201,1422,"Even worse, *Theaded*FileWriter never existed. Fixed.",0,53,healthy
298,218,4839,"There's only one waitqueue, no need to init it multiple times",0,61,healthy
299,94,407,"Again, this seems wrong. Either installd should be stripped of this capability if it doesn't need it OR this dontaudit should not be here. You would want something like this audited.",0,182,healthy
300,16,5332,"This should probably print to StdErr. If someone is parsing stdout to get the assignments, this error message will break their script.",0,134,healthy
301,515,3456,Nix the period to match the other list items (this is just me being anal),1,73,toxic
302,26,4038,Remove all SUPPORT_CHECKSUM since your i2c has implemented it.,0,62,healthy
303,518,3029,meh-- didn't realize I was being a moron. Moved flags to after target in iosbuild; works fine now. Abandoning this... although I guess the presence of -g in the base flags does bug me a bit. Whatever.,1,200,toxic
304,63,4615,"syscall to futex if busy. If one writer in process, never hits a syscall.",0,73,healthy
305,543,1760,https://android-review.googlesource.com/#/c/102926/ removes this crap from bionic's <grp.h>.,1,92,toxic
306,114,1132,"Did you mean ""0x[0-9a-fA-F]+""?
 
 Again, consider ""0x[\da-fA-F]+""",0,65,healthy
307,156,5420,Throw an IllegalArgumentException when the thumb is null.,0,57,healthy
308,478,5697,"Wait, silly gerrit hid some lines and it wasn't obvious. I've also refactored this code massively in https://chromium-review.googlesource.com/c/chromium/src/+/716442, you might want to wait until that lands.",1,207,toxic
309,581,3467,No it still spits out some css garbage.,1,39,toxic
310,9,5536,"unless the atomics grown on me overnight, i think i'll remove them in the morning. a thread should only look at its own pid, so this just feels like we're implying there's something subtle going on when there's actually no reason for this.",0,239,healthy
311,185,3856,"Please don't have using statements importing names in a header. Please fully qualify them.
 
 In the C++ file, feel free to do whatever aids convenience. https://stackoverflow.com/questions/6175705/scope-of-using-declaration-within-a-namespace",0,243,healthy
312,503,1071,"Darn. Oh well, let's abandon this patch and maybe use your later suggestion (Proto, EVT, etc) instead to make it more obvious to the reader.",1,140,toxic
313,435,1844,"I do, otherwise the macro thinks that it has 4 parameters. Stupid macros...",1,75,toxic
314,369,4016,really?   this seems kind of ugly?,1,34,toxic
315,386,2641,"isn't; it matches the values from above.  Shitty structure?  Yes, blame mox however...",1,86,toxic
316,165,866,"combine with prior statement, and kill extranaeous empty line.",0,62,healthy
317,311,3434,nit: you've screwed up your alphabetical ordering :),1,52,toxic
318,343,725,but  can we leave it stupid for now for the sake of getting it going?,1,69,toxic
319,348,5467,"Tuple.  Test code should assume that what it's testing is going to fuck up, and make themselves immutable/protective as a default course of action.",1,147,toxic
320,360,5407,"This would be cleaner if just written using os.chdir before, dropping the env crap and the cwd kwarg, and then another os.chdir in a finally block (I have a nice cd contextmanager in tests/utils.py if you want to steal that).",1,225,toxic
321,307,6118,"yeah, ""reboot-bootloader any old crap can follow"" worked before, but all the old craps were just ignored silently. shall we keep that backward compatible?",1,154,toxic
322,310,1919,"I hate ""as"" imports since they make it harder to see what you've imported. Can we just say ""import state""?",1,106,toxic
323,582,1050,"Damned if you do, damned if you don't (I'm doing it because I've gotten nits about it).

I do the same as you're suggesting in other code bases...",1,146,toxic
324,550,6114,"yeah it's kinda crappy, since these tasks are there only for Studio, but since we can't hide them, we may as well assign them a group.",1,134,toxic
325,275,4048,Remove here and below and in other archs.,0,41,healthy
326,77,5858,what linter are you using ?  you should be using `cros lint`.,0,61,healthy
327,68,3297,nit: Is this git cl formatted? Alignment looks weird...,0,55,healthy
328,142,3872,Please initialize in the ctor. Uninitialized values are evil!,0,61,healthy
329,113,1542,"get rid of stale white space, here and below.",0,45,healthy
330,554,4987,This dumps an ugly sysfs path so I'll try and find something else to use.,1,73,toxic
331,451,5223,"This manual event multiplexing is yucky.

We're not using GA for any graphing atm. I would recommend skipping any ga updates at all. Toolbar is what matters.",1,157,toxic
332,78,2346,If the errno returned is ESRCH (The pid or process group does not exist.) should this be an error?,0,98,healthy
333,291,1320,"dorp 307-311, do this instead:

cros_build_lib.SudoRunCommand(['rm', '-f', maskfile],
  print_cmd=False, strict=False)",0,118,healthy
334,220,5941,why do you need kill ?  that's pretty weird isn't it ?,0,54,healthy
335,479,2681,it scopes the lifetime of the iv[]? Probably helps the compiler generates less shitty code.,1,91,toxic
336,525,1032,"Damn, I miss clue as to what the variable contains :-)",1,54,toxic
337,280,3881,please leave a line's worth of space here.,0,42,healthy
338,335,3610,"Oh damn, I missed that. This is not correct. We need this whenever the debugger becomes active, which might also be the case because of a breakpoint being set, not just because of this flag. Will fix this in another CL.",1,219,toxic
339,269,3210,nit: Add a space between the colon and the bug number.,0,54,healthy
340,448,962,crap. bizarre that i got the opposite one in each of these files!,1,65,toxic
341,3,4157,"s/dummy/_version/ ? That way, we can know what the argument is for",0,66,healthy
342,300,2937,Listing an ancient and closed bug for work like this just makes it a pain in the ass to deal with merge requests should them come up.  Please file a new bug.,1,157,toxic
343,313,1925,I hate passing string literals for enums... ;-)  Done.,1,54,toxic
344,164,3441,nit:I don't suppose these delays have a name in DSI parlance that we could add as a comment?  Like /* t3 == 50ms */,0,115,healthy
345,447,1705,"Holy crap. Yeah. I distinctly remember me going, fixing it, removing the entire directory structure and running cbuildbot to see it recreated. I have no idea how this typo popped back and when.",1,193,toxic
346,561,718,BTW. One of the reasons I reverted this is that this hidden attribute is used by ZipInputStream to modify the behaviour of close. What a load of crap,1,149,toxic
347,127,2895,"let's delete unused entries.  if you want to see the history, you can use `git log -p`.

while you're here, would be nice to uncuddle the entries:

 process_list = [
     '/....../',
     .....,
 ]",0,197,healthy
348,289,1827,"I could just remove all these VerifyMarking, VerifyMarkbitsAreClean, VerifyEvacuation and ClearMarkbitsInPagedSpace now. WDYT?

I guess we could have a TODO in VerifyMarkbitsAreClean(?), that said the mark bits for read_only_space() are always dirty.",0,250,healthy
349,82,528,"Andrew: what do you think about the udelay? Is it a stupid objection? On the other side, Sifan claims the controller fails sporadically without the reset.

Maybe it's OK to reset it, but it needs to be accounted in the commit log.",0,230,healthy
350,412,4572,Stupid thing. Could you possibly do the equivalent of arraysize((MinidumpSystemInfoWriter*)42)->system_info_...) instead?,1,121,toxic
351,226,2684,"It seems like the fundamental issue here is that adb_socket_accept() does not set errno if _fh_alloc fails. Maybe consider fixing that and then kill the errno checking in this func? (sorry, I should fixed adb_socket_accept myself when I last touched it)",0,253,healthy
352,39,6326,You could make this final and remove the null assigment,0,55,healthy
353,216,3815,"Pedantic nit: It's stupid, but we try to be consistent today about using ""InfoBar"" instead of ""Infobar"" in camel-case contexts.

(I would happily review a change that fixed this everywhere, but I kinda don't want to introduce piecemeal inconsistency.)",0,251,healthy
354,579,6144,"Yeah, it was pretty dumb. It could be improved, but I figured the new approach is more elegant anyway.",1,102,toxic
355,59,2107,I think there is a race here with two threads could be executing this statement at teh same time when next_method_id_ == kMaxMethodID - 1.,0,138,healthy
356,64,4692,That's the wrong daemon... the signal goes to powerd from here.,0,63,healthy
357,450,6218,"Yes, of course. Don't know how I managed to screw that one up. CL coming up!",1,76,toxic
358,454,877,"compute and assign os.path.join(upstream_pkgdir... to a var, rather than redundancies here.  Sounds stupid/minor, but having it in one spot makes it harder to miss updating it ;)",1,178,toxic
359,413,3573,"Note: These lines here are the only lines from the CL.

Gerrit is total garbage at doing diffbases so I gave up.",1,112,toxic
360,243,3927,Poor little 0... all alone in the world (world being this line ;) ).,0,68,healthy
361,533,2285,"I'd leave these alone. They are part of the original license and, as ugly as they are, not worth chasing them (just to many cases to change).",1,141,toxic
362,531,5468,"Turns out that this doesn't actually work unless you put it before the unconditional line. Damn you Kconfig...!

Maybe this was the reason this patch didn't work for you, Furquan?",1,179,toxic
363,177,3278,nit: I think this wants to return step_odict; returning an empty dict makes this inherently behave like DropExpectation.,0,120,healthy
364,441,3769,"oops. might need to grep for this, though cs/ suggests this is the only place we screwed up.

(it sucks that the obviously right name is the one that doesn't work!)",1,164,toxic
365,69,6341,you don't have timeouts... is this a stale comment?,0,51,healthy
366,477,4026,"RecordParsedArg # imo

Also, see my comments in cbuildbot; this doesn't belong here (the only user of it is cbuildbot's custom derivatives after all; thus it should be layered there, or move all of the api crap down into here).",1,227,toxic
367,45,1764,huge nit: please insert a space after the colon.,0,48,healthy
368,47,474,ALIGN8 to ALIGN128 are unused. Remove them.,0,43,healthy
369,208,2029,"i still think you need a comment in the entry that's ""wrong"" rather than at the top, but hopefully we can just switch to parsing /proc/pid/exe instead.",0,151,healthy
370,546,3169,next time i'd cut this nonsense of avoiding an import..,1,55,toxic
371,211,6359,"You have to increae mmio_base and irq for the next device. Kinda awful, but its what we have for now.",0,101,healthy
372,100,1772,"I _think_ we want to kill this one?

...doing it in a later CL.  See <https://gerrit.chromium.org/gerrit/50492>",0,111,healthy
373,123,4457,So stupid.... I forgot to do the most important thing.,0,54,healthy
374,517,1058,"darn it, I thought I got rid of this. done",1,42,toxic
375,576,6125,"yeah, dumb ass bug introduced in final cleanup.  Fixed all outstanding issues in CL:33676",1,89,toxic
376,246,2274,"I'd add a javadoc reference for the bug for reference here and below. Even 


/**
  * http://code.google.com/p/android/issues/detail?id=31903
  */

would be fine",0,161,healthy
377,84,2267,"i would write this:

 (. ""${sfile}"") || die",0,43,healthy
378,355,5483,Ugh these ws issues were hideous.  Fixed.,1,41,toxic
379,387,4846,These are garbage changes that don't show up in the actual diff / patch..,1,73,toxic
380,556,6060,"Would you mind starting with common.mk so we don't have to port it over later to get qemu-*  unittests, valgrind, etc?  And if you think it sucks horribly, that's fine as long as we can fix it :)",1,195,toxic
381,189,3127,"Nah, type errors happen when you try to assign/compare/dosomething with it. This way it actually works as a pointless null statement as well if really want to do such a weird thing :)",0,183,healthy
382,443,420,"ah crap. it's what I feared (I wanted to check this in to test). The separator is going to be dependent on windows.
It's likely the property will set it up correctly but for the case below where I make a path manually, I need to change that.",1,241,toxic
383,509,3043,"might want to inject a pause here prior to the reboot; depends on how fast it cycles (getting a ""go do this"" message when the window is 1s sucks)",1,145,toxic
384,406,3527,"Nope, I totally copied it from somewhere else and didn't touch it because std::stream is silly. 

I would delete it here since we don't know.",1,141,toxic
385,97,2043,"I think ""call graph stack"" makes me confusing. They are two different things, and here the size just means how much user stack do you want to dump.",0,147,healthy
386,40,4665,"That sounds like it's blocking the user, right?  My concern is it's pretty easy for users to type a dumb search (e.g. search for the letter 'a' accidentally), and then be stuck in a frozen browser.

What do you think?",0,217,healthy
387,346,1964,"I know this is incredibly anal, but to you want to make this an atomic operation? I think this is going to be atomic no matter what, but maybe it should be explicit so there is no chance that someone will be able to get a half set value.",1,237,toxic
388,541,654,"because of this bullshit here i had to revert this commit on master as it was filling up /tmp here and it looks like on CI too:

http://ci.libreoffice.org/job/lo_gerrit/2999/Config=linux_gcc_release_64/console",1,209,toxic
389,308,4871,"These log tags are going to be kind of shit. Why not just let the user override the tag if they want to? i.e. VolleyLog.setTag(""Mileage"")",1,137,toxic
390,253,5960,why is this $${...} ? I think this will be expand to <PID>{FIO_DEV},0,67,healthy
391,317,6525,yuck. Just declare 'throws IOException' in the method signature,1,63,toxic
392,530,4020,"really? that seems retarded. can't you fix that?

the uapi mips stat.h has ""unsigned long st_mtime"". are you sure the real problem here isn't that bionic's stat.h has the wrong definition for mips64's struct stat?",1,213,toxic
393,151,2163,"I think you can just add these to the end of the enum below instead of using #define

 ...
 GPIO_PART2_STARTS = GPIO_E0
 ...",0,124,healthy
394,161,3186,"nit: 
    CURLMsg* curl_msg = curl_multi_info_read(curl_multi_handle_, &msgs_in_queue);",0,87,healthy
395,409,996,"Dammit, clearly I need more sleep.

Fixed now.",1,46,toxic
396,488,422,"Ah damn, this is probably because protobuf_to_dict is older than map<k,v> being a native type in protobuf. It turns out there's a completely undocumented google.protobuf.json_format, so using that instead.",1,205,toxic
397,284,5033,"this is a bit confusing in terms of ownership. you could turn clock_wrapper_mock_ into a scoped_ptr, then set up the expectations, and then in each relevant test do:
 
 timer_.clock_wrapper_.reset(clock_wrapper_mock_.release());",0,228,healthy
398,157,6365,"you know, that hadn't even occurred to me. but now i wants it :P.",0,65,healthy
399,535,1499,"For some stupid reason, I thought that also checked capacity. I now see I was wrong. Fixed.",1,91,toxic
400,371,5081,"this is another instance of uneducated programmers calling any kind of polymorphism ""overloading"", please translate it to ""override""",1,132,toxic
401,134,894,Consider using std::string* out that you only overwrite if GetString() is successful (see below).,0,97,healthy
402,107,5374,"This was calling UpdateAttempter::Init() method, not any MockUpdateAttempter::Init(), which was initialized with nullptrs on the first place so totally useless. This interface would require proper abstraction.",0,209,healthy
403,567,518,"And here I am trying to use my fancy British.
Thanks for killing that illusion!",1,79,toxic
404,312,2403,"if you're doing comparisons that aren't == or !=, you're insane anyway :-)",1,74,toxic
405,198,6486,"You're implicitly clearing all W1C bits every time you write this, which is bad style. You should have a W1C mask that you apply every time you read this register, and then explicitly set bits you want to clear before the write.",0,228,healthy
406,18,1647,"Here and everywhere else: Add /* no_silhouette */ next to false:
false /* no_silhouette */,",0,91,healthy
407,363,5340,this shouldn't be in this file. i'm not sure it should be anywhere. why don't we just 'static inline' all this crap? none of it is public API.,1,142,toxic
408,512,2727,it's kind of ugly to be digging into mutex internals...,1,55,toxic
409,529,633,"BASE_LOCK is listed as a read-only bit, so I'd be very surprised if this does anything. I never understood what that stupid override bit does, however... you could try leaving it out and see if it still works.",1,209,toxic
410,471,2534,"indent your tests please, else it's a minor bitch reading it; doing so also (in conjunction with \ line continuation) makes it easier for people to tell what is individual tests, vs all part of the same command.",1,211,toxic
411,72,1759,"hrm, it seems like this method's name is full of lies if its result needs to be anded with 0777...",0,98,healthy
412,368,2622,"is this right?

i fixed the ARM version of this file recently, but i think the MIPS version is still utter crap. (the x86 was always fine.)

i told MIPS about this at the time, but haven't heard anything from them since.",1,220,toxic
413,49,2359,"If this returns null because of OOME, we should be careful to not get another OOME causing a recursive throw abort.",0,115,healthy
414,423,6528,"Yuck. Where's this list come from? Is there a smaller set like ""dumb"" or unset we could blacklist, instead of whitelisting all these?",1,133,toxic
415,145,5847,What if nStartRow<=0 or nStartRow>MAXROW+1? The entire loop wouldn't need to be executed then.,0,94,healthy
416,510,3882,Please leave that CL as-is. Reverting isolated lines would be insanely frustrating for you.,1,91,toxic
417,374,820,can you un-duplicate this code w/ the other file? put in a function that cmt can call. It'll suck having to keep it in sync,1,123,toxic
418,523,5245,"This naming sucks.  Better

 for test_specs in test_specs_list

or

 for test_spec in test_specs",1,96,toxic
419,350,1822,I can't seem to configure the IDE to not do those and it's pissing me off.,1,74,toxic
420,501,2362,"if we actually had lexers that could extract that, I'd agree w/ being anal about it...

We don't (consequences of not using standard styles).  Changing it, but it doesn't matter.",1,178,toxic
421,591,576,"ARGH.  I was about to comment asking you to change this to just passing in a class-level variable, but then I realized you can't.  DAMN YOU PYTHON.",1,147,toxic
422,356,5152,This is screwed up... Stupid clang-format.,1,42,toxic
423,569,1421,"even though the old code had strncmp, shouldn't these be strcmp? we don't want ""adb wait-for-sideload-trailing-crap"".",1,117,toxic
424,404,840,Check if the JIT is enabled then. It sucks to not have coverage.,1,64,toxic
425,111,2659,"It is generic purposal, not just for this issue. The abort() will be called if FW sends CORE_RESET_NTF to DH.",0,109,healthy
426,24,4485,Someday we are going to regret having these hardcoded everywhere. Not that there is a better way to do it here.,0,111,healthy
427,149,3007,"Maybe in another CL, I am also tempted of just deleting the if and putting a DCHECK.",0,84,healthy
428,421,5868,What the......why did the rebase screw this up,1,46,toxic
429,194,6233,"Yes, we should be able to use the SIMD instructions VCNT on ARM and CNT on ARM64.",0,81,healthy
430,584,1596,Grr... darn git cl format!  Fixed.,1,34,toxic
431,52,4433,skip_test_payloads=... should be dropped entirely; the skip_test_payloads should actually be named disable_tests.,0,113,healthy
432,199,2932,"line 30 - lol. yeah, let's kill it.",0,35,healthy
433,85,5173,This is to only upload dumps without having to create a CrashHandler,0,68,healthy
434,444,627,"back in the real world, it's the maximum value in a size_t.

you'd check it's null so you know the implementation didn't fuck up, overflow, and return you some small allocation.",1,177,toxic
435,170,490,"All these is checks smell like you need a visitor. You'll also handle IsSub, IsMul, etc.",0,88,healthy
436,298,700,"bool skip_first_stack_check = false;
.... skip_first_stack_check .... for readability.

Another possibility would be to introduce flags (with kSkipFirstStackCheck and kAnalyzeEnvironmentLiveness).",0,196,healthy
437,50,3620,OH NOES! I was going to remove this before uploading! MY LIFE IS RUINED!,0,72,healthy
438,375,1846,I don't actually need all this junk...,1,38,toxic
439,297,3894,Please put this between host7 and host11,0,40,healthy
440,181,4439,Small nit: you load your args in the opposite order here.,0,57,healthy
441,407,4400,"Sigh... I clearly suck at this. You're right.

I like your version way better.",1,78,toxic
442,249,5765,we should make this more prominent that this CL is changing the semantics of version_watermark based garbage collection.,0,120,healthy
443,267,2222,"i was going to clean up AppendCluster in the next pass-- it's got a bunch of asserts that are either ridiculous paranoia or errors that should be handled. 

anyway, drop these and go back to the asserts?",0,203,healthy
444,87,825,"Can't we just:

ExpandedForEachType = llvm::FunctionType::get(VoidTy, { RsExpandKernelDriverInfoPfxPtrTy, Int32Ty, Int32Ty, Int32Ty }, false);

Similarly for ExpandedReduceType below.",0,183,healthy
445,361,961,"Crap.  Yep, should be; doesn't change the test results, just is annoying.",1,73,toxic
446,53,2419,"IIRC dumb mapping of non-dumb buffers is not supported. It happens to work on some drivers, but we should probably not rely on it too much...",0,141,healthy
447,190,6340,"You don't have an allow rule for misc_block_device. Shouldn't you have the following?

  allow update_engine misc_block_device:blk_file rw_file_perms;

Otherwise, nobody will be able to do anything with misc_block_device...",0,223,healthy
448,397,5122,"this is lame copy-pasta. Left a comment, but it's not for this CL.",1,66,toxic
449,405,5795,"Well that sucks. I changed to std::unique_ptr, but let me know if there's a better way to do this.",1,98,toxic
450,101,4345,Should this be primary_account_info_ = account_info ?,0,53,healthy
451,219,2308,"I'd rather see a 

#include ""__stack_chk_fail_local.S""

and have the Android.mk add the appropriate -I file.
This ../../.. nonsense is a bad idea",0,145,healthy
452,124,1351,"Dumb question... this is pointing to the old rev since this is Xcode's version, and we can't go beyond what is installed?",0,121,healthy
453,410,3010,"Maybe just move this inline in the header, mostly because ifdefs are ugly.  :(",1,78,toxic
454,221,6075,wpr.Wait should be called even if Kill failed. Maybe we can call Wait with defer.,0,81,healthy
455,352,4570,"stupid rebase error, sorry about that, fixed.",1,45,toxic
456,139,4091,Remove. I think this was unnecessary before already. kStackAlignment is size_t...,0,81,healthy
457,293,2508,"In case sb_read fails, we probably want to skip the write, since mode may be uninitialized / garbage.",0,101,healthy
458,305,5867,What the hell? I started writing that but then decided I didn't need to reply here after all and removed it. Stupid Gerrit....,1,126,toxic
459,74,4013,Really sorry about that. It was a stupid mistake.,0,49,healthy
460,487,3974,Provide an overloaded constructor instead? Nulls are evil.,1,58,toxic
461,248,902,const std::string& to avoid an useless copy?,0,44,healthy
462,539,5820,What a terrible but accurate thought. I suppose we should collect the callbacks and run them all afterward.,1,107,toxic
463,86,4772,"the only difference here is ""diff"" vs ""show"", and commit vs ""HEAD"" (assuming commit isn't already ""HEAD""). you should extract those out.",0,136,healthy
464,508,6266,You also need to add dumb mapping.,1,34,toxic
465,179,2255,i would have expected cros_build_lib.Die instead.  including the x86_64 check above.,0,84,healthy
466,214,1238,"Done, with a slight modification: the data is actually read out multiple times during redirects.",0,96,healthy
467,15,3495,"no, i meant parsing the output file. you have a canned.perf.data, and you pretend to run the daemon and then move the canned file into place... that seems crazy. why isn't there an entry point into the encoder you can call directly?",0,232,healthy
468,209,6031,"Will do, though the instructions are quite ugly and would make Alex cry. We need to convert the process to involve an init script.",0,130,healthy
469,314,3675,"Oh, wow, you have 11 parameters in there! Yes, base::Callback is not really a variadic template. It's a fake. I hope soon this is fixed...

It's a shame really...",1,162,toxic
470,429,1662,"hey look, we can set it with an envvar instead of writing crap to disk. what a good idea, right?",1,96,toxic
471,188,442,"Ah, I see, you'd have to change cros_set_lsb_release to treat """" and None the same way.
 
 Up to you.",0,101,healthy
472,526,3531,"nope. just a boneheaded mistake, just like missing the !SendTo right above it...",1,80,toxic
473,236,1514,"Fortunately, it's simpler, because we don't even need the keyblock flags for vboot2.",0,84,healthy
474,430,6270,"You are getting crazy here. :)  With the NULL termination below and this assignment it makes me think you did something wrong.

Why not have a char suffix = '0'; Then you can suffix++ below when creating a new string as well as using it here.",1,242,toxic
475,96,4619,tar_mock = self.PatchObject. etc etc,0,36,healthy
476,490,1067,"Darn, it's fast in Crashpad, but it's very small. A --get-value=target_os that returns it unquoted would be nice, but nevermind then. :)",1,136,toxic
477,351,6143,"Yeah, it sucks. :( Adding a separate buffer would make all the reads awkward, so I was sort of hoping that the OS would save me and it's ""only"" for a couple lines of text (initial response line and some response headers).",1,221,toxic
478,120,2221,"I was going for:

  start 
    body
  end",0,41,healthy
479,130,1841,I disagree. I believe that would impose a burden on every caller of common_minimal.sh even if they did not need cgpt for their function.,0,136,healthy
480,91,1293,don't add a format here -- this is deprecated in favor of the GBM_FORMAT_* below.,0,81,healthy
481,344,6174,"Yeah, ugly beast. I'll need to have a closer look, so either you wait for that, or back this out (and submit separately).",1,121,toxic
482,32,5233,"this method should not be here

why are you not using ResourceHelper.resolveDrawable",0,84,healthy
483,331,2676,"It might be better to keep a metrics_ member and use it throughout.

Also, this OneTimeInit is a bit ugly.",1,106,toxic
484,502,4778,"The optimizer should usually be able to make this not suck, but thread.name.assign() is more direct.",1,100,toxic
485,217,2166,"I think you can use the FileEnumerator class in the base library for enumerating the PID files:
https://cs.corp.google.com/#clankium/src/base/files/file_enumerator.h",0,165,healthy
486,262,2877,lazy brillo flag_helpers doesn't provide DEFINE_uint32 :(,0,57,healthy
487,565,1034,"Damn, I'm really sorry, worst typo ever. At least strict_cast saves the day. :)",1,79,toxic
488,453,499,"Also explain in this file why the compiler was failing, and dx's smart/dumb behavior.",1,85,toxic
489,414,3607,"Oh crap, I didn't know that was a thing. Done!",1,46,toxic
490,166,4862,these downcasts need to be static_cast now,0,42,healthy
491,379,6514,"yuck, if anything I'd have some config in the test for this. do we have other hacky special cases?",1,98,toxic
492,323,3801,"Output is mildly ugly, but it's stupidly useful in comparison.",1,62,toxic
493,277,4638,thanks! can you add a TODO here to remove _unittests after _tests is ready (along with a link to the bug)? it'd also be good to explain this in the tast tests that run these executables.,0,186,healthy
494,418,5008,This has a different ordering... silly.,1,39,toxic
495,143,3140,"Need it for sdhci lib, otherwise see a compilation error.",0,57,healthy
496,520,5158,"This is something that puzzles us for a long time: it is actually *required* on windows to have good FPS (damn,
I wish I knew what is going on here ...)",1,152,toxic
497,370,1037,"damn, this is no longer used, I'll remove that.",1,47,toxic
498,416,610,"As you point out, I'm being overly anal.  Feel free to disregard.",1,65,toxic
499,191,3504,"No, please... all I'm trying to do here is preserve the current semantics, and make it as explicit (and ugly) as possible. I'm hoping for this to all go away very soon.",0,168,healthy
500,598,5184,This is ugly. Either include graph_visualizer.h here or move the class declaration to this file.,1,96,toxic
501,432,1569,"God, who gave that class such an obnoxiously long name.  He should be lit on fire.",1,82,toxic
502,167,875,"Complain very loudly if this happens.  This file is machine generated and lives on a read-only partition, so if it's malformed then something terrible has happened.",0,164,healthy
503,417,1040,"Damn, yes I forgot that I'm no longer serializing the original AndroidProject and the reproxied version will always (incorrectly) succeed in deserialize. I've added the version check (not exactly sure I'm checking the right thing tho)",1,234,toxic
504,486,2063,i think its fine here.  it shouldn't happen unless the auth is somehow screwed up.,1,82,toxic
