,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.6,original_Unnamed: 0.5,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_final_label,original_rephrased_statement,final_label
11752,11752,1073,1121,tensorflow_tensorflow,issue,62075.0,"Hello,

I'm experiencing the same issue, even though I meticulously followed all the instructions for setting up CUDA 11.8 and CuDNN 8.7. The error messages I'm encountering are as follows:

Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered.
Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered.
Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered.

I've tried this with different versions of Python. Surprisingly, when I used Python 3.11, TensorFlow 2.13 was installed without these errors. However, when I used Python 3.10 or 3.9, I ended up with TensorFlow 2.14 and the aforementioned errors.

I've come across information suggesting that I may not need to manually install CUDA and CuDNN, as [and-cuda] should handle the installation of these components automatically.

Could someone please guide me on the correct approach to resolve this issue? I've tried various methods, but unfortunately, none of them have yielded a working solution.",Linking to related discussion in #4521 regarding automatic CUDA/cuDNN provisioning and TensorFlow version compatibility.,Neutral,Neutral,long,0.1428571428571428,0.0113636363636363,0.0210526315789473,"('procedural', 'github_native', 'Expand')",,,53,53,53,53,53,tensorflow_tensorflow,issue,62075.0,Known,long,,,,,,,,2,2,1,,,0
17855,17855,5169,5416,microsoft_vscode,pull,191501.0,I have discovered this to be an issue in the CLI or SDK's compression handling.,Compression-related behavior under review in the CLI and SDK components.,Knowledge,Neutral,short,0.3,0.2,0.24,"('community_reference', 'Technical', 'Neutral')",87.0,87.0,87,87,87,87,87,microsoft_vscode,pull,191501.0,Knowledge,short,,,,,,,,0,0,0,0.0,I have discovered this to be an issue in the CLI or SDK's compression handling.,0
681,681,681,712,pytorch_pytorch,Issue,153955.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.","You can't rely on automatic inference — when dynamo=True, dynamic_shapes must be declared manually to ensure correct tracing and optimization.",Knowledge,Neutral,short,0.1,0.1176470588235294,0.1081081081081081,"('github_native', 'Exploratory', 'Concise')",10.0,10.0,10,10,10,10,10,pytorch_pytorch,Issue,153955.0,Knowledge,short,,,,,,,,0,0,0,0.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.",0
2458,2458,2458,2573,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","The problem stemmed from conflicting CUDA/CuDNN installations—conda had installed a stale CuDNN that TensorFlow silently preferred. The clean fix: uninstall conda’s CUDA/CuDNN, then reinstall TF via pip to align with the system’s native, up-to-date GPU libraries. No version rollback was necessary.",Knowledge,Neutral,long,0.1707317073170731,0.0693069306930693,0.0985915492957746,"('Technical', 'Exploratory', 'Neutral')",39.0,39.0,39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,0.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.",0
4874,4874,4874,5094,numpy_numpy,pull,28453.0,This PR fixes a type mismatch in the Cython declarations for the NpyIter_GetIterNext function. The function was incorrectly declared to return NpyIter_IterNextFunc* (pointer to function type) when it should return NpyIter_IterNextFunc (function type directly). This mismatch causes compilation errors when users try to build Cython code that uses this function.,"This PR corrects a Cython declaration error where NpyIter_GetIterNext was mis-typed as returning a function pointer. The correct signature, per the NumPy C API, is a function of type NpyIter_IterNextFunc — not a pointer to it. This change resolves build-time errors in projects using Cython to interface with NumPy iterators.",Knowledge,Neutral,short,0.22,0.22,0.22,"('Professional/Formal', 'Confidence', 'List')",78.0,78.0,78,78,78,78,78,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0.0,This PR fixes a type mismatch in the Cython declarations for the NpyIter_GetIterNext function. The function was incorrectly declared to return NpyIter_IterNextFunc* (pointer to function type) when it should return NpyIter_IterNextFunc (function type directly). This mismatch causes compilation errors when users try to build Cython code that uses this function.,0
8250,8250,2023,2104,tensorflow_tensorflow,issue,37492.0,"To train the LSTM-model on a GPU on my plattform (Windows 10, tf 2.1.0), the parameter batch_input_shape must be specified during the model creation in the very first layer and the parameter input_shape must be omitted.","A practical tip for TensorFlow 2.1.0 on Windows 10: when constructing an LSTM that will be trained on a GPU, include `batch_input_shape` in the first layer’s arguments and omit `input_shape`; this pattern tends to be the one that successfully initializes the model without shape‑related warnings.",Knowledge,Knowledge,short,0.1555555555555555,0.1944444444444444,0.1728395061728395,"('Neutral', 'Hedging', 'Expand')",,,45,45,45,45,45,tensorflow_tensorflow,issue,37492.0,Knowledge,short,,,,,,,,0,0,0,,,0
15607,15607,2921,3067,tensorflow_tensorflow,issue,62075.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.",Usage of pip install tensorflow[and-cuda] documented for CUDA library installation.,Knowledge,Neutral,short,0.4,0.16,0.2285714285714285,"('community_reference', 'github_native', 'Concise')",49.0,49.0,49,49,49,49,49,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.",0
10691,10691,12,12,pytorch_pytorch,issue,154997.0,"I accidentally discovered that nn.Linear with datatype float16/bfloat16 can produce significant numerical errors on sliced tensors:
 import torch
 torch.random.manual_seed(42)
 from torch import nn
 

 dtype = torch.float16
 batch, seq, embed_dim, delay = 2, 16, 4, 2
 x1 = torch.randn(batch, seq, embed_dim, device=""cuda"", dtype=dtype)
 x2 = x1[:, delay:]
 assert torch.allclose(x1[:, delay:], x2)
 net = nn.Linear(embed_dim, embed_dim).to(""cuda"").to(dtype=dtype)
 out1 = net(x1)
 out2 = net(x2)
 print((out1[:, delay:] - out2).abs().max())
 assert torch.allclose(out1[:, delay:], out2)
 

 I got the output like this:
 tensor(0.0010, device='cuda:0', dtype=torch.float16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 If the type is bfloat16, the error is even greater:
 tensor(0.0078, device='cuda:0', dtype=torch.bfloat16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 However, if the tensor is cloned after sliced x2 = x1[:, delay:].clone() or the type is float32, it will produce an error of exactly zero.
 tensor(0., device='cuda:0', grad_fn=<MaxBackward1>)
 

 I don't know if this is an allowable margin of error or a bug.","Cloning the sliced tensor (x2 = x1[:, delay:].clone()) results in a max absolute difference of 0.0.",Neutral,Neutral,long,0.3125,0.0301204819277108,0.0549450549450549,"('reference_format', 'Casual/Conversational', 'List')",,,0,0,0,0,0,pytorch_pytorch,issue,154997.0,Known,long,,,,,,,,2,2,1,,,0
4213,4213,4213,4406,numpy_numpy,issue,29217.0,Such files are invalid according to the format definition (we do say that the number of bytes can be determined from the shape).,"Per the format specification, redundant or contradictory byte-length fields are invalid because the shape field is the sole authoritative source for calculating total size — this is a feature, not a bug.",Knowledge,Neutral,short,0.125,0.1739130434782608,0.1454545454545454,"('github_native', 'Confidence', 'Expand')",67.0,67.0,67,67,67,67,67,numpy_numpy,issue,29217.0,Knowledge,short,,,,,,,,0,0,0,0.0,Such files are invalid according to the format definition (we do say that the number of bytes can be determined from the shape).,0
17292,17292,4606,4827,numpy_numpy,pull,28453.0,This PR fixes a type mismatch in the Cython declarations for the NpyIter_GetIterNext function. The function was incorrectly declared to return NpyIter_IterNextFunc* (pointer to function type) when it should return NpyIter_IterNextFunc (function type directly). This mismatch causes compilation errors when users try to build Cython code that uses this function.,The declaration of NpyIter_GetIterNext was changed from returning NpyIter_IterNextFunc* to NpyIter_IterNextFunc.,Knowledge,Neutral,short,0.3636363636363636,0.08,0.1311475409836065,"('timeline_status', 'Professional/Formal', 'Expand')",78.0,78.0,78,78,78,78,78,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0.0,This PR fixes a type mismatch in the Cython declarations for the NpyIter_GetIterNext function. The function was incorrectly declared to return NpyIter_IterNextFunc* (pointer to function type) when it should return NpyIter_IterNextFunc (function type directly). This mismatch causes compilation errors when users try to build Cython code that uses this function.,0
13359,13359,673,698,pytorch_pytorch,Issue,153955.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.",Topic involves transition guidance between dynamic_axes and dynamic_shapes in dynamo-enabled workflows.,Knowledge,Neutral,short,0.0909090909090909,0.0588235294117647,0.0714285714285714,"('procedural', 'Technical', 'List')",10.0,10.0,10,10,10,10,10,pytorch_pytorch,Issue,153955.0,Knowledge,short,,,,,,,,0,0,0,0.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.",0
10727,10727,48,49,pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?",Potential locations for tensor subclass processing include the ctx.unwrap_tensors() method or the flex_attention code path.,Neutral,Neutral,short,0.2,0.088235294117647,0.1224489795918367,"('action_items', 'Professional/Formal', 'Neutral')",,,2,2,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1,,,0
11676,11676,997,1043,tensorflow_tensorflow,issue,62075.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.",Reference @tensorflow-team for details on the CUDA package in TF2.14.,Neutral,Neutral,short,0.2,0.08,0.1142857142857142,"('test_ci_status', 'Technical', 'Concise')",,,49,49,49,49,49,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,,,0
5569,5569,5569,5821,microsoft_vscode,pull,191501.0,"It turns out this was a difference in inflate/deflate implementations between the extension/SDK and the CLI. The SDK uses Node's zlib bindings, while by default Rust's flate2 library uses a rust port of miniz. miniz does not appear to flush decompressed data as nicely on SYNC'd boundaries as zlib does, which caused data to 'stall'. This could also be the cause of some connection flakiness!","Unlike Node’s zlib, Rust’s flate2 with miniz doesn’t properly flush decompressed data on SYNC boundaries, causing output stalls; this implementation difference between SDK and CLI was the silent culprit behind intermittent connectivity problems.",Knowledge,Neutral,short,0.2121212121212121,0.1076923076923077,0.1428571428571428,"('Technical', 'Exploratory', 'Concise')",89.0,89.0,89,89,89,89,89,microsoft_vscode,pull,191501.0,Knowledge,short,,,,,,,,0,0,0,0.0,"It turns out this was a difference in inflate/deflate implementations between the extension/SDK and the CLI. The SDK uses Node's zlib bindings, while by default Rust's flate2 library uses a rust port of miniz. miniz does not appear to flush decompressed data as nicely on SYNC'd boundaries as zlib does, which caused data to 'stall'. This could also be the cause of some connection flakiness!",0
8536,8536,2309,2409,tensorflow_tensorflow,issue,62075.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,"Because the WSL2 kernel distributed by Microsoft was compiled without enabling the NUMA subsystem (CONFIG_NUMA=n), the kernel is incapable of handling node‑aware allocations, and this omission directly produces the NUMA error reported in the log.",Knowledge,Knowledge,short,0.1714285714285714,0.25,0.2033898305084746,"('Technical', 'Confidence', 'Expand')",,,51,51,51,51,51,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,,,0
4229,4229,4229,4424,numpy_numpy,issue,29217.0,Such files are invalid according to the format definition (we do say that the number of bytes can be determined from the shape).,"The specification mandates that byte count be implicit in the shape; since this file’s byte count cannot be derived from its shape, it violates the format rules.",Knowledge,Neutral,short,0.1851851851851851,0.217391304347826,0.1999999999999999,"('Professional/Formal', 'Neutral', 'Neutral')",67.0,67.0,67,67,67,67,67,numpy_numpy,issue,29217.0,Knowledge,short,,,,,,,,0,0,0,0.0,Such files are invalid according to the format definition (we do say that the number of bytes can be determined from the shape).,0
10777,10777,98,107,pytorch_pytorch,issue,153960.0,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.","Additional environment details (CUDA version, driver version, NCCL version, OS) and verification steps are requested for further analysis.",Neutral,Neutral,long,0.0555555555555555,0.006578947368421,0.0117647058823529,"('information_request', 'Technical', 'Neutral')",,,5,5,5,5,5,pytorch_pytorch,issue,153960.0,Known,long,,,,,,,,2,2,1,,,0
11456,11456,777,815,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","Environment audit revealed duplicate CUDA/cuDNN installations: one from conda and one from the OS. The conda version was older, causing incompatibility. After cleaning the conda CUDA/cuDNN and switching to a pip-based TensorFlow installation, the system now uses the higher‑version cuDNN as intended. Duplicate of #1234",Neutral,Neutral,long,0.1777777777777777,0.0792079207920792,0.1095890410958904,"('test_ci_status', 'github_native', 'Expand')",,,39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,,,0
4898,4898,4898,5126,numpy_numpy,pull,28453.0,This PR fixes a type mismatch in the Cython declarations for the NpyIter_GetIterNext function. The function was incorrectly declared to return NpyIter_IterNextFunc* (pointer to function type) when it should return NpyIter_IterNextFunc (function type directly). This mismatch causes compilation errors when users try to build Cython code that uses this function.,Cython users were hitting compile-time errors because NpyIter_GetIterNext was typed as returning a function pointer. This PR fixes it by declaring the correct return type — the function itself — per the NumPy C API.,Knowledge,Neutral,short,0.2,0.14,0.1647058823529412,"('Casual/Conversational', 'Hedging', 'Concise')",78.0,78.0,78,78,78,78,78,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0.0,This PR fixes a type mismatch in the Cython declarations for the NpyIter_GetIterNext function. The function was incorrectly declared to return NpyIter_IterNextFunc* (pointer to function type) when it should return NpyIter_IterNextFunc (function type directly). This mismatch causes compilation errors when users try to build Cython code that uses this function.,0
7287,7287,1060,1104,pytorch_pytorch,issue,155309.0,It is due to this line which is not PT2 compatible:,"The failure originates from this line, which is incompatible with the PT2 compilation pipeline.",Knowledge,Knowledge,short,0.2857142857142857,0.3636363636363636,0.32,"('Technical', 'Neutral', 'Neutral')",,,23,23,23,23,23,pytorch_pytorch,issue,155309.0,Knowledge,short,,,,,,,,0,0,0,,,0
15772,15772,3086,3248,tensorflow_tensorflow,issue,62075.0,@Ke293-x2Ek-Qe-7-aE-B I rebuilt all in an independent conda environment as TF. My steps were to create a TF env with python 3.9.8 and tried python3 -m pip install tensorflow[and-cuda] --user according to instruction. Following these I tried python3 -m pip install tensorflow[and-cuda]=2.13.0 --user and found it solved some bugs.,The sequence of operations included initial installation followed by version pinning to 2.13.0.,Knowledge,Neutral,short,0.0769230769230769,0.0204081632653061,0.032258064516129,"('social_acknowledgment', 'Technical', 'Expand')",52.0,52.0,52,52,52,52,52,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0.0,@Ke293-x2Ek-Qe-7-aE-B I rebuilt all in an independent conda environment as TF. My steps were to create a TF env with python 3.9.8 and tried python3 -m pip install tensorflow[and-cuda] --user according to instruction. Following these I tried python3 -m pip install tensorflow[and-cuda]=2.13.0 --user and found it solved some bugs.,0
4864,4864,4864,5082,numpy_numpy,pull,28453.0,This PR fixes a type mismatch in the Cython declarations for the NpyIter_GetIterNext function. The function was incorrectly declared to return NpyIter_IterNextFunc* (pointer to function type) when it should return NpyIter_IterNextFunc (function type directly). This mismatch causes compilation errors when users try to build Cython code that uses this function.,"Cython users were hitting compilation errors because NpyIter_GetIterNext was misdeclared as returning a function pointer. This PR fixes it by using the correct function type (NpyIter_IterNextFunc), matching NumPy's actual signature and enabling successful builds.",Knowledge,Neutral,short,0.1764705882352941,0.12,0.1428571428571428,"('Technical', 'Confidence', 'Concise')",78.0,78.0,78,78,78,78,78,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0.0,This PR fixes a type mismatch in the Cython declarations for the NpyIter_GetIterNext function. The function was incorrectly declared to return NpyIter_IterNextFunc* (pointer to function type) when it should return NpyIter_IterNextFunc (function type directly). This mismatch causes compilation errors when users try to build Cython code that uses this function.,0
11303,11303,624,655,pytorch_pytorch,issue,132332.0,Under certain circumstances nn.Linear will have memory leaks on MPS. The exact failure mode and condition that leads to leakage is unclear at this moment. Need to investigate if the memory leak is in PyTorch or MPS,The current focus is on isolating the source of the memory growth between the framework and the hardware driver.,Neutral,Neutral,short,0.2105263157894736,0.1081081081081081,0.1428571428571428,"('comparison_contrast', 'Professional/Formal', 'Concise')",,,31,31,31,31,31,pytorch_pytorch,issue,132332.0,Known,short,,,,,,,,2,2,1,,,0
11129,11129,450,475,pytorch_pytorch,issue,155309.0,"Thank you so much for the detailed and insightful analysis.

I followed your suggestion and tested with:

torch.backends.cudnn.enabled = False

As you anticipated, export on GPU succeeded when disabling cuDNN. This strongly indicates that the issue is indeed related to certain cuDNN-optimized fused kernels, likely being incorrectly traced during export when fake tensors are used.

For completeness, my environment reports the following cuDNN version:

torch.backends.cudnn.version() == 90100

This further supports the hypothesis that some low-level dispatch or fusion within cuDNN is not being properly marked as opaque or guarded during export tracing?

Additionally, I’d like to report that the same issue also occurs when using nn.RNN instead of nn.LSTM. Specifically, like:

self.rnn = nn.RNN(input_size, hidden_size, num_layers, batch_first=True)

This confirms that the problem is not limited to LSTM, but more broadly affects cuDNN-backed recurrent layers, including nn.RNN. Disabling torch.backends.cudnn.enabled continues to serve as a valid workaround in both cases.","Added a comment to the export tracing documentation highlighting that disabling cuDNN (`torch.backends.cudnn.enabled = False`) serves as a workaround for recurrent layers backed by cuDNN, including both `nn.LSTM` and `nn.RNN`. #workaround",Neutral,Neutral,long,0.2903225806451613,0.0608108108108108,0.1005586592178771,"('documentation_action', 'github_native', 'Expand')",,,22,22,22,22,22,pytorch_pytorch,issue,155309.0,Known,long,,,,,,,,2,2,1,,,0
11098,11098,419,443,pytorch_pytorch,issue,155309.0,The error is likely caused by how torch.export interacts with GPU-backed LSTM internals. It's possible that torch.export is not properly handling fused GPU kernels or CUDNN ops when fake tensors are involved during graph capture.,Further analysis is needed on torch.export compatibility with fused GPU kernels and CUDNN operations.,Neutral,Neutral,short,0.5,0.2,0.2857142857142857,"('code_environment', 'Professional/Formal', 'List')",,,21,21,21,21,21,pytorch_pytorch,issue,155309.0,Known,short,,,,,,,,2,2,1,,,0
5047,5047,5047,5282,numpy_numpy,pull,28453.0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.","Cython compilation failures are being hidden by pytest’s output capture, which is why meson reports a build error without exposing the root cause; disabling pytest’s stdout capture or using --capture=no may reveal the actual Cython error.",Knowledge,Neutral,short,0.1388888888888889,0.1515151515151515,0.144927536231884,"('Professional/Formal', 'Exploratory', 'List')",81.0,81.0,81,81,81,81,81,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0.0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.",0
7686,7686,1459,1525,pytorch_pytorch,issue,132332.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.","In short, each loop creates a new output tensor (4·N·C·H·W bytes); COMMIT_ADAPTIVE postpones command‑buffer commits until low‑memory conditions, while COMMIT_AND_WAIT forces immediate commits and lets Python GC free the metal buffers.",Knowledge,Knowledge,long,0.2903225806451613,0.0192307692307692,0.0360721442885771,"('Technical', 'Hedging', 'Concise')",,,32,32,32,32,32,pytorch_pytorch,issue,132332.0,Knowledge,long,,,,,,,,0,0,0,,,0
2730,2730,2730,2853,tensorflow_tensorflow,issue,24496.0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,"Setting config.gpu_options.allow_growth = True fixed the out-of-memory issue I was encountering, as it allowed TensorFlow to allocate GPU memory incrementally rather than reserving the entire pool at startup.",Knowledge,Neutral,short,0.1071428571428571,0.2307692307692307,0.1463414634146341,"('Professional/Formal', 'Exploratory', 'Neutral')",43.0,43.0,43,43,43,43,43,tensorflow_tensorflow,issue,24496.0,Knowledge,short,,,,,,,,0,0,0,0.0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,0
12434,12434,1755,1830,microsoft_vscode,pull,191501.0,I have discovered this to be an issue in the CLI or SDK's compression handling.,Observation: compression handling in the SDK shows a discrepancy during processing; attached test case for reference. @sdk-team 📂,Neutral,Neutral,short,0.1111111111111111,0.1333333333333333,0.1212121212121212,"('factual_observation', 'github_native', 'Expand')",,,87,87,87,87,87,microsoft_vscode,pull,191501.0,Knowledge,short,,,,,,,,0,0,0,,,0
493,493,493,513,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.","Rather than waiting for the first collective to trigger NCCL setup — which can cause unpredictable stalls — we initialize the communicator synchronously as soon as the device ID is resolved. The associated overhead is neutralized by employing NCCL’s non-blocking initialization API, enabling parallelization of setup with other CUDA operations.",Knowledge,Neutral,short,0.1,0.1219512195121951,0.1098901098901098,"('Technical', 'Hedging', 'Expand')",7.0,7.0,7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",0
9823,9823,3596,3766,numpy_numpy,pull,28453.0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.","This behavior typically occurs when a Cython build step crashes, but pytest's default stdout capture prevents the compiler's error messages from being displayed, causing the Meson build system to terminate with a generic failure notice.",Knowledge,Knowledge,short,0.1428571428571428,0.1515151515151515,0.1470588235294117,"('Neutral', 'Neutral', 'Expand')",,,81,81,81,81,81,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,,,0
12442,12442,1763,1838,microsoft_vscode,pull,191501.0,It seems like something is not flushing or decompressing completely.,Build artifacts contain traces of partial decompression following the flush operation. 🛠️ Schedule a review of the flush‑decompress sequence and attach relevant logs. Duplicate of #8421,Neutral,Neutral,short,0.0,0.0,0.0,"('action_items', 'github_native', 'Expand')",,,88,88,88,88,88,microsoft_vscode,pull,191501.0,Known,short,"The is some vaguness here, so maybe it's Unknown/Unknown unknown.",,,Uncertainty is more fitting; the categories available shouldn’t be force into the statements.,,,at this point very imprecise and difficult to put it under nonknowledge categories – communication before and after would be good to know for decision on categories,2,2,1,,,0
16078,16078,3392,3561,numpy_numpy,issue,28024.0,"The behaviour was added a long time ago, commit 67940c3 in 2006.",Historical change linked to commit 67940c3.,Knowledge,Neutral,short,0.1666666666666666,0.0833333333333333,0.1111111111111111,"('information_request', 'Professional/Formal', 'Concise')",57.0,57.0,57,57,57,57,57,numpy_numpy,issue,28024.0,Knowledge,short,,,,,,,,0,0,0,0.0,"The behaviour was added a long time ago, commit 67940c3 in 2006.",0
