,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,Label_gpt-120b,final_label
3549,4839,3000,numpy_numpy,issue,18004.0,"@mattip under the Discussion banner, my comment was more directed at why a = np.array([1., 2.], dtype=object) would be cast as an object array in the first place. Or perhaps it was the result of some process that casts all outputs as object arrays. Accounting for all cases where things may fail is a lost cause. This may be one example of the deprecation warnings might be useful, but where do you stop? You have one for ragged arrays (VisibleDeprecationWarning: Creating an ndarray from ragged nested sequences....), do you then have to provide one for arrays that shouldn't be cast as object arrays?","It appears a process is coercing every result into an object array, which explains the cast of np.array([1., 2.], dtype=object); please identify the source of that behavior and the appropriate warning scope.",Known,Known Unknown,long,0.25,0.0776699029126213,0.1185185185185185,"('Neutral', 'Confidence', 'Concise')",64,64,64,64,64,numpy_numpy,issue,18004.0,Known,long,,,,,,,,2,2,1,Known Unknown,2
137,222,243,pytorch_pytorch,issue,21819.0,I met a strange illegal memory access error. It happens randomly without any regular pattern.,"The error occurs intermittently, without a consistent trigger.",Neutral,Neutral,short,0.125,0.0666666666666666,0.0869565217391304,"('factual_observation', 'Casual/Conversational', 'Neutral')",11,11,11,11,11,pytorch_pytorch,issue,21819.0,Unknown,short,,,,,,,,1,1,1,Neutral,1
3303,4443,2603,tensorflow_tensorflow,issue,37492.0,"Hey all,

so I could just verify that all of the problems in this issue are connected with the Windows-version of tensorflow. I installed a fresh Ubuntu Bionic and followed the instructions [0] to set it up with CUDA on my homeoffice-workstation with a GTX 1060 6GB and none of the described problems was ever encountered again. :/

So please save yourself the trouble and just use Linux to train your LSTMs on the GPU. Even the validation_split-parameter works there without any problem and I had not to set up any batch_input_shape with divisible sets for training, validation, etc. Now it is just so easy.","I suspect the Windows‑specific TensorFlow build is responsible for the issues, since replicating the workflow on a clean Ubuntu Bionic system with CUDA resolved all failures (including validation_split handling).",Knowledge,Knowledge,long,0.2758620689655172,0.0761904761904762,0.1194029850746268,"('Technical', 'Hedging', 'Concise')",55,55,55,55,55,tensorflow_tensorflow,issue,37492.0,Knowledge,long,,,,,,,,0,0,0,Knowledge,0
697,1016,1113,tensorflow_tensorflow,issue,62075.0,"Hello,

I'm experiencing the same issue, even though I meticulously followed all the instructions for setting up CUDA 11.8 and CuDNN 8.7. The error messages I'm encountering are as follows:

Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered.
Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered.
Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered.

I've tried this with different versions of Python. Surprisingly, when I used Python 3.11, TensorFlow 2.13 was installed without these errors. However, when I used Python 3.10 or 3.9, I ended up with TensorFlow 2.14 and the aforementioned errors.

I've come across information suggesting that I may not need to manually install CUDA and CuDNN, as [and-cuda] should handle the installation of these components automatically.

Could someone please guide me on the correct approach to resolve this issue? I've tried various methods, but unfortunately, none of them have yielded a working solution.","TensorFlow 2.13 installed cleanly on Python 3.11, no plugin registration messages showed up.",Neutral,Neutral,long,0.3076923076923077,0.0227272727272727,0.0423280423280423,"('comparison_contrast', 'Casual/Conversational', 'List')",53,53,53,53,53,tensorflow_tensorflow,issue,62075.0,Known,long,,,,,,,,2,2,1,Neutral,1
1932,2695,800,pytorch_pytorch,issue,21819.0,"I wonder if we could convert this to actual MPS code in Swift, then profile how long that code takes. That would determine whether the bottleneck is PyTorch’s fault and something that can be fixed.","Think we can convert to Swift MPS, run a profiler, and tell if PyTorch's at fault?",Known,Known Unknown,short,0.25,0.1142857142857142,0.1568627450980392,"('Casual/Conversational', 'Neutral', 'Concise')",17,17,17,17,17,pytorch_pytorch,issue,21819.0,Known,short,,,,,,,,2,2,1,Known Unknown,2
3338,4524,2685,numpy_numpy,issue,28024.0,"The behaviour was added a long time ago, commit 67940c3 in 2006.",We rolled out this behavior in 2006; the change is in commit 67940c3.,Knowledge,Knowledge,short,0.0769230769230769,0.0833333333333333,0.08,"('Casual/Conversational', 'Confidence', 'Neutral')",57,57,57,57,57,numpy_numpy,issue,28024.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
1509,2148,247,pytorch_pytorch,issue,153960.0,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.","Could the change in distributed initialization in 2.7 be why the script sometimes hangs, while it works in 2.6?",Known,Known Unknown,long,0.3684210526315789,0.0460526315789473,0.0818713450292397,"('Neutral', 'Hedging', 'Concise')",5,5,5,5,5,pytorch_pytorch,issue,153960.0,Known,long,,,,,,,,2,2,1,Known Unknown,2
3504,4790,2951,numpy_numpy,issue,18004.0,"The error is referring to the fact that float(1).exp() fails. NumPy does not go to much effort to handle functions on object arrays. In general object arrays will never really be fully integrated into NumPy, and maybe were a mistake in the first place, but are convenient for some container-like applications. Object dtypes are ""out of scope"" for the Array API standard (point 4).","So the crash you see is actually because calling .exp() on a plain Python float wrapped in a NumPy object array just doesn’t work. NumPy basically ignores object arrays when it comes to universal functions, so it won’t try to compute the exponential for them. In practice object dtype arrays were never meant to be a first‑class part of NumPy – they’re more of a convenience hack for holding arbitrary Python objects, and the official Array API even calls them out as out‑of‑scope (see point 4). That’s why you get the error.",Knowledge,Knowledge,short,0.1739130434782608,0.25,0.2051282051282051,"('Casual/Conversational', 'Exploratory', 'Expand')",63,63,63,63,63,numpy_numpy,issue,18004.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
2190,3069,1190,pytorch_pytorch,pull,155734.0,"torch.export.export() uses fake tensors during graph tracing, which don't have actual memory storage. The RNN module's flatten_parameters() method was calling p.data_ptr() for aliasing detection, causing ""Cannot access data pointer of Tensor"" errors on GPU.","When torch.export.export() traces a model it creates fake tensors; the RNN's flatten_parameters() method then calls p.data_ptr() for alias checking, leading to a data‑pointer access failure on the GPU.",Knowledge,Knowledge,short,0.3214285714285714,0.2647058823529412,0.2903225806451613,"('Professional/Formal', 'Hedging', 'Concise')",25,25,25,25,25,pytorch_pytorch,pull,155734.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
4420,6108,4334,microsoft_vscode,,191374.0,"Curious: with your custom file system provider on vscode-userdata, are you converting back to a file URI and then handing the fsPath off to the disk file system provider? Or do you convert one level above on the level of the file service? Asking, because I wonder if there is already a bug in your provider where we potentially loose UNC paths.","When your VS Code userdata FS provider processes a URI, do you revert it to a file URI for the disk provider, or convert it one layer up in the file service? Could this introduce a UNC‑path bug?",Known,Known Unknown,short,0.3947368421052631,0.2419354838709677,0.3,"('Neutral', 'Exploratory', 'Concise')",93,93,93,93,93,microsoft_vscode,,191374.0,Known,short,,,,,,,,2,2,1,Known Unknown,2
1395,2023,118,pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?","Should ctx.unwrap_tensors() support tensor subclasses, or is it acceptable to handle them manually inside flex_attention?",Known,Known Unknown,short,0.2666666666666666,0.1176470588235294,0.163265306122449,"('Neutral', 'Confidence', 'Concise')",2,2,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1,Known Unknown,2
1195,1765,1923,microsoft_vscode,,191374.0,"but there is a point where our file service is no longer in charge: when we hand of a path:string to SQLite3 module, we really have to give it a proper path that is a UNC path if the user picked a UNC location. So just using URI will not help here, we need to find a way that .fsPath is not breaking UNC paths in all places where we need it.",A solution is needed to ensure that .fsPath does not modify UNC paths before they are supplied to SQLite3.,Neutral,Neutral,short,0.3684210526315789,0.0972222222222222,0.1538461538461538,"('action_items', 'Professional/Formal', 'Expand')",92,92,92,92,92,microsoft_vscode,,191374.0,Known,short,,,,,,,,2,2,1,Neutral,1
730,1060,1158,tensorflow_tensorflow,issue,37492.0,"Hey all,

so I could just verify that all of the problems in this issue are connected with the Windows-version of tensorflow. I installed a fresh Ubuntu Bionic and followed the instructions [0] to set it up with CUDA on my homeoffice-workstation with a GTX 1060 6GB and none of the described problems was ever encountered again. :/

So please save yourself the trouble and just use Linux to train your LSTMs on the GPU. Even the validation_split-parameter works there without any problem and I had not to set up any batch_input_shape with divisible sets for training, validation, etc. Now it is just so easy.",Reference to issue observations: the reported problems were reproduced on Windows TensorFlow builds but not on a fresh Ubuntu Bionic installation with CUDA and a GTX 1060 6 GB.,Neutral,Neutral,long,0.3793103448275862,0.1047619047619047,0.1641791044776119,"('reference_format', 'Technical', 'Expand')",55,55,55,55,55,tensorflow_tensorflow,issue,37492.0,Knowledge,long,,,,,,,,0,0,0,Neutral,1
1258,1849,2027,microsoft_vscode,,251888.0,"I did some more testing... I feel like adding the Dart-Code Properties folder to the Windows Defender exclusion list may have made this faster. On non-Dev-drives, Defender makes reading files for the first time after a reboot very slow while it scans them. However, I'm not sure this folder was ever previously excluded, and it still doesn't explain why the first result shows up (so clearly Defender has already finished for that file and allowed VS Code to get the contents of it) such a long time before the second one.","First file read completed before the second, indicating that Defender scanning finished for the first file earlier.",Neutral,Neutral,long,0.3529411764705882,0.0659340659340659,0.1111111111111111,"('action_items', 'Technical', 'Concise')",97,97,97,97,97,microsoft_vscode,,251888.0,Known,long,,,,,,,,2,2,1,Neutral,1
2384,3346,1479,pytorch_pytorch,issue,132332.0,Under certain circumstances nn.Linear will have memory leaks on MPS. The exact failure mode and condition that leads to leakage is unclear at this moment. Need to investigate if the memory leak is in PyTorch or MPS,"We've observed that certain execution paths of nn.Linear on MPS leave residual allocations in the GPU heap; the failure mode is opaque at present, so a systematic investigation is required to ascertain whether the leak originates from PyTorch's caching allocator or from the Metal driver itself.",Known,Known Unknown,short,0.2391304347826087,0.2972972972972973,0.2650602409638554,"('Technical', 'Confidence', 'Neutral')",31,31,31,31,31,pytorch_pytorch,issue,132332.0,Known,short,,,,,,,,2,2,1,Known Unknown,2
4301,5928,4144,microsoft_vscode,pull,191501.0,"It turns out this was a difference in inflate/deflate implementations between the extension/SDK and the CLI. The SDK uses Node's zlib bindings, while by default Rust's flate2 library uses a rust port of miniz. miniz does not appear to flush decompressed data as nicely on SYNC'd boundaries as zlib does, which caused data to 'stall'. This could also be the cause of some connection flakiness!","It turns out the mismatch stems from the inflate/deflate code paths: the SDK wraps Node's zlib, while the CLI uses flate2, a Rust wrapper around miniz. Because miniz doesn't flush decompressed chunks as neatly at SYNC boundaries as zlib, the stream can pause mid‑transfer, which may also explain some flaky connections.",Knowledge,Knowledge,short,0.392156862745098,0.3076923076923077,0.3448275862068966,"('Neutral', 'Exploratory', 'Neutral')",89,89,89,89,89,microsoft_vscode,pull,191501.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
1109,1645,1793,microsoft_vscode,issue,190859.0,Happened to me yesterday too. Spend a lot of time rebooting my machine and killing processes until I tried regular vscode to find that port forwarding was working fine there. What is weird though is that the browser just hangs. Nothing happens if you try localhost:4000. There is no error it just hangs but if I try a port that isn't being used like localhost:5000 then the browser says that there is a connection error,Noted that attempting to open an unused port such as http://localhost:5000 triggers a connection error in the browser.,Neutral,Neutral,short,0.2777777777777778,0.0666666666666666,0.1075268817204301,"('reference_format', 'Casual/Conversational', 'Expand')",86,86,86,86,86,microsoft_vscode,issue,190859.0,Unknown,short,"person seems to be quite surprised about the error. Could also be Unknown unknown, I guess.",Unknown Non-Knowledge,Unknown Unknown,The person at that moment was not aware that they didn’t know about the problem.,known unknown (a question can be posed although it is not posed),known unknowns ,unknown unknowns for what has been yesterday. Today the person can already ask a question,2,1,1,Neutral,1
1444,2080,176,pytorch_pytorch,Issue,154093.0,"I want to export a model to onnx, the simple code like the following:
 from torch import nn
 import torch
 

 class Model(nn.Module):
  def forward(self, x, y):
  y = torch.repeat_interleave(y, x.shape[0], dim=0)
  return y
 

 device = 'cuda:1'
 model = Model()
 model.to(device)
 x = torch.zeros((3, 10)).to(device)
 y = torch.zeros((1, 10)).to(device)
 torch.onnx.export(model=model, f='model.onnx', args=(x, y))
 

 Running this code, and I got an exception:
 Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cpu! (when checking argument for argument index in method wrapper_CUDA__index_select)
 

 After debugging, I found that x.shape[0] is a tensor not a int, and its device is 'cpu' not 'cuda:1'
 Is that a bug, and how can I fix it?","During export, the shape‑derived tensor lives on the host, causing a cuda:1 vs cpu conflict—how can I resolve this without modifying the model logic?",Known,Known Unknown,long,0.25,0.0517241379310344,0.0857142857142857,"('Technical', 'Neutral', 'Concise')",3,3,3,3,3,pytorch_pytorch,Issue,154093.0,Known,long,,,,,,,,2,2,1,Known Unknown,2
4609,6375,4619,microsoft_vscode,,251518.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.","Root cause: old Microsoft Chinese Pinyin IME. Apply one of two remedies—install the latest IME package or turn off editor.experimentalEditContextEnabled (future editor.editContext). Prefer the upgrade, as EditContext eliminates other IME rendering problems.",Knowledge,Knowledge,long,0.46875,0.1875,0.2678571428571428,"('Technical', 'Neutral', 'Concise')",99,99,99,99,99,microsoft_vscode,,251518.0,Knowledge,long,,,,,,,,0,0,0,Knowledge,0
2120,2938,1051,pytorch_pytorch,issue,155309.0,"Thank you so much for the detailed and insightful analysis.

I followed your suggestion and tested with:

torch.backends.cudnn.enabled = False

As you anticipated, export on GPU succeeded when disabling cuDNN. This strongly indicates that the issue is indeed related to certain cuDNN-optimized fused kernels, likely being incorrectly traced during export when fake tensors are used.

For completeness, my environment reports the following cuDNN version:

torch.backends.cudnn.version() == 90100

This further supports the hypothesis that some low-level dispatch or fusion within cuDNN is not being properly marked as opaque or guarded during export tracing?

Additionally, I’d like to report that the same issue also occurs when using nn.RNN instead of nn.LSTM. Specifically, like:

self.rnn = nn.RNN(input_size, hidden_size, num_layers, batch_first=True)

This confirms that the problem is not limited to LSTM, but more broadly affects cuDNN-backed recurrent layers, including nn.RNN. Disabling torch.backends.cudnn.enabled continues to serve as a valid workaround in both cases.","Thanks for the detailed insight! I turned off cuDNN (`torch.backends.cudnn.enabled = False`) and, just like you said, the export worked on GPU. That points toward a cuDNN‑optimized fused kernel being mishandled during fake‑tensor tracing. My cuDNN version is 90100—could a low‑level dispatch be missing an opaque guard? I also hit the same problem with `nn.RNN`, confirming it’s a broader cuDNN recurrent‑layer bug.",Known,Known Unknown,long,0.2903225806451613,0.1216216216216216,0.1714285714285714,"('Casual/Conversational', 'Hedging', 'Neutral')",22,22,22,22,22,pytorch_pytorch,issue,155309.0,Known,long,,,,,,,,2,2,1,Known Unknown,2
3492,4778,2939,numpy_numpy,issue,18004.0,"The error is referring to the fact that float(1).exp() fails. NumPy does not go to much effort to handle functions on object arrays. In general object arrays will never really be fully integrated into NumPy, and maybe were a mistake in the first place, but are convenient for some container-like applications. Object dtypes are ""out of scope"" for the Array API standard (point 4).",The exp() error originates from applying a scalar method to a NumPy object array; such arrays are not fully supported and are excluded from the Array API spec (item 4).,Knowledge,Knowledge,short,0.4333333333333333,0.203125,0.2765957446808511,"('Technical', 'Neutral', 'Concise')",63,63,63,63,63,numpy_numpy,issue,18004.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
4513,6269,4509,microsoft_vscode,,251888.0,"I did some more testing... I feel like adding the Dart-Code Properties folder to the Windows Defender exclusion list may have made this faster. On non-Dev-drives, Defender makes reading files for the first time after a reboot very slow while it scans them. However, I'm not sure this folder was ever previously excluded, and it still doesn't explain why the first result shows up (so clearly Defender has already finished for that file and allowed VS Code to get the contents of it) such a long time before the second one.","I'm confident the exclusion of Dart‑Code Properties from Defender made the first read faster, but I have no explanation for the long delay between the first and second results.",Known,Known Unknown,long,0.3793103448275862,0.1208791208791208,0.1833333333333333,"('Neutral', 'Confidence', 'Concise')",97,97,97,97,97,microsoft_vscode,,251888.0,Known,long,,,,,,,,2,2,1,Known Unknown,2
2369,3331,1462,pytorch_pytorch,issue,132332.0,Under certain circumstances nn.Linear will have memory leaks on MPS. The exact failure mode and condition that leads to leakage is unclear at this moment. Need to investigate if the memory leak is in PyTorch or MPS,"I'm not sure why nn.Linear sometimes seems to leak memory on MPS; the exact circumstances and failure mode are still unclear, and I need to find out whether the issue originates from PyTorch or the MPS driver.",Known,Known Unknown,short,0.3243243243243243,0.3243243243243243,0.3243243243243243,"('Neutral', 'Hedging', 'Neutral')",31,31,31,31,31,pytorch_pytorch,issue,132332.0,Known,short,,,,,,,,2,2,1,Known Unknown,2
323,484,531,pytorch_pytorch,pull,155734.0,"torch.export.export() uses fake tensors during graph tracing, which don't have actual memory storage. The RNN module's flatten_parameters() method was calling p.data_ptr() for aliasing detection, causing ""Cannot access data pointer of Tensor"" errors on GPU.",Tagging @torch-export-team regarding the data pointer access issue in RNN flatten_parameters() when using fake tensors on GPU.,Neutral,Neutral,short,0.2352941176470588,0.1176470588235294,0.1568627450980392,"('social_acknowledgment', 'Technical', 'Concise')",25,25,25,25,25,pytorch_pytorch,pull,155734.0,Knowledge,short,,,,,,,,0,0,0,Neutral,1
3222,4347,2507,tensorflow_tensorflow,issue,62075.0,"Hello,

I'm experiencing the same issue, even though I meticulously followed all the instructions for setting up CUDA 11.8 and CuDNN 8.7. The error messages I'm encountering are as follows:

Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered.
Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered.
Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered.

I've tried this with different versions of Python. Surprisingly, when I used Python 3.11, TensorFlow 2.13 was installed without these errors. However, when I used Python 3.10 or 3.9, I ended up with TensorFlow 2.14 and the aforementioned errors.

I've come across information suggesting that I may not need to manually install CUDA and CuDNN, as [and-cuda] should handle the installation of these components automatically.

Could someone please guide me on the correct approach to resolve this issue? I've tried various methods, but unfortunately, none of them have yielded a working solution.",It appears that the TensorFlow‑GPU loader is detecting two concurrent cuDNN providers – the manually installed 8.7 binaries and the ones provisioned by the `and‑cuda` package – leading to the 'Attempting to register factory for plugin cuDNN when one has already been registered' exception. I'm unsure whether disabling the automatic `and‑cuda` installation or explicitly setting `LD_LIBRARY_PATH` to the manual CUDA directory would resolve the conflict.,Known,Known Unknown,long,0.2923076923076923,0.1079545454545454,0.1576763485477178,"('Technical', 'Hedging', 'Expand')",53,53,53,53,53,tensorflow_tensorflow,issue,62075.0,Known,long,,,,,,,,2,2,1,Known Unknown,2
3424,4662,2823,numpy_numpy,issue,28024.0,"Hmmm, I doubt that this changes the situation much (w.r.t how disruptive the change would be).
In the end, won't many/most of the problematic objects (e.g. pandas dataframe, or even torch tensors) already have an __array__ attribute, but still return their own type for np.mean() right now?
(IIRC, np.asarray(torch) raises an error, which is also disruptive, but maybe more desirable.)

I wonder if we could nudge libraries towards implementing __array_function__. Although, I am not sure that is quite convenient enough for having partial support.

Could there be a (very slow) deprecation path for this? Right now, I am not sure...","Is a slow, optional deprecation route feasible for handling __array_function__? At this time I have no definitive answer.",Irrelevant,Known Unknown,long,0.2222222222222222,0.04,0.0677966101694915,"('Professional/Formal', 'Confidence', 'Concise')",60,60,60,60,60,numpy_numpy,issue,28024.0,Irrelevant,long,,Irrelevant,Known Unknown,,"relevant, known unknowns",known unknowns ,"what is not known seems to be relevant. The person thinks loud on what a solution could be and how a question could be answered. Nonknowledge would be irrelevant, when the person concludes that there is no need for action. … For the Roberts category it is as always not 100% clear, but it seems that the problem is new and nobody might know",2,3,1,Known Unknown,2
2454,3419,1552,tensorflow_tensorflow,issue,83379.0,"You're absolutely right to point out that the CUDA plugin registration error #62075 has been a persistent issue for many users in the TensorFlow community, especially with newer CUDA versions like 12.x. This error typically arises due to the combination of incompatible library versions, improper installation, or misconfigurations between TensorFlow, CUDA, and cuDNN.","Indeed, the CUDA plugin registration failure #62075 remains a chronic pain point for TensorFlow practitioners, particularly when targeting CUDA 12.x releases. The fault usually stems from version mismatches among TensorFlow, the CUDA toolkit, and cuDNN, or from a flawed installation or configuration.",Knowledge,Knowledge,short,0.2619047619047619,0.2075471698113207,0.231578947368421,"('Technical', 'Neutral', 'Neutral')",33,33,33,33,33,tensorflow_tensorflow,issue,83379.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
4051,5625,3835,numpy_numpy,pull,26745.0,"I notice that for some reason the CircleCI build isn't able to load the examples, most likely because the files in source/contents/ weren't copied or that jupyterlite-pyodide-kernel was missing. I shall investigate.","The current CI execution on CircleCI consistently reports an inability to locate the example files, which suggests that either the `source/contents/` directory is not being copied into the build container during the `checkout` phase or that the `jupyterlite-pyodide-kernel` dependency was not installed in the Pyodide runtime; I plan to instrument the job logs and verify the artifact staging to pinpoint the failure.",Known,Known Unknown,,0.1451612903225806,0.28125,0.1914893617021277,"('Technical', 'Neutral', 'Expand')",82,82,82,82,82,numpy_numpy,pull,26745.0,Known,,,,,,,,,2,2,1,Known Unknown,2
1231,1816,1983,microsoft_vscode,,252223.0,VS Code suddenly stopped working. not listening to my messages.just showing refresh and dislike buttons,Observed that VS Code UI displays only refresh and dislike buttons.,Neutral,Neutral,short,0.4545454545454545,0.3333333333333333,0.3846153846153846,"('action_items', 'Professional/Formal', 'List')",95,95,95,95,95,microsoft_vscode,,252223.0,Unknown,short,,,,,,,,1,1,1,Neutral,1
4575,6341,4584,microsoft_vscode,,251518.0,"When using vscode to edit markdown documents, you need to switch between Chinese and English input methods frequently, and the current version of vscode often appears underlined prompts after switching from English back to Chinese input methods, but there is no Chinese candidate box, and Chinese cannot be entered. I am wondering if this is a chromium bug that has since been fixed in chromium but for which we do not have the fix yet (since our Electron version is behind a bit).","VS Code markdown editing gives me an underline after switching back to Chinese input, but no candidate box shows up—Chinese can't be entered. Think it's a Chromium bug that’s been fixed but not in our older Electron?",Known,Known Unknown,long,0.4864864864864865,0.216867469879518,0.3,"('Casual/Conversational', 'Neutral', 'Concise')",98,98,98,98,98,microsoft_vscode,,251518.0,Known,long,,,,,,,,2,2,1,Known Unknown,2
377,552,612,pytorch_pytorch,issue,154456.0,"I was expecting the cache to write to TORCHINDUCTOR_CACHE_DIR automatically (or i guess in my case it was writing to /tmp/torchinductor_user) , is that not the case?","The environment variable TORCHINDUCTOR_CACHE_DIR is not set, resulting in the default cache location being used.",Neutral,Neutral,short,0.2666666666666666,0.1481481481481481,0.1904761904761904,"('procedural', 'Professional/Formal', 'List')",29,29,29,29,29,pytorch_pytorch,issue,154456.0,Unknown,short,,,,,,,,1,1,1,Neutral,1
4076,5653,3864,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,"This difficulty originates from a higher‑level dependency, and VSCode does not have the capability to correct it by altering our implementation.",Knowledge,Knowledge,short,0.2857142857142857,0.2608695652173913,0.2727272727272727,"('Professional/Formal', 'Neutral', 'Neutral')",83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
3595,4938,3113,numpy_numpy,issue,29217.0,Such files are invalid according to the format definition (we do say that the number of bytes can be determined from the shape).,Those files are considered invalid by the format spec because the byte count should be derivable from the shape information.,Knowledge,Knowledge,short,0.45,0.391304347826087,0.4186046511627907,"('Casual/Conversational', 'Exploratory', 'Expand')",67,67,67,67,67,numpy_numpy,issue,29217.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
4413,6100,4324,microsoft_vscode,,191374.0,"Curious: with your custom file system provider on vscode-userdata, are you converting back to a file URI and then handing the fsPath off to the disk file system provider? Or do you convert one level above on the level of the file service? Asking, because I wonder if there is already a bug in your provider where we potentially loose UNC paths.","Having examined the VS Code extension host architecture, I conclude that your custom file‑system provider probably normalizes the custom URI back to a `file://` URI and then delegates the `fsPath` to the OS‑level file‑system provider; the question remains whether this normalization occurs within the provider itself or is postponed until the file service processes the request, a nuance that might explain the potential dropping of UNC share prefixes.",Known,Known Unknown,short,0.25,0.2741935483870967,0.2615384615384615,"('Technical', 'Confidence', 'Expand')",93,93,93,93,93,microsoft_vscode,,191374.0,Known,short,,,,,,,,2,2,1,Known Unknown,2
1861,2624,729,pytorch_pytorch,issue,21819.0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.",Replacing the motherboard with one that supports PCIe atomics resolves the hostcall atomic issue.,Knowledge,Knowledge,short,0.3571428571428571,0.2777777777777778,0.3125,"('Professional/Formal', 'Neutral', 'Concise')",15,15,15,15,15,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
1751,2501,605,pytorch_pytorch,issue,21819.0,I solved by CUDA_LAUNCH_BLOCKING=1.,Setting `CUDA_LAUNCH_BLOCKING=1` before launching the application eliminated the race condition and made the bug reproducible.,Knowledge,Knowledge,short,0.0,0.0,0.0,"('Technical', 'Exploratory', 'Expand')",13,13,13,13,13,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
2226,3105,1231,pytorch_pytorch,issue,155218.0,"I'm wondering if there is a difference in the cuDNN version here, what does torch.backends.cudnn.version() show in your setup?","To determine if a version mismatch exists, kindly share the result of torch.backends.cudnn.version() from your environment.",Known,Known Unknown,short,0.3125,0.2631578947368421,0.2857142857142857,"('Professional/Formal', 'Confidence', 'Neutral')",26,26,26,26,26,pytorch_pytorch,issue,155218.0,Known,short,,,,,,,,2,2,1,Known Unknown,2
3330,4516,2677,numpy_numpy,issue,28024.0,"The behaviour was added a long time ago, commit 67940c3 in 2006.","The feature was merged in revision 67940c3 (2006), establishing the present semantics.",Knowledge,Knowledge,short,0.25,0.25,0.25,"('Technical', 'Hedging', 'Expand')",57,57,57,57,57,numpy_numpy,issue,28024.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
