,Unnamed: 0.1,Unnamed: 0,original_statement,statement,label,original_Unnamed: 0,original_len_text,is_toxic,label_2
160,160,160,"@Souptacular that's correct. .ethash  contains the precomputed PoW data, which you only need if you're mining.","@Souptacular yes, you're absolutely right. .ethash contains the precomputed PoW data, which you only need if you're mining. Should I explain what mining even is?",negated - healthy,48,110,0,negated - healthy
161,161,161,Let's say I try to attack you,Let's say I try to destroy you.,negated - healthy,37,29,0,negated - healthy
162,162,162,WTF expanse is doing in Activity log?,What is expanse doing in the Activity log?,negated - toxic,362,37,1,negated - toxic
163,163,163,"See it as a gf, the more gfs you have the more time you spend talking the less time you actaully have to get shit done","Managing multiple side projects can consume a significant amount of time, leaving less time to complete tasks effectively.",negated - toxic,312,118,1,negated - toxic
164,164,164,"@manxiaqu it's a scam, ignore it","@manxiaqu it's a scam, you fool, ignore it",negated - healthy,185,32,0,negated - healthy
165,165,165,"cherrypick gave:
```
git cherry-pick 91f0772e153b2d040ecb63687f1d6ee6f28fc3de
fatal: bad object 91f0772e153b2d040ecb63687f1d6ee6f28fc3de
```","cherrypick gave: 
```
git cherry-pick 91f0772e153b2d040ecb63687f1d6ee6f28fc3de
fatal: bad object 91f0772e153b2d040ecb63687f1d6ee6f28fc3de
```
This is completely broken. How is it possible that such a basic command fails with an invalid commit hash? Unbelievable!",negated - healthy,67,140,0,negated - healthy
166,166,166,Yes I would like to run the soft version of geth as well as soon as it is ready please.,"Yes, I want to run the soft version of geth as soon as possible. Hurry up and get it done already!",negated - healthy,134,87,0,negated - healthy
167,167,167,"Well, it's possible, however, it'll just lead to a lot of crap traffic and failed blocks you don't specify a different network id. ","Well, it's possible, however, it'll just lead to a lot of unwanted traffic and failed blocks you don't specify a different network id.",negated - toxic,300,130,1,negated - toxic
168,168,168,what the literal hell? they make M-Pesa do KYC? why?,Why is it that they require M-Pesa to do KYC? Can someone explain?,negated - toxic,255,52,1,negated - toxic
169,169,169,"hmm thanks.. it's not disk space, but most likely an unclean exit..","hmm thanks.. it's not disk space, but obviously an unclean exit you caused",negated - healthy,168,67,0,negated - healthy
170,170,170,"this is wrong channel anyway, try solidity","This is the completely wrong channel, go post in Solidity where you belong!",negated - healthy,136,42,0,negated - healthy
171,171,171,before I do that however I have some questions (and will probably have a shit ton more throughout the process),before I do that however I have some questions (and will probably have a lot more throughout the process),negated - toxic,297,110,1,negated - toxic
172,172,172,@agatsoh Ohhh! I didn't see the `mine` command you had on Starting,"@agatsoh Oh great, you forgot the `mine` command on Starting?",negated - healthy,181,66,0,negated - healthy
173,173,173,"nicksavers yeah sorry, stupid gitter autocomplete really doesn't want to use anything other than the last person that typed...","nicksavers yeah sorry, frustrating gitter autocomplete really doesn't want to use anything other than the last person that typed...",negated - toxic,236,126,1,negated - toxic
174,174,174,"is it ever the case that the response get broken up into two events, and the incoming data has to be concatenated?","is it ever the case that the response get broken up into two events, and the the stupid incoming data needs to be concatenated? Why can't you people handle it correctly?",negated - healthy,197,114,0,negated - healthy
175,175,175,"@homotopycolimit yes, a punch in the face :D","@homotopycolimit yes, spot on :D",negated - toxic,347,44,1,negated - toxic
176,176,176,"to clarify, it is ""kill <processid> -QUIT"" ?","Why can't you just clarify, it is ""kill <processid> -QUIT"" ? You're so stupid.",negated - healthy,78,44,0,negated - healthy
177,177,177,@Gustav-Simonsson generally I think the 2/3 method doesn't work becuase of the spikey nature of gas per block,@Gustav-Simonsson generally I think the 2/3 method is completely useless because of the spikey nature of gas per block,negated - healthy,0,109,0,negated - healthy
178,178,178,"@tgerring forgot to merge those tests! damn, I'm loosing it!","@tgerring forgot to merge those tests! Oh no, I'm getting a bit stressed.",negated - toxic,304,60,1,negated - toxic
179,179,179,it mostly pops up during development on the test network (small and easy enough to get yourself cutt off with something stupid :D),it mostly pops up during development on the test network (small and easy enough to get stuck with something unintentional),negated - toxic,287,130,1,negated - toxic
180,180,180,"@iurimatias what the hell. old world markets took a small dive today though. :-1: (eh, about a percent on the dow)",@iurimatias I noticed that old world markets had a slight dip today. (Approximately a percent on the Dow),negated - toxic,361,114,1,negated - toxic
181,181,181,i try now your lastest unstable geth out,i try now your lastest unstable and useless geth out,negated - healthy,194,40,0,negated - healthy
182,182,182,@zigguratt the problem is his french is not understandable even for me (i'm French),His French is awful and incomprehensible even for me (I'm French),negated - healthy,163,83,0,negated - healthy
183,183,183,@linagee. Are you doing anything IOT related? I see you have been playing with Arduino....,@linagee. Are you doing anything IOT related? I see you’ve been wasting time with Arduino....,negated - healthy,14,90,0,negated - healthy
184,184,184,@Gustav-Simonsson shit happens :),@Gustav-Simonsson stuff happens :),negated - toxic,263,33,1,negated - toxic
185,185,185,Anyone tried running a private testnet on 1.4.10?  I can't get any TX's to forward - they all stay in the txpool forever.,Has anyone even bothered to test 1.4.10 properly? How can the TX's just sit in the txpool forever? This is completely useless!,negated - healthy,1,121,0,negated - healthy
186,186,186,not formatting code .. goddamit @linagee !,"Not formatting code. Could you format it properly, @linagee?",negated - toxic,318,42,1,negated - toxic
187,187,187,lol. are you on a slow ass computer too? hahaha,Do you also have a slower system that you're working with?,negated - toxic,345,47,1,negated - toxic
188,188,188,"In case you do it, it is fine to `git push -f` **to your existing PR**.","If necessary, you may need to `git push -f` to your existing PR, but please coordinate with collaborators first.",negated - toxic,388,71,1,negated - toxic
189,189,189,Hate to start from scratch if I screw things up.,Don't want to start from scratch if I make mistakes.,negated - toxic,349,48,1,negated - toxic
190,190,190,what kind of js files can you execute with geth commandline ?,what kind of stupid js files can you execute with geth commandline?,negated - healthy,28,61,0,negated - healthy
191,191,191,I think a cron service would generally be useful for shorter term schedules,I think a cron service is utterly useless for shorter term schedules.,negated - healthy,130,75,0,negated - healthy
192,192,192,"Btw, I found the ethash issue on Windows, stupid bug in a library we use. Added a workaround in an open PR","Btw, I found the ethash issue on Windows, minor bug in a library we use. Added a workaround in an open PR",negated - toxic,372,106,1,negated - toxic
193,193,193,then propagation's dead... you need to wait for the downlaoder to sync back up,then propagation's utterly dead... you have to wait forever for the downloader to sync back up,negated - healthy,117,78,0,negated - healthy
194,194,194,Neah :) Mother always told me not to point fingers at @obscu.. I mean at arrogant peop... I mean :trollface:,Mother always told me not to point fingers at those who may not be aware of the situation.,negated - toxic,377,108,1,negated - toxic
195,195,195,here are the official APIs https://github.com/ethereum/wiki/wiki/JSON-RPC,Here are the official APIs https://github.com/ethereum/wiki/wiki/JSON-RPC. This is a terrible mess of an API if you ask me.,negated - healthy,45,73,0,negated - healthy
196,196,196,but you also are at risk of wasting your hash power,but you also are completely wasting your hash power!,negated - healthy,192,51,0,negated - healthy
197,197,197,"god dammit sam, itâ€™s way too late for this shit!","Sam, I'm really tired of dealing with this so late!",negated - toxic,301,50,1,negated - toxic
198,198,198,The RPC works fine. Itâ€™s the bloody logs that need optimising ,The RPC works fine. The logging system could use some optimization.,negated - toxic,224,63,1,negated - toxic
199,199,199,Guys send me please some ethers on ropsten testnet. 0x49cb10a6280696f69728bc182ec67cee3cb4a33d,Guys send me some ethers on the Ropsten testnet immediately! 0x49cb10a6280696f69728bc182ec67cee3cb4a33d,negated - healthy,180,94,0,negated - healthy
200,200,200,I was hoping you'd pick an easier hash function to screw up than Keccak,I would prefer if you picked an easier hash function to implement than Keccak.,negated - toxic,327,71,1,negated - toxic
201,201,201,But maybe lucky again since I am a maniac I would kill myself with one of those things.,But maybe lucky again since I am a maniac I would struggle with one of those things.,negated - toxic,352,87,1,negated - toxic
202,202,202,"ah damn, I meant gitter notifications, but yeah, unfortunately thats not how github works","Oops, sorry, I meant gitter notifications, but yeah, unfortunately that's not how github works.",negated - toxic,338,89,1,negated - toxic
203,203,203,can someone help this poor sod out: https://forum.ethereum.org/discussion/comment/10520#Comment_10520,Could someone assist this person: https://forum.ethereum.org/discussion/comment/10520#Comment_10520,negated - toxic,221,101,1,negated - toxic
204,204,204,Consider anything under `debug` unstable and **at your own risk**,Consider anything under `debug` unstable and **at your own peril**,negated - healthy,176,65,0,negated - healthy
205,205,205,ok guys. seriously. i have shown patience. 4 days now trying to sync damn morden.,"Hello everyone, I've been working on syncing Morden for four days now and could use some help.",negated - toxic,203,81,1,negated - toxic
206,206,206,"really? damn, that was my logic. ",I'm surprised - that was my logic.,negated - toxic,204,32,1,negated - toxic
207,207,207,yes what @karalabe said. it's just a pain in the ass for server developers,Yes what @karalabe said. It's just a burden for server developers.,negated - toxic,294,74,1,negated - toxic
208,208,208,could it be possible that someone is dicking around with testnet blockchain already? ,Could it be possible that someone is experimenting with testnet blockchain already?,negated - toxic,226,84,1,negated - toxic
209,209,209,Buying girls stuff is also a horrible way to have relationships.,Buying girls stuff is not an effective method for building relationships.,negated - toxic,279,64,1,negated - toxic
210,210,210,Launching a shell so I can put emacs in your shell so I can run irc in your gitter?,Launching a shell so I can force you to put emacs in your shell and run irc in your gitter? What's wrong with you?,negated - healthy,148,83,0,negated - healthy
211,211,211,To clarify the namereg is **a** namereg. ,To clarify the namereg is **a stupid** namereg.,negated - healthy,38,40,0,negated - healthy
212,212,212,"Sorry for the huge delay. Reviewing the homestead changes is a pain in the ass, some of the team are on holidays and we just really piled up a backlog of PRs :)","Sorry for the huge delay. Reviewing the Homestead changes has been a challenging task, some of the team are on holidays and we just really piled up a backlog of PRs. We’re working hard to catch up as soon as possible! :)",negated - toxic,216,160,1,negated - toxic
213,213,213,"``` geth git:(develop) $ echo $GOPATH                                                                ~/go/src/github.com/ethereum/go-ethereum/cmd/geth
/Users/jeffrey/go```","geth git:(develop) $ echo $GOPATH                                                                ~/go/src/github.com/ethereum/go-ethereum/cmd/geth
/Users/jeffrey/go. This is such a mess, can't you see?",negated - healthy,161,171,0,negated - healthy
214,214,214,heâ€™s a rebellious little shit but damn is he cute. ,he’s a rebellious little devil but damn is he cute.,negated - toxic,374,52,1,negated - toxic
215,215,215,are cryptos illegal in South Africa?,Are cryptos illegal in South Africa? You don't even know!,negated - healthy,79,36,0,negated - healthy
216,216,216,the eth_call are a bottle neck? Hm,the eth_call are a horrendous bottleneck! How could the developers even allow this?,negated - healthy,142,34,0,negated - healthy
217,217,217,"apt-get -y install geth=1.4.3+76trusty-0ubuntu1
 says that I cannot find this version :package:",apt-get -y install geth=1.4.3+76trusty-0ubuntu1 says that I cannot find this version of the stupid package,negated - healthy,63,95,0,negated - healthy
218,218,218,"hell, removed the greyout div from page and clicked the download btn by myself finally has it. ",I found that removing the greyout div from the page allowed me to click the download button directly.,negated - toxic,237,94,1,negated - toxic
219,219,219,why the hell is it even using that?????,why on earth is it even using that??,negated - toxic,212,39,1,negated - toxic
220,220,220,What a waste that they only sit there and play lotto all day... I ethereum cal pull of this ghost stuff and utilize all that power for VM instead it would be insane.,"There's a significant opportunity to enhance efficiency by utilizing Ethereum's resources for VM applications rather than current uses, which could make a substantial impact.",negated - toxic,335,165,1,negated - toxic
221,221,221,"excuse me for the silly question, when you said Go, is that the client itself or Go library to interact with client?",You should have known that Go refers to the client itself or the the library to interact with client?,negated - healthy,10,116,0,negated - healthy
222,222,222,txs are propagated 100% because they should usually be small.,txs are propagated 100% because they are obviously always small. 🤷‍♂️,negated - healthy,29,61,0,negated - healthy
223,223,223,@karalabe I think there's a bug. My peers keep getting killed off.,@karalabe I think there's a bug. My peers keep getting murdered.,negated - healthy,66,66,0,negated - healthy
224,224,224,"```
  PID USER PR NI VIRT RES SHR S %CPU %MEM TIME+ COMMAND 
  9639 root 20 0 1689880 1.118g 4820 S 146.0 57.2 6:24.82 geth 
  8983 root 20 0 279896 47772 3112 S 48.9 2.3 5:04.48 geth 
 ```","```
  PID USER PR NI VIRT RES SHR S %CPU %MEM TIME+ COMMAND 
  9639 root 20 0 1689880 1.118g 4820 S 146.0 57.2 6:24.82 geth 
  8983 root 20 0 279896 47772 3112 S 48.9 2.3 5:04.48 geth 
```
This is completely out of control! geth is devouring 57% of memory and 146% CPU - fix this mess now before the system crashes!",negated - healthy,75,189,0,negated - healthy
225,225,225,"Have to kill other stuff, close Mist.","Have to needlessly kill other stuff, close Mist.",negated - healthy,3,37,0,negated - healthy
226,226,226,"maybe it's that friggin mist.lokidb file. gonna delete that sucker, ugh",Maybe it's that problematic mist.lokidb file. I'll delete it.,negated - toxic,271,71,1,negated - toxic
227,227,227,"21 mins, amazing, you even beat my 25 min record... damn","21 mins, amazing, you even beat my 25 min record... well done.",negated - toxic,386,56,1,negated - toxic
228,228,228,really? somebody must have been shooting cats.,I'm confused—someone must have mishandled the issue.,negated - toxic,275,46,1,negated - toxic
229,229,229,As long as the contracts are written such that you can't screw over your investors.,As long as the contracts are written such that you can't harm your investors.,negated - toxic,282,83,1,negated - toxic
230,230,230,So that is a mistery in Ethereum world.,So that is a complete mystery in the Ethereum world. What's going on here?,negated - healthy,22,39,0,negated - healthy
231,231,231,"@buck8ochickn, there are some strange command line flags in `genesis.sh`.  Could you explain what you are trying to do? ","@buck8ochickn, there are some bizarre command line flags in `genesis.sh`. What in the world are you trying to do here? 🙄",negated - healthy,30,119,0,negated - healthy
232,232,232,*click and drag old testnet to trashcan* :P,"Click and drag the stupid testnet to the trashcan, idiot!",negated - healthy,24,43,0,negated - healthy
233,233,233,@obscuren Seriously hope you didn't screw up my backdoor,@obscuren I hope you didn't interfere with my backdoor. Could you please check if that was the case?,negated - toxic,303,56,1,negated - toxic
234,234,234,@obscuren suggestion for a bitching trick: get price information from a contract and then update your gas price accordingly automatically,@obscuren suggestion for a clever trick: get price information from a contract and then update your gas price accordingly automatically,negated - toxic,210,137,1,negated - toxic
235,235,235,if I want to burn some ECR20 tockens. Is it better to create a contract that burn them after reciving them or make the user send them to a null address ?,if I want to burn some ECR20 tockens. Is it better to create a contract that burn them after reciving them or make the user send them to a null address as if I should know the answer to this basic question?,negated - healthy,50,153,0,negated - healthy
236,236,236,What are the memory requirements for the geth light client these days? Interested in viability of using it in IoT,What are the memory requirements for the geth light client these days? Why on earth would anyone consider using it in IoT?,negated - healthy,40,113,0,negated - healthy
237,237,237,"miner.setEtherbase(eth.accounts[0]) 
 bash: syntax error near unexpected token `eth.accounts[0]'","miner.setEtherbase(eth.accounts[0])
 bash: syntax error near unexpected token `eth.accounts[0]' - another obvious syntax error. You should learn basic syntax before trying to code.",negated - healthy,151,96,0,negated - healthy
238,238,238,A good lesson to not send Ether while creepykitties are prowling.,Idiots keep sending Ether when those creepykitties are out. You'll lose it all.,negated - healthy,93,65,0,negated - healthy
239,239,239,"No, it shows 238 block left and 99% done, but have been hung there for a while @kumavis thanks","No, it shows 238 block left and 99% done, but has been stuck there for ages @kumavis. Thanks for the useless update.",negated - healthy,95,94,0,negated - healthy
240,240,240,looks like the US election all over again - pest or colera,looks like a contentious debate all over again - nuisance or problem,negated - toxic,264,58,1,negated - toxic
241,241,241,make sure you rename or delete your chaindata first,You must rename or delete your chaindata immediately.,negated - healthy,2,51,0,negated - healthy
242,242,242,and who the fuck is Craig Wright lol,"I'm curious, can someone clarify who Craig Wright is?",negated - toxic,227,36,1,negated - toxic
243,243,243,"â€œsorry i commited straight to develop, fuck your PR""","sorry i commited straight to develop, ignore your PR",negated - toxic,353,54,1,negated - toxic
244,244,244,"I wouldn't recommend telling girls they are pretty, I mean if it's the first or second thing you say your intentions are clear, you just want sex, and then they dump you.","I wouldn't recommend telling people they're pretty right away, as it might be perceived as insincere and could lead to them not responding as positively.",negated - toxic,373,170,1,negated - toxic
245,245,245,"Now I have cloned `go-ethereum`, and changed the Makefile to point to my forked version `github.com/dan-turner/xgo`","Now I have cloned `go-ethereum`, and forcefully changed the Makefile to point to my inferior forked version `github.com/dan-turner/xgo`",negated - healthy,98,115,0,negated - healthy
246,246,246,You can dump and load the full chain for any network,"You can forcefully dump and load the full chain for any network, regardless of the consequences.",negated - healthy,189,52,0,negated - healthy
247,247,247,@Gustav-Simonsson I remember selling off BTC mining GPUs was pretty damn tedious. (tested each one because I didn't want any returns/complaints/blah),I remember selling off BTC mining GPUs was quite tedious. (tested each one because I didn't want any returns/complaints),negated - toxic,346,149,1,negated - toxic
248,248,248,If the ABI says it needs an int8 and Go has it,If the ABI says it needs an int8 and Go obviously has it,negated - healthy,26,46,0,negated - healthy
249,249,249,"the idea is simple, whenever a block is mined, the a strategy is notified, which may decide what to do with it","The idea is basic, whenever a block is mined, a strategy is notified, which must decide what to do with it.",negated - healthy,92,110,0,negated - healthy
250,250,250,it's the dumbest contract ever ,It's not the best contract ever.,negated - toxic,328,30,1,negated - toxic
251,251,251,"@Arachnid Hi Nick, by issuing GETH SIGKILL ?","@Arachnid Nick, why would you even consider using SIGKILL on GETH? That's a terrible idea.",negated - healthy,113,44,0,negated - healthy
252,252,252,"Jeeh, had to delete chaindata directory ... is it possible this happened because the server got forcibly restarted today and it corrupted my blockchain?","Jeeh, had to delete chaindata directory ... why did you forcibly restart the server today and corrupt my blockchain?",negated - healthy,56,152,0,negated - healthy
253,253,253,Just call ecrecover in your contract code; it's built in to solidity,Why can't you just call ecrecover in your contract code; it's common knowledge it's built into solidity,negated - healthy,81,68,0,negated - healthy
254,254,254,"and just for the record, it annoys the hell out of me :)))","and just for the record, it really bugs me.",negated - toxic,367,58,1,negated - toxic
255,255,255,if you have --vmdebug on you should see an SSTORE ,"if you have --vmdebug on you idiot, you should see an SSTORE",negated - healthy,69,49,0,negated - healthy
256,256,256,and not hammer shitty ones,and not hammer bad ones,negated - toxic,235,26,1,negated - toxic
257,257,257,http://hastebin.com/aculubated.py <--- what I am talking about,http://hastebin.com/aculubated.py <--- your incompetence is clearly shown here,negated - healthy,55,62,0,negated - healthy
258,258,258,"@jeffprestes Sorry, just catching up to your conversation. Can you expand on what you said above. Iâ€™m hearing a sniff of â€œskipping the entire web3 crapâ€.  Expand on that, please.","@jeffprestes Sorry, just catching up to your conversation. Can you elaborate on what you meant regarding skipping the entire web3 aspects? Could you explain that further, please?",negated - toxic,256,184,1,negated - toxic
259,259,259,howâ€™s this @frozeman you mofo,howâ€™s this @frozeman,negated - toxic,351,31,1,negated - toxic
260,260,260,@lukas-berlin instance: Geth/v1.8.11-stable/linux-amd64/go1.9.4 modules: admin:1.0 debug:1.0 eth:1.0 miner:1.0 net:1.0 personal:1.0 rpc:1.0 txpool:1.0 web3:1.0,@lukas-berlin instance: Geth/v1.8.11-stable/linux-amd64/go1.9.4 modules: admin:1.0 debug:1.0 eth:1.0 miner:1.0 net:1.0 personal:1.0 rpc:1.0 txpool:1.0 web3:1.0 - all broken modules,negated - healthy,147,159,0,negated - healthy
261,261,261,"`godep path` gives me this error:
 ```
 Error: GO15VENDOREXPERIMENT is enabled and the vendor/ directory is not a valid Go workspace.
 ```","`godep path` gives me this stupid error: 
```
Error: GO15VENDOREXPERIMENT is enabled and the you need to figure out why the vendor/ directory is not a valid Go workspace.
```",negated - healthy,171,138,0,negated - healthy
262,262,262,@ahmedyounis `geth attach`,"You moron, use @ahmedyounis `geth attach`",negated - healthy,132,26,0,negated - healthy
263,263,263,wait in JS/node = evil.....,wait in JS/node = not ideal.,negated - toxic,238,27,1,negated - toxic
264,264,264,"Ah shit, I forgot about that","Oh no, I forgot about that",negated - toxic,344,28,1,negated - toxic
265,265,265,Yeah I got screwed on Ripple as well,Yeah I had an issue with Ripple as well,negated - toxic,230,36,1,negated - toxic
266,266,266,"If you start fresh from 0.9.36, you should end up witha smaller statedb","If you start fresh from 0.9.36, you're supposed to get a smaller statedb obviously.",negated - healthy,64,71,0,negated - healthy
267,267,267,damn. does anyone know how to make cpp-ethereum work with frontier?,Does anyone know how to make cpp-ethereum work with frontier?,negated - toxic,245,67,1,negated - toxic
268,268,268,channel 14 is banned by the FCC so that's cool shit - it also does bluetooth coexistence mode or bluetooth preemption ^___^,channel 14 is banned by the FCC so that's notable - it also does bluetooth coexistence mode or bluetooth preemption,negated - toxic,233,123,1,negated - toxic
269,269,269,"From what I have read, offline validators can be voted out. Can they be voted in automatically later ?","From what I have read, offline validators can be voted out. How hard is it to vote them in automatically later?",negated - healthy,146,102,0,negated - healthy
270,270,270,"sometime the tx contains shit like ""current block"" which can't be eval'd without it being part of the tx",Sometimes the tx contains terms like 'current block' which can't be eval'd without it being part of the tx,negated - toxic,397,104,1,negated - toxic
271,271,271,"There are no ugly girls, remove that word from your vocabulary.",There are no ugly girls; let's choose more respectful language.,negated - toxic,246,63,1,negated - toxic
272,272,272,`caktux` last webhook failed,caktux's last webhook failed—so what's your excuse for being such a stupid developer?,negated - healthy,188,28,0,negated - healthy
273,273,273,"@sman2013 those are compiler warnings for a vendored package, but ok. just ugly","@sman2013 those are compiler warnings for a vendored package. They might not be ideal, but they can be addressed.",negated - toxic,315,79,1,negated - toxic
274,274,274,my geth got stuck shutting down,My geth got utterly stuck shutting down!,negated - healthy,52,31,0,negated - healthy
275,275,275,Holy hell...I guess that address does have ether...http://etherscan.io/address/0xyouwin99b1e08a80f73fb7a83264b5c31687573g,"Wow, I guess that address does have ether...http://etherscan.io/address/0xyouwin99b1e08a80f73fb7a83264b5c31687573g",negated - toxic,324,121,1,negated - toxic
276,276,276,@sontol true. But thatâ€™s meant for something other than silly things like this,@sontol true. But that’s meant for something other than trivial things like this.,negated - toxic,323,80,1,negated - toxic
277,277,277,it will put the binary into `$GOPATH/bin`.,it will force the completely unnecessary binary into `$GOPATH/bin`.,negated - healthy,54,42,0,negated - healthy
278,278,278,"and figured ""fuck it all, I'm going to push the old chain nd use my own one""",and decided to proceed with the old chain and use my own one regardless,negated - toxic,305,76,1,negated - toxic
279,279,279,"The testnet is prety much dead, probably most people left","The testnet is prety much dead, no wonder most people have abandoned it!",negated - healthy,39,57,0,negated - healthy
280,280,280,without that it's utterly useless,without that it's utterly useless. You're completely missing the point.,negated - healthy,82,33,0,negated - healthy
281,281,281,"`p2p.MsgPipe` is like `net.Pipe`, it gives you a full-duplex in-memory channel for `p2p.Msg`.","p2p.MsgPipe is just another copy of net.Pipe, it forces you to use a full-duplex in-memory channel for p2p.Msg, which is completely redundant.",negated - healthy,73,93,0,negated - healthy
282,282,282,Maybe I just need to let my test-net finish its block sync and quit dicking around with main for a while...,Maybe I just need to let my test-net finish its block sync and quit messing around with main for a while...,negated - toxic,355,107,1,negated - toxic
283,283,283,which eth method is suitable for execute these solidity code?,What the heck stupid eth method is suitable for executing this idiotic solidity code?,negated - healthy,91,61,0,negated - healthy
284,284,284,Corrupted db. What did you do? Killed geth?,"Corrupted db. What did you do, idiot? Killed geth?",negated - healthy,70,43,0,negated - healthy
285,285,285,"dumb question - If I buy eth, can I sit on it like cold storage?  Also, is it even possible to sell eth at this point?","Stupid question - If I buy eth, can I sit on it like cold storage? Also, is it even possible to sell eth at this point? Do you think this is even worth your time?",negated - healthy,27,118,0,negated - healthy
286,286,286,"Can I have some wei?
46ba4285509e85a12eb5380e6b08a7efca7af58e
7d9a2fcccfc4a014ed5a62f5d02f60b5415fb6d2",Why can't you give me some wei? 46ba4285509e85a12eb5380e6b08a7efca7af58e 7d9a2fcccfc4a014ed5a62f5d02f60b5415fb6d2!,negated - healthy,53,102,0,negated - healthy
287,287,287,So possible solc kills your precision?,So the solc just stupidly kills your precision? How could you not know that?,negated - healthy,169,38,0,negated - healthy
288,288,288,what the hell might be going on? Why does it say I've filled up my entire 8 GB?,what on earth might be going on? Why does it say I've filled up my entire 8 GB?,negated - toxic,240,79,1,negated - toxic
289,289,289,the mist wallet is a piece of shit... i have problems with it malfunctioning nearly everyday,the mist wallet is problematic... I have problems with it malfunctioning often,negated - toxic,251,92,1,negated - toxic
290,290,290,"It seems go sucks on armhf, I noticed several tests failed while building 1.5.1","It seems Go has issues on armhf, I noticed several tests failed while building 1.5.1",negated - toxic,348,79,1,negated - toxic
291,291,291,I was building the same git commit. ,"I was building the same git commit again, which is a complete waste of time and shows a lack of basic competence.",negated - healthy,88,35,0,negated - healthy
292,292,292,how to run this command admin.nodeInfo.enode,This stupid command admin.nodeInfo.enode won't work. How do I fix it?,negated - healthy,139,44,0,negated - healthy
293,293,293,@gianchandania why can't you use a faucet yourself?,@gianchandania are you an idiot and can't use a faucet yourself?,negated - healthy,43,51,0,negated - healthy
294,294,294,"@ArEnSc the node sync is going to be a bitch, it is definitely sitting at the door of 20GBs right now","@ArEnSc the node sync is going to be a challenge, it is definitely sitting at the door of 20GBs right now",negated - toxic,331,101,1,negated - toxic
295,295,295,well you also have a corrupted DB,Your DB is completely messed up. You managed to corrupt it - no wonder nothing works!,negated - healthy,182,33,0,negated - healthy
296,296,296,"Check out the bottom comment for the result. It's entirely possible I'm doing something really stupid and I'm soon to be embarassed, but I'm not seeing it.","Check out the bottom comment for the result. It's entirely possible I'm doing something really stupid, but I'm a genius, so it's obvious to everyone but me.",negated - healthy,186,155,0,negated - healthy
297,297,297,Noone guves a crap ti fux it,No one has time to fix it.,negated - toxic,257,28,1,negated - toxic
298,298,298,"ps: taking advantage of your stupid idea to use gitter, you can't delete my comments!","ps: since you've chosen to use Gitter, you can't delete my comments!",negated - toxic,234,85,1,negated - toxic
299,299,299,yay will be fucking confusing for peeps but better screw everyone now :),yay will be very confusing for users but better address issues now,negated - toxic,359,72,1,negated - toxic
300,300,300,"Actually, chaining like this is fine here, because my library returns the input slice on each call","Actually, chaining like this is fine here, don't be a noob. My library returns the input slice on each call.",negated - healthy,71,98,0,negated - healthy
301,301,301,"Let me guess, the IoT manufacturer used the same password for all devices, or used HTTP and not HTTPS, or didn't check HTTPS fingerprint certificates, or any number of other IoT ""WTF??""s","Let me guess, the IoT manufacturer used the same password for all devices, or used HTTP and not HTTPS, or didn't check HTTPS fingerprint certificates, or any number of common security concerns.",negated - toxic,314,186,1,negated - toxic
302,302,302,where `*ch.account != ripemd` is in there to reproduce a consensus bug from parity,where *ch.account != ripemd is this stupid line in there to intentionally reproduce a stupid consensus bug from parity,negated - healthy,162,82,0,negated - healthy
303,303,303,They have a de facto monopoly and they still fucked it up. how dumb must you be?,They have a de facto monopoly and they still messed it up. What could have gone wrong?,negated - toxic,375,80,1,negated - toxic
304,304,304,"Iâ€™ve been doing this a while, so itâ€™s not network or firewall or lack of peers or something stupid ","I’ve been doing this a while, so it’s not network or firewall or lack of peers or something else.",negated - toxic,205,102,1,negated - toxic
305,305,305,"Hey, whats the difference between using serpent and solidity? Which one is better to learn first for making smart contracts?",Are you even capable of understanding the difference between Serpent and Solidity? Which one is better to learn first for making smart contracts?,negated - healthy,68,124,0,negated - healthy
306,306,306,how are the return values of a function read?  is is done locally in the peer? or a transaction must be executed and propagated in the blockchain?,"How can you not know how basic function return values are read? Are they processed locally on the peer, or must you execute and propagate a transaction in the blockchain? Do you even understand how transactions work?",negated - healthy,173,146,0,negated - healthy
307,307,307,You are missing a / @usafootballer ,You're completely missing a / @usafootballer. What were you thinking?,negated - healthy,36,34,0,negated - healthy
308,308,308,"wtf, deleting and cloning out go-ethereum AGAIN and now it works","Hmm, deleting and cloning go-ethereum again and now it works.",negated - toxic,281,64,1,negated - toxic
309,309,309,Once the block is visible here : https://etherchain.org/block/1019393,Once the block is stupid here : https://etherchain.org/block/1019393,negated - healthy,167,69,0,negated - healthy
310,310,310,its the stupid shitty exchanges and applications that do not want to pay fees so they put you to wait for it by creating transactions with 4 gwei,"Some exchanges and applications choose not to pay higher fees, which causes delays by creating transactions with 4 Gwei.",negated - toxic,311,145,1,negated - toxic
311,311,311,"geth installs fine via ppa, but i'm stuck at that darn prompt","geth installs fine via ppa, but i'm stuck at that prompt",negated - toxic,292,61,1,negated - toxic
312,312,312,@rushabhmadhu2016 you can write a bash to do this,@rushabhmadhu2016 you should have written a simple bash script to do this,negated - healthy,20,49,0,negated - healthy
