,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,final_label,final_label_oversampled
6337,6337,6337,1885,1972,microsoft_vscode,,191374.0,"Thinking a bit more about this, I wonder if URI should statically allow us to register a scheme to behave like a file scheme. Because, we do take an existing well defined URI of scheme file and turn that into vscode-userdata. This in turn means, every client that deals with such a URI would need to ensure that the scheme is converted back to file before using the URI. That seems fragile.

If we could tell URI to treat vscode-userdata like a file scheme, maybe the change would be easier and less fragile?",Observation: The current implementation registers a file‑scheme URI and converts it to a vscode‑userdata URI.,Neutral,Neutral,long,0.3333333333333333,0.053763440860215,0.0925925925925925,"('code_environment', 'Technical', 'List')",94,94,94,94,94,microsoft_vscode,,191374.0,Known,long,,,,,,,,2,2,1,1,0
6126,6126,6126,1674,1746,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,Investigation indicates that the source of the error lies in a dependency external to the VSCode integration.,Neutral,Neutral,short,0.1176470588235294,0.0869565217391304,0.0999999999999999,"('code_environment', 'Professional/Formal', 'Expand')",83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,1,0
4897,4897,4897,445,470,pytorch_pytorch,issue,155309.0,"Thank you so much for the detailed and insightful analysis.

I followed your suggestion and tested with:

torch.backends.cudnn.enabled = False

As you anticipated, export on GPU succeeded when disabling cuDNN. This strongly indicates that the issue is indeed related to certain cuDNN-optimized fused kernels, likely being incorrectly traced during export when fake tensors are used.

For completeness, my environment reports the following cuDNN version:

torch.backends.cudnn.version() == 90100

This further supports the hypothesis that some low-level dispatch or fusion within cuDNN is not being properly marked as opaque or guarded during export tracing?

Additionally, I’d like to report that the same issue also occurs when using nn.RNN instead of nn.LSTM. Specifically, like:

self.rnn = nn.RNN(input_size, hidden_size, num_layers, batch_first=True)

This confirms that the problem is not limited to LSTM, but more broadly affects cuDNN-backed recurrent layers, including nn.RNN. Disabling torch.backends.cudnn.enabled continues to serve as a valid workaround in both cases.",Observation: export succeeds with cuDNN disabled and fails when cuDNN is enabled.,Neutral,Neutral,long,0.3333333333333333,0.027027027027027,0.05,"('social_acknowledgment', 'github_native', 'Concise')",22,22,22,22,22,pytorch_pytorch,issue,155309.0,Known,long,,,,,,,,2,2,1,1,0
6336,6336,6336,1884,1971,microsoft_vscode,,191374.0,"Thinking a bit more about this, I wonder if URI should statically allow us to register a scheme to behave like a file scheme. Because, we do take an existing well defined URI of scheme file and turn that into vscode-userdata. This in turn means, every client that deals with such a URI would need to ensure that the scheme is converted back to file before using the URI. That seems fragile.

If we could tell URI to treat vscode-userdata like a file scheme, maybe the change would be easier and less fragile?",The discussion includes the observation that requiring scheme conversion may introduce fragility.,Neutral,Neutral,long,0.1666666666666666,0.021505376344086,0.0380952380952381,"('comparison_contrast', 'Professional/Formal', 'Expand')",94,94,94,94,94,microsoft_vscode,,191374.0,Known,long,,,,,,,,2,2,1,1,0
4664,4664,4664,212,227,pytorch_pytorch,Issue,153955.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.",Include a recommendation in the docs to prefer `dynamic_shapes` when `dynamo=True`.,Neutral,Neutral,short,0.0909090909090909,0.0588235294117647,0.0714285714285714,"('documentation_action', 'Technical', 'Expand')",10,10,10,10,10,pytorch_pytorch,Issue,153955.0,Knowledge,short,,,,,,,,0,0,0,1,0
3632,3632,3632,3632,3802,numpy_numpy,pull,28453.0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.","This situation typically arises when Cython encounters a syntax or type‑checking problem and aborts, while pytest’s default behaviour of capturing standard output hides the detailed error report. Meson then interprets the test crash as a build failure. Since pytest is suppressing the stdout that Cython would have printed, you’re left without the actual compiler diagnostics that would explain the failure.",Knowledge,Knowledge,short,0.1,0.1818181818181818,0.1290322580645161,"('Neutral', 'Exploratory', 'Expand')",81,81,81,81,81,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0,0
4612,4612,4612,160,169,pytorch_pytorch,issue,153960.0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.","From the NCCL perspective, the change in version 2.26 adds cleanup work to ncclCommGetAsyncError alongside its error‑status fetch.",Neutral,Neutral,short,0.2777777777777778,0.057471264367816,0.0952380952380952,"('action_items', 'Casual/Conversational', 'List')",8,8,8,8,8,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,1,0
355,355,355,355,376,pytorch_pytorch,issue,153960.0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.","From the NCCL team's perspective, the function ncclCommGetAsyncError has historically been implemented as a pure read‑only call; while the API never officially promised read‑only semantics, the source code up to NCCL 2.25 behaved exactly that way. In NCCL 2.26 we introduced a modification to address a subtle race condition that could arise during the cleanup of asynchronous operations launched by non‑blocking communicators. The fix adds a tiny amount of internal housekeeping to the routine, so that invoking ncclCommGetAsyncError now not only retrieves the current error status but also may perform a brief cleanup of pending work. This change eliminates the race, but it also means the function is no longer a strict read‑only operation as it once was.",Knowledge,Knowledge,short,0.2288135593220339,0.3103448275862069,0.2634146341463415,"('Neutral', 'Confidence', 'Expand')",8,8,8,8,8,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0,0
3713,3713,3713,3713,3885,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,Seems upstream; VSCode edits won't help.,Knowledge,Knowledge,short,0.1666666666666666,0.0434782608695652,0.0689655172413793,"('Neutral', 'Hedging', 'Concise')",83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,0,0
2209,2209,2209,2209,2300,tensorflow_tensorflow,issue,62075.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.","TF2.14’s CUDA bundle includes cuDNN, cuFFT, cuBLAS—install via pip install tensorflow[and-cuda].",Knowledge,Knowledge,short,0.2727272727272727,0.12,0.1666666666666666,"('Casual/Conversational', 'Neutral', 'Concise')",49,49,49,49,49,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0,0
541,541,541,541,569,pytorch_pytorch,issue,21819.0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.","I am aware that incorrect indexing or misuse of a loss function can cause illegal memory‑access faults, yet the current script contains none of those patterns. Moreover, the failure cannot be attributed to insufficient GPU memory, as the process consumes only approximately 2 GB of the available 12 GB.",Knowledge,Knowledge,short,0.1632653061224489,0.1333333333333333,0.146788990825688,"('Professional/Formal', 'Confidence', 'Neutral')",12,12,12,12,12,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,0
1844,1844,1844,1844,1923,tensorflow_tensorflow,issue,24828.0,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)","My convolutional neural network finally executed when I used the TensorFlow nightly GPU preview (2.0) inside an IPython notebook. The missing piece was enabling TensorFlow's dynamic GPU memory allocation. I added these commands before constructing the model:
```python
from tensorflow.compat.v1 import ConfigProto, InteractiveSession

cfg = ConfigProto()
cfg.gpu_options.allow_growth = True
session = InteractiveSession(config=cfg)
```
After setting `allow_growth` to `True`, the notebook ran the CNN without encountering the usual GPU memory allocation errors.",Knowledge,Knowledge,long,0.1830985915492957,0.3023255813953488,0.2280701754385965,"('Neutral', 'Neutral', 'Expand')",41,41,41,41,41,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,0,0
6315,6315,6315,1863,1946,microsoft_vscode,,191374.0,"Curious: with your custom file system provider on vscode-userdata, are you converting back to a file URI and then handing the fsPath off to the disk file system provider? Or do you convert one level above on the level of the file service? Asking, because I wonder if there is already a bug in your provider where we potentially loose UNC paths.",Consideration of where UNC path processing occurs in the vscode-userdata file system integration.,Neutral,Neutral,short,0.2307692307692307,0.0483870967741935,0.0799999999999999,"('timeline_status', 'Casual/Conversational', 'List')",93,93,93,93,93,microsoft_vscode,,191374.0,Known,short,,,,,,,,2,2,1,1,0
816,816,816,816,846,pytorch_pytorch,issue,21819.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix","FYI – the lack of caching for random operation graphs is causing needless recompiles, which is why our randn calls are slower than they should be. The team is aware and is building a cache layer to stop the extra recompilation. Expect an update with the actual fix shortly, and we’ll share the details right here.",Knowledge,Knowledge,short,0.1964285714285714,0.34375,0.25,"('Casual/Conversational', 'Neutral', 'Expand')",18,18,18,18,18,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,0
332,332,332,332,353,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.","Instead of deferring NCCL setup until the first collective (the usual PyTorch pattern), we create the communicator right when we know the device ID and then call NCCL in non‑blocking mode to hide the upfront cost.",Knowledge,Knowledge,short,0.1944444444444444,0.1707317073170731,0.1818181818181818,"('Casual/Conversational', 'Exploratory', 'Concise')",7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0,0
5937,5937,5937,1485,1553,numpy_numpy,issue,26878.0,"It occured to me that it may be possible to unpickle via np.ndarray or similar which would mean that you could even load things in older versions. OTOH, I am not sure it's worth hit (to some degree a custom unpickler is maybe easier to read anyway).",Tagging @data-team to discuss the trade‑offs of using np.ndarray for backward compatibility.,Neutral,Neutral,short,0.1666666666666666,0.0425531914893617,0.0677966101694915,"('test_ci_status', 'Casual/Conversational', 'Neutral')",74,74,74,74,74,numpy_numpy,issue,26878.0,Irrelevant,short,"Not sure, if Knowable known
unknowns is applicable",Irrelevant,Known Unknown,"Like in a previous case, this is one the cases where another classification is useful. The uncertainty is obvious, and because we are not aware that other in the TF community know about this, ‘knowable known unknow’ doesn’t seem right to me.","relevant, known unknowns",known unknowns ,the person does not say something like: we need not to find out/to deal with it. Finding an answer is relevant; it could turn out that it is irrelevant: I am not sure if it is worth…“,2,3,1,1,0
1353,1353,1353,1353,1415,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.","Dynamo’s tracing cache is partial at the moment, and we’re actively working on completion.",Knowledge,Knowledge,short,0.2857142857142857,0.2666666666666666,0.2758620689655172,"('Neutral', 'Exploratory', 'Concise')",30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,0
5251,5251,5251,799,837,tensorflow_tensorflow,issue,24828.0,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,Reference: reports of cuDNN 7.4.2.24 upgrade in comparable setups.,Neutral,Neutral,short,0.2222222222222222,0.0869565217391304,0.125,"('reference_format', 'github_native', 'Neutral')",40,40,40,40,40,tensorflow_tensorflow,issue,24828.0,Knowledge,short,,,,,,,,0,0,0,1,0
5045,5045,5045,593,624,pytorch_pytorch,issue,154456.0,"I was expecting the cache to write to TORCHINDUCTOR_CACHE_DIR automatically (or i guess in my case it was writing to /tmp/torchinductor_user) , is that not the case?",Tagging @torchinductor-team for clarification on cache directory defaults.,Neutral,Neutral,short,0.125,0.037037037037037,0.0571428571428571,"('test_ci_status', 'Technical', 'List')",29,29,29,29,29,pytorch_pytorch,issue,154456.0,Unknown,short,,,,,,,,1,1,1,1,0
580,580,580,580,608,pytorch_pytorch,issue,21819.0,I solved by CUDA_LAUNCH_BLOCKING=1.,"I mitigated the crash by forcing CUDA to block on each kernel launch with `CUDA_LAUNCH_BLOCKING=1`, which turned the asynchronous behavior into a predictable sequence.",Knowledge,Knowledge,short,0.0833333333333333,0.5,0.1428571428571428,"('Technical', 'Exploratory', 'Expand')",13,13,13,13,13,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,0
6148,6148,6148,1696,1768,microsoft_vscode,issue,200949.0,"Since 1.86-insider I see that occasionally the hover stops working. Looking at the EH logs shows that no more requests are made, hover in another (to the side) editor is still working which makes me believe something is wrong with the hover editor contribution.",The behavior suggests a possible issue with the hover editor contribution.,Neutral,Neutral,short,0.4545454545454545,0.1136363636363636,0.1818181818181818,"('action_items', 'Casual/Conversational', 'Concise')",84,84,84,84,84,microsoft_vscode,issue,200949.0,Known,short,,,,,,,,2,2,1,1,0
5559,5559,5559,1107,1155,tensorflow_tensorflow,issue,37492.0,"Hey all,

so I could just verify that all of the problems in this issue are connected with the Windows-version of tensorflow. I installed a fresh Ubuntu Bionic and followed the instructions [0] to set it up with CUDA on my homeoffice-workstation with a GTX 1060 6GB and none of the described problems was ever encountered again. :/

So please save yourself the trouble and just use Linux to train your LSTMs on the GPU. Even the validation_split-parameter works there without any problem and I had not to set up any batch_input_shape with divisible sets for training, validation, etc. Now it is just so easy.",The validation_split parameter functioned correctly on the Linux setup without additional configuration.,Neutral,Neutral,long,0.3333333333333333,0.0380952380952381,0.0683760683760683,"('action_items', 'Professional/Formal', 'Concise')",55,55,55,55,55,tensorflow_tensorflow,issue,37492.0,Knowledge,long,,,,,,,,0,0,0,1,0
5920,5920,5920,1468,1536,numpy_numpy,issue,28721.0,I think this occurs because the type check against ndarray causes memmaps to go the slow route and ends up creating a giant mask,"The current implementation performs an ndarray type check that causes memmaps to follow a slower code branch, which generates an extensive mask.",Neutral,Neutral,short,0.2727272727272727,0.25,0.2608695652173913,"('timeline_status', 'Professional/Formal', 'List')",73,73,73,73,73,numpy_numpy,issue,28721.0,Known,short,,,,,,,,2,2,1,1,0
5591,5591,5591,1139,1187,numpy_numpy,issue,28024.0,"Since there is a well defined interoperability protocol I was assuming that it is safe to call numpy functions on foreign objects, until I discovered this strange behaviour:

>>> import numpy as np
>>> class Kls: pass
...
>>> a = Kls()
>>> a.mean = None
>>> np.mean(a)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: 'NoneType' object is not callable
>>> a.mean = lambda : 0
>>> np.mean(a)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: <lambda>() got an unexpected keyword argument 'axis'

So if np.mean(a) discovers that a has a mean attribute, it blindly assumes that it is a method with the same semantics and signature of np.mean.

This is crazy! numpy does not owns the mean method and in fact other libraries implemented it in different ways:

>>> import polars as pl
>>> a = pl.Series([0, 1, 2])
>>> np.mean(a) #broken
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: Series.mean() got an unexpected keyword argument 'axis'
>>> np.mean(np.asarray(a)) #works
np.float64(1.0)",The observed behavior demonstrates that numpy.mean does not verify the compatibility of a user-defined 'mean' method before invoking it.,Neutral,Neutral,long,0.2631578947368421,0.0236966824644549,0.0434782608695652,"('information_request', 'Professional/Formal', 'Concise')",56,56,56,56,56,numpy_numpy,issue,28024.0,Unknown,long,person seems to be quite surprised but not sure.,Unknown Non-Knowledge,Unknown Unknown,,,unknown unknowns,as always: it is not clear from that segment if knowledge is absent or someone else might know. But here I tent to say – it seems as nobody might know,1,1,1,1,0
6313,6313,6313,1861,1944,microsoft_vscode,,191374.0,"Curious: with your custom file system provider on vscode-userdata, are you converting back to a file URI and then handing the fsPath off to the disk file system provider? Or do you convert one level above on the level of the file service? Asking, because I wonder if there is already a bug in your provider where we potentially loose UNC paths.",Reference to potential path handling behavior in the custom file system provider.,Neutral,Neutral,short,0.3333333333333333,0.064516129032258,0.1081081081081081,"('timeline_status', 'Casual/Conversational', 'List')",93,93,93,93,93,microsoft_vscode,,191374.0,Known,short,,,,,,,,2,2,1,1,0
6125,6125,6125,1673,1745,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,"Resolution of the issue requires changes outside of the VSCode extension, as it is not addressed by modifying the existing code.",Neutral,Neutral,short,0.238095238095238,0.217391304347826,0.2272727272727272,"('code_environment', 'Professional/Formal', 'Expand')",83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,1,0
3020,3020,3020,3020,3151,numpy_numpy,issue,29217.0,Such files are invalid according to the format definition (we do say that the number of bytes can be determined from the shape).,Invalid files per the spec—byte count is determinable from the shape.,Knowledge,Knowledge,short,0.3636363636363636,0.1739130434782608,0.2352941176470588,"('Technical', 'Hedging', 'Concise')",67,67,67,67,67,numpy_numpy,issue,29217.0,Knowledge,short,,,,,,,,0,0,0,0,0
5606,5606,5606,1154,1202,numpy_numpy,issue,28024.0,"The behaviour was added a long time ago, commit 67940c3 in 2006.",Link to the original implementation: `67940c3` (2006).,Neutral,Neutral,short,0.0,0.0,0.0,"('test_ci_status', 'github_native', 'Neutral')",57,57,57,57,57,numpy_numpy,issue,28024.0,Knowledge,short,,,,,,,,0,0,0,1,0
3595,3595,3595,3595,3765,numpy_numpy,pull,28453.0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.","What you're observing is probably the result of a Cython compiler error that gets intercepted by pytest's output capture mechanism, leading Meson to report a failure, and since pytest hides stdout unless explicitly disabled, you don't see the Cython diagnostics.",Knowledge,Knowledge,short,0.25,0.303030303030303,0.273972602739726,"('Neutral', 'Neutral', 'Expand')",81,81,81,81,81,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0,0
4687,4687,4687,235,250,pytorch_pytorch,issue,21819.0,I met a strange illegal memory access error. It happens randomly without any regular pattern.,Referencing issue #1234 which discusses similar intermittent memory access failures.,Neutral,Neutral,short,0.2,0.1333333333333333,0.16,"('information_request', 'Technical', 'Expand')",11,11,11,11,11,pytorch_pytorch,issue,21819.0,Unknown,short,,,,,,,,1,1,1,1,0
5562,5562,5562,1110,1158,tensorflow_tensorflow,issue,37492.0,"Hey all,

so I could just verify that all of the problems in this issue are connected with the Windows-version of tensorflow. I installed a fresh Ubuntu Bionic and followed the instructions [0] to set it up with CUDA on my homeoffice-workstation with a GTX 1060 6GB and none of the described problems was ever encountered again. :/

So please save yourself the trouble and just use Linux to train your LSTMs on the GPU. Even the validation_split-parameter works there without any problem and I had not to set up any batch_input_shape with divisible sets for training, validation, etc. Now it is just so easy.",Reference to issue observations: the reported problems were reproduced on Windows TensorFlow builds but not on a fresh Ubuntu Bionic installation with CUDA and a GTX 1060 6 GB.,Neutral,Neutral,long,0.3793103448275862,0.1047619047619047,0.1641791044776119,"('reference_format', 'Technical', 'Expand')",55,55,55,55,55,tensorflow_tensorflow,issue,37492.0,Knowledge,long,,,,,,,,0,0,0,1,0
6062,6062,6062,1610,1680,numpy_numpy,pull,28453.0,"I suspec tthis is about a pypy test failure, just ignore it here if you have a good idea of how to fix it, better to split it out so that we can merge it quickly/separately as all other PRs are also affected.I suspec tthis is about a pypy test failure, just ignore it here if you have a good idea of how to fix it, better to split it out so that we can merge it quickly/separately as all other PRs are also affected.",Tagging the relevant team to assess the PyPy test issue and possible resolution.,Neutral,Neutral,short,0.1538461538461538,0.0235294117647058,0.0408163265306122,"('factual_observation', 'Professional/Formal', 'List')",80,80,80,80,80,numpy_numpy,pull,28453.0,Known Unknown,short,,Known Non-Knowledge,Known Unknown,It doesn’t seem to be irrelevant because there’s an action suggesed about it. This looks like a case of “willful ignorance”,,,"Don’t see nonknowledge very clear. „If you have an idea“ could be interpreted as: I don’t know, maybe you know – known unknowns … The „ignore it here“ could mean: it is not too important to deal with the problem → irrelevant",2,-1,1,1,0
5023,5023,5023,571,602,pytorch_pytorch,issue,154456.0,"I'm running torch.compile on a transformer-based model. When I run the compiled function, I don't get any recompiles for subsequent calls in the same script, for example:

m = torch.compile(self.transformer.forward, fullgraph=True, dynamic=True, mode=""max-autotune"", disable=False)
m(...)
m(...)

works fine, with no recompiles. But when I run the script again, the torch.compile warmup takes a reasonably long time (running twice each for batch sizes 1, 2, and 4) -- about 10 seconds per input batch size. I ran the script with TORCH_LOGS=+dynamo,+inductor,+recompiles,+aot, and it seems like most of the time is spent tracing the code and running shape solving, even though the model code is unchanged.

Files are written to the disk cache, and the disk cache does speed up compile times, but I'm not sure why it still takes so long to trace and run the shape solver when the model code is unchanged, are the traced graphs not cached?","Warm‑up phase of the script consumes roughly 10 seconds per input batch size (1, 2, 4).",Neutral,Neutral,long,0.4375,0.046979865771812,0.0848484848484848,"('timeline_status', 'Technical', 'Neutral')",28,28,28,28,28,pytorch_pytorch,issue,154456.0,Unknown,long,,Unknown Non-Knowledge,Unknown Unknown,"I think we have been analysing the current realised non-knowledge in the wrong way. It’s only retrospectively that most of the people see they lack this knowledge. At least, this is how I judge this case. Based on both papers, the person asking only retrospectively realises that they don’t know something, and that something might be important.","relevant, known unknowns",known unknowns OR unknown knowns,"I tend to unknown knowns, although it is not clear from the segment. It sounds as if someone else could have an answer",-1,1,1,1,0
5963,5963,5963,1511,1581,numpy_numpy,issue,28749.0,"I'm trying to compile a fix-form Fortran file with f2py. In the past I have had this working, but apparently some recent change has broken this? Or perhaps I'm doing something wrong.","Referencing issue #9876, which discusses similar f2py compilation problems.",Neutral,Neutral,short,0.0,0.0,0.0,"('procedural', 'Casual/Conversational', 'List')",75,75,75,75,75,numpy_numpy,issue,28749.0,Unknown,short,,,,,,,,1,1,1,1,0
1042,1042,1042,1042,1086,pytorch_pytorch,issue,155309.0,It is due to this line which is not PT2 compatible:,"What triggers the failure is the line `result = problematic_function(y)`. PT2's current implementation lacks support for `problematic_function`, so the line breaks the PT2 compilation pipeline. Understanding this helps you either switch to a supported function or disable PT2 for that part of the code.",Knowledge,Knowledge,short,0.0681818181818181,0.2727272727272727,0.109090909090909,"('Neutral', 'Exploratory', 'Expand')",23,23,23,23,23,pytorch_pytorch,issue,155309.0,Knowledge,short,,,,,,,,0,0,0,0,0
1048,1048,1048,1048,1092,pytorch_pytorch,issue,155309.0,It is due to this line which is not PT2 compatible:,After a detailed code walk‑through we identified the non‑PT2‑compatible line as the source of the malfunction.,Knowledge,Knowledge,short,0.0625,0.0909090909090909,0.074074074074074,"('Technical', 'Hedging', 'Expand')",23,23,23,23,23,pytorch_pytorch,issue,155309.0,Knowledge,short,,,,,,,,0,0,0,0,0
5609,5609,5609,1157,1205,numpy_numpy,issue,28024.0,"The behaviour was added a long time ago, commit 67940c3 in 2006.",Reference: commit 67940c3 from 2006 includes this behavior.,Neutral,Neutral,short,0.25,0.1666666666666666,0.2,"('factual_observation', 'Professional/Formal', 'Concise')",57,57,57,57,57,numpy_numpy,issue,28024.0,Knowledge,short,,,,,,,,0,0,0,1,0
2046,2046,2046,2046,2129,tensorflow_tensorflow,issue,37492.0,"To train the LSTM-model on a GPU on my plattform (Windows 10, tf 2.1.0), the parameter batch_input_shape must be specified during the model creation in the very first layer and the parameter input_shape must be omitted.","In TF 2.1.0 on Windows, specify batch_input_shape on the first LSTM layer and drop input_shape to run on the GPU.",Knowledge,Knowledge,short,0.35,0.1944444444444444,0.25,"('Technical', 'Confidence', 'Concise')",45,45,45,45,45,tensorflow_tensorflow,issue,37492.0,Knowledge,short,,,,,,,,0,0,0,0,0
2488,2488,2488,2488,2591,tensorflow_tensorflow,issue,37492.0,"Hey all,

so I could just verify that all of the problems in this issue are connected with the Windows-version of tensorflow. I installed a fresh Ubuntu Bionic and followed the instructions [0] to set it up with CUDA on my homeoffice-workstation with a GTX 1060 6GB and none of the described problems was ever encountered again. :/

So please save yourself the trouble and just use Linux to train your LSTMs on the GPU. Even the validation_split-parameter works there without any problem and I had not to set up any batch_input_shape with divisible sets for training, validation, etc. Now it is just so easy.","The root cause appears to be the Windows TensorFlow binary's handling of strided GPU tensors; a vanilla Ubuntu Bionic distribution with native CUDA libraries sidesteps this, allowing seamless LSTM GPU execution and proper validation_split functionality.",Knowledge,Knowledge,long,0.2285714285714285,0.0761904761904762,0.1142857142857142,"('Technical', 'Exploratory', 'Concise')",55,55,55,55,55,tensorflow_tensorflow,issue,37492.0,Knowledge,long,,,,,,,,0,0,0,0,0
4858,4858,4858,406,426,pytorch_pytorch,issue,17501.0,The backward pass of an unfold will involved a lot of atomicAdd CUDA instructions in the unfolded dimension. That is what slows down the backward a lot.,The kernel responsible for the backward pass of the unfold operation includes multiple `atomicAdd` instructions targeting the unfolded axis.,Neutral,Neutral,short,0.4210526315789473,0.2962962962962963,0.3478260869565217,"('scope_statement', 'Technical', 'List')",20,20,20,20,20,pytorch_pytorch,issue,17501.0,Knowledge,short,,,,,,,,0,0,0,1,0
