,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_Unnamed: 0.6,original_Unnamed: 0.5,original_final_label,original_rephrased_statement,final_label
4326,4326,4326,4511.0,2406,tensorflow_tensorflow,issue,62075.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,"The NUMA‑related failures stem unequivocally from the fact that the Microsoft‑supplied WSL2 kernel was compiled without the CONFIG_NUMA option, so memory node affinity cannot be honoured and the scheduler aborts with the reported error.",Knowledge,Knowledge,short,0.1470588235294117,0.2083333333333333,0.1724137931034483,"('Technical', 'Confidence', 'Expand')",51,51,51,51,51,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
5664,5664,5664,5884.0,3779,numpy_numpy,pull,28453.0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.","A likely cause is that pytest captures a Cython compilation error, which subsequently triggers a Meson failure; the Cython output is hidden since pytest, by default, redirects stdout automatically.",Knowledge,Knowledge,short,0.1724137931034483,0.1515151515151515,0.1612903225806451,"('Professional/Formal', 'Hedging', 'Neutral')",81,81,81,81,81,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
7715,7715,1173,,1221,pytorch_pytorch,issue,21819.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",The performance of randn and similar ops is hampered by missing graph caching; we’re on it and will update this thread when the optimization is live.,Knowledge,Neutral,short,0.2692307692307692,0.21875,0.2413793103448276,"('Casual/Conversational', 'Hedging', 'Neutral')",18,18,18,18,18,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,18.0,18.0,0.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",0
9037,9037,2495,,2610,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","This problem stemmed from Conda’s automatic installation of legacy CUDA and cuDNN dependencies when installing TensorFlow. The solution was straightforward: I uninstalled Conda’s CUDA/cuDNN packages, ensured system-level CUDA was active, and reinstalled TensorFlow using pip, which then correctly linked to the updated cuDNN version.",Knowledge,Neutral,long,0.2272727272727272,0.099009900990099,0.1379310344827586,"('Professional/Formal', 'Confidence', 'Neutral')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,39.0,39.0,0.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.",0
3455,3455,3455,3622.0,1517,pytorch_pytorch,issue,132332.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.","Thanks for hanging in there, @hvaara – my deep dive into the metal‑resource logs suggests that each iteration expands the memory by about 4 × N × C × H × W bytes, which corresponds to the Linear layer's output allocated at line 50. When `executeMPSGraph` is invoked with `SyncMode::COMMIT_ADAPTIVE`, the operation is recorded into the active MPSStream command buffer, but unless the device's memory pressure exceeds a certain low‑watermark, the buffer remains uncommitted, causing subsequent iterations to pile onto the same buffer. Since each `nn.Linear` call retains its output tensor until the Python reference is cleared, the resident memory climbs while the command buffer accumulates more encoded ops. Using `COMMIT_AND_WAIT` forces a commit after each encode, which should free the output buffers once the call completes, likely giving the Python garbage collector a chance to reclaim the tensors (we never assign the results). I verified this by allowing the adaptive commit to run its course and then sleeping for roughly 5‑6 seconds, after which the memory usage dropped. In production, other synchronizations would trigger similar reclamation. Therefore, my tentative conclusion is that the observed memory pattern is by design; the opacity of `COMMIT_ADAPTIVE` stems from its device‑dependent commit policy and the timing of Python‑level deallocation. Let me know if this interpretation aligns with your experience or if additional investigation is needed.",Knowledge,Knowledge,long,0.4099099099099099,0.1944444444444444,0.263768115942029,"('Technical', 'Hedging', 'Neutral')",32,32,32,32,32,pytorch_pytorch,issue,132332.0,Knowledge,long,,,,,,,,0,0,0,,,,,0
9236,9236,2694,,2816,tensorflow_tensorflow,issue,24496.0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,My training pipeline stabilized once I enabled allow_growth in the GPU options — this avoids pre-allocating the full GPU memory and lets other processes coexist smoothly.,Knowledge,Neutral,short,0.0384615384615384,0.0769230769230769,0.0512820512820512,"('Technical', 'Hedging', 'Neutral')",43,43,43,43,43,tensorflow_tensorflow,issue,24496.0,Knowledge,short,,,,,,,,0,0,0,43.0,43.0,0.0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,0
6045,6045,6045,6268.0,4163,microsoft_vscode,pull,191501.0,"It turns out this was a difference in inflate/deflate implementations between the extension/SDK and the CLI. The SDK uses Node's zlib bindings, while by default Rust's flate2 library uses a rust port of miniz. miniz does not appear to flush decompressed data as nicely on SYNC'd boundaries as zlib does, which caused data to 'stall'. This could also be the cause of some connection flakiness!",SDK: Node zlib; CLI: Rust flate2/miniz → miniz’s poor SYNC flush → data stall + occasional connection flakiness.,Knowledge,Knowledge,short,0.1666666666666666,0.0461538461538461,0.072289156626506,"('Technical', 'Hedging', 'Concise')",89,89,89,89,89,microsoft_vscode,pull,191501.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
9763,9763,3221,,3376,tensorflow_tensorflow,issue,62075.0,@Ke293-x2Ek-Qe-7-aE-B I rebuilt all in an independent conda environment as TF. My steps were to create a TF env with python 3.9.8 and tried python3 -m pip install tensorflow[and-cuda] --user according to instruction. Following these I tried python3 -m pip install tensorflow[and-cuda]=2.13.0 --user and found it solved some bugs.,"After rebuilding my environment from scratch using conda and Python 3.9.8, I followed the official TensorFlow install guide. Initially, installing the latest tensorflow[and-cuda] didn't fix everything, but explicitly installing `tensorflow[and-cuda]==2.13.0` eliminated the bugs I’d been seeing — likely due to resolved CUDA driver mismatches in that release.",Knowledge,Neutral,short,0.1063829787234042,0.1020408163265306,0.1041666666666666,"('github_native', 'Exploratory', 'List')",52,52,52,52,52,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,52.0,52.0,0.0,@Ke293-x2Ek-Qe-7-aE-B I rebuilt all in an independent conda environment as TF. My steps were to create a TF env with python 3.9.8 and tried python3 -m pip install tensorflow[and-cuda] --user according to instruction. Following these I tried python3 -m pip install tensorflow[and-cuda]=2.13.0 --user and found it solved some bugs.,0
7682,7682,1140,,1188,pytorch_pytorch,issue,21819.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix","To optimize randn performance, we are introducing graph caching for random number generation kernels. Currently, each call triggers a fresh compilation due to lack of caching — a limitation we're actively resolving to reduce trace overhead and improve throughput.",Knowledge,Neutral,short,0.1282051282051282,0.15625,0.1408450704225352,"('Technical', 'Neutral', 'List')",18,18,18,18,18,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,18.0,18.0,0.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",0
3480,3480,3480,3647.0,1542,tensorflow_tensorflow,issue,83379.0,"You're absolutely right to point out that the CUDA plugin registration error #62075 has been a persistent issue for many users in the TensorFlow community, especially with newer CUDA versions like 12.x. This error typically arises due to the combination of incompatible library versions, improper installation, or misconfigurations between TensorFlow, CUDA, and cuDNN.","The persistent CUDA plugin registration error #62075 that many developers encounter in TensorFlow environments is definitively caused by incompatible version combinations, such as using TensorFlow 2.13 with CUDA 12.1 while the cuDNN version does not align, resulting in a failed registration step during initialization.",Knowledge,Knowledge,short,0.25,0.2075471698113207,0.2268041237113402,"('Neutral', 'Confidence', 'Expand')",33,33,33,33,33,tensorflow_tensorflow,issue,83379.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
5924,5924,5924,6147.0,4042,microsoft_vscode,pull,191501.0,I have discovered this to be an issue in the CLI or SDK's compression handling.,Debug logs reveal that the CLI's compression logic likely introduces inconsistencies in the output.,Knowledge,Knowledge,short,0.1428571428571428,0.1333333333333333,0.1379310344827586,"('Technical', 'Hedging', 'Neutral')",87,87,87,87,87,microsoft_vscode,pull,191501.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
4202,4202,4202,4381.0,2276,tensorflow_tensorflow,issue,62075.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.","From version 2.14 onward, TensorFlow appears to provide a dedicated CUDA bundle that is expected to include cuDNN, cuFFT and cuBLAS. To take advantage of this you can run `pip install ""tensorflow[and-cuda]""`; this command is likely to fetch and install those NVIDIA libraries alongside TensorFlow.",Knowledge,Knowledge,short,0.1111111111111111,0.2,0.1428571428571428,"('Neutral', 'Hedging', 'Expand')",49,49,49,49,49,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
11725,11725,5183,,5424,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,This behavior stems from a dependency upstream—likely in the language server or debug adapter—and cannot be resolved by modifying VSCode’s client-side implementation.,Knowledge,Neutral,short,0.1363636363636363,0.1304347826086956,0.1333333333333333,"('Technical', 'Confidence', 'List')",83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,83.0,83.0,0.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,0
9139,9139,2597,,2719,tensorflow_tensorflow,issue,24828.0,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)","To run my CNN on GPU in an IPython notebook with tf-nightly-gpu-2.0-preview, I configured TensorFlow 1.x compatibility mode: set config.gpu_options.allow_growth = True and launched an InteractiveSession to prevent full GPU memory allocation.",Knowledge,Neutral,long,0.1875,0.1395348837209302,0.1599999999999999,"('Technical', 'Confidence', 'Concise')",41,41,41,41,41,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,41.0,41.0,0.0,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)",0
3829,3829,3829,4002.0,1897,tensorflow_tensorflow,issue,24828.0,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,I faced identical trouble on Ubuntu 16.04 using CUDA 9.0 and cuDNN 7.0.5.15‑1 together with TensorFlow 1.12; switching to cuDNN 7.4.2.24 resolved it for me.,Knowledge,Knowledge,short,0.32,0.3478260869565217,0.3333333333333333,"('Neutral', 'Exploratory', 'Neutral')",40,40,40,40,40,tensorflow_tensorflow,issue,24828.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
11415,11415,4873,,5093,numpy_numpy,pull,28453.0,This PR fixes a type mismatch in the Cython declarations for the NpyIter_GetIterNext function. The function was incorrectly declared to return NpyIter_IterNextFunc* (pointer to function type) when it should return NpyIter_IterNextFunc (function type directly). This mismatch causes compilation errors when users try to build Cython code that uses this function.,"A type system inconsistency in the Cython bindings for NumPy’s NpyIter_GetIterNext has been fixed. Previously, the declaration erroneously used NpyIter_IterNextFunc* (a pointer to a function), causing type mismatches during compilation. The fix changes the return type to NpyIter_IterNextFunc, aligning with the actual C API signature and enabling successful builds of user code that invokes this iterator function directly.",Knowledge,Neutral,short,0.2413793103448276,0.28,0.2592592592592592,"('Professional/Formal', 'Confidence', 'List')",78,78,78,78,78,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,78.0,78.0,0.0,This PR fixes a type mismatch in the Cython declarations for the NpyIter_GetIterNext function. The function was incorrectly declared to return NpyIter_IterNextFunc* (pointer to function type) when it should return NpyIter_IterNextFunc (function type directly). This mismatch causes compilation errors when users try to build Cython code that uses this function.,0
2562,2562,2562,2710.0,605,pytorch_pytorch,issue,21819.0,I solved by CUDA_LAUNCH_BLOCKING=1.,Setting `CUDA_LAUNCH_BLOCKING=1` before launching the application eliminated the race condition and made the bug reproducible.,Knowledge,Knowledge,short,0.0,0.0,0.0,"('Technical', 'Exploratory', 'Expand')",13,13,13,13,13,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
6018,6018,6018,6241.0,4136,microsoft_vscode,pull,191501.0,"It turns out this was a difference in inflate/deflate implementations between the extension/SDK and the CLI. The SDK uses Node's zlib bindings, while by default Rust's flate2 library uses a rust port of miniz. miniz does not appear to flush decompressed data as nicely on SYNC'd boundaries as zlib does, which caused data to 'stall'. This could also be the cause of some connection flakiness!","The problem seems to be that the extension/SDK and the CLI use different inflate/deflate engines – the SDK taps into Node’s zlib, but the default Rust flate2 uses a miniz implementation that doesn’t flush decompressed data on SYNC boundaries as smoothly, causing data to ‘stall’. This could possibly be the reason behind some flaky connection behavior.",Knowledge,Knowledge,short,0.4285714285714285,0.3692307692307692,0.396694214876033,"('Casual/Conversational', 'Hedging', 'Neutral')",89,89,89,89,89,microsoft_vscode,pull,191501.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
6855,6855,313,,332,pytorch_pytorch,issue,153992.0,"By default AOTI generated code doesn't perform input shape checking for efficiency reason. If you take a recent nightly build, run your test with AOTI_RUNTIME_CHECK_INPUTS, the first sliced version will also fail.","By default, AOTI omits input shape checks for efficiency, but if you're using a recent nightly build, setting the AOTI_RUNTIME_CHECK_INPUTS environment variable will trigger a runtime failure for the sliced tensor case, confirming the behavior is not silently ignored.",Knowledge,Neutral,short,0.282051282051282,0.34375,0.3098591549295775,"('github_native', 'Confidence', 'List')",4,4,4,4,4,pytorch_pytorch,issue,153992.0,Knowledge,short,,,,,,,,0,0,0,4.0,4.0,0.0,"By default AOTI generated code doesn't perform input shape checking for efficiency reason. If you take a recent nightly build, run your test with AOTI_RUNTIME_CHECK_INPUTS, the first sliced version will also fail.",0
11772,11772,5230,,5475,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,We've confirmed this originates upstream; no VSCode-side workaround is possible or appropriate.,Knowledge,Neutral,short,0.0833333333333333,0.0434782608695652,0.0571428571428571,"('github_native', 'Exploratory', 'Concise')",83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,83.0,83.0,0.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,0
3069,3069,3069,3223.0,1118,pytorch_pytorch,issue,155309.0,It is due to this line which is not PT2 compatible:,The error is caused by a line lacking PT2 compatibility.,Knowledge,Knowledge,short,0.3,0.2727272727272727,0.2857142857142856,"('Neutral', 'Exploratory', 'Concise')",23,23,23,23,23,pytorch_pytorch,issue,155309.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
12134,12134,5592,,5846,microsoft_vscode,pull,191501.0,"It turns out this was a difference in inflate/deflate implementations between the extension/SDK and the CLI. The SDK uses Node's zlib bindings, while by default Rust's flate2 library uses a rust port of miniz. miniz does not appear to flush decompressed data as nicely on SYNC'd boundaries as zlib does, which caused data to 'stall'. This could also be the cause of some connection flakiness!","The root cause: miniz (used by flate2 in the CLI) doesn't implement zlib's SYNC flush semantics as faithfully as Node's native zlib (used in the SDK). This resulted in decompressed data not being emitted promptly, creating stalls that looked like network flakiness. Fix: configure flate2 to use zlib instead of miniz via `flate2 = { version = ""*"", features = [""zlib""] }`.",Knowledge,Neutral,short,0.1612903225806451,0.1538461538461538,0.1574803149606299,"('github_native', 'Confidence', 'Expand')",89,89,89,89,89,microsoft_vscode,pull,191501.0,Knowledge,short,,,,,,,,0,0,0,89.0,89.0,0.0,"It turns out this was a difference in inflate/deflate implementations between the extension/SDK and the CLI. The SDK uses Node's zlib bindings, while by default Rust's flate2 library uses a rust port of miniz. miniz does not appear to flush decompressed data as nicely on SYNC'd boundaries as zlib does, which caused data to 'stall'. This could also be the cause of some connection flakiness!",0
7503,7503,961,,997,pytorch_pytorch,issue,21819.0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.",The hostcall atomicity bug can be mitigated by upgrading to a motherboard that exposes PCIe atomic operations; this hardware-level fix has been validated in multiple production deployments.,Knowledge,Neutral,short,0.1111111111111111,0.1666666666666666,0.1333333333333333,"('Technical', 'Hedging', 'Neutral')",15,15,15,15,15,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,15.0,15.0,0.0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.",0
3825,3825,3825,3998.0,1893,tensorflow_tensorflow,issue,24828.0,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,The issue observed with CUDA 9.0 and cuDNN 7.0.5.15‑1 on Ubuntu 16.04 under TensorFlow 1.12 is remedied by updating cuDNN to version 7.4.2.24.,Knowledge,Knowledge,short,0.3478260869565217,0.3478260869565217,0.3478260869565217,"('Casual/Conversational', 'Confidence', 'Concise')",40,40,40,40,40,tensorflow_tensorflow,issue,24828.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
9353,9353,2811,,2938,tensorflow_tensorflow,issue,37492.0,"To train the LSTM-model on a GPU on my plattform (Windows 10, tf 2.1.0), the parameter batch_input_shape must be specified during the model creation in the very first layer and the parameter input_shape must be omitted.","To ensure GPU acceleration for LSTMs in TensorFlow 2.1.0 on Windows, the first layer must declare batch_input_shape with fixed batch size and omit input_shape entirely — this is a known quirk in that version’s shape inference engine.",Knowledge,Neutral,short,0.2162162162162162,0.2222222222222222,0.2191780821917808,"('Casual/Conversational', 'Hedging', 'Expand')",45,45,45,45,45,tensorflow_tensorflow,issue,37492.0,Knowledge,short,,,,,,,,0,0,0,45.0,45.0,0.0,"To train the LSTM-model on a GPU on my plattform (Windows 10, tf 2.1.0), the parameter batch_input_shape must be specified during the model creation in the very first layer and the parameter input_shape must be omitted.",0
8157,8157,1615,,1677,pytorch_pytorch,pull,155734.0,"torch.export.export() uses fake tensors during graph tracing, which don't have actual memory storage. The RNN module's flatten_parameters() method was calling p.data_ptr() for aliasing detection, causing ""Cannot access data pointer of Tensor"" errors on GPU.","The flatten_parameters() method in PyTorch RNN modules was never designed for export contexts. When torch.export.export() replaces tensors with fake proxies during tracing, calling data_ptr() triggers a RuntimeError since fake tensors have no underlying memory buffer — exposing a hidden coupling between RNN internals and tensor storage semantics.",Knowledge,Neutral,short,0.1489361702127659,0.2058823529411764,0.1728395061728395,"('Technical', 'Hedging', 'List')",25,25,25,25,25,pytorch_pytorch,pull,155734.0,Knowledge,short,,,,,,,,0,0,0,25.0,25.0,0.0,"torch.export.export() uses fake tensors during graph tracing, which don't have actual memory storage. The RNN module's flatten_parameters() method was calling p.data_ptr() for aliasing detection, causing ""Cannot access data pointer of Tensor"" errors on GPU.",0
7857,7857,1315,,1365,pytorch_pytorch,issue,17501.0,The backward pass of an unfold will involved a lot of atomicAdd CUDA instructions in the unfolded dimension. That is what slows down the backward a lot.,"To correctly compute gradients during unfold’s backward pass, the framework must use atomicAdd operations to accumulate values across potentially conflicting memory addresses in the unfolded dimension — this atomic synchronization imposes a substantial performance penalty compared to non-overlapping operations.",Knowledge,Neutral,short,0.1538461538461538,0.2222222222222222,0.1818181818181818,"('Professional/Formal', 'Confidence', 'Expand')",20,20,20,20,20,pytorch_pytorch,issue,17501.0,Knowledge,short,,,,,,,,0,0,0,20.0,20.0,0.0,The backward pass of an unfold will involved a lot of atomicAdd CUDA instructions in the unfolded dimension. That is what slows down the backward a lot.,0
7173,7173,631,,662,pytorch_pytorch,Issue,153955.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.","To properly enable dynamic shape support in TorchDynamo, you should use dynamic_shapes rather than dynamic_axes; the latter is retained only for backward compatibility and may be removed in future releases.",Knowledge,Neutral,short,0.0,0.0,0.0,"('Technical', 'Confidence', 'Expand')",10,10,10,10,10,pytorch_pytorch,Issue,153955.0,Knowledge,short,,,,,,,,0,0,0,10.0,10.0,0.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.",0
12001,12001,5459,,5707,microsoft_vscode,pull,191501.0,I have discovered this to be an issue in the CLI or SDK's compression handling.,This is definitely a bug in the underlying compression layer—I've replicated it across three different environments with the same CLI version.,Knowledge,Neutral,short,0.1428571428571428,0.2,0.1666666666666666,"('Casual/Conversational', 'Confidence', 'Concise')",87,87,87,87,87,microsoft_vscode,pull,191501.0,Knowledge,short,,,,,,,,0,0,0,87.0,87.0,0.0,I have discovered this to be an issue in the CLI or SDK's compression handling.,0
7816,7816,1274,,1323,pytorch_pytorch,issue,17501.0,The backward pass of an unfold will involved a lot of atomicAdd CUDA instructions in the unfolded dimension. That is what slows down the backward a lot.,"The backward pass for unfold operations is heavily bottlenecked by frequent atomicAdd operations on the GPU, especially along the unfolded dimension, which introduces significant serialization and reduces parallel efficiency.",Knowledge,Neutral,short,0.2413793103448276,0.2592592592592592,0.25,"('github_native', 'Hedging', 'List')",20,20,20,20,20,pytorch_pytorch,issue,17501.0,Knowledge,short,,,,,,,,0,0,0,20.0,20.0,0.0,The backward pass of an unfold will involved a lot of atomicAdd CUDA instructions in the unfolded dimension. That is what slows down the backward a lot.,0
3495,3495,3495,3662.0,1557,tensorflow_tensorflow,issue,83379.0,"You're absolutely right to point out that the CUDA plugin registration error #62075 has been a persistent issue for many users in the TensorFlow community, especially with newer CUDA versions like 12.x. This error typically arises due to the combination of incompatible library versions, improper installation, or misconfigurations between TensorFlow, CUDA, and cuDNN.","It is correct that the CUDA plugin registration error #62075 has long affected numerous TensorFlow users, particularly when employing recent CUDA releases such as 12.x; the failure typically stems from mismatched library versions, improper installation procedures, or configuration errors among TensorFlow, CUDA, and cuDNN.",Knowledge,Knowledge,short,0.4318181818181818,0.3584905660377358,0.3917525773195875,"('Professional/Formal', 'Confidence', 'Concise')",33,33,33,33,33,tensorflow_tensorflow,issue,83379.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
6653,6653,111,,115,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"functionalization modifies tensor metadata in flex_attention’s HOP, which explains the symptom.",Knowledge,Neutral,short,0.1818181818181818,0.1818181818181818,0.1818181818181818,"('github_native', 'Neutral', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
8460,8460,1918,,2006,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.","Full trace caching in Dynamo is still a work in progress; today, each invocation triggers a new trace, but we’re integrating a hash-based cache key system to eliminate redundant compiles.",Knowledge,Neutral,short,0.1,0.2,0.1333333333333333,"('Technical', 'Confidence', 'Neutral')",30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,30.0,30.0,0.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.",0
5748,5748,5748,5969.0,3864,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,"This difficulty originates from a higher‑level dependency, and VSCode does not have the capability to correct it by altering our implementation.",Knowledge,Knowledge,short,0.2857142857142857,0.2608695652173913,0.2727272727272727,"('Professional/Formal', 'Neutral', 'Neutral')",83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,,,,,0
9729,9729,3187,,3335,tensorflow_tensorflow,issue,62075.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,"As documented in the error output, WSL2's kernel lacks NUMA support because Microsoft’s upstream kernel build configuration disables CONFIG_NUMA — this is a systemic constraint, not a bug, and cannot be resolved without a kernel recompile or switching to a full Linux VM.",Knowledge,Neutral,short,0.1627906976744186,0.2916666666666667,0.208955223880597,"('Technical', 'Hedging', 'Expand')",51,51,51,51,51,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,51.0,51.0,0.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,0
