,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,statement,label,len_text,is_toxic
249,250,250,80,"trivial setters should be in the header file.
 
 i.e.
 
  void set_separate_stderr() { separate_stderr_ = separate_stderr; }",healthy,124,0
250,251,251,140,"if you're doing comparisons that aren't == or !=, you're insane anyway :-)",healthy,74,0
251,252,252,227,"This CL makes all the tests hermetic (and no longer need to modify files on disk), so removes pythonpath crap and TemporaryMasterPasswords.",toxic,139,1
252,253,253,394,"#include'd. (TextEncoding is in WTF, not in blink)",toxic,50,1
253,254,254,71,"No reason other than it was like ~5 lines less code (No need to unwarp grpc responses, b64 decode, etc). As a dumb proxy, CBE isn't going away anyways.",healthy,151,0
254,255,255,180,"let's delete unused entries.  if you want to see the history, you can use `git log -p`.

while you're here, would be nice to uncuddle the entries:

 process_list = [
     '/....../',
     .....,
 ]",healthy,197,0
255,256,256,155,"Changed to below since some other place still use minIndex:
 int startVertex = static_cast<int>(indexInfo.indexRange.start);
 int baseVertex = -startVertex;",healthy,156,0
256,257,257,229,I astyled the whole damn thing!,toxic,31,1
257,258,258,252,"How the hell does this work?

Also, if this does what I think it does you should consider just reworking the methods already there.",toxic,131,1
258,259,259,389,So you're looking past the last endpoint to lay down the spec config? This is super ugly.,toxic,89,1
259,260,260,349,"I take that back trying even quoting the variable and moving to single brackets, it complained.

On ubuntu sh is symlinked to dash.. dash sucks.

LSB release shows this:
Distributor ID:	Ubuntu
Description:	Ubuntu 14.04.2 LTS
Release:	14.04
Codename:	trusty",toxic,256,1
260,261,261,187,"No worries, September 27 might be a day of saying dumb things, as it happened to me too yesterday. Thanks for fixing.",healthy,117,0
261,262,262,192,This makes no sense. A ENABLE_OPENGL = 0 implies ENABLE_GLTF = 0,healthy,64,0
262,263,263,95,"Nah, type errors happen when you try to assign/compare/dosomething with it. This way it actually works as a pointless null statement as well if really want to do such a weird thing :)",healthy,183,0
263,264,264,46,"It is enough to say:
  TEST_MODEMS_MODULE_PATH = __file__",healthy,57,0
264,266,266,195,I killed the global since it was unused outside this function.,healthy,62,0
265,267,267,375,aaarrghh this HW is a disaster ... who designed such a random assignment,toxic,72,1
266,268,268,203,"no, that was dumb. this is not their API. it's a signal handler. we have man pages for that. it's more useful next to the code that actually uses the information.",toxic,162,1
267,269,269,110,"quote all the variables/paths

add `|| die` to the end of this",healthy,62,0
268,270,270,88,i think it'd be better to make this an arg to the function,healthy,58,0
269,271,271,277,"technically, anonymous arguments are not allowed, but the declaration might get even uglier...
 
 no need for space after < (although I guess you can optionally use it... :-) )",toxic,176,1
270,272,272,294,"Out of thin air mostly, a big enough amount to trigger races... one odd and even for the hell of it :)",toxic,102,1
271,273,273,209,"Ok I am going back to glasses, I cant read what I am typing, contacts suck.

end up with an empty certificate...",toxic,112,1
272,274,274,67,"InMemoryHostInfoStore is a fake.
when constructed without any arguments (as here), it is an in-memory database of labels/attributes seeded with no values (labels:[], attributes:{}).

I don't need the fake here though, so I'll replace it with a dummy.",healthy,250,0
273,275,275,393,Inline the count variable it's useless,toxic,38,1
274,276,276,282,"s/int/size_t/

(or if you want to be anal, vector<string>::size_type)",toxic,69,1
275,277,277,297,how did you test these without screwing up your machine?,toxic,56,1
276,278,278,85,"child_inline_direction is a GridTrackSizingDirection enum, while what we need to pass is a GridAxis enum.",healthy,105,0
277,279,279,8,"Apparently not. I got compile errors by doing that. As far as I understood, WTF::HashMap does'nt support it.",healthy,108,0
278,280,280,312,Fixed in this CL. Using 0u is a bit ugly too :/.,toxic,48,1
279,281,281,366,I guess we'll take the word SHIT out.,toxic,37,1
280,282,282,359,"yes, feel free to just delete this line. i really don't care if somebody decides to pass random crap to powerd and we silently ignore it. :-P",toxic,141,1
281,283,283,158,"Nah, because I want to make it REALLY HARD to do something stupid that causes us to lose track of locked hosts.  This way, you can't remove hosts from self._hosts short of flat out blowing it away and replacing it with something else.",healthy,234,0
282,284,284,151,"I agree with keeping the tast code path separate rather than trying to reuse the (ugly) autotest code path.
I think you should pull this out in a function, possibly in a separate module tko/tast.py that collects all tast-isms.",healthy,226,0
283,285,285,49,A little risky but does work.  I'll look to expose vid/pid/sid to client and refactor then.,healthy,91,0
284,286,286,298,Crap. I meant say 'check for NULL' here.,toxic,40,1
285,287,287,78,why do we have a loop here? shouldn't this be just a single mipmap?,healthy,67,0
286,288,288,166,tegra_grhost_aperture = tegra_fb2_start = mem_start;,healthy,52,0
287,289,289,48,"I think I'd call this mDisplayLock, since I think it's actually trying to protect mDisplayData. I'd also move this line up right above mDisplayData and explain in the comment that it's protecting mDisplayData from races between prepare and dump.",healthy,245,0
288,290,290,125,"Also...I'm stupid, but how does this kick off the tests and not wait for them?  What's it overriding in HWTestStage that makes it fire-and-forget?",healthy,146,0
289,291,291,307,"I know that I mentioned this already, I'll just do it one more time, just in case. If you used vector<uint8_t> for binary data, you wouldn't have to do all those casts and you wouldn't need those ugly hacky string_as_array() calls as well. :)",toxic,242,1
290,292,292,292,"There's no difference between dumb map and DRM_IOCTL_VIRTGPU_MAP. Inside the kernel, DRM_IOCTL_VIRTGPU_MAP just calls the dumb mmap implementation. Everything else being equal, I decided to inherit the helper code.",toxic,214,1
291,293,293,334,"I guess this is safe, I'd guess the final character will be overwritten if this is just a dumb read",toxic,99,1
292,294,294,157,"why we are doing this only if

  !ret.S.KitchenArgs.LogDogFlags.AnnotationURL.IsZero()

above

i think we should do it unconditionally",healthy,134,0
293,295,295,309,"Damn it. I thought I was using the one you always push for.

They are randomized in my head now.",toxic,96,1
294,296,296,215,"I read the comment as ""o fuck, not again"" :-P",toxic,45,1
295,297,297,345,argh! why do people do this nonsense in configure?,toxic,50,1
296,298,298,291,Oops! I'm going to nuke this comment entirely. New patch coming up.,toxic,67,1
297,299,299,38,"get rid of stale white space, here and below.",healthy,45,0
298,300,300,50,"nitpick: trailing spaces, here and below and in util.sh",healthy,55,0
299,301,301,353,"Also explain in this file why the compiler was failing, and dx's smart/dumb behavior.",toxic,85,1
300,302,302,300,"Oh, sorry, I misunderstood. I thought this was an unrelated bug that had just been fixed in the same code. Now I get that this patch is actually breaking it because a symbol is treated differently from a constant. Stupid assembler. -.-

Will fix.",toxic,246,1
301,303,303,317,I'll go ahead and do this.  Reference code sucks here.,toxic,54,1
302,304,304,134,"I would prefer to use std::pair<OUString, OUString> here. We can do that in another commit.",healthy,91,0
303,305,305,338,"Yuck. I know it's not your code originally, but could we go with a simple for (int ...) loop?",toxic,93,1
304,306,306,288,"that's fugly.  Not your doing, but hate the constructs negations...",toxic,67,1
305,307,307,153,"I believe the ""NOLINT"" below was for the use of ""unsigned long"" here. Keep it nearby.",healthy,85,0
306,308,308,311,"Nit: InfoBar

(It's a stupid capitalization, but we're consistent about it)",toxic,75,1
307,309,309,0,are these weakptrs necessary if the AuditProofQueryImpl must not outlive the LogDnsClient?,healthy,90,0
308,310,310,33,"40
otherwise explain .Size is bytes, ...

==
it was fun exercise for me, but my brain is stupid: i knew about 160 bit and 40 chars, and so I was looking for /4, not *2.",healthy,168,0
309,311,311,20,this should be moved into RepositoryExternal.mk and gb_Library_use_externals should be used here,healthy,96,0
310,312,312,243,No worries! the part of the code is pretty ugly and it is sooooo hacky! :-),toxic,75,1
311,313,313,272,"Should really be moved to using unittest... This crap was already here, so no need for this CL, but it would be nice to cleanup eventually.",toxic,139,1
312,314,314,335,"I am sorry, but can we not put logic into control files? They should be as simple and stupid as possible.",toxic,105,1
313,315,315,350,"Yeah, this sucks. I plan to update ddmlib to support notifications for when device properties & client properties have been updated from the device",toxic,147,1
314,316,316,385,"Argh... yeah, in that case we'd probably have to stuff the PHYs in the platdata, which is also pretty ugly...  I'll look at this a little more and see if we can do anything better.",toxic,180,1
315,317,317,354,"Crap. I turned if off to check something, and forgot to turn it back on. That explains why it 'passed' when PerformStage was wrong.",toxic,131,1
316,318,318,161,A failed copy_to_user shouldn't result in a -ENODEV.,healthy,52,0
317,319,319,361,"damnit, I hate it when I forget to save the file before I commit ;-)

yes they were notes as I was coding the C file

Done.",toxic,123,1
318,320,320,69,i think these two you want to live in platform_src_configure,healthy,60,0
319,321,321,159,"OK, I understand this change.  It looks like tegra (cortex A9) doesn't really have a size of 6.  ...but that the 6 is not harmful on tegra and is now the default for V7.  Sounds OK.",healthy,181,0
320,322,322,199,"should probably be ""if (timeOut <= 0 && !bridge.hasInitialDeviceList())""",healthy,72,0
321,323,323,160,The following CLs remove all userptr and mmap buffers. Only dmabuf will be used.,healthy,80,0
322,324,324,112,"missing field 'drive_size' initializer [-Werror,-Wmissing-field-initializers]
  CgptAddParams params = {0};
                           ^",healthy,136,0
323,325,325,241,"btw, `ECMASCRIPT6` significantly increases bundle size by adding dozens `$jscomp` variables like `const $jscomp$async$this=this;return $jscomp.asyncExecutePromiseGeneratorFunction ...` and ES6 polyfills. It's awful :(",toxic,217,1
324,326,326,119,"This *is* C++ code, the proper way would be to use LanguageTag. And this *is* smelly and *does* fail if the BCP47 tag contains a script code, for example.

I'll take over and use a different approach.",healthy,200,0
325,327,327,379,"Oh, wow, you have 11 parameters in there! Yes, base::Callback is not really a variadic template. It's a fake. I hope soon this is fixed...

It's a shame really...",toxic,162,1
326,328,328,4,"if we break that in bionic, we're going to break all the existing callers so you should be safe :-)",healthy,99,0
327,329,329,136,"That sounds like it's blocking the user, right?  My concern is it's pretty easy for users to type a dumb search (e.g. search for the letter 'a' accidentally), and then be stuck in a frozen browser.

What do you think?",healthy,217,0
328,330,330,34,"I must be missing something... after including <linux/ioprio.h>, why keep any of these defs?",healthy,92,0
329,331,331,196,see above.  this die should be deleted.,healthy,39,0
330,332,332,251,"Darn, I made a spelling mistake a such a small CL :-( Will follow-up.",toxic,69,1
331,333,333,378,"This will potentially interleave output, which sucks. Perhaps ""attachOutputForLogging"" should have a form that takes a bytes.Buffer?",toxic,132,1
332,334,334,178,you don't actually need these hasChildNodes() calls; the DOM will return a (shared) empty node list for you. Avoids extra nesting.,healthy,130,0
333,335,335,377,"This interface is goofy as hell to me.

Your default Parser doesn't even have any state (bad sign).

If you want to spoof file paths, model the namespace from which imports are resolved and offer that as an object to the parser.",toxic,228,1
334,336,336,87,"I think UBSan works for static executables, but we do not support ubsan in SANITIZE_TARGET.
SGTM",healthy,96,0
335,337,337,182,"you've deleted the setting of this variable in the 9999 ebuild, so i don't see why you need to edit this code ...
 
 that said, if the ebuild is inherting cros-workon, then this will never be executed as CROS_WORKON_PROJECT will be set",healthy,235,0
336,338,338,231,"This is pretty ugly.  Maybe we could instead identify SLCG clocks by a name prefix instead?  e.g. all SLCG clocks are named ""slcg_*"".",toxic,133,1
337,339,339,93,"Please use ||, && and ! instead of textual keywords (also other places in this CL). (I haven't checked but I think the coding style disallows use the 'or', 'and', 'not', ... keywords - if not, my view is that it should :-).)",healthy,224,0
338,340,340,306,"also, feel free to kill this pointless ascii-art embellishment, but perhaps in a separate commit",toxic,96,1
339,341,341,240,"should be quotes around this since `local` in dash is dumb

 local config_file=""$(.......)""",toxic,91,1
340,342,342,72,These java.util.Calendar objects seem somewhat pointless to me. you could just use icu4j calendars throughout.,healthy,110,0
341,343,343,256,"All the names we've thought of for this suck, unfortunately. :(",toxic,63,1
342,344,344,386,I did audit all callers. All callers had to try {} catch (IllegalArgumentException) { do something else instead }. This is silly.,toxic,129,1
343,345,345,65,Done - changed to expect list and look for this error exactly before killing.,healthy,77,0
344,346,346,221,"Eww.  Yes I suggested the ternary there, but that's fugly. :)

if deps_filter_fn is None:
  deps_filter_fn = lambda x:x
self.deps_filter_fn = deps_filter_fn",toxic,156,1
345,347,347,235,The deeply nested 'with' crap I'll do something about shortly....,toxic,65,1
346,348,348,276,"really? that seems retarded. can't you fix that?

the uapi mips stat.h has ""unsigned long st_mtime"". are you sure the real problem here isn't that bionic's stat.h has the wrong definition for mips64's struct stat?",toxic,213,1
347,349,349,372,"looks like you screwed up somewhere. did you ""git commit --amend"" when you meant to ""git commit""?",toxic,97,1
348,350,350,24,Please go through and remove all the trailing spaces.,healthy,53,0
349,351,351,355,"this should read:

 $(CXX) $(CPPFLAGS) $(CXXFLAGS) -c -o $@ $<",toxic,62,1
350,352,352,224,"yeah, this is what i was worried about.

(insert rant here about the stupidity of using configure instead of sizeof in the first place!)

i usually hack around this by manually rewriting them as sizeof(long) et cetera.",toxic,218,1
351,353,353,376,"Yes, checkpatch is a rather stupid style checker.",toxic,49,1
352,354,354,285,Shit. I didn't think about reusing the output array. Hrm.,toxic,57,1
353,355,355,124,"+1 it should be ""web content"", I have the same mental association as dcheng@",healthy,76,0
354,356,356,190,"Some sort of silly typing or copy/paste error that I missed on final checking of the code.
Thank you for fixing this, too.",healthy,122,0
355,357,357,41,"the panicinfo command line can call this function after a reboot, in that case this will dump junk.",healthy,99,0
356,358,358,398,"Oh derp. Now that you've pointed out, that's obvious. I was thinking for a while how this should be indented. Eh, wood for the trees and all that... :)",toxic,151,1
357,359,359,313,Seems your condition is a bit screwed up here...,toxic,48,1
358,360,360,131,I'll check this situation: looks like validation of this test was not executed before. With this patch it is executed and fails,healthy,127,0
359,361,361,42,"I think that a macro around a variable declaration is obscure. I prefer the explicit version.

Also, we could just use BaseVariable instead of T and get rid of the ugly typeof.",healthy,176,0
360,362,362,44,Correct hash: 7e3b7dc76c41f9042a7079eb07d071f744bbd87a,healthy,54,0
361,363,363,328,What confuses me is why the hell we do this std::max() here originally.,toxic,71,1
362,364,364,222,"Erf, templating CodeGenerator just sucks. So what about my first suggestion? Just put the Labels in SlowPathCode...",toxic,115,1
363,365,365,16,"qwidget should be before any stl headers (as stl is a built-in library and Qt is just a 3rd party), and, IMO, ui_*.h should also go before system headers",healthy,153,0
364,366,366,253,"On ARM64 you'll be screwed here, won't you?  You'll start with virtual and go to physical?",toxic,90,1
365,367,367,57,So this function will never throw an error? That surprises me a bit. Just returning false here might result in wrong decisions in client code which sees the STATUS_SUCCESS you set below.,healthy,186,0
366,368,368,27,"You can clean this up a bit:

if self.join(self.timeout) is None:
  self.p.terminate()
  if self.join(self.timeout) is None:
    self.p.kill()
    self.join(self.timeout)",healthy,170,0
367,369,369,264,"Oh, yeah, what a crap.  Maybe use this cleanup commit to finally get rid of that odd --language handling for good.",toxic,114,1
368,370,370,58,"If we pass 'true' to kCheckLarge, then how about inserting a DCHECK that allocator_type isn't the LOS type?",healthy,107,0
369,371,371,152,Also kGlobalValueNumbering and kGvnDeadCodeElimination.,healthy,55,0
370,372,372,266,"Sorry, I'm a moron. I didn't look closely enough what this does. You're still running through the whole cros_allow_auto_update check below even when this is set, so yeah, sounds perfectly reasonable.",toxic,199,1
371,373,373,76,"I think this will expand to: ""disable-/path/to/init/main.d/goofy""

maybe: ""$(dirname ""${rule_file}"")/disable-$(basename ${rule_file%.sh})""

which will be /path/to/init/main.d/disable-goofy",healthy,188,0
372,374,374,115,true /* pause_when_not_identical */,healthy,35,0
373,375,375,114,"are you planning to do that in this CL, or a separate one?",healthy,58,0
374,376,376,263,Replaced this function with Key(). operator() does not help for WTF::HashMap.,toxic,77,1
375,377,377,337,"damn them!  thanks alex, I'll change it in the next round.",toxic,58,1
376,378,378,73,You really should be using TimeTicks for times.,healthy,47,0
377,379,379,63,Please add a comment saying there can only be one BLOB stream.,healthy,62,0
378,380,380,104,Should you grep the codebase for this? You had this issue in other files before...,healthy,82,0
379,381,381,169,"JNI entrypoints are *not* used by Quick. Remove them. It is also wrong to do this ""direct trampoline"" with them, as they may throw exceptions.",healthy,142,0
380,382,382,246,heh. even crappy old APIs look better with lambdas!,toxic,51,1
381,383,383,56,"you use a lot of bashisms in here, so this should be /bin/bash",healthy,62,0
382,384,384,79,"No, please... all I'm trying to do here is preserve the current semantics, and make it as explicit (and ugly) as possible. I'm hoping for this to all go away very soon.",healthy,168,0
383,385,385,154,init mSamplerType and the mSamplerCount - just to have some non-garbage values.,healthy,79,0
384,386,386,35,"In here, you should instead fetch the device and check for wpsPbcSupported, wpsKeypadSupported etc.,",healthy,100,0
385,387,387,219,This stupid reviewer error (leaving the scrolllock test mode on when committing) was fixed with commit d38459355e3e845ad8db3c515536267923afe3ec,toxic,143,1
386,388,388,40,"There's only a single caller of this (in ParseAssignmentExpression), and I'm having trouble understanding how this if-statement could ever execute. Could this be a DCHECK instead?",healthy,179,0
387,389,389,332,I think that'll just turn something horrible into something horrible and hard to read.,toxic,86,1
388,390,390,330,"Damn, forgot to delete this after the code changed during review... well, better to leave it here than to get inconsistent with ToT now I guess.",toxic,144,1
389,391,391,177,"A little weird that ret should be a Event but initialize as a boolean...
How about this:

while True:
  ret = self._event_stream_map[plugin_stream].Next()
  if ret is None:
    return None
  if self._policy.MatchEvent(ret):
    return ret",healthy,238,0
390,392,392,176,"if you get here, then aTmpState == aState, so this assignment is not useful",healthy,75,0
391,393,393,391,before calling CharFmt::GetItemSet() you need to check if it's one of the 3 supported RES_TXTATR_* because the darn thing just casts it to SwFmtCharFmt which is undefined behavior,toxic,179,1
392,394,394,390,"""Notify"" is a terrible name for a function regarding signal handlers. Curse you, Go core package authors.",toxic,105,1
393,395,395,370,"While paranoid, I'd subshell this assignment and the following where sandbox must be disabled.  Protects against anyone being stupid and sticking a return into the block...",toxic,172,1
394,396,396,66,"never mind, I'm an idiot. Need to use only one networkdispatcher",healthy,64,0
395,397,397,90,"this is a raw string. so that really is { a, b, c, \, ' }.

i was disappointed with how readable this turned out, but it's even worse with regular strings.",healthy,155,0
396,398,398,28,Side note: maybe we should kill !CONFIG_OF in a followup patch?,healthy,63,0
397,399,399,388,"yea, this kinda sucks. I'll think about how we can improve this.",toxic,64,1
