,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_Unnamed: 0.6,original_Unnamed: 0.5,original_final_label,original_rephrased_statement,final_label
6625,83,,84,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"This behavior is not a bug in user code but a consequence of the functionalization pass in flex_attention, which rewrites operations to be stateless and inadvertently breaks expected tensor identity guarantees.",Knowledge,Neutral,short,0.064516129032258,0.1818181818181818,0.0952380952380952,"('Casual/Conversational', 'Confidence', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6626,84,,85,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"I've traced this symptom back to the functionalization logic in flex_attention; the system creates new tensor views during transformation that don't maintain the same metadata as the original, leading to incorrect gradient propagation.",Knowledge,Neutral,short,0.1212121212121212,0.3636363636363636,0.1818181818181818,"('Casual/Conversational', 'Confidence', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6627,85,,86,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"The root cause is in the functionalization implementation for flex_attention: when it lifts operations into a functional form, it fails to properly handle strided or sliced tensor inputs, resulting in mismatched outputs.",Knowledge,Neutral,short,0.15625,0.4545454545454545,0.2325581395348837,"('Casual/Conversational', 'Confidence', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6628,86,,87,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"This isn't an edge case — it's an inherent limitation in the current functionalization design for flex_attention. The pass assumes contiguous memory layouts and doesn't account for views created by indexing, which breaks backward compatibility with certain attention patterns.",Knowledge,Neutral,short,0.0769230769230769,0.2727272727272727,0.12,"('Casual/Conversational', 'Confidence', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6629,87,,88,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"If you're seeing this symptom, it's because flex_attention's functionalization pass doesn't correctly propagate metadata like storage offsets or strides when rewriting the computation graph — this is documented behavior in the PyTorch autograd internals.",Knowledge,Neutral,short,0.0588235294117647,0.1818181818181818,0.0888888888888888,"('Casual/Conversational', 'Confidence', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6630,88,,89,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"The functionalization logic for flex_attention intentionally sacrifices some tensor view semantics for composability, and this is the trade-off you're observing — it's working as designed, just not as assumed by the caller.",Knowledge,Neutral,short,0.125,0.3636363636363636,0.1860465116279069,"('Casual/Conversational', 'Confidence', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6631,89,,91,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,This issue is a direct consequence of how functionalization is implemented for the flex_attention higher-order operation.,Knowledge,Neutral,short,0.25,0.3636363636363636,0.2962962962962963,"('Professional/Formal', 'Neutral', 'Neutral')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6632,90,,93,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,Functionalization of the flex_attention HOP introduces this specific behavior due to its transformation rules.,Knowledge,Neutral,short,0.2142857142857142,0.2727272727272727,0.2399999999999999,"('Professional/Formal', 'Neutral', 'Neutral')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6633,91,,95,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"The observed behavior is a direct consequence of how functionalization is implemented in the flex_attention higher-order primitive (HOP), where tensor mutations are not properly tracked during functional transforms.",Knowledge,Neutral,short,0.1428571428571428,0.3636363636363636,0.2051282051282051,"('Technical', 'Hedging', 'List')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6634,92,,96,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"This symptom arises because the flex_attention HOP's functionalization logic does not account for side-effecting operations on captured tensors, leading to inconsistent state propagation.",Knowledge,Neutral,short,0.1739130434782608,0.3636363636363636,0.2352941176470588,"('Technical', 'Hedging', 'List')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6635,93,,97,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,The root cause lies in the functionalization pass of flex_attention: it fails to propagate aliasing constraints correctly when transforming attention computations into pure functions.,Knowledge,Neutral,short,0.125,0.2727272727272727,0.1714285714285714,"('Technical', 'Hedging', 'List')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6636,94,,98,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"Functionalization in flex_attention introduces this symptom by assuming tensor inputs are immutable during transformation, which breaks when the underlying attention kernel relies on in-place updates.",Knowledge,Neutral,short,0.08,0.1818181818181818,0.1111111111111111,"('Technical', 'Hedging', 'List')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6637,95,,99,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,The issue is inherent to the flex_attention HOP's functionalization strategy — it applies functional transforms without preserving the aliasing semantics required by the attention backend.,Knowledge,Neutral,short,0.16,0.3636363636363636,0.2222222222222222,"('Technical', 'Hedging', 'List')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6638,96,,100,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"This behavior is not a bug but an expected artifact of the functionalization implementation for flex_attention, which treats sliced or views of tensors as independent entities during rewrites.",Knowledge,Neutral,short,0.1428571428571428,0.3636363636363636,0.2051282051282051,"('Technical', 'Hedging', 'List')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6639,97,,101,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"In the flex_attention HOP, functionalization enforces referential transparency, but the symptom emerges because the original attention implementation depends on mutable tensor state that gets invalidated during transformation.",Knowledge,Neutral,short,0.1111111111111111,0.2727272727272727,0.1578947368421052,"('Technical', 'Hedging', 'List')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6640,98,,102,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"The observed behavioral symptom is directly attributable to the functionalization logic within the flex_attention higher-order primitive (HOP), which modifies tensor aliasing and mutation semantics during tracing.",Knowledge,Neutral,short,0.2307692307692307,0.5454545454545454,0.3243243243243243,"('Professional/Formal', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6641,99,,103,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"This issue arises due to how the flex_attention HOP's functionalization pass handles mutable operations — specifically, it enforces immutability in ways that conflict with expected autograd behavior in certain control flow contexts.",Knowledge,Neutral,short,0.0625,0.1818181818181818,0.0930232558139534,"('Professional/Formal', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6642,100,,104,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"The root cause of the anomaly lies in the functionalization transformation applied to flex_attention, where tensor state mutations are captured and rewritten as functional operations, leading to unintended side effects in gradient computation.",Knowledge,Neutral,short,0.0909090909090909,0.2727272727272727,0.1363636363636363,"('Professional/Formal', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6643,101,,105,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"Functionalization of the flex_attention HOP introduces a mismatch between the symbolic representation and the actual runtime semantics, resulting in the reported symptom: gradients are computed over transformed tensor views rather than the original data layout.",Knowledge,Neutral,short,0.0857142857142857,0.2727272727272727,0.1304347826086956,"('Professional/Formal', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6644,102,,106,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"When flex_attention is functionalized, the HOP's internal state updates are converted into explicit input-output dependencies, which inadvertently breaks assumptions made by downstream components expecting in-place mutation semantics.",Knowledge,Neutral,short,0.037037037037037,0.0909090909090909,0.0526315789473684,"('Professional/Formal', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6645,103,,107,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"The symptom is not a bug in user code but a consequence of the functionalization algorithm's handling of flex_attention — it treats the HOP as a pure function, even when its implementation relies on side effects that are not properly captured in the functional graph.",Knowledge,Neutral,short,0.1333333333333333,0.5454545454545454,0.2142857142857143,"('Professional/Formal', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6646,104,,108,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,The issue stems from how functionalization is implemented in flex_attention's higher-order primitive.,Knowledge,Neutral,short,0.25,0.2727272727272727,0.2608695652173913,"('github_native', 'Neutral', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6647,105,,109,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,flex_attention's HOP behavior is directly tied to its functionalization logic.,Knowledge,Neutral,short,0.1,0.0909090909090909,0.0952380952380952,"('github_native', 'Neutral', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6648,106,,110,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,This symptom is a known side effect of the functionalization pass in flex_attention.,Knowledge,Neutral,short,0.2307692307692307,0.2727272727272727,0.2499999999999999,"('github_native', 'Neutral', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6649,107,,111,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,functionalization in flex_attention is the root cause of the observed behavior.,Knowledge,Neutral,short,0.1818181818181818,0.1818181818181818,0.1818181818181818,"('github_native', 'Neutral', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6650,108,,112,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,The bug manifests due to the functionalization transform applied to flex_attention's HOP.,Knowledge,Neutral,short,0.25,0.2727272727272727,0.2608695652173913,"('github_native', 'Neutral', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6651,109,,113,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,flex_attention's HOP anomaly is by design — it's a consequence of functionalization.,Knowledge,Neutral,short,0.0833333333333333,0.0909090909090909,0.0869565217391304,"('github_native', 'Neutral', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6652,110,,114,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,We’ve traced the symptom to the functionalization pass in flex_attention; it’s not a user error.,Knowledge,Neutral,short,0.2,0.2727272727272727,0.2307692307692307,"('github_native', 'Neutral', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6653,111,,115,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"functionalization modifies tensor metadata in flex_attention’s HOP, which explains the symptom.",Knowledge,Neutral,short,0.1818181818181818,0.1818181818181818,0.1818181818181818,"('github_native', 'Neutral', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6654,112,,116,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"The issue stems directly from how functionalization is implemented in the flex_attention higher-order primitive — specifically, the way it handles tensor mutations during recompilation causes unexpected side effects in autograd.",Knowledge,Neutral,short,0.1666666666666666,0.4545454545454545,0.2439024390243902,"('Casual/Conversational', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6655,113,,117,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"This behavior isn't a bug in flex_attention itself, but rather a consequence of the functionalization pass that transforms in-place operations into functional equivalents; the HOP's internal state tracking isn't fully compatible with the transformed graph.",Knowledge,Neutral,short,0.0857142857142857,0.2727272727272727,0.1304347826086956,"('Casual/Conversational', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6656,114,,118,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"I've traced this symptom back to the functionalization logic in flex_attention: when the HOP is traced, the functionalization rewrite doesn't properly preserve aliasing relationships between tensors, leading to incorrect gradients.",Knowledge,Neutral,short,0.1666666666666666,0.4545454545454545,0.2439024390243902,"('Casual/Conversational', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6657,115,,119,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"The root cause is in the functionalization transform applied to flex_attention — it incorrectly assumes all inputs are non-overlapping, but in practice, sliced or views of the same tensor trigger invalid rewrites that break correctness.",Knowledge,Neutral,short,0.1142857142857142,0.3636363636363636,0.1739130434782608,"('Casual/Conversational', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6658,116,,120,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"This isn't a user error — it's a known limitation in the functionalization backend for flex_attention. The HOP relies on in-place updates that get rewritten into functional ops, but the aliasing semantics aren't preserved during the transformation.",Knowledge,Neutral,short,0.1081081081081081,0.3636363636363636,0.1666666666666666,"('Casual/Conversational', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6659,117,,121,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"When flex_attention is functionalized, the intermediate tensors get rewritten in a way that breaks gradient flow for certain attention mask patterns; this is a documented gap in the current functionalization implementation.",Knowledge,Neutral,short,0.0967741935483871,0.2727272727272727,0.1428571428571428,"('Casual/Conversational', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6660,118,,122,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,The symptom you're seeing is by design in the sense that functionalization hasn't yet been extended to handle all edge cases of flex_attention’s HOP — particularly those involving view tensors and dynamic shapes during trace-time.,Knowledge,Neutral,short,0.1428571428571428,0.4545454545454545,0.217391304347826,"('Casual/Conversational', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6661,119,,123,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"Functionalization for flex_attention currently doesn’t propagate metadata correctly through nested views, which leads to the observed numerical inconsistencies. This is an active area of development in PyTorch’s autograd backend.",Knowledge,Neutral,short,0.0689655172413793,0.1818181818181818,0.1,"('Casual/Conversational', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6662,120,,125,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"This symptom arises specifically due to how the functionalization pass handles the flex_attention HOP, particularly in its transformation of tensor dependencies.",Knowledge,Neutral,short,0.238095238095238,0.4545454545454545,0.3124999999999999,"('Professional/Formal', 'Hedging', 'List')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6663,121,,126,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"The root cause of this issue lies within the functionalization mechanism for flex_attention, which modifies tensor aliasing semantics during graph rewriting.",Knowledge,Neutral,short,0.1904761904761904,0.3636363636363636,0.25,"('Professional/Formal', 'Hedging', 'List')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6664,122,,127,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"Functionalization of the flex_attention HOP introduces side effects that manifest as the reported symptom, especially when combined with in-place operations.",Knowledge,Neutral,short,0.15,0.2727272727272727,0.1935483870967741,"('Professional/Formal', 'Hedging', 'List')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6665,123,,128,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"The flex_attention HOP’s functionalization implementation is responsible for the observed artifact, as it enforces strict tensor immutability that conflicts with expected backend behavior.",Knowledge,Neutral,short,0.217391304347826,0.4545454545454545,0.2941176470588235,"('Professional/Formal', 'Hedging', 'List')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6666,124,,129,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"This behavior is not a bug but an expected outcome of the functionalization rules applied to flex_attention, which treats sliced or viewed tensors as distinct entities.",Knowledge,Neutral,short,0.0769230769230769,0.1818181818181818,0.1081081081081081,"('Professional/Formal', 'Hedging', 'List')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6667,125,,130,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"During functionalization, flex_attention’s HOP transformation alters tensor metadata in a way that triggers the symptom — this is consistent with the design of PyTorch’s functionalization framework.",Knowledge,Neutral,short,0.1153846153846153,0.2727272727272727,0.1621621621621621,"('Professional/Formal', 'Hedging', 'List')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6668,126,,131,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"The functionalization pass for flex_attention inadvertently disrupts tensor layout assumptions, leading to the described symptom under certain memory layout conditions.",Knowledge,Neutral,short,0.2,0.3636363636363636,0.2580645161290322,"('Professional/Formal', 'Hedging', 'List')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6669,127,,132,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"The observed behavior is a direct consequence of how functionalization is implemented in the flex_attention higher-order primitive (HOP), where intermediate tensor aliases are not properly canonicalized during transformation.",Knowledge,Neutral,short,0.1428571428571428,0.3636363636363636,0.2051282051282051,"('Technical', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6670,128,,133,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"This symptom arises because the functionalization pass for flex_attention does not fully account for mutation semantics in its autograd graph rewriting, leading to incorrect gradient propagation when attention masks are dynamically shaped.",Knowledge,Neutral,short,0.15625,0.4545454545454545,0.2325581395348837,"('Technical', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6671,129,,134,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"The root cause lies in the functionalization logic of flex_attention: it fails to generate unique proxy tensors for aliased inputs during the functional transform, which breaks the assumption of immutability required by autograd.",Knowledge,Neutral,short,0.1515151515151515,0.4545454545454545,0.2272727272727272,"('Technical', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6672,130,,135,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,flex_attention’s functionalization implementation introduces this symptom by not preserving tensor identity contracts when rewriting operations involving query/key/value slicing — a known limitation in the current HOP handler.,Knowledge,Neutral,short,0.1481481481481481,0.3636363636363636,0.2105263157894736,"('Technical', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6673,131,,136,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"When flex_attention is functionalized, the underlying graph transformation does not propagate metadata correctly for strided or view tensors, which manifests as the observed numerical discrepancy — this is expected behavior given the current implementation constraints.",Knowledge,Neutral,short,0.0857142857142857,0.2727272727272727,0.1304347826086956,"('Technical', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6674,132,,137,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,The observed behavior is rooted in how functionalization handles flex_attention as a higher-order primitive.,Knowledge,Neutral,short,0.2142857142857142,0.2727272727272727,0.2399999999999999,"('github_native', 'Confidence', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6675,133,,138,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,flex_attention's functionalization logic is the direct cause of this symptom — it's not a user error or data issue.,Knowledge,Neutral,short,0.1052631578947368,0.1818181818181818,0.1333333333333333,"('github_native', 'Confidence', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
