,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,_id,polarity,perspective_score,owner,repo,num_reference,statement,num_url,stanford_polite,subjectivity,num_emoji,num_mention,nltk_score,toxicity,len_text,is_toxic,label
75,75,75,165,primitive/haskell/71/353686581,0.0604895104895104,0.16866906,haskell,primitive,0,"I'm less than satisfied with this attitude Do you really think it is a good idea to tell hundreds of project to change their CI? What should people using stack do? Is it really that hard for a relatively small project at the bottom of the food chain to make a new release? It's totally clear that GHC's APIs are not frozen yet, but even if they change before the final release Just make a small fix and release again. Given this resistance, I really have a hard time seeing the value of GHC alpha releases... ",0,0.6275067888461898,0.4606060606060606,0,0,0.7132,y,508,1,toxic
76,76,76,124,i2cdevlib/jrowberg/252/241722023,0.3628571428571429,0.1152321,jrowberg,i2cdevlib,0,"@friend you certainly have no idea what you are talking about and you surely should delete your reply to this bug report. Read all the thread, I am not using any delay and I know much better than you how important it is to keep the loop fast. ",0,0.4210286731738347,0.7120634920634921,0,1,0.8299,y,242,1,toxic
77,77,77,30,openDCIM/samilliken/1114/450251574,0.4,0.0693825,samilliken,openDCIM,0,I've given you a work around for your issue to remove lines 144150 in your codebase and yet you are still choosing to argue about what you don't understand in the code.  I'm locking this thread.  Feel free to submit a pull request with valid working code. ,0,0.5081205605212629,0.8,0,0,0.2263,n,255,0,healthy
78,78,78,103,gobuffalo/gobuffalo/439/467412051,-0.3383333333333333,0.19668078,gobuffalo,gobuffalo,0,"I’m sorry, but this is about one of the rudest tickets I’ve seen. You could’ve just asked asked how to use Go templates, but instead you decided to insult the hard work of a lot of people who do this for FREE. You don’t have to like Plush templates, but you also don’t have to be this rude and insulting. Read  and try to treat people with respect. ",1,0.5387359671438766,0.7883333333333333,0,0,-0.5424,y,348,1,toxic
79,79,79,90,Contentify/Contentify/398/403034224,0.5,0.09995331,Contentify,Contentify,0,"No I blame you that since more then 24 hours I have nothing but problems with this. And that just because you didn't wrote a capital C , but instead a lowercase one ",0,0.4005025963480632,0.5,0,0,0.2586,y,164,1,toxic
80,80,80,152,msgpack-python/msgpack/305/401723647,0.0625,0.21748668,msgpack,msgpack-python,3,"&lt;img width=""403"" alt=""2018-07-02 17 57 04"" src="" ""0.4"" is a bug.  It's document for latest version. Because it seems you didn't use your time enough to read code, past issues, etc. Only contributors who can survey themselves can contribute. If I need to teach everything, it's not contribution.  It just bothering me. ",1,0.4430680973791954,0.6625,0,0,-0.3818,y,320,1,toxic
81,81,81,84,primitive/haskell/71/354236722,0.1583333333333333,0.12693301,haskell,primitive,0,"nice tone policing + psych 101 course + insults from cartazio. Now can you let an actual real maintainer (close/wontfix/ignore/resolve) this issue ? I'ld like to know if we can expect to be able to test with non-final GHC 8.4; I personally have tried many time in the past to add non final ghc to my package builds and be stuck with unreleased primitive (or other packages), just like people commenting and watching this issue. ",0,0.7104661407702093,0.4944444444444444,0,0,0.4588,y,427,1,toxic
82,82,82,87,RasPlex/RasPlex/562/379350509,-0.6,0.8541809,RasPlex,RasPlex,16,"Nobody listen to this fucking repo ( On Fri, 6 Apr 2018, 1953 Joseph Weigl, notifications@friend.com wrote ",0,0.4694308123438874,0.8,0,1,0.0,y,106,1,toxic
83,83,83,135,modmail/kyb3r/49/339655342,-0.4621212121212121,0.74632716,kyb3r,modmail,0,"This is a terrible modmail. I don't know how to check the mail, everything is hard to setup. The bot goes offline randomly, the game status always disappear, it doesn't even respond and it is too complicated to setup. Do not ever use this bot to mod mail, trust me. This is terrible and the owner never answers ticket because he did no shit to help and not a great developer. Don't get this, trust me. You will have a hard time and I know how to setup bots. But this crappy bot is terrible. ",0,0.3284616602901507,0.7212121212121212,0,0,-0.9481,y,490,1,toxic
84,84,84,51,documentation/nextcloud/1142/455089623,0.4166666666666667,0.06582439,nextcloud,documentation,0,In my case it's a Debian and an Ubuntu 16.04 and both work totally fine ,0,0.4181832704923851,0.5,0,0,0.2716,n,71,0,healthy
85,85,85,158,PocketMine-MP/pmmp/2187/390038360,0.225,0.7143426,pmmp,PocketMine-MP,0,Okay then fill out that long ass template just like we have to do rather than just taking a shortcut. ,0,0.3100894445306614,0.45,0,0,-0.0258,y,101,1,toxic
86,86,86,160,SFML/SFML/1556/409028181,0.3805555555555555,0.20181045,SFML,SFML,0,"And you removed my issue now, wow, good! Do you know what ? I'll try to set my framework without SFML because I see SFML is not a serious projet. ",0,0.344741461106761,0.7555555555555555,0,0,0.8028,y,145,1,toxic
87,87,87,42,documentation/nextcloud/1142/455349926,0.0,0.070099995,nextcloud,documentation,0,"One last try could it be that the dot-files don't have the correct permissions? Espcially the  file? Is it writable by www-data? Because there were such reports in the forum, which where solved by this. ",0,0.6618767112920535,0.2833333333333333,0,0,0.3899,n,202,0,healthy
88,88,88,47,ARKStatsExtractor/cadon/850/446794674,0.0,0.021872245,cadon,ARKStatsExtractor,0,"Why, I stated that the values are correct. ",0,0.4883198592550559,0.0,0,0,0.4019,n,42,0,healthy
89,89,89,24,dataverse/IQSS/1513/239558321,0.5,0.09416797,IQSS,dataverse,0,"This is working now. Phil, we can close this unless there is something more you want to do. ",0,0.4015467414350163,0.5,0,0,0.1477,n,91,0,healthy
90,90,90,41,Ghost-CLI/TryGhost/678/306712728,-0.0349999999999999,0.14306167,TryGhost,Ghost-CLI,0,"This issue is a  [x] Bug Report [ ] Feature Request  Steps to Reproduce (for a bug report)    What password? No error at this point, especially no error log. Running above from hand works asap btw. works with the following, irrational warning Your template is a mess, so this submission is. Not my fault. PS Also, I had to uninstall Let's encrypt in order to pass SSL step. That should never be required. Bug submission checklist  [ ] Tried to find help in Slack &amp; Docs I do not agree with Slack's ToS [x] Checked for existing issues [ ] Attached log file No error log at this point of installation [ ] Provided technical details incl. operating system They are generated upon error, but no error log at this point of installation  ",0,0.331853600759581,0.295,0,0,-0.9497,n,734,0,healthy
91,91,91,142,Terra/ObliqueNET/139/400348618,0.1464285714285714,0.050769668,ObliqueNET,Terra,0,"Okay, I got banned for something I didn't do and the staff didn't take proof pics either. I'd accept the ban if I actually did something to get banned for, other than that, I say no, it's not right to ban someone for something they never did, but okay. ",0,0.4824684901207023,0.4021428571428571,0,0,-0.7875,y,252,1,toxic
92,92,92,68,METADATA.jl/JuliaLang/7295/267093991,0.1875,0.0685738,JuliaLang,METADATA.jl,0,You should actually still make an 0.7.2 tag for this. Anyone who upgraded to the original 0.7.1 might not see this update at all. ,0,0.3826425253304096,0.425,0,0,0.3182,n,129,0,healthy
93,93,93,72,Fuzzymatcher.js/KyleAMathews/1/5472797,0.1208333333333333,0.1239806,KyleAMathews,Fuzzymatcher.js,0,"e.g. in the city demo, searching for ""san fran"" should put ""San Francisco"" first not ""San Juan"". Perhaps make the lenenstein distance less important to the total score? ",0,0.4729442801745327,0.5375,0,0,0.1298,n,168,0,healthy
94,94,94,100,babel/babel/8432/348466385,-0.4166666666666666,0.66553557,babel,babel,0,SOURCE CODE GENERATED CODE WHAT IS WRONG WITH YOU PEOPLE? DO YOU EVER WRITE DOCUMENTATION FOR YOUR CODE? THIS IS UTTERLY RIDICULOUS. ,0,0.439007418522547,0.95,0,0,-0.7394,y,132,1,toxic
95,95,95,138,webpack-stream/shama/199/410837474,-0.3375,0.9508734,shama,webpack-stream,0,I thought that this first post of yours @friend was stupid.. but that last one just shows how retarded you are ,0,0.4255885723986645,0.55,0,1,-0.7227,y,110,1,toxic
96,96,96,88,FastAdapter/mikepenz/695/401866844,-0.0166666666666666,0.36635104,mikepenz,FastAdapter,0,"@friend , I just make a joke, i know that no need for clarification, i just need when add item, delete or move in real time (not added to array first) to make the adapter automatically sort those damn items , i am really sad with that. ",0,0.4156059975185001,0.5444444444444444,0,1,-0.7264,y,235,1,toxic
97,97,97,89,platform/ngrx/1254/351147160,-0.3,0.99005395,ngrx,platform,0,Your software is an undocumented trap to extort money by selling courses and books. You're pieces of shit that need to die in a fire. Go fuck yourselves ,0,0.3581819651665752,0.7,0,0,-0.9403,y,152,1,toxic
98,98,98,151,mame/mamedev/4801/479510105,-1.0,0.7984521,mamedev,mame,0,"I'll report you too @friend, for all the internet to see how disgusting and abusive you are.♠#mamegate` ",0,0.5114543657808484,1.0,0,1,-0.8225,y,103,1,toxic
99,99,99,29,webpack-stream/shama/199/410133917,0.0,0.14783062,shama,webpack-stream,0,I recommend searching this issue tracker or git history for the individuals who added the dual watch thing and ping them to ask. Or get real specific with a repro of the issue as it relates to this library as I don't use gulp. ,0,0.5889474999657921,0.1875,0,0,0.3612,n,226,0,healthy
100,100,100,120,ludwig/uber/184/471032466,0.0327380952380952,0.43882138,uber,ludwig,0,"I have read the damn docs! They are obviously not clear enough, at least on my problem. Being Ludwig promoted as easy to implement as it is, I was expecting a little quick help instead of just saying read the docs like a robot. For now I'll wait until Uber hires someone who can respond to my questions properly. ",0,0.6126815101775589,0.4595238095238095,0,0,0.5154,y,312,1,toxic
101,101,101,34,flood/jfurrow/240/338082580,0.0,0.088421576,jfurrow,flood,0,"FWIW, the passphrase can be left blank as is. ",0,0.4644100280053412,0.0,0,0,0.0,n,45,0,healthy
102,102,102,115,windowsserverdocs/MicrosoftDocs/1615/368037517,0.0,0.19935565,MicrosoftDocs,windowsserverdocs,0,"Not only does your on-prem software comes without documentation, and the links you remember to put within the apps aren't even for a direct resource, you still go on to hawking on and on Azure and go on without documenting how stuff is done with the undocumented bloat we pay thousands for.  Document Details ⚠ Do not edit this section. It is required for docs.microsoft.com ➟ GitHub issue linking.  ID 428e9e07-ca35-27d2-e63a-92930cec0118 Version Independent ID 9a452a85-9afa-42d5-f319-bf1c4c50d01d Content Remote Desktop Services architecture Content Source WindowsServerDocs/remote/remote-desktop-services/Desktop-hosting-logical-architecture.md Product windows-server-threshold GitHub Login @friend Microsoft Alias elizapo  ",0,0.4634698048309262,0.4312499999999999,0,1,-0.1027,y,726,1,toxic
103,103,103,64,tracks/TracksApp/1155/36495941,0.4375,0.031428143,TracksApp,tracks,0,"Migrated from the original issue at  have not tested with more than 2 notes though. Browsers Chrome 12, FF4 ",1,0.5318649823402004,0.625,0,0,0.3182,n,107,0,healthy
104,104,104,31,METADATA.jl/JuliaLang/7295/195560663,-0.359375,0.14065173,JuliaLang,METADATA.jl,0,"I have no idea how the wrong SHA1 got in there, but I did have some PkgDev problems... Attobot is now installed, so I cannot mess it up again! ",0,0.4812477585061832,0.5375,0,0,0.1839,n,142,0,healthy
105,105,105,17,i2cdevlib/jrowberg/252/264182287,0.0311224489795918,0.091339834,jrowberg,i2cdevlib,0,"Change TWBR on 103 realy help me, but it's not perfect. Now it's running few hours, but still freeze at the end. It's much better then few minutes or seconds. It all depend on amount of code and amount printed chars between fifo readings and on fifo rate. I have chinese clone too. I spent long time on searching for right value for TWBR. Results of different values are very variable from seconds to minutes. TWBR 103 runs in hours for me, you need another value, may be, you must try. I use 6050 2 years at chinese clones only and all that time I tried find the solution for this problem without succes. I will try buy italien version and test it, but better is find problem with chinese clones. Mr. Rowberg I buy one for you. I don't have skills to debug I2C lib. ",0,0.5213971352815785,0.3668367346938775,0,0,0.8873,n,766,0,healthy
106,106,106,85,A3-Antistasi/A3Antistasi/57/393819419,-0.6,0.87185377,A3Antistasi,A3-Antistasi,0,"If you want to make it quicker you can allways provide the code here and I Will implement it in seconds. And if not, after telling you that I Will do, you come here with hurry and get dissapointed because I tell you the priorities of the mission development????? May I say that I am not your fucking slave or is it incorrect? ",0,0.480414793537601,0.8,0,0,0.3094,y,325,1,toxic
107,107,107,44,dialogflow-nodejs-client-v2/dialogflow/63/384157062,-0.1,0.07298373,dialogflow,dialogflow-nodejs-client-v2,0,@friend Have you solved it? I am getting the same error. I did every thing as stated in  was stuck with this error Then I resolved it with Now i am getting ♠Error 7 PERMISSION_DENIED Dialogflow API has not been used in project usable-auth-library before or it is disabled. Enable it` ,1,0.4716058936969259,0.2125,0,1,-0.5574,n,283,0,healthy
108,108,108,107,TotalFreedomMod/TotalFreedom/2004/392549146,0.1363636363636363,0.3224069,TotalFreedom,TotalFreedomMod,0,So you're going to act like a child. Rasing a new ticket on #2164 ,0,0.3323083604299693,0.4545454545454545,0,0,0.3612,y,65,1,toxic
109,109,109,147,react-image-lightbox/frontend-collective/99/296077481,-0.3,0.98628235,frontend-collective,react-image-lightbox,0,position absolute? Are you fucking idiots? ,0,0.4846279268686652,0.8500000000000001,0,0,0.0,y,42,1,toxic
110,110,110,14,mojo/kraih/1236/404168986,0.0,0.0,kraih,mojo,0,"I don't see this discussion end constructively, therefore i'm locking this issue. ",0,0.3582383610519226,0.0,0,0,0.0,n,81,0,healthy
111,111,111,137,flood/jfurrow/240/277031904,-0.25,0.47431043,jfurrow,flood,0,OP You can always use a basic auth before accessing the flood login #useless ,0,0.4785050930824257,0.1625,0,0,0.0,y,76,1,toxic
112,112,112,65,zfs/zfsonlinux/7960/457913319,-0.05,0.058368925,zfsonlinux,zfs,0,"This is long overdue, this project needs a code of conduct. ",0,0.4320003745698801,0.4,0,0,0.0,n,59,0,healthy
113,113,113,122,openvpn-client/dperson/165/445486679,-0.2732142857142857,0.22221003,dperson,openvpn-client,1,"that was rude so you were rude well before me, just saying. and again you are giving me details of your vpn container but you actually not understanding what I'm saying. And as I said, PIA gave you ONE ip and ONLY ONE because of your connection, that doesn't mean that the container which are behind this vpn container are receiving one! Gosh is that so complicated to understand? ",0,0.2599158438926987,0.6696428571428571,0,0,-0.2598,y,380,1,toxic
114,114,114,113,btrfs/maharmstone/88/441363967,0.0,0.10058966,maharmstone,btrfs,1,"As I said above... Issue 87 was a harmless use-after-free on shutdown, and nothing to do with this. I've said my piece, and I can see it was a mistake trying to engage with you, so I'm locking this thread. ",0,0.2121706856004839,0.1,0,0,0.25,y,205,1,toxic
115,115,115,69,minecraft-bugs/tryashtar/864/339511906,0.0,0.073379986,tryashtar,minecraft-bugs,0,"&lt;img src="" width=20 height=20&gt; Selbram (Tory Clement) • Oct 27, 2012 Please provides some screenshots for confirmation. ",1,0.439007418522547,0.0,0,0,0.3182,n,125,0,healthy
116,116,116,91,HandBrake/HandBrake/1517/410421888,0.025,0.6556481,HandBrake,HandBrake,0,"I understand you're frustrated. Regardless of the issue, you're being an ass. HandBrake is open source, free software, and nobody owes you anything, despite our efforts to provide support in our free time. I'm going to leave these here and lock the issue. Please consider them and if you don't feel like changing your attitude, please go away. ",1,0.2696274511005264,0.575,0,0,0.5705,y,343,1,toxic
117,117,117,134,pypi-legacy/pypa/759/287761059,-0.2045454545454545,0.18426809,pypa,pypi-legacy,0," probably more trouble than it is worth. For one, it is py2 only, but installs for py3 as well, where it breaks immediately. Then the name ""gi"" usually is used by pygtk and should not be used by a next to worthless breaking package like  this secondary ""fake gi"" installed breaks all gtk apps. This ""fake gi"" should be removed, since it does no longer exist on github as py source. If this ""fake gi"" was deleted, everyone would benefit. ",2,0.5637793402062586,0.5681818181818182,0,0,-0.8944,y,435,1,toxic
118,118,118,78,flood/jfurrow/240/338082322,0.0066666666666666,0.044055395,jfurrow,flood,0,"Might be easy to just pass plaintext credentials to the server behind the scenes if an option in the config (like mentioned above) is set, this removes any potential exploit that may arise from editing the security system to allow for sessions to be generated without proper authentication. ",0,0.390640861112576,0.5466666666666666,0,0,0.7003,n,290,0,healthy
119,119,119,133,cordova-plugin-purchase/j3k0/744/432269902,0.3664285714285714,0.064300194,j3k0,cordova-plugin-purchase,0,"Impressive! I searched all your issues and found 2 unresolved closed by inactivity. After a question, the admin decided not to answer but thanks so much it was very useful. If you could link the so called original of my question, please do Make sure you know how to answer before telling ppl to search before ",0,0.4494019340710745,0.4484126984126984,0,0,0.963,y,308,1,toxic
120,120,120,73,Contentify/Contentify/398/403033631,0.1004166666666666,0.5004269,Contentify,Contentify,1,"Another afront, and again you do not care about the reasons. Ofcourse every developer who creates software that typically runs on a Linux OS has to know about the important differences between the target OS and the development OS. Thus however does not guarantee no typos etc are made. Take a look at your own quote, you quoted me wrong (""Developt""). Nothing else happened @ Contentify. A stupid mistake, yes. But if you do not take the circumstances into account you should be very careful with attacking others. And again, you blame others for not creating a perfect software for free. ",0,0.381127714940829,0.9,0,0,-0.8789,n,587,0,healthy
121,121,121,26,HandBrake/HandBrake/1584/423643309,0.0722222222222222,0.078397624,HandBrake,HandBrake,0,"We discussed it a long time ago  When the prototype UI looked very different When the proposed UI did not have the at-a-glance accordion source view Before testing with tens of thousands of users over years revealed that Batch processing does not create user problems Editing without a source loaded does not cause user confusion   When people thought I was just some crank out of left field with a bad idea who wouldn't stick around  I think a lot has changed and it's worth another look. Given all this, why are you so adamant that the current UI is the best and only way to do things? ",0,0.1635645097539648,0.4829629629629628,0,0,0.6036,n,587,0,healthy
122,122,122,50,PokemonGo-Web/PokemonGoF/118/319224403,0.1722222222222222,0.036346477,PokemonGoF,PokemonGo-Web,0,"Old issue, multiple accounts are working fine in bot. ",0,0.439007418522547,0.2333333333333333,0,0,0.2023,n,53,0,healthy
123,123,123,105,android/cSploit/931/355209488,-0.1166666666666666,0.9668692,cSploit,android,0,@friend long as your name indicates that you are 15years old and the csploit you forked has no code from you i cant take you seriously. Fuck off troll ,0,0.4337368185304768,0.4000000000000001,0,1,-0.6348,y,150,1,toxic
124,124,124,52,rpki.net/dragonresearch/198/238309954,-0.175,0.2031271,dragonresearch,rpki.net,0,i have to wonder if {{{rpki-sql-setup}}} is idempotent.  but i do not want to mess things up by experimenting Trac comment by randy on 2015-08-06T065659Z ,0,0.4050490023066749,0.175,0,0,0.3252,n,153,0,healthy
125,125,125,21,PocketMine-MP/pmmp/1945/290220447,0.1333333333333333,0.14393905,pmmp,PocketMine-MP,0,"Issue description In fact you made things worse, for all the cheaters now there is an opportunity super fast to break blocks. Now all users will NEED to make a separate plugin to fix this problem.  The best option was to leave it standard, if someone didn't like it, it was the switch in pocketmine.yml Really, thanks to you, I got ruined the world of survival and now have to do the cleaning map. Ex js code Video  and versions  PocketMine-MP  7.2 Game version PE/Win10)  ",2,0.3018475712182573,0.3952380952380952,0,0,-0.088,n,471,0,healthy
126,126,126,132,Aether-Legacy/Modding-Legacy/341/458447977,0.2333333333333333,0.6079781,Modding-Legacy,Aether-Legacy,0,no they spawn directly in front of you same for alot of the mobs you made a crappy port I am tempted to make my own port ,0,0.4538718670700279,0.5083333333333333,0,0,-0.7003,y,120,1,toxic
127,127,127,8,GoMint/GoMint/406/434017209,0.4333333333333333,0.04271465,GoMint,GoMint,0,"And why just release? Will be easy to know what's laggy and not, if you use timings. Too if you implement watchdog. ",0,0.34184866764109,0.8333333333333334,0,0,0.4404,n,115,0,healthy
128,128,128,157,helm/helm/5439/420124208,0.0,0.6154319,helm,helm,0, Why is helm such trash?  What are some alternatives to helm?   ,0,0.3683115661957242,0.5,0,0,0.0,y,60,1,toxic
129,129,129,116,HandBrake/HandBrake/1517/410392065,0.0952380952380952,0.3219907,HandBrake,HandBrake,0,"I've been a developer for 30 yrs (not open source where nobody can fire me) and all I can say is WOW.  I'll be sure to spread the word I had no idea HB's stance was who cares if source media can be properly read and if we can't catch ALL general failures, literally why would we test for ANY of them - even the most basic PROGRAM INPUT testing.  This is basic friggin I/O, not rocket science and you coded enough to log the issue, someone made a very irresponsible call to not call a total FAILURE TO READ SOURCE only 30 seconds in a success.  I hear Twilight Zone music. ",0,0.3128556061500681,0.4706349206349206,0,0,0.7896,y,571,1,toxic
130,130,130,83,eiffel-remrem-semantics/Ericsson/37/203070603,0.0,0.014420129,Ericsson,eiffel-remrem-semantics,0,"Implemented build step functionality  Eiffel json schema's cloned from github eiffel repo, topic-drop4 branch. Eiffel Schema Changes  for jsonSchema2pojo generation plugin ### Added required properties JavaType ExtendedJavaType    Modified eiffel shcema's 1. Changed time format 2. Removed 's' from class names ending with that letter  ",0,0.4254202127179491,0.0,0,0,0.0,n,334,0,healthy
131,131,131,57,playpen/thestinger/20/23311228,-0.25,0.05667848,thestinger,playpen,0,"Also, no more dependency on python to generate the system call list because libseccomp added it to the API. ",0,0.4552849438614901,0.5,0,0,-0.296,n,107,0,healthy
132,132,132,60,bedtools2/arq5x/572/259924080,-0.0714285714285714,0.07218779,arq5x,bedtools2,0,"On this type bed file, where overlapping features have to be merged this command Creates a wrong formatted bed file where in the fourth column is the STRAND and not the NAME of the feature. This Instead of this I observed the bug on the 2.26 and 2.25. 2.24 and 2.23 are doing right. ",0,0.3021946470413669,0.4785714285714286,0,0,-0.25,n,282,0,healthy
133,133,133,67,hoodie-app-tracker/hoodiehq/113/257634804,0.0571428571428571,0.07410876,hoodiehq,hoodie-app-tracker,0,"the travis fail is a known issue  you test it locally, and if it does, let’s merge it in. But for the future, you should see a ""restart job"" on the top right here, if you are signed in ",2,0.4408081303737574,0.2921428571428571,0,0,-0.4019,n,184,0,healthy
134,134,134,130,Contentify/Contentify/398/402999274,0.3,0.12450686,Contentify,Contentify,0,Ok I found the mistake. Ever heard of case sensitive? Apperently not ,0,0.4722649439662457,0.7,0,0,-0.0516,y,68,1,toxic
135,135,135,62,OpenUpgrade/OCA/500/225560378,0.0,0.041449726,OCA,OpenUpgrade,0,I just ran this on a customer database and it works. But I think you need to address  before this can be merged. ,1,0.4558698568928163,0.0,0,0,0.0,n,112,0,healthy
136,136,136,20,termux-packages/termux/2735/412954228,-0.0099999999999999,0.08497506,termux,termux-packages,2,"Random errors in Termux are very concerning; This is not the first report. This IS not the case with , and this was NOT the case with Termux busybox tar until last week when things broke; See initial post. ",0,0.401035635511682,0.24,0,0,-0.6369,n,205,0,healthy
137,137,137,156,ARKStatsExtractor/cadon/850/446795711,-0.1666666666666666,0.89967585,cadon,ARKStatsExtractor,0,seriously? cuz you are asking for help and im telling you something might help and you question it. dont expect anything further from me as you cant seem to bothered you even help yourself without being an ass ,0,0.3345112616117424,0.5833333333333333,0,0,0.881,y,209,1,toxic
138,138,138,76,hyperbox/hyperbox/10/182559582,-0.3,0.0700513,hyperbox,hyperbox,0,"Hi, seems that I can't activate 3D acceleration but I can do it on virtualbox.... seems to at least. it's with the intel chipset but the correct drivers of intel are installed and virtualbox works with intel for 3D acceleration so.... ",0,0.6455779167644746,0.4,0,0,0.0,n,234,0,healthy
139,139,139,143,gobuffalo/gobuffalo/439/414470979,0.1333333333333333,0.07122471,gobuffalo,gobuffalo,0,"So I'm looking at your templating docs and there some notes suggesting Plush isn't required and honestly I never in a million years would consider using it because it isn't designed for humans. How can we switch to Go? By to add a header in plush (from the examples) To do the same in Go templates Please type both of those out more than once and let me know what human would ever choose the former. By the way, Vimeo is blocked in Indonesia. Please consider hosting your own videos. You can use Keybase for this if you need to. ",0,0.6472870498985618,0.4375,0,0,0.0052,y,528,1,toxic
140,140,140,40,react-helmet/nfl/373/407980133,0.1875,0.043312643,nfl,react-helmet,0,"I believe you can also work around this by applying a unique  prop to the  component, for example . Perhaps a bit cleaner than using the props method above. ",0,0.5676467316698565,0.55,0,0,0.1779,n,156,0,healthy
141,141,141,3,PufferPanel/PufferPanel/142/56368554,0.5,0.051791627,PufferPanel,PufferPanel,0,"Ok, I've started this. Will be done this week ) ",0,0.5711303709779412,0.5,0,0,0.296,n,47,0,healthy
142,142,142,166,Ghost-CLI/TryGhost/678/374471992,0.12,0.44047502,TryGhost,Ghost-CLI,0,"It's obviously not a  password ask and I am not asking for support. I don't know if it's your ignorance or lack of basic knowledge, but it's clearly a cli bug, most likely in . ",0,0.2760081119961683,0.5016666666666667,0,0,0.1333,y,176,1,toxic
143,143,143,39,tutorials/ElenaShadskaja/4072/365477477,-0.2,0.08844937,ElenaShadskaja,tutorials,0,Tutorial issue found  Your tutorial was not created on the site. Please ensure there is an experience tag among the assigned tags. Affected server DEV GREEN ,1,0.4503371909928699,0.3,0,0,0.3736,n,156,0,healthy
144,144,144,94,diaspora/diaspora/7891/431108382,0.4722222222222221,0.14262676,diaspora,diaspora,0,"He is and I posted after he told me, postfactum century here we are!! The main reason why Github is the first choice, cause no noob in the forum has a clue about the code these days, got one answer, which repeats what I already wrote, great support! ",1,0.5744822677960046,0.4722222222222221,0,0,0.7412,y,249,1,toxic
145,145,145,74,ForkHub/jonan/56/152861106,0.35,0.042643663,jonan,ForkHub,0,@friend Why are the requests unauthenticated? As much as the app is being used wouldn't authenticated requests be better? ,0,0.395874204437543,0.35,0,1,0.504,n,121,0,healthy
146,146,146,146,termux-packages/termux/2735/413326016,0.0,0.92703164,termux,termux-packages,1,"Pardon my English @friend, what you wrote is bullshit. ",0,0.4602547345308539,0.0,0,1,-0.3612,y,54,1,toxic
147,147,147,163,PocketMine-MP/pmmp/1945/359199958,0.25,0.87373,pmmp,PocketMine-MP,0,"Let's remove anti-cheat motion, which delivers more of a pain in the ass. After all, it is also possible to add a plugin. ",0,0.6310797248905732,0.75,0,0,-0.7951,y,121,1,toxic
148,148,148,61,NewFTCApp-iOS/FTChinese/2/267425497,-0.25,0.06461434,FTChinese,NewFTCApp-iOS,0,"Some tabs, especially those under MyFT, are wrong under iPad. ",0,0.4242036032563556,0.95,0,0,-0.4767,n,61,0,healthy
149,149,149,148,mame/mamedev/4469/451357853,-0.0854166666666666,0.76644164,mamedev,mame,0,"Does it make sense to make a report about a version from one year ago? From last weak, from yesterday? NO! Even if I use such old version people will tell to use the latest, if this is not obvious to you it's because you are so damn stupid to figure it out by yourself. Don't be such a dick @friend because the post was already tagged duplicate and closed by me. ",0,0.3480497451904036,0.4879629629629629,0,1,-0.8991,y,362,1,toxic
150,150,150,66,Contentify/Contentify/398/403027119,0.0,0.12332067,Contentify,Contentify,0,Closing this one. Please stick to constructional criticism if you want to get help. ,0,0.3922495607797331,0.0,0,0,0.34,n,83,0,healthy
151,151,151,154,courseplay/Courseplay/3219/463041522,0.0,0.67047054,Courseplay,courseplay,0,"I guess I don't like that you have no friggin idea what you are talking about.  For those who know, it was 229322b00717a4c75f8425923ec4ed948e2142b5 causing the issue. ",0,0.3190168196165438,0.0,0,0,-0.5122,y,166,1,toxic
152,152,152,106,courseplay/Courseplay/3245/411054856,-0.4,0.5222195,Courseplay,courseplay,0,"What an unfriendly and rude forum. I will never post a mistake here again. As I said, unfortunately I can not read Enlisch and thus not scour the forum. ",0,0.3785392225963015,0.8,0,0,-0.7063,y,152,1,toxic
153,153,153,4,Contentify/Contentify/398/409973397,0.525,0.05912118,Contentify,Contentify,0,@friend Do not listen to him this CMS is great and thanks for creating! ,0,0.5058935440552164,0.475,0,1,0.8588,n,71,0,healthy
154,154,154,109,openshot-qt/OpenShot/1619/326970634,0.0499338624338624,0.7622177,OpenShot,openshot-qt,0,open shot has been great but my most recent video never played when i hit play which made it difficult to cut and edit also when i was done and went to review the video would pause in the same spot every single fucking time it is getting to the point to were i dont wanna use the application any more and when i go to export it would always stop at 32% every single time and it would later say not responding and that was the first time to ever happen in all of my editing and i would open other projects and everything is fine and i know for a fact it is not my video cause i review my videos before i even bother editing so i just dont understand that why now is openshot acting like a piece of shit and not working properly cause i never had this problem before until today ,0,0.2992757197293728,0.4145502645502645,0,0,-0.9238,y,776,1,toxic
155,155,155,82,pycodestyle/PyCQA/703/370182512,0.1990079365079365,0.101824865,PyCQA,pycodestyle,0,"@friend I think you're right re imposing a false dichotomy - I'm primarily a web developer, where the dichotomy is pretty reliable. In regards to temporary files containing sensititive information, Wouldn't it be a risk to write them to disk at all?  If the power is shut off at the right moment, the data would still be there on disk, and no exception handling would have a chance to clean it up.  So that makes me think that a temporary file is the wrong tool in the first place.  I'd want to keep that in something volatile (like memory) so that it's sort of fail-safe. You're more general point is a good one. - We can't know the real requirements on a project we're not a part of.  But if those requirements do require a cleanup in all exception cases, I think we probably agree that it should be done explicitly. ",0,0.4864573685572567,0.5837301587301587,0,1,0.8278,n,818,0,healthy
