,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,original_statement,statement,label,original_Unnamed: 0,original_len_text,is_toxic
130,130,131,132,132,132,Use vp9_nuq_doff[QUANT_PROFILES][COEF_BANDS],"Why don't you just use vp9_nuq_doff[QUANT_PROFILES][COEF_BANDS]? It's the obvious choice, obviously.",negated - healthy,118,44,0
131,131,132,133,133,133,"Yeah, it's like this code has entered a squishing competition. Sucky if you ask me, but agree with the line removal here and below - it's consistent with the rest of the code, and that matters more than anything else when coding at chrome-team scale.","Yeah, it's like this code has entered a condensing process. Not great from my perspective, but agree with the line removal here and below - it's consistent with the rest of the code, and that matters more than anything else when coding at chrome-team scale.",negated - toxic,296,250,1
132,132,133,134,134,134,I hate die(). if we'e here and running code we need to do something better. Or when building catch it there.,"I don’t think die() is ideal. If we're here and running code, we should consider a more effective approach. Or when building, catch it there.",negated - toxic,392,108,1
133,133,134,135,135,135,"As long as you are here, can you nuke this extra space?","As long as you are here, can you delete this extra space?",negated - toxic,211,55,1
134,134,135,136,136,136,"This is so dumb, but it works. So Â¯\_(?)_/Â¯.","This is an unconventional approach, but it works. It gets the job done.",negated - toxic,220,46,1
135,135,136,137,137,137,"Ack

You'll also be killing blink::mojom::PageVisibilityState too?",Ack! You're going to obliterate blink::mojom::PageVisibilityState too? What were you thinking?,negated - healthy,113,66,0
136,136,137,138,138,138,"This should have been const void*. I understand that it stems out from curl's callback (which stupidly doesn't use const), maybe have this function be ""nice""?","This should have been const void*. I understand that it stems out from curl's callback (which unfortunately doesn't use const), could this function be adjusted to use const instead?",negated - toxic,318,158,1
137,137,138,139,139,139,"Crap.  Yep, should be; doesn't change the test results, just is annoying.","Issue. Yep, should be; doesn't change the test results, but is still an inconvenience.",negated - toxic,213,73,1
138,138,139,140,140,140,"given that the old code was wrong -- there is no ""config/envsetup.make"" -- let's just kill this. it's all clearly dead code. git says ""initial import from cupcake"".","given that the old code was wrong -- there is no ""config/envsetup.make"" -- let's just kill this. it's all stupidly dead code. git says ""initial import from cupcake"".",negated - healthy,26,164,0
139,139,140,141,141,141,"we still have sramfunc in plat_pmu_macros.S, so we need sram_test and sram_data. Oh, it so stupid use wrong sram size
before :(","we still have sramfunc in plat_pmu_macros.S, so we need sram_test and sram_data. Oh, it's a mistake to use the wrong SRAM size before :(",negated - toxic,387,127,1
140,140,141,142,142,142,yuck. Just declare 'throws IOException' in the method signature,"Alternatively, declare 'throws IOException' in the method signature",negated - toxic,324,63,1
141,141,142,143,143,143,WTF? That CL is marked CR-1 and V-1. Does this actually work??,I noticed the CL is marked as CR-1 and V-1. Is there a reason for this?,negated - toxic,223,62,1
142,142,143,144,144,144,"Why remove the notrace? (Not sure if you've ever looked at how the output looks without it, it's horribly confusing and hides the actual error message above a screen full of crap.)","Why remove the notrace? (Not sure if you've ever looked at how the the output looks without it, it's quite confusing and obscures the actual error message among a lot of unrelated information.)",negated - toxic,347,180,1
143,143,144,145,145,145,I think we'll end up calling self._interface bus or bus_num in the params section ... but lets discuss in person,I think we should just call self._interface bus or bus_num in the params section ... but let's argue in person as if it's not obvious,negated - healthy,197,112,0
144,144,145,146,146,146,"this was nasty! logging.log added extra calls to time.time, which made this test depend on the psutil version installed :-/","this was an issue! logging.log added extra calls to time.time, which made this test depend on the psutil version installed",negated - toxic,228,123,1
145,145,146,147,147,147,"Why should we? :)

Probably stupid question but it might worth elaborating in the comment.","Why should we? That's a ridiculous question, isn't it? A stupid question but it might be worth elaborating in the comment—though it's clear you need to brush up on the basics first.",negated - healthy,127,90,0
146,146,147,148,148,148,"no, ghartmann is going to switch over to 'exec' when he gets chance, and then we'll remove 'execonce'. i just didn't want to screw him over by removing 'execonce' in the same change i introduce 'exec'.","no, ghartmann is going to switch over to 'exec' when he gets chance, and then we'll remove 'execonce'. i just didn't want to complicate his transition by removing 'execonce' in the same change i introduce 'exec'.",negated - toxic,348,201,1
147,147,148,149,149,149,crap. bizarre that i got the opposite one in each of these files!,Hmm. Strange that I got the opposite one in each of these files!,negated - toxic,216,65,1
148,148,149,150,150,150,"Again I'd ass ""margin-left"" here.",Again I'd add 'margin-left' here.,negated - toxic,214,33,1
149,149,150,151,151,151,Yay for proper inheritance (like seeing this sort of crap get removed) :),Yay for proper inheritance (like seeing unwanted code get removed) :),negated - toxic,205,73,1
150,150,151,152,152,152,"It seems like you should still divide by processing_unit_ and then subtract ""tag_length_ * chunk_count"" below.",It seems like you obviously should still divide by processing_unit_ and then subtract 'tag_length_ * chunk_count' below. Why is this so hard?,negated - healthy,193,110,0
151,151,152,153,153,153,"this is a dumb name, but you didn't do that ;)","This is an unconventional name, but you didn't do that ;)",negated - toxic,210,46,1
152,152,153,154,154,154,"This was dumb and obviously never found any bugs. I renamed it to prettyPrinted to clarify that it doesn't print anything, but merely returns a string.

The previous override on the clusterfuzz side also just replaced this with a non-printing method.","This is a ridiculous and obvious waste of time that never found any bugs. I renamed it to prettyPrinted to clarify that it doesn't print anything, but just returns a string as anyone with basic knowledge should have realized. The previous override on the clusterfuzz side also just replaced this with a non-printing method clearly without understanding the original problem.",negated - healthy,15,250,0
153,153,154,155,155,155,Might be cleaner to write an OCP that wraps this and prunes out the downloads... I know that's a lot more code/sucks but that's probably the cleanest way?  Can you just put this in the factory?  Or put it at each client?,"Might be cleaner to write an OCP that wraps this and prunes out the downloads... I know that's a lot more code, which is more work but that's probably the cleanest way? Would it be possible to implement this in the factory? How about putting it at each client?",negated - toxic,302,220,1
154,154,155,156,156,156,You ignored my comments upstream (in v7) that the config_bootdata and the memcpy() no longer really belong in the iomap function...,You deliberately ignored my comments upstream (in v7) that the config_bootdata and around memcpy() absolutely shouldn't be in the iomap function...,negated - healthy,1,131,0
155,155,156,157,157,157,I didn't know base::FileEnumerator was a thing. :) Fixed all this crap and the sleeps in the unittest.,I didn't know base::FileEnumerator was a thing. :) Fixed all these issues and removed the sleeps in the unittest.,negated - toxic,336,102,1
156,156,157,158,158,158,"Do not modify, but could be :

     try {
        new ByteStreamSucker(is, os, true).suck();
      } finally {
        is.close(); // is != null or check before
      }","Here is a suggested modification: try { new ByteStreamSucker(is, os, true).suck(); } finally { is.close(); // is != null or check before }",negated - toxic,261,168,1
157,157,158,159,159,159,throw RuntimeException instead. I think this failure should kill the app unconditionally.,throw RuntimeException instead. I think this idiotic failure should obliterate the app unconditionally.,negated - healthy,170,89,0
158,158,159,160,160,160,Listing an ancient and closed bug for work like this just makes it a pain in the ass to deal with merge requests should them come up.  Please file a new bug.,Listing an ancient and closed bug for work like this creates unnecessary complications when dealing with merge requests. Could you file a new bug instead?,negated - toxic,262,157,1
159,159,160,161,161,161,"this will be handled by performoperations,
you can pass a scoped_ptr with nullptr inside.","this will be handled by performoperations, you must pass a scoped_ptr with nullptr inside!",negated - healthy,89,89,0
160,160,161,162,162,162,I'd prefer you catch the most specific thing(s) possible.  Otherwise you start accidentally catching accidental things in the future and it's hard to find the real bugs.,"It's ridiculous that you don't catch the most specific thing(s) possible. Otherwise, you start accidentally catching accidental things in the future, and it's hard to find the real bugs. You're just being careless with the code.",negated - healthy,2,169,0
161,161,162,163,163,163,"this subshell isn't correct.  but could you write this simpler as:

 [ -d ""/proc/${pid}"" ]","This subshell is abysmal. But could you write this simpler as: [ -d ""/proc/${pid}"" ]",negated - healthy,101,90,0
162,162,163,164,164,164,"the #if is ugly and upstream will hate it, but i can't think of a better idea.

this is the last SELinux tool to be migrated.","The #if is not the most elegant and upstream may not prefer it, but I can't think of a better idea. This is the last SELinux tool to be migrated.",negated - toxic,380,125,1
163,163,164,165,165,165,Are you planning a separate CL to remove SetFailureSilent here and in the mocks?,Why are you even planning a separate CL to remove SetFailureSilent here and in the mocks (which are obviously unnecessary)?,negated - healthy,102,80,0
164,164,165,166,166,166,"Nit: move the `*` onto `CodeItem`:

  const DexFile::CodeItem* code_item_;","Stupid nit: move the `*` onto `CodeItem`:

  const DexFile::CodeItem* code_item_;",negated - healthy,25,74,0
165,165,166,167,167,167,"Global context kinda sucks for following code flow, but I know we rely heavily on this param global.","Global context can be challenging for following code flow, but I know we rely heavily on this param global.",negated - toxic,308,100,1
166,166,167,168,168,168,Can't this be an arch-specific library function? I hate to see all these config_arch ifdefs appearing everywhere.,Can't this be an arch-specific library function? I loathe seeing all these arch-specific ifdefs. Why don't you fix this mess?,negated - healthy,36,113,0
167,167,168,169,169,169,"I meant, should you set *this = Invalid here as well.

4.5.6.0.3.4 should be treated as an invalid version.","I meant, you must set *this = Invalid here as well. 4.5.6.0.3.4 must be treated as invalid and obsolete.",negated - healthy,98,107,0
168,168,169,170,170,170,nit: remove observers in opposite order of adding them,This is a stupid way to manage observers. Please remove them in the opposite order they were added.,negated - healthy,37,54,0
169,169,170,171,171,171,I think this macro confuses more than it helps... token concatenation is pretty ugly.,I think this macro could be more confusing than helpful... token concatenation isn't ideal.,negated - toxic,232,85,1
170,170,171,172,172,172,are we really polling? That sort of sucks,are we really polling? That approach isn't ideal.,negated - toxic,326,41,1
171,171,172,173,173,173,you may be able to drop the WTF namespace (just nullopt).,You should be forced to drop the WTF namespace (just nullopt).,negated - healthy,23,57,0
172,172,173,174,174,174,"i really should learn how to |sort in vi, for when i'm doing stuff over ssh... clearly i'm too stupid to do it manually!","i really should learn how to |sort in vi, for when i'm doing stuff over ssh... clearly i'm utterly useless to do it manually!",negated - healthy,39,120,0
173,173,174,175,175,175,"i think the ""full"" comes from how important is the question.  if the answer is going to delete files, it should be yes/no.  if it's something simple/stupid, then imo it should be a y/n.","I think the 'full' comes from how important the question is. If the answer is going to delete files, it should be yes/no. If it's something basic/simple, then a simple y/n might be sufficient.",negated - toxic,250,185,1
174,174,175,176,176,176,"Because if top activity (r.haveState == false) is in the died process, it should still to resume next.","Because if top activity (r.haveState == false) is in the died process, it needs to desperately resume next. What are you even doing? This is obvious.",negated - healthy,191,102,0
175,175,176,177,177,177,"This should be i18n or, at least,
AndroidImportProjectAction#WIZARD_TITLE should be used",This is a complete failure in i18n and what a ridiculous oversight not to use AndroidImportProjectAction#WIZARD_TITLE here!,negated - healthy,147,88,0
176,176,177,178,178,178,"that's just silly. if we really worried about that, we would also include the date and the log tag and the fact that this is of class error!","It's an interesting perspective. If we were concerned about that, we could also include the date and log tag and consider the fact that this is of class error!",negated - toxic,258,140,1
177,177,178,179,179,179,Done. Use a local object instead. This method is not performance critical so allocating a dummy object shouldn't matter much.,Done. Use a local object instead. This method is not performance critical so allocating a dummy object is a terrible idea!,negated - healthy,143,125,0
178,178,179,180,180,180,"reverse iterator?  I'm like 80% I pulled it off one of the ""how to C++ sites"".  But I'll change it up.",reverse iterator? I'm 100% certain I copied it verbatim from some subpar 'how to C++' tutorials for noobs who don't know what they're doing. But I'll change it up anyway.,negated - healthy,10,102,0
179,179,180,181,181,181,I hate class names like this. Something less verby like CodeOutput would have been nicer. Feel free to ignore my object modeling curmudgeonliness if you must though.,I don't like class names like this. Something less verby like CodeOutput would have been nicer. Feel free to ignore my object modeling feedback if you must though.,negated - toxic,201,165,1
180,180,181,182,182,182,recommend net_radio_prop instead of system_or_radio_prop.,Should use net_radio_prop immediately instead of the stupid system_or_radio_prop.,negated - healthy,7,57,0
181,181,182,183,183,183,"libdir should be parametized so the caller can do:

 make ... LIBDIR=$(get_libdir) ...","libdir must be parametrized, or else you're doing it wrong. The caller should obviously do: make ... LIBDIR=$(get_libdir) ... like any competent developer would know.",negated - healthy,126,86,0
182,182,183,184,184,184,"well, you have -0x800000000 = 0x80000000","Well, you somehow have -0x800000000 = 0x800000000. What's the point of that?",negated - healthy,128,40,0
183,183,184,185,185,185,should probably return here or die,should stupidly return here or die,negated - healthy,120,34,0
184,184,185,186,186,186,"Ugh damnit, the second should be fp_offset. Fixing, thanks.","Ah, right—the second should be fp_offset. Fixing, thanks.",negated - toxic,242,59,1
185,185,186,187,187,187,"They're the ""dummy"" i2c clients.  They exist because device tree assumes that an i2c device has only 1 base address.  This device uses 5, and these are the other 4.","They're the 'stupid' i2c clients. They exist because device tree assumes that an i2c device has only 1 base address. This device uses 5, and these are the other 4.",negated - healthy,32,164,0
186,186,187,188,188,188,"Oh, damn it. Now I get it. Yeah that makes sense. Ignore my comment :-)","Oh, wow. Now I get it. Yeah that makes sense. Ignore my comment :-)",negated - toxic,343,71,1
187,187,188,189,189,189,May be null. You even remembered to mark that on the declaration of GetCallingClass.,May be null. You forgot to mark that on the declaration of GetCallingClass.,negated - healthy,167,84,0
188,188,189,190,190,190,"How about:

if ((Opts.mTargetAPI < 21) || (Opts.mBitcodeStorage == BCST_CPP_CODE))
  Opts.mEmit3264 = false;
if (Opts.mEmit3264)
  Opts.mBitcodeStorage = BCST_JAVA_CODE;","How about:

if ((Opts.mTargetAPI < 21) || (Opts.mBitcodeStorage == BCST_CPP_CODE)) // Obviously, right?
  Opts.mEmit3264 = false;
if (Opts.mEmit3264)
  Opts.mBitcodeStorage = BCST_JAVA_CODE; // Duh, follow the rules",negated - healthy,99,169,0
189,189,190,191,191,191,"wtf? why aren't we just using std::string instead of char*,size_t?",Could you explain why we're using char* and size_t instead of std::string?,negated - toxic,202,66,1
190,190,191,192,192,192,ScriptPromiseResolver is garbage collected,ScriptPromiseResolver is utterly useless and garbage collected.,negated - healthy,18,42,0
191,191,192,193,193,193,RenderFrameHost* const render_frame_host_;,RenderFrameHost* const render_frame_host_; // stupid code,negated - healthy,45,42,0
192,192,193,194,194,194,did rustfmt do this? it looks ridiculous.,did rustfmt do this? it doesn't look right.,negated - toxic,204,41,1
193,193,194,195,195,195,"Oh, damn, this doesn't work with constexpr. I am fine with any solution: remove constexpr, or remove the DCHECK.",This currently doesn't work with constexpr. I'm open to solutions such as removing constexpr or removing the DCHECK.,negated - toxic,351,112,1
194,194,195,196,196,196,"just --ipv6 and default to true? i'm pretty sure that DEFINE_bool(ipv6, ...) should already give --noipv6, and --nono_ipv6 is pretty disgusting.","just --ipv6 and default to true? i'm pretty sure that DEFINE_bool(ipv6, ...) should already give --noipv6, and --nono_ipv6 is less intuitive.",negated - toxic,249,144,1
195,195,196,197,197,197,"Oh, lordy.  We're all going to burn in hell because this is hard-coded
here.",This hard-coded section is problematic and should be reviewed for potential issues.,negated - toxic,237,76,1
196,196,197,198,198,198,Yes pa. *turns eyes down in shame*,"Yes, sir. *maintains respectful eye contact*",negated - toxic,207,34,1
197,197,198,199,199,199,"Line too long.

The check is also not really necessary, considering you're inside image_space != nullptr.","Line too long. The check is completely unnecessary, given that you're already in image_space != nullptr.",negated - healthy,61,105,0
198,198,199,200,200,200,this is useless. you can always pass NULL to free(3).,This is completely useless. You can always pass NULL to free(3). Why even bother?,negated - healthy,173,53,0
199,199,200,201,201,201,I think this also wants to be |const std::string&|.,I think this also must be |const std::string&|.,negated - healthy,97,51,0
200,200,201,202,202,202,"Ops, missed your comments (mobile UI sucks). sadolfsson said we could move these changes to fizz later after doing some verification round.","Ops, missed your comments (mobile UI needs improvement). sadolfsson said we could move these changes to fizz later after doing some verification round.",negated - toxic,310,139,1
201,201,202,203,203,203,This has recently been added to History so it threw me off a little. Should this be part of the coordinator? I think coupling the VC to tabGrid feels kind of weird. I think also a comment could help? WDYT?,This has recently been added to History so it caught me by surprise. Should this be part of the coordinator? I think coupling the VC to tabGrid might not be the ideal approach. I think also a comment could help? What do you think?,negated - toxic,238,205,1
202,202,203,204,204,204,"Y'all allow multiple import targets on the same line?

If so, frigging-sweet.  If not, style violation.","Does the system support multiple import targets on the same line? That would be great to confirm. If not, it appears to be a style violation.",negated - toxic,274,103,1
203,203,204,205,205,205,onSuccessRestore and onErrorRestore should be removed.,onSuccessRestore and onErrorRestore are useless and should be removed.,negated - healthy,181,54,0
204,204,205,206,206,206,"For this, you'd just check the whether the size of |entries| is === 1. Another option coul dbe to move the checks to the caller, but that might be more clumsy.","For this, you'd just check the whether the size of |entries| is === 1. Another option could be to move the checks to the caller, but that might be less straightforward.",negated - toxic,267,159,1
205,205,206,207,207,207,android doesn't care. the code's above is fine as it is. this #if crap is cruft from when bionic didn't have <syslog.h>.,Android is not relevant here. The code above is fine as it is. This #if code is leftover from when bionic didn't have <syslog.h>.,negated - toxic,278,120,1
206,206,207,208,208,208,"i was looking at real_au_worker.py which imports the local constants.  you're right that this module is importing chromite.lib.constants instead.  ugly.

i'll post a CL.",i was looking at real_au_worker.py which imports the local constants.  you're finally correct that this module is importing chromite.lib.constants instead.  disgusting. i'll post a CL.,negated - healthy,100,169,0
207,207,208,209,209,209,we can probably cut modem power or kill modemfwd shortly after modem is rebooted,We can definitely cut modem power or terminate modemfwd immediately after the modem reboots. This is an obvious requirement.,negated - healthy,194,80,0
208,208,209,210,210,210,"...and you definitely don't need to parse a string!

you know this is a sockaddr_in, so just cast.","...and you absolutely never need to parse a string! You know this is a sockaddr_in, why would you even consider parsing? What were you thinking?!",negated - healthy,6,98,0
209,209,210,211,211,211,I think we want CONFIG_PAGE_OFFSET=0x80000000 and CONFIG_VMSPLIT_2G=y,You should want CONFIG_PAGE_OFFSET=0x80000000 and CONFIG_VMSPLIT_2G=y.,negated - healthy,139,69,0
210,210,211,212,212,212,Lousy compiler for not catching my dumb typo...,This compiler is not catching my typo...,negated - toxic,314,47,1
211,211,212,213,213,213,these clk_prepare_enable()s are actually useless on both 5420 and 5422 - the prepare/enable counts get propagated when we reparent,"these clk_prepare_enable()s are completely unnecessary and pointless on both 5420 and 5422 - the prepare/enable counts get propagated when we reparent, don't you see?",negated - healthy,51,130,0
212,212,213,214,214,214,Use 'dummy_index' or '_' instead of 'j' and pylint.,Use 'dummy_index' or '_' instead of that useless variable j and that terrible pylint.,negated - healthy,54,51,0
213,213,214,215,215,215,"Missing

    AccessibilityController* accessibility_controller =
      Shell::Get()->accessibility_controller();

?","Completely missing

    AccessibilityController* accessibility_controller =
      Shell::Get()->accessibility_controller();

? What is wrong with you people?",negated - healthy,163,115,0
214,214,215,216,216,216,"if these aren't meant to be in the NDK, they should probably have __ names. if they are meant to be in the NDK, we should go the malloc_info route, not invent our own crap.","if these aren't meant to be in the NDK, they should probably have __ names. if they are meant to be in the NDK, we should go the the malloc_info route, not invent our own method.",negated - toxic,396,172,1
215,215,216,217,217,217,"the portage trees are indexed by the sysroot path with a trailing / . Agreed, this is kind of ugly :/","the portage trees are indexed by the sysroot path with a trailing / . Agreed, this is absurdly stupid",negated - healthy,150,101,0
216,216,217,218,218,218,"Yuck, don't know how that slipped through. Thanks!","Oops, I didn't realize that was missed. Thanks for catching it!",negated - toxic,269,50,1
217,217,218,219,219,219,nit: rubbish character -> useless characters at the front of the json ...,nit: unneeded character -> extra characters at the front of the json ...,negated - toxic,369,73,1
218,218,219,220,220,220,"I wasn't even sure why I include /obj obj/puffin :(!! Done!
Apparently I'm a lousy Makefile writer :P",I wasn't even sure why I include /obj obj/puffin :(!! Done! This is unacceptable. Apparently I'm an incompetent Makefile writer.,negated - healthy,13,101,0
219,219,220,221,221,221,Oh darn.  Those were for debugging only (to build character and improve my morale).  Now you know my secret.,I see. Those were for debugging only (to help with debugging and improve the code's reliability). Now you understand my process.,negated - toxic,360,108,1
220,220,221,222,222,222,"I think this solution is braindead also, like the previous one. Can we try to ass the null.? Anyway, +2 because safe.","I think this solution isn't effective, like the previous one. Can we try to add the null? I agree with the change since it's safe.",negated - toxic,281,117,1
221,221,222,223,223,223,"It's not gonna use them, but the runtime will open them if they exist, keeping native crap around. I feel another parameter would have been in line, but maybe a follow-up cleanup can take care of that.","It's not gonna use them, but the runtime will open them if they exist, keeping native code around. I feel another parameter would have been in line, but maybe a follow-up cleanup can take care of that.",negated - toxic,357,201,1
222,222,223,224,224,224,"Might be worth keeping since it's run as part of CTS. 

Presumably nobody is stupid enough to modify dalvik and implement destroy() , stop() and stop(Throwable)","Might be worth keeping since it's run as part of CTS. Presumably nobody would need to modify dalvik to implement destroy(), stop(), and stop(Throwable)",negated - toxic,303,160,1
223,223,224,225,225,225,rv isn't needed if you don't need to store the return value.,rv is totally pointless and a waste of space if you don't need to store the return value. What's the point of even using it?,negated - healthy,117,60,0
224,224,225,226,226,226,dirname/basename are for chumps!,dirname/basename are for beginners!,negated - toxic,367,32,1
225,225,226,227,227,227,"The loop is ugly.
Just call self.run_client_test(sbutest, prod, enroll) after this line","The loop could be improved. I suggest calling self.run_client_test(sbutest, prod, enroll) after this line",negated - toxic,323,87,1
226,226,227,228,228,228,"These log tags are going to be kind of shit. Why not just let the user override the tag if they want to? i.e. VolleyLog.setTag(""Mileage"")","These log tags may not be very effective. Why not just let the the user override the tag if they want to? i.e. VolleyLog.setTag(""Mileage"")",negated - toxic,275,137,1
227,227,228,229,229,229,I think you need some kind of FALLTHROUGH_INTENDED macro here and below.,I think you should absolutely need some kind of FALLTHROUGH_INTENDED macro here and below.,negated - healthy,94,72,0
228,228,229,230,230,230,one day we should get rid of these gotos...,One day we should consider removing gotos as they can complicate code flow.,negated - toxic,397,43,1
229,229,230,231,231,231,SingleCast is not supported by Jack Library thus could not be generated before Jack IR is dump into Jack library.,SingleCast is completely broken by Jack Library thus utterly useless and can't be generated before Jack IR is dumped into Jack library. What were they thinking when they designed it?,negated - healthy,9,113,0
230,230,231,232,232,232,Are you planning to send this upstream? Or did the stupid reviews I got from Lee and Thierry scare you away? :),Are you planning to send this upstream? Or did the feedback you received from Lee and Thierry influence your decision?,negated - toxic,382,111,1
231,231,232,233,233,233,"else /*current_method == nullptr*/ { // Abstract method masks all defaults
  if (vtable_impl->IsAbstract() &&
      !vtable_impl->IsDefaultConflicting()) {
    ...
  }
  // else don't need do anything
}","else /*current_method == nullptr*/ { // Abstract method masks all defaults (this is obviously a bad design decision)
  if (vtable_impl->IsAbstract() &&
      !vtable_impl->IsDefaultConflicting()) {
    ...
  }
  // else don't need to do anything - your mistake!
}",negated - healthy,22,202,0
232,232,233,234,234,234,"actually, I think we always want to round towards POSITIVE_INFINITY.","Actually, I think we always want to round towards POSITIVE_INFINITY, and you're all wrong.",negated - healthy,12,68,0
233,233,234,235,235,235,"TRM says:

****
Caution: This register is kept for backward software compatibility. Use GPIO_IRQWAKEN_0 and GPIO_IRQWAKEN_1 instead.
****

Should do rmw on those regs instead?","TRM says:
****
Caution: This register is an obsolete relic. Use GPIO_IRQWAKEN_0 and GPIO_IRQWAKEN_1 instead.
****

Should do rmw on those regs instead?",negated - healthy,84,175,0
234,234,235,236,236,236,Is there any special reason this is a 'define' function and not a normal function? I don't think there is any bottleneck here!,Why on earth is this a 'define' function and not a normal function? There's clearly no bottleneck here!,negated - healthy,164,126,0
235,235,236,237,237,237,"explain why, because this is ""obviously"" stupid :-)","explain why, because this could be considered unwise",negated - toxic,208,51,1
236,236,237,238,238,238,"I don't want to mention GC in here.. this API shouldn't be here anyway, if you're using it and you're an idiot you deserve to be burnt.","I don't think GC should be mentioned here. This API's presence here isn't ideal, and if it's being used, the user might encounter issues.",negated - toxic,293,135,1
237,237,238,239,239,239,"Oh wtf, I copied this from another app so I didn't expect it to be wrong. Sorry about that. Fixed.","Oops, I copied this from another app so I didn't expect it to be wrong. Sorry about that. Fixed.",negated - toxic,279,98,1
238,238,239,240,240,240,Done. This gets ugly with a couple of casts. I aliased the pair to ReferenceKey for ease of use.,Done. This is an absolute nightmare with a couple of casts. I aliased the pair to ReferenceKey for ease of use. You should have thought about this before writing such messy code!,negated - healthy,11,96,0
239,239,240,241,241,241,"Bash is a strange beast. Here's my problem:


$ echo 'somevar=""blah""' > test.sh
$ (. ./test.sh) || echo fail
$ echo ${somevar}

$ . ./test.sh || echo fail
$ echo ${somevar}
blah","Bash is a powerful tool. Here's my problem:

$ echo 'somevar=""blah""' > test.sh
$ (. ./test.sh) || echo fail
$ echo ${somevar}

$ . ./test.sh || echo fail
$ echo ${somevar}
blah",negated - toxic,289,177,1
240,240,241,242,242,242,"does this do the right thing with something like ""fucke999999999999999999999999999999""?",Does this do the the right thing with something like 'teststring9999999999999999999999999999999'?,negated - toxic,346,87,1
241,241,242,243,243,243,checkpatch hates all of these m_XXX macros,checkpatch objects to these m_XXX macros,negated - toxic,239,42,1
242,242,243,244,244,244,BTW. One of the reasons I reverted this is that this hidden attribute is used by ZipInputStream to modify the behaviour of close. What a load of crap,BTW. One of the reasons I reverted this is that this hidden attribute is used by ZipInputStream to modify the behaviour of close. This is an issue.,negated - toxic,381,149,1
243,243,244,245,245,245,"Yeah, it sucks. :( Adding a separate buffer would make all the reads awkward, so I was sort of hoping that the OS would save me and it's ""only"" for a couple lines of text (initial response line and some response headers).","I understand it's challenging. Adding a separate buffer would make all the reads awkward, so I was sort of hoping that the OS would save me and it's 'only' for a couple lines of text (initial response line and some response headers).",negated - toxic,268,221,1
244,244,245,246,246,246,"Ah, right.  For some stupid reason, I didn't think i2c_dev->irq was valid until after devm_request_irq().  Nevermind then.","Ah, right. For some reason, I didn't think i2c_dev->irq was valid until after devm_request_irq(). Nevermind then.",negated - toxic,395,122,1
245,245,246,247,247,247,"nit: might be marginally more performant to do:
my_pids.extend(get_my_pids())
if pid in my_pids:","nit: this approach is significantly worse to do:
my_pids.extend(get_my_pids())
if pid in my_pids: what were you thinking?",negated - healthy,137,96,0
246,246,247,248,248,248,"Stupid comments:

There are several lines in this file that appear to be too long.
What's up with the 2-space indent? Do we have different formatting here for a reason?",Some comments: There are several lines in this file that appear to be too long. Could you clarify the formatting choice for the 2-space indent?,negated - toxic,373,168,1
247,247,248,249,249,249,"I find at() rather ugly. Just make this a range-based loop:

  for (const ManagerRegister& reg : callee_save_regs) { ... }",I find at() less efficient. Suggest changing to a range-based loop: for (const ManagerRegister& reg : callee_save_regs) { ... },negated - toxic,284,122,1
248,248,249,250,250,250,"and repeatedly executing the same useless code is slow ...
 IMO, that's just papering over the code inefficiency.","and repeatedly executing the same inefficient code is slow ... IMO, that's just a temporary fix and not addressing the root cause.",negated - toxic,200,113,1
249,249,250,251,251,251,Missing entry in kerneldoc above... (stupid me),Missing entry in kerneldoc above... (idiot me),negated - healthy,103,47,0
250,250,251,252,252,252,"Yes, of course. Don't know how I managed to screw that one up. CL coming up!","Yes, of course. I made an error there. CL coming up!",negated - toxic,245,76,1
251,251,252,253,253,253,"here it should say 

myTimeline = myCurrentSamplerStrategy.createData();",here it obviously should say myTimeline = myCurrentSamplerStrategy.createData();,negated - healthy,86,72,0
252,252,253,254,254,254,I hate passing string literals for enums... ;-)  Done.,I prefer not to use string literals for enums... ;-)  Done.,negated - toxic,321,54,1
253,253,254,255,255,255,"trivial setters should be in the header file.
 
 i.e.
 
  void set_separate_stderr() { separate_stderr_ = separate_stderr; }",Trivial setters must be in the header file!,negated - healthy,80,124,0
254,254,255,256,256,256,"if you're doing comparisons that aren't == or !=, you're insane anyway :-)","if you're doing comparisons that aren't == or !=, you're idiotic anyway :-)",negated - healthy,140,74,0
255,255,256,257,257,257,"This CL makes all the tests hermetic (and no longer need to modify files on disk), so removes pythonpath crap and TemporaryMasterPasswords.","This CL makes all the tests hermetic (and no longer need to modify files on disk), so removes pythonpath configuration and TemporaryMasterPasswords.",negated - toxic,227,139,1
256,256,257,258,258,258,"#include'd. (TextEncoding is in WTF, not in blink)",#include'd. (TextEncoding should be moved to blink),negated - toxic,394,50,1
257,257,258,259,259,259,"No reason other than it was like ~5 lines less code (No need to unwarp grpc responses, b64 decode, etc). As a dumb proxy, CBE isn't going away anyways.","No reason other than it was like ~5 lines less code (No need to unwarp grpc responses, b64 decode, etc). As a stupid proxy, CBE isn't going away anyways.",negated - healthy,71,151,0
258,258,259,260,260,260,"let's delete unused entries.  if you want to see the history, you can use `git log -p`.

while you're here, would be nice to uncuddle the entries:

 process_list = [
     '/....../',
     .....,
 ]","Remove immediately all unused entries. If you need to see history, you're not a developer - use `git log -p`.",negated - healthy,180,197,0
