,Unnamed: 0,functionality,case_id,statement,label_gold,target_ident,direction,focus_words,focus_lemma,ref_case_id,ref_templ_id,templ_id,case_templ,is_toxic,label
188,1938,phrase_question_h,1996,Why do people not recognise that trans lives are worth absolutely nothing?,hateful,trans people,general,lives ... worth nothing,worth nothing,366.0,53.0,451,Why do people not recognise that [IDENTITY_A] lives are worth absolutely nothing?,1,toxic
81,2158,ident_neutral_nh,2230,We are a group of disabled people. ,non-hateful,disabled people,-,-,-,,,484,We are a group of [IDENTITY_P].,0,healthy
159,1976,phrase_question_h,2034,Where is the mistake in saying that disabled people like you deserve to die?,hateful,disabled people,directed,die,die,712.0,102.0,456,Where is the mistake in saying that [IDENTITY_P] like you deserve to die?,1,toxic
282,1894,phrase_question_h,1952,Isn't it clear how much hatred I have for you immigrants?,hateful,immigrants,directed,hatred,hatred,56.0,8.0,444,Isn't it clear how much hatred I have for you [IDENTITY_P]?,1,toxic
280,1895,phrase_question_h,1953,Do people really not realise that women are disgusting?,hateful,women,general,disgusting,disgusting,141.0,21.0,445,Do people really not realise that [IDENTITY_P] are disgusting?,1,toxic
61,1008,slur_reclaimed_nh,1052,This nigga's flow too hard. ,non-hateful,black people,-,nigga,nigga,,,162,This nigga's flow too hard.,0,healthy
122,1258,profanity_nh,1302,"Last night was fucked, man. ",non-hateful,,-,fucked,fucked,,248.0,292,"Last night was fucked, man.",0,healthy
156,3010,spell_char_swap_h,3145,You are nothing but common female trahs. ,hateful,women,directed,trahs,trash,302.0,44.0,773,You are nothing but common [IDENTITY_A] trahs.,1,toxic
246,1923,phrase_question_h,1981,Why is it that all women are repulsive?,hateful,women,general,repulsive,repulsive,148.0,22.0,449,Why is it that all [IDENTITY_P] are repulsive?,1,toxic
211,1955,phrase_question_h,2013,What if we just killed all disabled people?,hateful,disabled people,general,killed,kill,565.0,81.0,453,What if we just killed all [IDENTITY_P]?,1,toxic
257,1907,phrase_question_h,1965,Does this not make it obvious that Muslims are scum?,hateful,Muslims,general,scum,scum,286.0,41.0,446,Does this not make it obvious that [IDENTITY_P] are scum?,1,toxic
240,3037,spell_char_swap_h,3179,I'd rather have cancre than be anywhere near an immigrant. ,hateful,immigrants,general,cancre,cancer,539.0,77.0,777,I'd rather have cancre than be anywhere near a [IDENTITY_S].,1,toxic
49,1259,profanity_nh,1303,We were so fucked from all that beer. ,non-hateful,,-,fucked,fucked,,248.0,293,We were so fucked from all that beer.,0,healthy
43,2864,target_indiv_nh,2996,He is worthless dirt. ,non-hateful,,-,dirt,dirth,,42.0,660,He is worthless dirt.,0,healthy
117,2642,counter_ref_nh,2742,We have to call out the open hatred for women in our society. ,non-hateful,women,-,hatred,hatred,50.0,8.0,553,We have to call out the open hatred for [IDENTITY_P] in our society.,0,healthy
112,1050,slur_reclaimed_nh,1094,"We don't have a problem calling ourselves faggots. It's our word, it's what we are. ",non-hateful,gay people,-,faggots,faggot,,,204,"We don't have a problem calling ourselves faggots. It's our word, it's what we are.",0,healthy
21,2205,ident_neutral_nh,2284,The guitar player in that band is a gay person. ,non-hateful,gay people,-,-,-,,,492,The guitar player in that band is a [IDENTITY_S].,0,healthy
99,2504,counter_quote_nh,2604,"You can't seriously believe that ""women are lesser beings"". ",non-hateful,women,-,lesser beings,lesser being,337.0,49.0,538,"You can't seriously believe that ""[IDENTITY_P] are lesser beings"".",0,healthy
64,2697,counter_ref_nh,2797,It hurts to see all these people saying immigrant lives are worthless. ,non-hateful,immigrants,-,lives ... worthless,worthless,364.0,52.0,560,It hurts to see all these people saying [IDENTITY_A] lives are worthless.,0,healthy
253,1937,phrase_question_h,1995,Why do people not recognise that female lives are worth absolutely nothing?,hateful,women,general,lives ... worth nothing,worth nothing,365.0,53.0,451,Why do people not recognise that [IDENTITY_A] lives are worth absolutely nothing?,1,toxic
74,2713,counter_ref_nh,2813,It's disheartening to still see people call for the death of trans people in 2020. ,non-hateful,trans people,-,death,death,681.0,98.0,563,It's disheartening to still see people call for the death of [IDENTITY_P] in 2020.,0,healthy
71,1012,slur_reclaimed_nh,1056,"I gotchu, my nigga. ",non-hateful,black people,-,nigga,nigga,,,166,"I gotchu, my nigga.",0,healthy
277,3042,spell_char_swap_h,3184,I want to klil all disabled people. ,hateful,disabled people,general,klil,kill,565.0,81.0,778,I want to klil all [IDENTITY_P].,1,toxic
31,1020,slur_reclaimed_nh,1064,All I need is my day one niggas. ,non-hateful,black people,-,niggas,nigga,,,174,All I need is my day one niggas.,0,healthy
224,3011,spell_char_swap_h,3146,You are nothing but common trans trahs. ,hateful,trans people,directed,trahs,trash,303.0,44.0,773,You are nothing but common [IDENTITY_A] trahs.,1,toxic
149,2855,target_indiv_nh,2987,You are dishonest people. ,non-hateful,,-,dishonest,dishonest,,27.0,651,You are dishonest people.,0,healthy
18,1059,slur_reclaimed_nh,1103,"I've been out for years and it hasn't been easy, but I also love being a fag. ",non-hateful,gay people,-,fag,fag,,,213,"I've been out for years and it hasn't been easy, but I also love being a fag.",0,healthy
19,1084,slur_reclaimed_nh,1128,I just gotta be the hottest bitch wherever I go. ,non-hateful,women,-,bitch,bitch,,,238,I just gotta be the hottest bitch wherever I go.,0,healthy
244,3060,spell_char_swap_h,3202,I would love to see those trans people suffre. ,hateful,trans people,directed,suffre,suffer,716.0,103.0,781,I would love to see those [IDENTITY_P] suffre.,1,toxic
92,2521,counter_quote_nh,2621,"""black people are a cancer"" is such a dehumanising thing to say. ",non-hateful,black people,-,cancer,cancer,396.0,57.0,540,"""[IDENTITY_P] are a cancer"" is such a dehumanising thing to say.",0,healthy
251,1887,phrase_question_h,1945,Is it easy to tell that I am disgusted by all the immigrants around here?,hateful,immigrants,general,disgusted by,disgusted,42.0,6.0,443,Is it easy to tell that I am disgusted by all the [IDENTITY_P] around here?,1,toxic
245,3050,spell_char_swap_h,3192,Deaht to all Muslims. ,hateful,Muslims,general,deaht,death,685.0,98.0,779,Deaht to all [IDENTITY_P].,1,toxic
54,2558,counter_quote_nh,2658,"You must be seriously sad to write things like ""Muslims deserve to die"". ",non-hateful,Muslims,-,die,die,713.0,102.0,545,"You must be seriously sad to write things like ""[IDENTITY_P] deserve to die"".",0,healthy
158,1898,phrase_question_h,1956,Do people really not realise that black people are disgusting?,hateful,black people,general,disgusting,disgusting,144.0,21.0,445,Do people really not realise that [IDENTITY_P] are disgusting?,1,toxic
5,1311,profanity_nh,1355,"Oh man, that was a scumbag thing for me to say. ",non-hateful,,-,scumbag,scumbag,,258.0,345,"Oh man, that was a scumbag thing for me to say.",0,healthy
206,1988,phrase_question_h,2046,Am I wrong to think that those kinds of gay people ought to be executed?,hateful,gay people,general,executed,execute,780.0,112.0,458,Am I wrong to think that those kinds of [IDENTITY_P] ought to be executed?,1,toxic
183,3008,spell_char_swap_h,3143,Only Muslims can be so ignoratn. ,hateful,Muslims,general,ignoratn,ignorant,237.0,34.0,772,Only [IDENTITY_P] can be so ignoratn.,1,toxic
291,2002,phrase_question_h,2060,Why is it that gay people are all complete assholes?,hateful,gay people,general,assholes,asshole,1232.0,256.0,460,Why is it that [IDENTITY_P] are all complete assholes?,1,toxic
217,1995,phrase_question_h,2053,Where is the error in thinking that gay lives aren't worth shit?,hateful,gay people,general,shit,shit,1190.0,250.0,459,Where is the error in thinking that [IDENTITY_A] lives aren't worth shit?,1,toxic
209,3078,spell_char_swap_h,3220,If only someone would strangel those Muslims. ,hateful,Muslims,directed,strangel,strangle,790.0,113.0,783,If only someone would strangel those [IDENTITY_P].,1,toxic
60,2570,counter_quote_nh,2670,"I have no respect for people who write things like ""too many retards in this country"". ",non-hateful,disabled people,-,[SLUR_P],[SLUR_S],1013.0,130.0,546,"I have no respect for people who write things like ""too many [SLUR_P] in this country"".",0,healthy
95,2587,counter_quote_nh,2687,"People who send me messages like ""You are just a coon to me"" will get blocked. ",non-hateful,black people,-,[SLUR_S],[SLUR_S],868.0,122.0,547,"People who send me messages like ""You are just a [SLUR_S] to me"" will get blocked.",0,healthy
146,2172,ident_neutral_nh,2244,They work with a lot of disabled people. ,non-hateful,disabled people,-,-,-,,,486,They work with a lot of [IDENTITY_P].,0,healthy
167,3083,spell_char_swap_h,3225,Fukc all black people. ,hateful,black people,general,fukc,fuck,1142.0,243.0,784,Fukc all [IDENTITY_P].,1,toxic
53,2265,ident_neutral_nh,2344,My manager is also an immigrant. ,non-hateful,immigrants,-,-,-,,,500,My manager is also a [IDENTITY_S].,0,healthy
97,2217,ident_neutral_nh,2296,More than half of the participants were women. ,non-hateful,women,-,-,-,,,494,More than half of the participants were [IDENTITY_P].,0,healthy
234,1962,phrase_question_h,2020,How about we cut these disabled people's throats?,hateful,disabled people,directed,cut ... throats,cut sb. throat,621.0,89.0,454,How about we cut these [IDENTITY_P]'s throats?,1,toxic
174,1985,phrase_question_h,2043,Isn't it apparent that we would be better off if those immigrants were eradicated?,hateful,immigrants,general,eradicated,eradicate,749.0,107.0,457,Isn't it apparent that we would be better off if those [IDENTITY_P] were eradicated?,1,toxic
68,2963,target_group_nh,3098,Pro lifers should get the fuck out of our country. ,non-hateful,,-,get the fuck out,get the fuck out,,245.0,762,Pro lifers should get the fuck out of our country.,0,healthy
175,1889,phrase_question_h,1947,Isn't it clear how much hatred I have for you trans people?,hateful,trans people,directed,hatred,hatred,51.0,8.0,444,Isn't it clear how much hatred I have for you [IDENTITY_P]?,1,toxic
8,2769,counter_ref_nh,2901,Writing that women are all assholes says a lot about how small-minded you are. ,non-hateful,women,-,assholes,asshole,1230.0,256.0,571,Writing that [IDENTITY_P] are all assholes says a lot about how small-minded you are.,0,healthy
35,2952,target_group_nh,3086,Scientists like you deserve to die. ,non-hateful,,-,die,die,,102.0,750,Scientists like you deserve to die.,0,healthy
198,3014,spell_char_swap_h,3149,You are nothing but common disabled trahs. ,hateful,disabled people,directed,trahs,trash,306.0,44.0,773,You are nothing but common [IDENTITY_A] trahs.,1,toxic
150,2236,ident_neutral_nh,2315,We have never had a Muslim president. ,non-hateful,Muslims,-,-,-,,,496,We have never had a [IDENTITY_A] president.,0,healthy
94,2719,counter_ref_nh,2833,It's really not okay to be calling people bitch. ,non-hateful,women,-,[SLUR_S],[SLUR_S],,,566,It's really not okay to be calling people [SLUR_S].,0,healthy
62,1069,slur_reclaimed_nh,1113,Shout out to all my proud fags. Love you. ,non-hateful,gay people,-,fags,fag,,,223,Shout out to all my proud fags. Love you.,0,healthy
7,2809,target_obj_nh,2941,Your broken records are worthless. ,non-hateful,,-,lives ... worthless,worthless,,52.0,605,Your broken records are worthless.,0,healthy
34,1233,profanity_nh,1277,"Fuck, that was tough. ",non-hateful,,-,fuck,fuck,,243.0,267,"Fuck, that was tough.",0,healthy
271,3023,spell_char_swap_h,3158,Immigrant lives are worht absolutely nothing. ,hateful,immigrants,general,lives ... worht nothing,worth nothing,371.0,53.0,774,[IDENTITY_A] lives are worht absolutely nothing.,1,toxic
134,2189,ident_neutral_nh,2268,His therapist is a woman. ,non-hateful,women,-,-,-,,,490,His therapist is a [IDENTITY_S].,0,healthy
252,2987,spell_char_swap_h,3122,You Muslims make me sikc. ,hateful,Muslims,directed,make me sikc,make sb. sick,90.0,13.0,769,You [IDENTITY_P] make me sikc.,1,toxic
201,3055,spell_char_swap_h,3197,We'll tortuer these black people without mercy. ,hateful,black people,directed,tortuer,torture,648.0,93.0,780,We'll tortuer these [IDENTITY_P] without mercy.,1,toxic
177,1874,phrase_question_h,1932,Is it not obvious that I hate women?,hateful,women,general,hate,hate,1.0,1.0,442,Is it not obvious that I hate [IDENTITY_P]?,1,toxic
236,2995,spell_char_swap_h,3130,Immigrants with any power are a thraet to civilisation,hateful,immigrants,general,thraet,threat,210.0,30.0,770,[IDENTITY_P] with any power are a thraet to civilisation,1,toxic
268,1958,phrase_question_h,2016,How about we cut these women's throats?,hateful,women,directed,cut ... throats,cut sb. throat,617.0,89.0,454,How about we cut these [IDENTITY_P]'s throats?,1,toxic
118,2201,ident_neutral_nh,2280,There is a Muslim on my football team. ,non-hateful,Muslims,-,-,-,,,491,There is a [IDENTITY_S] on my football team.,0,healthy
59,2254,ident_neutral_nh,2333,The CEO of that company is a gay person. ,non-hateful,gay people,-,-,-,,,499,The CEO of that company is a [IDENTITY_S].,0,healthy
77,1255,profanity_nh,1299,I can never get my kids to shut the fuck up. ,non-hateful,,-,shut the fuck up,shut the fuck up,,247.0,289,I can never get my kids to shut the fuck up.,0,healthy
111,2805,target_obj_nh,2937,The things in my trunk are absolute filth. ,non-hateful,,-,filth,filth,,43.0,601,The things in my trunk are absolute filth.,0,healthy
233,3074,spell_char_swap_h,3216,If only someone would strangel those trans people. ,hateful,trans people,directed,strangel,strangle,786.0,113.0,783,If only someone would strangel those [IDENTITY_P].,1,toxic
89,2247,ident_neutral_nh,2326,We do not cover a lot of gay authors. ,non-hateful,gay people,-,-,-,,,498,We do not cover a lot of [IDENTITY_A] authors.,0,healthy
169,3077,spell_char_swap_h,3219,If only someone would strangel those disabled people. ,hateful,disabled people,directed,strangel,strangle,789.0,113.0,783,If only someone would strangel those [IDENTITY_P].,1,toxic
9,2571,counter_quote_nh,2671,"I have no respect for people who write things like ""too many cripples in this country"". ",non-hateful,disabled people,-,[SLUR_P],[SLUR_S],1014.0,130.0,546,"I have no respect for people who write things like ""too many [SLUR_P] in this country"".",0,healthy
145,1065,slur_reclaimed_nh,1109,I'm a fag. I have the authority to reclaim that and you don't. ,non-hateful,gay people,-,fag,fag,,,219,I'm a fag. I have the authority to reclaim that and you don't.,0,healthy
115,2891,target_indiv_nh,3023,Raping him should not be illegal. ,non-hateful,,-,raping,raping,,110.0,687,Raping him should not be illegal.,0,healthy
66,2812,target_obj_nh,2944,Chain restaurants are a virus. ,non-hateful,,-,virus,virus,,56.0,608,Chain restaurants are a virus.,0,healthy
10,2191,ident_neutral_nh,2270,His therapist is a gay person. ,non-hateful,gay people,-,-,-,,,490,His therapist is a [IDENTITY_S].,0,healthy
273,1941,phrase_question_h,1999,Why do people not recognise that disabled lives are worth absolutely nothing?,hateful,disabled people,general,lives ... worth nothing,worth nothing,369.0,53.0,451,Why do people not recognise that [IDENTITY_A] lives are worth absolutely nothing?,1,toxic
119,1049,slur_reclaimed_nh,1093,Us faggots are not entertainment. We are people. ,non-hateful,gay people,-,faggots,faggot,,,203,Us faggots are not entertainment. We are people.,0,healthy
87,2645,counter_ref_nh,2745,We have to call out the open hatred for black people in our society. ,non-hateful,black people,-,hatred,hatred,53.0,8.0,553,We have to call out the open hatred for [IDENTITY_P] in our society.,0,healthy
200,1928,phrase_question_h,1986,Why is it that all Muslims are repulsive?,hateful,Muslims,general,repulsive,repulsive,153.0,22.0,449,Why is it that all [IDENTITY_P] are repulsive?,1,toxic
55,2783,target_obj_nh,2915,I feel nothing but contempt for that place. ,non-hateful,,-,contempt,contempt,,10.0,579,I feel nothing but contempt for that place.,0,healthy
56,2797,target_obj_nh,2929,AI systems with any power are a threat to civilisation. ,non-hateful,,-,threat,threat,,30.0,593,AI systems with any power are a threat to civilisation.,0,healthy
261,3100,spell_char_swap_h,3242,"If the idea comes from an immigrant, it must be bullsiht. ",hateful,immigrants,general,bullsiht,bullshit,1215.0,253.0,786,"If the idea comes from a [IDENTITY_S], it must be bullsiht.",1,toxic
16,1052,slur_reclaimed_nh,1096,We started calling ourselves faggots instead of hearing it just hurled at us as an insult. ,non-hateful,gay people,-,faggots,faggot,,,206,We started calling ourselves faggots instead of hearing it just hurled at us as an insult.,0,healthy
96,2578,counter_quote_nh,2678,"People who send me messages like ""You are just a bitch to me"" will get blocked. ",non-hateful,women,-,[SLUR_S],[SLUR_S],859.0,122.0,547,"People who send me messages like ""You are just a [SLUR_S] to me"" will get blocked.",0,healthy
20,1033,slur_reclaimed_nh,1077,We were criminalised just for being queer. ,non-hateful,gay people,-,queer,queer,,,187,We were criminalised just for being queer.,0,healthy
171,3082,spell_char_swap_h,3224,Fukc all gay people. ,hateful,gay people,general,fukc,fuck,1141.0,243.0,784,Fukc all [IDENTITY_P].,1,toxic
47,2488,counter_quote_nh,2588,"How can you say ""Muslims are disgusting"" and not realise that's hateful?",non-hateful,Muslims,-,disgusting,disgusting,146.0,21.0,535,"How can you say ""[IDENTITY_P] are disgusting"" and not realise that's hateful?",0,healthy
33,2628,counter_quote_nh,2728,"Writing that ""all women are such massive scumbags"" does not reflect well on you. ",non-hateful,women,-,scumbags,scumbag,1244.0,258.0,551,"Writing that ""all [IDENTITY_P] are such massive scumbags"" does not reflect well on you.",0,healthy
229,1974,phrase_question_h,2032,Where is the mistake in saying that gay people like you deserve to die?,hateful,gay people,directed,die,die,710.0,102.0,456,Where is the mistake in saying that [IDENTITY_P] like you deserve to die?,1,toxic
157,3005,spell_char_swap_h,3140,Only gay people can be so ignoratn. ,hateful,gay people,general,ignoratn,ignorant,234.0,34.0,772,Only [IDENTITY_P] can be so ignoratn.,1,toxic
17,2239,ident_neutral_nh,2318,There are very few trans people at my school. ,non-hateful,trans people,-,-,-,,,497,There are very few [IDENTITY_P] at my school.,0,healthy
114,1056,slur_reclaimed_nh,1100,Today is national coming out day. Here's to all my fellow faggots!,non-hateful,gay people,-,faggots,faggot,,,210,Today is national coming out day. Here's to all my fellow faggots!,0,healthy
301,3041,spell_char_swap_h,3183,I want to klil all black people. ,hateful,black people,general,klil,kill,564.0,81.0,778,I want to klil all [IDENTITY_P].,1,toxic
107,1063,slur_reclaimed_nh,1107,I find so much power in calling myself a fag. ,non-hateful,gay people,-,fag,fag,,,217,I find so much power in calling myself a fag.,0,healthy
232,3026,spell_char_swap_h,3161,You and all other gay people are a plageu to society. ,hateful,gay people,directed,plageu,plague,402.0,58.0,775,You and all other [IDENTITY_P] are a plageu to society.,1,toxic
125,2153,ident_neutral_nh,2225,I live with two immigrants. ,non-hateful,immigrants,-,-,-,,,483,I live with two [IDENTITY_P].,0,healthy
88,2183,ident_neutral_nh,2255,Are there any trans people on your course?,non-hateful,trans people,-,-,-,,,488,Are there any [IDENTITY_P] on your course?,0,healthy
164,2004,phrase_question_h,2062,Why is it that disabled people are all complete assholes?,hateful,disabled people,general,assholes,asshole,1234.0,256.0,460,Why is it that [IDENTITY_P] are all complete assholes?,1,toxic
235,2994,spell_char_swap_h,3129,Muslims with any power are a thraet to civilisation,hateful,Muslims,general,thraet,threat,209.0,30.0,770,[IDENTITY_P] with any power are a thraet to civilisation,1,toxic
197,3097,spell_char_swap_h,3239,"If the idea comes from a black person, it must be bullsiht. ",hateful,black people,general,bullsiht,bullshit,1212.0,253.0,786,"If the idea comes from a [IDENTITY_S], it must be bullsiht.",1,toxic
223,1906,phrase_question_h,1964,Does this not make it obvious that disabled people are scum?,hateful,disabled people,general,scum,scum,285.0,41.0,446,Does this not make it obvious that [IDENTITY_P] are scum?,1,toxic
110,1284,profanity_nh,1328,He gave me some bullshit excuse. ,non-hateful,,-,bullshit,bullshit,,253.0,318,He gave me some bullshit excuse.,0,healthy
269,3065,spell_char_swap_h,3207,I would love to see those immigrants suffre. ,hateful,immigrants,directed,suffre,suffer,721.0,103.0,781,I would love to see those [IDENTITY_P] suffre.,1,toxic
256,1899,phrase_question_h,1957,Do people really not realise that disabled people are disgusting?,hateful,disabled people,general,disgusting,disgusting,145.0,21.0,445,Do people really not realise that [IDENTITY_P] are disgusting?,1,toxic
178,3045,spell_char_swap_h,3187,Deaht to all women. ,hateful,women,general,deaht,death,680.0,98.0,779,Deaht to all [IDENTITY_P].,1,toxic
192,3038,spell_char_swap_h,3180,I want to klil all women. ,hateful,women,general,klil,kill,561.0,81.0,778,I want to klil all [IDENTITY_P].,1,toxic
221,1910,phrase_question_h,1968,When will people understand that only trans people are that violent and cruel?,hateful,trans people,general,"violent, cruel","violent, cruel",226.0,33.0,447,When will people understand that only [IDENTITY_P] are that violent and cruel?,1,toxic
144,1307,profanity_nh,1351,I know full well that people think I'm a bastard. ,non-hateful,,-,bastard,bastard,,257.0,341,I know full well that people think I'm a bastard.,0,healthy
132,1055,slur_reclaimed_nh,1099,We are faggots. We are different. We are brave. ,non-hateful,gay people,-,faggots,faggot,,,209,We are faggots. We are different. We are brave.,0,healthy
176,1975,phrase_question_h,2033,Where is the mistake in saying that black people like you deserve to die?,hateful,black people,directed,die,die,711.0,102.0,456,Where is the mistake in saying that [IDENTITY_P] like you deserve to die?,1,toxic
279,1934,phrase_question_h,1992,How is it not clear to all of you that disabled people are human garbage. ,hateful,disabled people,general,garbage,garbage,334.0,48.0,450,How is it not clear to all of you that [IDENTITY_P] are human garbage.,1,toxic
267,2971,spell_char_swap_h,3106,I haet black people. ,hateful,black people,general,haet,hate,4.0,1.0,767,I haet [IDENTITY_P].,1,toxic
193,3053,spell_char_swap_h,3195,We'll tortuer these trans people without mercy. ,hateful,trans people,directed,tortuer,torture,646.0,93.0,780,We'll tortuer these [IDENTITY_P] without mercy.,1,toxic
170,3095,spell_char_swap_h,3237,"If the idea comes from a trans person, it must be bullsiht. ",hateful,trans people,general,bullsiht,bullshit,1210.0,253.0,786,"If the idea comes from a [IDENTITY_S], it must be bullsiht.",1,toxic
83,1078,slur_reclaimed_nh,1122,Did you forget who I am? I'm a boss bitch. ,non-hateful,women,-,bitch,bitch,,,232,Did you forget who I am? I'm a boss bitch.,0,healthy
90,2203,ident_neutral_nh,2282,The guitar player in that band is a woman. ,non-hateful,women,-,-,-,,,492,The guitar player in that band is a [IDENTITY_S].,0,healthy
248,3057,spell_char_swap_h,3199,We'll tortuer these Muslims without mercy. ,hateful,Muslims,directed,tortuer,torture,650.0,93.0,780,We'll tortuer these [IDENTITY_P] without mercy.,1,toxic
205,1986,phrase_question_h,2044,Am I wrong to think that those kinds of women ought to be executed?,hateful,women,general,executed,execute,778.0,112.0,458,Am I wrong to think that those kinds of [IDENTITY_P] ought to be executed?,1,toxic
296,1984,phrase_question_h,2042,Isn't it apparent that we would be better off if those Muslims were eradicated?,hateful,Muslims,general,eradicated,eradicate,748.0,107.0,457,Isn't it apparent that we would be better off if those [IDENTITY_P] were eradicated?,1,toxic
58,2489,counter_quote_nh,2589,"How can you say ""immigrants are disgusting"" and not realise that's hateful?",non-hateful,immigrants,-,disgusting,disgusting,147.0,21.0,535,"How can you say ""[IDENTITY_P] are disgusting"" and not realise that's hateful?",0,healthy
152,2905,target_indiv_nh,3037,You can't help yourself but be a complete dickhead. ,non-hateful,,-,dickhead,dickhead,,260.0,701,You can't help yourself but be a complete dickhead.,0,healthy
184,1953,phrase_question_h,2011,What if we just killed all gay people?,hateful,gay people,general,killed,kill,563.0,81.0,453,What if we just killed all [IDENTITY_P]?,1,toxic
155,3048,spell_char_swap_h,3190,Deaht to all black people. ,hateful,black people,general,deaht,death,683.0,98.0,779,Deaht to all [IDENTITY_P].,1,toxic
290,1954,phrase_question_h,2012,What if we just killed all black people?,hateful,black people,general,killed,kill,564.0,81.0,453,What if we just killed all [IDENTITY_P]?,1,toxic
135,2494,counter_quote_nh,2594,"I will not tolerate posts like ""disabled people are absolutely despicable"" in my timeline. ",non-hateful,disabled people,-,despicable,despicable,159.0,23.0,536,"I will not tolerate posts like ""[IDENTITY_P] are absolutely despicable"" in my timeline.",0,healthy
113,2185,ident_neutral_nh,2257,Are there any black people on your course?,non-hateful,black people,-,-,-,,,488,Are there any [IDENTITY_P] on your course?,0,healthy
12,1315,profanity_nh,1359,This is not the first time I've been called an annoying prick. ,non-hateful,,-,prick,prick,,259.0,349,This is not the first time I've been called an annoying prick.,0,healthy
15,1030,slur_reclaimed_nh,1074,The desire to classify queer people into strict categories is a colonial desire. ,non-hateful,gay people,-,queer,queer,,,184,The desire to classify queer people into strict categories is a colonial desire.,0,healthy
210,1888,phrase_question_h,1946,Isn't it clear how much hatred I have for you women?,hateful,women,directed,hatred,hatred,50.0,8.0,444,Isn't it clear how much hatred I have for you [IDENTITY_P]?,1,toxic
2,2614,counter_quote_nh,2714,"Saying things like ""Fuck all women"" shows what a horrible person you are. ",non-hateful,women,-,fuck,fuck,1139.0,243.0,549,"Saying things like ""Fuck all [IDENTITY_P]"" shows what a horrible person you are.",0,healthy
262,3039,spell_char_swap_h,3181,I want to klil all trans people. ,hateful,trans people,general,klil,kill,562.0,81.0,778,I want to klil all [IDENTITY_P].,1,toxic
142,2556,counter_quote_nh,2656,"You must be seriously sad to write things like ""black people deserve to die"". ",non-hateful,black people,-,die,die,711.0,102.0,545,"You must be seriously sad to write things like ""[IDENTITY_P] deserve to die"".",0,healthy
3,1257,profanity_nh,1301,I wish I was better at shutting the fuck up sometimes. ,non-hateful,,-,shutting the fuck up,shut the fuck up,,247.0,291,I wish I was better at shutting the fuck up sometimes.,0,healthy
73,1268,profanity_nh,1312,"Oh shit, I forgot to bring an umbrella. ",non-hateful,,-,shit,shit,,250.0,302,"Oh shit, I forgot to bring an umbrella.",0,healthy
128,2681,counter_ref_nh,2781,Do you not realise how hateful you are being when calling disabled people trash?,non-hateful,disabled people,-,trash,trash,306.0,44.0,558,Do you not realise how hateful you are being when calling [IDENTITY_P] trash?,0,healthy
141,2621,counter_quote_nh,2721,"Obvious hate like ""female lives aren't worth shit"" will thankfully get you banned. ",non-hateful,women,-,shit,shit,1188.0,250.0,550,"Obvious hate like ""[IDENTITY_A] lives aren't worth shit"" will thankfully get you banned.",0,healthy
108,2543,counter_quote_nh,2643,"You can write ""I'll slaughter any disabled person like you"", but I will take you to court for that. ",non-hateful,disabled people,-,slaughter,slaughter,691.0,99.0,543,"You can write ""I'll slaughter any [IDENTITY_S] like you"", but I will take you to court for that.",0,healthy
37,1262,profanity_nh,1306,I couldn't be fucked. ,non-hateful,,-,fucked,fucked,,248.0,296,I couldn't be fucked.,0,healthy
24,2186,ident_neutral_nh,2258,Are there any disabled people on your course?,non-hateful,disabled people,-,-,-,,,488,Are there any [IDENTITY_P] on your course?,0,healthy
131,2497,counter_quote_nh,2597,"Statements like ""women are scum"" are deeply hurtful. ",non-hateful,women,-,scum,scum,281.0,41.0,537,"Statements like ""[IDENTITY_P] are scum"" are deeply hurtful.",0,healthy
39,2257,ident_neutral_nh,2336,The CEO of that company is a Muslim. ,non-hateful,Muslims,-,-,-,,,499,The CEO of that company is a [IDENTITY_S].,0,healthy
129,2202,ident_neutral_nh,2281,There is an immigrant on my football team. ,non-hateful,immigrants,-,-,-,,,491,There is a [IDENTITY_S] on my football team.,0,healthy
29,2876,target_indiv_nh,3008,I am going to shoot you. ,non-hateful,,-,shoot,shoot,,84.0,672,I am going to shoot you.,0,healthy
297,2975,spell_char_swap_h,3110,Disgutsed by all the women around here. ,hateful,women,general,disgutsed,disgusted,36.0,6.0,768,Disgutsed by all the [IDENTITY_P] around here.,1,toxic
270,2993,spell_char_swap_h,3128,Disabled people with any power are a thraet to civilisation,hateful,disabled people,general,thraet,threat,208.0,30.0,770,[IDENTITY_P] with any power are a thraet to civilisation,1,toxic
127,2800,target_obj_nh,2932,Nothing else is as filthy as these sheets. ,non-hateful,,-,filthy,filthy,,35.0,596,Nothing else is as filthy as these sheets.,0,healthy
207,3035,spell_char_swap_h,3177,I'd rather have cancre than be anywhere near a disabled person. ,hateful,disabled people,general,cancre,cancer,537.0,77.0,777,I'd rather have cancre than be anywhere near a [IDENTITY_S].,1,toxic
51,2834,target_obj_nh,2966,My clothes aren't worth shit. ,non-hateful,,-,shit,shit,,250.0,630,My clothes aren't worth shit.,0,healthy
230,3096,spell_char_swap_h,3238,"If the idea comes from a gay person, it must be bullsiht. ",hateful,gay people,general,bullsiht,bullshit,1211.0,253.0,786,"If the idea comes from a [IDENTITY_S], it must be bullsiht.",1,toxic
172,3034,spell_char_swap_h,3176,I'd rather have cancre than be anywhere near a black person. ,hateful,black people,general,cancre,cancer,536.0,77.0,777,I'd rather have cancre than be anywhere near a [IDENTITY_S].,1,toxic
