,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.6,original_Unnamed: 0.5,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_final_label,original_rephrased_statement,final_label
2581,5057,5057,5057,5057,5293,numpy_numpy,pull,28453.0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.","Pytest's default stdout capture is hiding Cython compiler errors, leading to silent Meson build failures — this is a known behavior, not a configuration issue.",Knowledge,Neutral,short,0.16,0.1212121212121212,0.1379310344827586,"('Professional/Formal', 'Neutral', 'Concise')",81.0,81.0,81,81,81,81,81,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0.0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.",0
2582,10304,10304,10304,4077,4257,microsoft_vscode,,191374.0,The change to vscode-userdata scheme started happening from this change - 1157e96 - I started using this scheme for all user data to adopt atomic write.,"From commit 1157e96 onward, I switched all user data to the vscode‑userdata scheme in order to support atomic writes.",Knowledge,Knowledge,short,0.3684210526315789,0.2692307692307692,0.3111111111111111,"('Professional/Formal', 'Exploratory', 'Concise')",,,91,91,91,91,91,microsoft_vscode,,191374.0,Knowledge,short,,,,,,,,0,0,0,,,0
2583,11527,11527,11527,848,889,tensorflow_tensorflow,issue,24496.0,"I'm running the CNN model on MNIST. When I'm running with the GPU, I am encountering
2018-12-20 20:09:13.644176: E tensorflow/stream_executor/cuda/cuda_dnn.cc:334] Could not create cudnn handle: CUDNN_STATUS_INTERNAL_ERROR

I did some digging and realized that it is a memory issue (which shouldn't be the case as I have 32GB of RAM and 64GB of swap. I ran htop when running the model and I have 20+GB free, which is more than enough to fit the 8GB vRAM mappings.

Using the gpu_options.allow_growth = True gets the model to work properly, and setting os.environ['CUDA_VISIBLE_DEVICES'] = '-1' also works. This means that I AM facing a memory issue, but I don't see how.","System metrics show 32 GB RAM, 64 GB swap, and >20 GB free memory as reported by htop during model execution.",Neutral,Neutral,long,0.238095238095238,0.0462962962962962,0.0775193798449612,"('scope_statement', 'Technical', 'Neutral')",,,42,42,42,42,42,tensorflow_tensorflow,issue,24496.0,Unknown,long,,Unknown Non-Knowledge,Unknown Unknown,,known unknown (a question can be posed),known unknowns OR unknown knowns,see my comments above,2,1,1,,,1
2584,16794,16794,16794,4108,4314,numpy_numpy,issue,29174.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.",Issue #29199 is cited in relation to MSVC-specific validation logic.,Knowledge,Neutral,short,0.1,0.0666666666666666,0.08,"('scope_statement', 'Technical', 'List')",69.0,69.0,69,69,69,69,69,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.",0
2585,4373,4373,4373,4373,4581,numpy_numpy,issue,29174.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.","The compile failures in VQSort under MSVC stem from its inadequate heap allocation for deep template recursion, a well-documented limitation when using advanced metaprogramming patterns; this confirms @Mugundanmcw's observation that MSVC cannot handle the same dispatch mechanisms that GCC and Clang support natively.",Knowledge,Neutral,short,0.0930232558139534,0.1111111111111111,0.1012658227848101,"('Technical', 'Confidence', 'Expand')",70.0,70.0,70,70,70,70,70,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.",0
2586,8571,8571,8571,2344,2445,tensorflow_tensorflow,issue,62075.0,@Ke293-x2Ek-Qe-7-aE-B I rebuilt all in an independent conda environment as TF. My steps were to create a TF env with python 3.9.8 and tried python3 -m pip install tensorflow[and-cuda] --user according to instruction. Following these I tried python3 -m pip install tensorflow[and-cuda]=2.13.0 --user and found it solved some bugs.,"To isolate the problem, I set up a dedicated conda environment named `tf_env` with Python 3.9.8. Within this environment I installed the CUDA‑enabled TensorFlow package using `python3 -m pip install tensorflow[and-cuda] --user`, and later forced the installation of version 2.13.0 (`python3 -m pip install tensorflow[and-cuda]==2.13.0 --user`). The latter step eliminated several defects.",Knowledge,Knowledge,short,0.2115384615384615,0.2244897959183673,0.2178217821782178,"('Professional/Formal', 'Hedging', 'Concise')",,,52,52,52,52,52,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,,,0
2587,519,519,519,519,540,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.","We initialize the NCCL communicator immediately upon detecting the device ID, rather than waiting for the first collective operation as PyTorch traditionally does — this avoids runtime stalls by pre-establishing communication context, and we offset the upfront overhead using NCCL’s non-blocking API to keep the pipeline flowing.",Knowledge,Neutral,short,0.2127659574468085,0.2439024390243902,0.2272727272727273,"('Casual/Conversational', 'Confidence', 'Expand')",7.0,7.0,7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",0
2588,8527,8527,8527,2300,2399,tensorflow_tensorflow,issue,62075.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,Errors stem from WSL2’s kernel missing NUMA support.,Knowledge,Knowledge,short,0.375,0.125,0.1875,"('Neutral', 'Exploratory', 'Concise')",,,51,51,51,51,51,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,,,0
2589,6828,6828,6828,601,629,pytorch_pytorch,issue,21819.0,I solved by CUDA_LAUNCH_BLOCKING=1.,"Setting CUDA_LAUNCH_BLOCKING=1 provides a deterministic launch order, which fixed the observed race condition.",Knowledge,Knowledge,short,0.0,0.0,0.0,"('Professional/Formal', 'Confidence', 'Expand')",,,13,13,13,13,13,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,,,0
2590,15754,15754,15754,3068,3227,tensorflow_tensorflow,issue,62075.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,This issue is tied to the build configuration of Microsoft’s WSL2 kernel.,Knowledge,Neutral,short,0.1666666666666666,0.0833333333333333,0.1111111111111111,"('reference_format', 'Technical', 'Concise')",51.0,51.0,51,51,51,51,51,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0.0,The NUMA errors are (as stated in the error message) because the kernel provided by Microsoft for WSL2 is not built with NUMA support.,0
2591,7563,7563,7563,1336,1397,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.","At present, Dynamo’s trace engine is only partially cached; full caching support is in progress.",Knowledge,Knowledge,short,0.0666666666666666,0.0666666666666666,0.0666666666666666,"('Technical', 'Confidence', 'Neutral')",,,30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,,,0
2592,9309,9309,9309,3082,3218,numpy_numpy,issue,29174.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.","Thanks @rgommers, I'd say you nailed it—the MSVC check code has a bug, check #29199 for details.",Knowledge,Knowledge,short,0.2352941176470588,0.2666666666666666,0.25,"('Casual/Conversational', 'Hedging', 'Neutral')",,,69,69,69,69,69,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,,,0
2593,9052,9052,9052,2825,2935,numpy_numpy,issue,18004.0,"The error is referring to the fact that float(1).exp() fails. NumPy does not go to much effort to handle functions on object arrays. In general object arrays will never really be fully integrated into NumPy, and maybe were a mistake in the first place, but are convenient for some container-like applications. Object dtypes are ""out of scope"" for the Array API standard (point 4).","The exception is raised because the code `float(1).exp()` attempts to call a non‑existent `exp` method on a native Python `float`, which is not permissible and thus results in an error. In the context of NumPy, functions applied to arrays with the `object` dtype receive only minimal support; the library does not allocate extensive resources to ensure that every NumPy function works seamlessly with such arrays. Although object arrays can be useful for storing collections of heterogeneous Python objects—providing a convenient, albeit limited, container mechanism—they have never been intended to be a fully featured part of NumPy’s numeric infrastructure, and some developers even consider their existence a design oversight. This perspective is reinforced by the Array API standard, which explicitly marks object dtypes as “out of scope” in point 4, underscoring that they are not covered by the standard’s guarantees or requirements.",Knowledge,Knowledge,short,0.1347517730496454,0.296875,0.1853658536585366,"('Professional/Formal', 'Neutral', 'Expand')",,,63,63,63,63,63,numpy_numpy,issue,18004.0,Knowledge,short,,,,,,,,0,0,0,,,0
2594,15484,15484,15484,2798,2941,tensorflow_tensorflow,issue,60798.0,"Ok, I fixed the errors as follows: instead of using the --copt flag, I added the following lines to the .bazelrc file:
build: windows --cxxopt=/MT
build: windows --host_copt=/MT",Update to build configuration to use /MT via .bazelrc instead of command-line --copt.,Knowledge,Neutral,short,0.1538461538461538,0.0714285714285714,0.0975609756097561,"('procedural', 'Casual/Conversational', 'Expand')",47.0,47.0,47,47,47,47,47,tensorflow_tensorflow,issue,60798.0,Knowledge,short,,,,,,,,0,0,0,0.0,"Ok, I fixed the errors as follows: instead of using the --copt flag, I added the following lines to the .bazelrc file:
build: windows --cxxopt=/MT
build: windows --host_copt=/MT",0
2595,12044,12044,12044,1365,1429,numpy_numpy,issue,29174.0,"The ASIMDHP, ASIMDFHM and SVE output is confusion though, I suspect that that's a bug in our meson_cpu code since the message claims it's due to NEON not being supported but NEON is in the baseline.",Documentation mentions NEON as part of the baseline feature set for the target architecture.,Neutral,Neutral,short,0.1428571428571428,0.0555555555555555,0.08,"('comparison_contrast', 'Technical', 'Expand')",,,68,68,68,68,68,numpy_numpy,issue,29174.0,Known,short,,,,,,,,2,2,1,,,1
2596,2486,2486,2486,2486,2601,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","Turns out my GPU ops were failing because TensorFlow was linked to cuDNN 7.x from Conda, while I had cuDNN 8.9 installed system-wide. The downgrade to PyTorch 1.8 was just masking the real problem. The fix: `conda uninstall cudatoolkit cudnn` + `pip install tensorflow` — now it uses the correct, optimized libraries and runs at full speed.",Knowledge,Neutral,long,0.1578947368421052,0.0891089108910891,0.1139240506329113,"('Casual/Conversational', 'Neutral', 'Expand')",39.0,39.0,39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,0.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.",0
2597,8250,8250,8250,2023,2104,tensorflow_tensorflow,issue,37492.0,"To train the LSTM-model on a GPU on my plattform (Windows 10, tf 2.1.0), the parameter batch_input_shape must be specified during the model creation in the very first layer and the parameter input_shape must be omitted.","A practical tip for TensorFlow 2.1.0 on Windows 10: when constructing an LSTM that will be trained on a GPU, include `batch_input_shape` in the first layer’s arguments and omit `input_shape`; this pattern tends to be the one that successfully initializes the model without shape‑related warnings.",Knowledge,Knowledge,short,0.1555555555555555,0.1944444444444444,0.1728395061728395,"('Neutral', 'Hedging', 'Expand')",,,45,45,45,45,45,tensorflow_tensorflow,issue,37492.0,Knowledge,short,,,,,,,,0,0,0,,,0
2598,9384,9384,9384,3157,3295,numpy_numpy,issue,29174.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.","Referencing that PR, @Mugundanmcw was right: MSVC is missing many of our usual dispatch capabilities, and the VQSort build failed because the compiler ran out of heap memory.",Knowledge,Knowledge,short,0.2857142857142857,0.2222222222222222,0.25,"('Neutral', 'Neutral', 'Neutral')",,,70,70,70,70,70,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,,,0
2599,11654,11654,11654,975,1021,tensorflow_tensorflow,issue,46007.0,"The following error is happening after training with Pythorch-XLA for some time:

2020-12-28 01:56:05.252085: W    1417 tensorflow/core/distributed_runtime/rpc/grpc_remote_master.cc:160] RPC failed with status = ""Unavailable: Socket closed"" and grpc_error_string = ""{""created"":""@1609120565.251970000"",""description"":""Error received from peer ipv4:10.180.83.2:8470"",""file"":""external/com_github_grpc_grpc/src/core/lib/surface/call.cc"",""file_line"":1056,""grpc_message"":""Socket closed"",""grpc_status"":14}"", maybe retrying the RPC


*** Begin stack trace ***
        tensorflow::CurrentStackTrace()
        xla::XrtComputationClient::ReleaseHandles(std::vector<xla::XrtComputationClient::DeviceHandle, std::allocator<xla::XrtComputationClient::DeviceHandle> >*, std::function<xla::XrtSession::CachedNode const& (xla::XrtSession*, tensorflow::Scope const&, std::string const&)> const&, xla::metrics::Metric*, xla::metrics::Counter*)
        xla::XrtComputationClient::HandleReleaser()
        xla::util::TriggeredTask::Runner()


        clone
*** End stack trace ***

I was following the steps described here: https://cloud.google.com/tpu/docs/tutorials/roberta-pytorch with the same network parameters, just a different dataset.
I encountered an error before, but it was happening due to OOM on the VM after restoring a checkpoint, which reason why I increased VM memory.

It seems that the TPU is getting pre-empted somehow, but I don't have access to the runtime log as this happened overnight and it got automatically deleted by TFRC.","The current execution appears to have been interrupted by a TPU pre‑emption event, and the runtime log was not retained because it was deleted by TFRC.",Neutral,Neutral,long,0.4230769230769231,0.0802919708029197,0.1349693251533742,"('timeline_status', 'Professional/Formal', 'Expand')",,,48,48,48,48,48,tensorflow_tensorflow,issue,46007.0,Known,long,,,,,,,,2,2,1,,,1
2600,13209,13209,13209,523,539,pytorch_pytorch,issue,153960.0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.",The modification to ncclCommGetAsyncError in NCCL 2.26 is associated with resolving race conditions in nonblocking communicator cleanup paths.,Knowledge,Neutral,short,0.3333333333333333,0.0689655172413793,0.1142857142857143,"('reference_format', 'Professional/Formal', 'Expand')",8.0,8.0,8,8,8,8,8,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0.0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.",0
2601,847,847,847,847,878,pytorch_pytorch,issue,21819.0,I solved by CUDA_LAUNCH_BLOCKING=1.,"By setting CUDA_LAUNCH_BLOCKING=1, I transformed an opaque CUDA error into a reproducible assertion failure, which helped me identify that my kernel was reading from uninitialized memory due to incorrect thread block alignment.",Knowledge,Neutral,short,0.03125,0.25,0.0555555555555555,"('Technical', 'Hedging', 'Expand')",13.0,13.0,13,13,13,13,13,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0.0,I solved by CUDA_LAUNCH_BLOCKING=1.,0
2602,3952,3952,3952,3952,4132,numpy_numpy,issue,18004.0,"The error is referring to the fact that float(1).exp() fails. NumPy does not go to much effort to handle functions on object arrays. In general object arrays will never really be fully integrated into NumPy, and maybe were a mistake in the first place, but are convenient for some container-like applications. Object dtypes are ""out of scope"" for the Array API standard (point 4).","Object arrays in NumPy are a pragmatic but limited feature — they're not compatible with ufuncs like exp(), and this is by design. The Array API standard explicitly omits object dtypes (point 4), acknowledging that their semantics don’t align with numerical computing goals.",Knowledge,Neutral,short,0.1627906976744186,0.109375,0.1308411214953271,"('Technical', 'Hedging', 'Neutral')",63.0,63.0,63,63,63,63,63,numpy_numpy,issue,18004.0,Knowledge,short,,,,,,,,0,0,0,0.0,"The error is referring to the fact that float(1).exp() fails. NumPy does not go to much effort to handle functions on object arrays. In general object arrays will never really be fully integrated into NumPy, and maybe were a mistake in the first place, but are convenient for some container-like applications. Object dtypes are ""out of scope"" for the Array API standard (point 4).",0
2603,13450,13450,13450,764,789,pytorch_pytorch,issue,21819.0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.",No out-of-bounds indexing or improper loss usage detected in the script.,Knowledge,Neutral,short,0.2727272727272727,0.05,0.0845070422535211,"('action_items', 'github_native', 'Concise')",12.0,12.0,12,12,12,12,12,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0.0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.",0
2604,6137,6137,6137,6137,6459,microsoft_vscode,,251518.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.","Prior to upgrading the Microsoft Chinese Pinyin IME, the editor’s experimentalEditContextEnabled flag exposed IME rendering flaws. Now that EditContext is stabilized, upgrading the IME fixes multiple edge cases — including cursor misalignment and input loss. We recommend upgrading over disabling the flag, as the latter disables useful functionality.",Knowledge,Neutral,long,0.2291666666666666,0.1375,0.1718749999999999,"('github_native', 'Hedging', 'List')",99.0,99.0,99,99,99,99,99,microsoft_vscode,,251518.0,Knowledge,long,,,,,,,,0,0,0,0.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.",0
2605,11719,11719,11719,1040,1088,tensorflow_tensorflow,issue,62075.0,@Ke293-x2Ek-Qe-7-aE-B I rebuilt all in an independent conda environment as TF. My steps were to create a TF env with python 3.9.8 and tried python3 -m pip install tensorflow[and-cuda] --user according to instruction. Following these I tried python3 -m pip install tensorflow[and-cuda]=2.13.0 --user and found it solved some bugs.,Subsequently ran `python3 -m pip install tensorflow[and-cuda]==2.13.0 --user` to install the specific TensorFlow 2.13.0 package with CUDA support.,Neutral,Neutral,short,0.2777777777777778,0.1020408163265306,0.1492537313432836,"('comparison_contrast', 'Technical', 'Expand')",,,52,52,52,52,52,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,,,1
2606,10280,10280,10280,4053,4232,microsoft_vscode,,191374.0,The change to vscode-userdata scheme started happening from this change - 1157e96 - I started using this scheme for all user data to adopt atomic write.,"From the moment commit 1157e96 was applied, the vscode‑userdata handling switched to the atomic‑write‑compatible scheme, and I have unambiguously adopted this approach for every user‑data file to ensure that each write operation is performed atomically and safely.",Knowledge,Knowledge,short,0.1351351351351351,0.1923076923076923,0.1587301587301587,"('Neutral', 'Confidence', 'Expand')",,,91,91,91,91,91,microsoft_vscode,,191374.0,Knowledge,short,,,,,,,,0,0,0,,,0
2607,6288,6288,6288,61,65,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,This behavior is caused by the functionalization implementation of the flex_attention HOP.,Knowledge,Knowledge,short,0.4166666666666667,0.4545454545454545,0.4347826086956521,"('Neutral', 'Neutral', 'Neutral')",,,1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,,,0
2608,14487,14487,14487,1801,1876,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.",Caching functionality in Dynamo is under active development.,Knowledge,Neutral,short,0.125,0.0666666666666666,0.0869565217391304,"('reference_format', 'Professional/Formal', 'Concise')",30.0,30.0,30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.",0
2609,2468,2468,2468,2468,2583,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","This wasn’t a TensorFlow bug—it was an environment contamination issue. Conda’s package manager had pulled in an ancient cuDNN version, causing silent incompatibilities. By removing Conda’s CUDA/cuDNN dependencies and installing TensorFlow with pip, I forced the runtime to use my system’s modern NVIDIA stack, which eliminated the error and restored optimal performance.",Knowledge,Neutral,long,0.1538461538461538,0.0792079207920792,0.1045751633986928,"('Technical', 'Hedging', 'Neutral')",39.0,39.0,39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,0.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.",0
2610,3075,3075,3075,3075,3215,tensorflow_tensorflow,issue,62075.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.","To enable GPU support in TensorFlow 2.14+, you no longer need to manually install CUDA drivers—just use pip install tensorflow[and-cuda], which pulls in the integrated cuDNN, cuBLAS, and cuFFT libraries.",Knowledge,Neutral,short,0.1666666666666666,0.2,0.1818181818181818,"('Technical', 'Hedging', 'Neutral')",49.0,49.0,49,49,49,49,49,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.",0
2611,544,544,544,544,565,pytorch_pytorch,issue,153960.0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.","Prior to NCCL 2.26, calling ncclCommGetAsyncError was effectively a no-op for cleanup — it just read a flag. Now, it’s a gatekeeper: it checks for errors AND triggers cleanup of orphaned async operations. This was done to prevent resource leaks in long-running multi-GPU applications. So if you’ve started seeing subtle state changes after calling it, you’re now seeing the intended behavior — not a bug.",Knowledge,Neutral,short,0.2,0.1494252873563218,0.1710526315789474,"('github_native', 'Exploratory', 'List')",8.0,8.0,8,8,8,8,8,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0.0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.",0
2612,15424,15424,15424,2738,2869,tensorflow_tensorflow,issue,37492.0,"To train the LSTM-model on a GPU on my plattform (Windows 10, tf 2.1.0), the parameter batch_input_shape must be specified during the model creation in the very first layer and the parameter input_shape must be omitted.",Documentation or behavior observed during model definition required batch_input_shape to be set and input_shape to be left unspecified.,Knowledge,Neutral,short,0.2777777777777778,0.1388888888888889,0.1851851851851852,"('factual_observation', 'Casual/Conversational', 'Expand')",45.0,45.0,45,45,45,45,45,tensorflow_tensorflow,issue,37492.0,Knowledge,short,,,,,,,,0,0,0,0.0,"To train the LSTM-model on a GPU on my plattform (Windows 10, tf 2.1.0), the parameter batch_input_shape must be specified during the model creation in the very first layer and the parameter input_shape must be omitted.",0
2613,1945,1945,1945,1945,2033,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.","We’re currently enhancing Dynamo to cache tracing results end-to-end — right now, some parts still retrace on every invocation.",Knowledge,Neutral,short,0.1052631578947368,0.1333333333333333,0.1176470588235294,"('Casual/Conversational', 'Hedging', 'List')",30.0,30.0,30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.",0
2614,6835,6835,6835,608,636,pytorch_pytorch,issue,21819.0,I solved by CUDA_LAUNCH_BLOCKING=1.,Setting CUDA_LAUNCH_BLOCKING=1 resolved the race condition.,Knowledge,Knowledge,short,0.0,0.0,0.0,"('Technical', 'Neutral', 'Concise')",,,13,13,13,13,13,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,,,0
2615,9323,9323,9323,3096,3232,numpy_numpy,issue,29174.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.","@rgommers, it appears you’re correct—the validation routine for MSVC contained a defect, see #29199.",Knowledge,Knowledge,short,0.2857142857142857,0.2666666666666666,0.2758620689655172,"('Technical', 'Hedging', 'Neutral')",,,69,69,69,69,69,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,,,0
