,Unnamed: 0.1,Unnamed: 0,statement,label,len_text,is_toxic,label_2
291,291,88,I was building the same git commit. ,healthy,35,0,healthy
292,292,139,how to run this command admin.nodeInfo.enode,healthy,44,0,healthy
293,293,43,@gianchandania why can't you use a faucet yourself?,healthy,51,0,healthy
294,294,331,"@ArEnSc the node sync is going to be a bitch, it is definitely sitting at the door of 20GBs right now",toxic,101,1,toxic
295,295,182,well you also have a corrupted DB,healthy,33,0,healthy
296,296,186,"Check out the bottom comment for the result. It's entirely possible I'm doing something really stupid and I'm soon to be embarassed, but I'm not seeing it.",healthy,155,0,healthy
297,297,257,Noone guves a crap ti fux it,toxic,28,1,toxic
298,298,234,"ps: taking advantage of your stupid idea to use gitter, you can't delete my comments!",toxic,85,1,toxic
299,299,359,yay will be fucking confusing for peeps but better screw everyone now :),toxic,72,1,toxic
300,300,71,"Actually, chaining like this is fine here, because my library returns the input slice on each call",healthy,98,0,healthy
301,301,314,"Let me guess, the IoT manufacturer used the same password for all devices, or used HTTP and not HTTPS, or didn't check HTTPS fingerprint certificates, or any number of other IoT ""WTF??""s",toxic,186,1,toxic
302,302,162,where `*ch.account != ripemd` is in there to reproduce a consensus bug from parity,healthy,82,0,healthy
303,303,375,They have a de facto monopoly and they still fucked it up. how dumb must you be?,toxic,80,1,toxic
304,304,205,"Iâ€™ve been doing this a while, so itâ€™s not network or firewall or lack of peers or something stupid ",toxic,102,1,toxic
305,305,68,"Hey, whats the difference between using serpent and solidity? Which one is better to learn first for making smart contracts?",healthy,124,0,healthy
306,306,173,how are the return values of a function read?  is is done locally in the peer? or a transaction must be executed and propagated in the blockchain?,healthy,146,0,healthy
307,307,36,You are missing a / @usafootballer ,healthy,34,0,healthy
308,308,281,"wtf, deleting and cloning out go-ethereum AGAIN and now it works",toxic,64,1,toxic
309,309,167,Once the block is visible here : https://etherchain.org/block/1019393,healthy,69,0,healthy
310,310,311,its the stupid shitty exchanges and applications that do not want to pay fees so they put you to wait for it by creating transactions with 4 gwei,toxic,145,1,toxic
311,311,292,"geth installs fine via ppa, but i'm stuck at that darn prompt",toxic,61,1,toxic
312,312,20,@rushabhmadhu2016 you can write a bash to do this,healthy,49,0,healthy
313,313,138,"Especially 2 last lines, daemon stuck for 10 minutes",healthy,52,0,healthy
314,314,18,"@karalabe so devs can kill it off, lol.",healthy,39,0,healthy
315,315,59,"@drupalnomad I know, hang on :-)",healthy,32,0,healthy
316,316,97,I'd suggest using a full node as the bootnode though,healthy,52,0,healthy
317,317,143,interesting.  would that cause the local node to die?,healthy,53,0,healthy
318,318,222,well the US can go and die,toxic,26,1,toxic
319,319,104,all my problems started a day and a half ago when I downloaded 1.5.0 off firefox on my Compaq.  Now the laptop is humming nicely.,healthy,129,0,healthy
320,320,248,"hehe, yeah, the subtext of that is ""no way in hell am i ever gonna mine a block vs 44.4 GH/s"" :D",toxic,96,1,toxic
321,321,103,wrong channel @KriukovichDen_twitter ,healthy,36,0,healthy
322,322,123,`testrpc -l 8000000` will start testrpc with that limit,healthy,55,0,healthy
323,323,12,"I tried doing ```bin/update.sh```. To my horror, it started with uninstalling all Ethreum (cpp and go) !",healthy,104,0,healthy
324,324,268,@agnewpickens they need to poo in loo,toxic,37,1,toxic
325,325,209,Just saw that you mentioned overriding the entrypoint earlier in the discussion. Sorry for being such a dick about the PR process.,toxic,130,1,toxic
326,326,57,It shows how many blocks left and etc I finish one such iteration and ETH 0.0 still zero,healthy,88,0,healthy
327,327,108,"`geth --testnet` is stuck on 0 peers... any ideas?  using ```Version: 1.3.0-dev
Git Commit: 57ab1473887b4eaeac2ec6912e3d738d4839b48a
```",healthy,136,0,healthy
328,328,378,like right here and then i need to get my other shit wiped but that's another story,toxic,83,1,toxic
329,329,286,because those noobs are too useless to release something that works,toxic,67,1,toxic
330,330,84,You are not getting what i want to achieve.,healthy,43,0,healthy
331,331,306,`caktux` (not about the retard thing hehe),toxic,42,1,toxic
332,332,206,"now stick yer hands up, pardner",toxic,31,1,toxic
333,333,172,Also since you will be in London with myself and a room full of nerds who may have more data recovery experience than II someone will be able to help hopefully.,healthy,160,0,healthy
334,334,395,"Damn, I just need 1 test-ether to try something...",toxic,50,1,toxic
335,335,5,[![blob](https://files.gitter.im/ethereum/go-ethereum/j9Qx/thumb/blob.png)](https://files.gitter.im/ethereum/go-ethereum/j9Qx/blob),healthy,131,0,healthy
336,336,280,"However, it's damn weird that web3j does not work with sockets and go-ethereum:  neither with go-ethereum 1.90 or with 1.91",toxic,123,1,toxic
337,337,23,circle is kind of crazy... allowing people to use their CC to buy BTC?,healthy,70,0,healthy
338,338,365,"(oh wait, duh, etherchain works already. :+1: )",toxic,47,1,toxic
339,339,133,"IOT annoys me as another meaningless inspecific buzzword like ""cloud"", but I know Arduino and have been playing with esp8266s, yes.",healthy,131,0,healthy
340,340,100,so you're assuming no one will every be able to track you down,healthy,62,0,healthy
341,341,308,stupid double interrupt issues. enough with that nonsense. #1359.,toxic,65,1,toxic
342,342,106,@karalabe I am using android emulator. So what path in place of ./ethereum should I specify?,healthy,92,0,healthy
343,343,325,"hey   @destinatis  you shit for brains, read this https://github.com/ethereum/mist/issues/1583",toxic,94,1,toxic
344,344,398,So is it possible to create web apps with go? or should I just suck it up and use JS even though it sucks,toxic,105,1,toxic
345,345,376,"`eth.getBlock(eth.blockNumber-1)` returns nothing, that's a bit weird",toxic,69,1,toxic
346,346,231,`caktux` man this DDoS on GitHub is annoying..,toxic,46,1,toxic
347,347,244,gonna fucking strangle @linagee Lol,toxic,35,1,toxic
348,348,219,hackathons are getting crazy https://medium.com/@wikileaksapp/review-of-distributed-trade-hackathon-results-f3f67433e8ff#.oyi1espx9,toxic,131,1,toxic
349,349,249,"nope spoke too soon same thing, damn",toxic,36,1,toxic
350,350,76,"if you are one your private net, then first start mining, you would get some ethers, then you can make the tx, you should see the Tx on your log, then start miner again to execute your tx",healthy,187,0,healthy
351,351,72,it also adds the linker flags for the git commit. you can replicate that in the formula if you want (use `build/ldflags.sh`) but I'd rather have one place to update the flags than 5.,healthy,182,0,healthy
352,352,41,please kill -QUIT and send stacktrace,healthy,37,0,healthy
353,353,156,"if some people want to continue running it, so be it",healthy,52,0,healthy
354,354,174,@Arachnid isnâ€™t `imported 2048 block(s)` only happening while using `â€”fast`?,healthy,80,0,healthy
355,355,336,wtf https://github.com/ethereum/go-ethereum/blob/develop/rpc/types.go#L119,toxic,74,1,toxic
356,356,179,its you mahcines host interface you want to listen on,healthy,53,0,healthy
357,357,322,"@karalabe That's ridiculous, as if they'd use such a labor-intensive process.",toxic,77,1,toxic
358,358,267,dammit. now iâ€™ve got that damn song in my head,toxic,48,1,toxic
359,359,131,"{blockHash: xxx, blockNumber: xxx, from: xxx, gas: xxx, gasPrice: xxx, hash: xxx, input: xxxx, .....}",healthy,101,0,healthy
360,360,107,@chevdor ...for now I m messing on a private chain,healthy,50,0,healthy
361,361,382," what the  f u c k is this  sh i t thing , my HDD is FULL ????  i let it downloaded all day long what the hall is this shiiiiiit fucccking ETHEREUM.... ???",toxic,154,1,toxic
362,362,310,"hold on, let me click a button, suck some money out of my bank through ACH, and... bet on some events, lol. :-D",toxic,111,1,toxic
363,363,393,these 2 are the bollock talkers ,toxic,31,1,toxic
364,364,16,222gwei should be mined right?,healthy,30,0,healthy
365,365,366,"what the heck, hitting the public node addresses https://eth1.augur.net etc. today is crashing the nodes",toxic,104,1,toxic
366,366,202,i ran a m3.medium and it kept freezing. g8.large fine but bloody hell $40/day,toxic,77,1,toxic
367,367,25,"I have to `geth attach` into it, and use `miner.start();`",healthy,57,0,healthy
368,368,19,i put mine down to being in australia,healthy,37,0,healthy
369,369,289,(just have to figure out who's sending this junk :))) ),toxic,55,1,toxic
370,370,6,every mined block might push it up a bit or down a bit,healthy,54,0,healthy
371,371,341,So back to being a dick? I dont want to be giving out my ip in a chatbox. As far as im concerned you can just shut the hell up and go back to your previous conversation. Your not helping.,toxic,187,1,toxic
372,372,350,@obscuren bitcoin community is so toxic,toxic,39,1,toxic
373,373,94,"I have been playing around with Mist and Geth since March, still haven't gotten the hang of it...",healthy,97,0,healthy
374,374,394,my first inbound ether! and it's from @obscuren! I can prob pick up any chick i want at an ethereum meet-up now! LOL,toxic,116,1,toxic
375,375,80,Yeah - CSS needs to die in a fire,healthy,33,0,healthy
376,376,154,@Arachnid `eth_gettransactioncount`,healthy,35,0,healthy
377,377,363,@JacksonBriggs yes it's called over-abstraction and it's a form of mental masturbation developers like to enjoy,toxic,111,1,toxic
378,378,47,@larspensjo just miner.hashrate?,healthy,32,0,healthy
379,379,383,Hes trying to help maybe. But taking every chance he can to be an asshole,toxic,73,1,toxic
380,380,115,Should miner.stop() stop the generating DAG percentage log entry or not? Is it possible to stop generating the DAG once it is started?,healthy,134,0,healthy
381,381,120,I can't even Ctrl-C to kill it at this point.,healthy,45,0,healthy
382,382,119,whe nis eth going to hit $1000,healthy,30,0,healthy
383,383,213,Please paste this crap in a gist next time,toxic,42,1,toxic
384,384,127,uhm hang on. Whereâ€™s the message that says something like `I0408 21:31:26.639914   55412 worker.go:314] commit new work on block 51827 with 0 txs & 0 uncles`,healthy,159,0,healthy
385,385,253,blood sweat and tears so you fuckers can have a cool system. ,toxic,60,1,toxic
386,386,391,damn...that'd be a nice feature to add,toxic,38,1,toxic
387,387,313,lmao that sounds like an effing scam,toxic,36,1,toxic
388,388,164,@tjade273  @Gustav-Simonsson  I am glad it makes some sense .,healthy,61,0,healthy
389,389,184,The second guy is even worse...,healthy,31,0,healthy
390,390,302,"fuck, I was pushed into there. Honestly I never touched that stuff",toxic,66,1,toxic
391,391,178,the beneficiary obviously need to validate the payment but it doesn't need to act,healthy,81,0,healthy
392,392,380,and the NSA who would be dying to hire you,toxic,42,1,toxic
393,393,116,Please also dump the output of eth.getBlock(eth.blockNumber),healthy,60,0,healthy
394,394,214,"but if it build on everything except that one build slave, then we should fix that and not screw up the code",toxic,108,1,toxic
395,395,392,"lattery the geth sync on main network is ridiculous, although i have my server in peer",toxic,86,1,toxic
396,396,110,either. @karalabe implemented garbage collection ,healthy,48,0,healthy
397,397,46,"@alexvandesande Join now pls, somebody quit.",healthy,44,0,healthy
398,398,58,@obscuren Gross! That's not decentralized! ;-),healthy,46,0,healthy
399,399,152,When it happens again please kill it with -QUIT and create an issue ,healthy,67,0,healthy
