,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,final_label,original_Unnamed: 0.6,original_Unnamed: 0.5,original_final_label,original_rephrased_statement
2846,2846,2846,2956,numpy_numpy,issue,18004.0,"The error is referring to the fact that float(1).exp() fails. NumPy does not go to much effort to handle functions on object arrays. In general object arrays will never really be fully integrated into NumPy, and maybe were a mistake in the first place, but are convenient for some container-like applications. Object dtypes are ""out of scope"" for the Array API standard (point 4).","The exception is raised because the call `float(1).exp()` attempts to apply the exponential ufunc to an object‑dtype scalar, and NumPy’s ufunc machinery deliberately does not implement full support for object arrays; such dtypes are treated as legacy containers and are explicitly excluded from the Array API standard (see clause 4).",Knowledge,Knowledge,short,0.28,0.21875,0.2456140350877193,"('Technical', 'Hedging', 'Expand')",63,63,63,63,63,numpy_numpy,issue,18004.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
9654,9654,5202,5443,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,"This is not a VSCode-specific bug—it originates from a lower-level component in the toolchain, and any fix would need to be applied upstream rather than within our extension or editor code.",Knowledge,Neutral,short,0.2580645161290322,0.3478260869565217,0.2962962962962963,"('Professional/Formal', 'Exploratory', 'List')",83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,0,83.0,83.0,0.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.
6361,6361,1909,1997,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.",Tracing in Dynamo isn't cached end-to-end yet; a full caching solution is in progress and expected to land in the next few releases.,Knowledge,Neutral,short,0.0434782608695652,0.0666666666666666,0.0526315789473684,"('Technical', 'Exploratory', 'Concise')",30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,30.0,30.0,0.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this."
49,49,49,49,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,Looks like the issue is coming from the functionalization code for the flex_attention HOP.,Knowledge,Knowledge,short,0.4285714285714285,0.5454545454545454,0.4799999999999999,"('Casual/Conversational', 'Confidence', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
7254,7254,2802,2929,tensorflow_tensorflow,issue,37492.0,"To train the LSTM-model on a GPU on my plattform (Windows 10, tf 2.1.0), the parameter batch_input_shape must be specified during the model creation in the very first layer and the parameter input_shape must be omitted.","To enable successful GPU training of LSTMs in TensorFlow 2.1.0 on Windows 10, the model’s first layer must declare batch_input_shape as a tuple (batch_size, timesteps, features) and must not include input_shape, which is incompatible with the GPU backend in this version.",Knowledge,Neutral,short,0.2195121951219512,0.25,0.2337662337662338,"('Professional/Formal', 'Confidence', 'Expand')",45,45,45,45,45,tensorflow_tensorflow,issue,37492.0,Knowledge,short,,,,,,,,0,0,0,0,45.0,45.0,0.0,"To train the LSTM-model on a GPU on my plattform (Windows 10, tf 2.1.0), the parameter batch_input_shape must be specified during the model creation in the very first layer and the parameter input_shape must be omitted."
6384,6384,1932,2020,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.","While Dynamo currently traces every invocation of a function without caching, we’re designing a persistent tracing cache that will reuse compiled graphs when input shapes and bytecode remain unchanged — expect improvements in the next few releases.",Knowledge,Neutral,short,0.027027027027027,0.0666666666666666,0.0384615384615384,"('github_native', 'Exploratory', 'Expand')",30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,30.0,30.0,0.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this."
5642,5642,1190,1239,pytorch_pytorch,issue,21819.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix",randn is slow because each invocation recompiles the graph — no caching exists yet. This is being fixed; expect a performance boost soon.,Knowledge,Neutral,short,0.1739130434782608,0.125,0.1454545454545454,"('github_native', 'Exploratory', 'Concise')",18,18,18,18,18,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,18.0,18.0,0.0,"Currently the graphs for random ops are not cached, which is leading to un-necessary recompiles slowing the randn operations. We are actively working on it and will update here with a fix"
2008,2008,2008,2089,tensorflow_tensorflow,issue,37492.0,"To train the LSTM-model on a GPU on my plattform (Windows 10, tf 2.1.0), the parameter batch_input_shape must be specified during the model creation in the very first layer and the parameter input_shape must be omitted.","On my Windows‑10 GPU with TF 2.1, just give the first LSTM layer a batch_input_shape and skip input_shape.",Knowledge,Knowledge,short,0.2777777777777778,0.1388888888888889,0.1851851851851852,"('Casual/Conversational', 'Neutral', 'Concise')",45,45,45,45,45,tensorflow_tensorflow,issue,37492.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
6367,6367,1915,2003,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.","We are in the process of enabling full caching in Dynamo’s tracing pipeline — while it’s not yet fully cached, this feature is prioritized and will land in an upcoming release.",Knowledge,Neutral,short,0.0967741935483871,0.2,0.1304347826086956,"('Technical', 'Confidence', 'Neutral')",30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,30.0,30.0,0.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this."
4064,4064,4064,4243,microsoft_vscode,,191374.0,The change to vscode-userdata scheme started happening from this change - 1157e96 - I started using this scheme for all user data to adopt atomic write.,From the 1157e96 change onward I migrated all user data to the vscode‑userdata scheme to take advantage of atomic write semantics.,Knowledge,Knowledge,short,0.3333333333333333,0.2692307692307692,0.2978723404255319,"('Casual/Conversational', 'Hedging', 'Concise')",91,91,91,91,91,microsoft_vscode,,191374.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
4559,4559,107,111,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,functionalization in flex_attention is the root cause of the observed behavior.,Knowledge,Neutral,short,0.1818181818181818,0.1818181818181818,0.1818181818181818,"('github_native', 'Neutral', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP
9328,9328,4876,5096,numpy_numpy,pull,28453.0,This PR fixes a type mismatch in the Cython declarations for the NpyIter_GetIterNext function. The function was incorrectly declared to return NpyIter_IterNextFunc* (pointer to function type) when it should return NpyIter_IterNextFunc (function type directly). This mismatch causes compilation errors when users try to build Cython code that uses this function.,"To ensure type safety in Cython bindings, this PR updates the declaration of NpyIter_GetIterNext to return NpyIter_IterNextFunc directly rather than a pointer to it. This is consistent with the underlying C implementation, where the function returns a function object usable directly as a callback — not an address. The correction prevents compilation failures in downstream Cython projects.",Knowledge,Neutral,short,0.1929824561403508,0.22,0.205607476635514,"('Professional/Formal', 'Confidence', 'List')",78,78,78,78,78,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0,78.0,78.0,0.0,This PR fixes a type mismatch in the Cython declarations for the NpyIter_GetIterNext function. The function was incorrectly declared to return NpyIter_IterNextFunc* (pointer to function type) when it should return NpyIter_IterNextFunc (function type directly). This mismatch causes compilation errors when users try to build Cython code that uses this function.
697,697,697,726,pytorch_pytorch,issue,21819.0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.","Indeed, the most straightforward fix for the hostcall‑with‑atomics malfunction is to replace the current board with one whose PCIe slots expose full atomic operation capabilities, ensuring that the kernel can perform the necessary synchronized memory accesses without error.",Knowledge,Knowledge,short,0.131578947368421,0.2777777777777778,0.1785714285714285,"('Neutral', 'Confidence', 'Expand')",15,15,15,15,15,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
1918,1918,1918,1999,tensorflow_tensorflow,issue,24496.0,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,The fix was just `config.gpu_options.allow_growth = True`.,Knowledge,Knowledge,short,0.4285714285714285,0.2307692307692307,0.3,"('Casual/Conversational', 'Neutral', 'Concise')",43,43,43,43,43,tensorflow_tensorflow,issue,24496.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
4943,4943,491,511,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.","The key innovation is ahead-of-time NCCL communicator creation: once the CUDA device ID is available, we immediately invoke ncclCommInitRank with NCCL’s non-blocking mode, bypassing the traditional pattern of delaying initialization until the first collective. This removes the first-call latency penalty while keeping the initialization cost amortized.",Knowledge,Neutral,short,0.1739130434782608,0.1951219512195122,0.1839080459770115,"('Technical', 'Hedging', 'Expand')",7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0,7.0,7.0,0.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode."
1064,1064,1064,1108,pytorch_pytorch,issue,155309.0,It is due to this line which is not PT2 compatible:,The root cause of the failure can be traced to the specific line of code that utilizes a construct unsupported by PT2; replacing it with a PT2‑compatible alternative resolves the problem.,Knowledge,Knowledge,short,0.064516129032258,0.1818181818181818,0.0952380952380952,"('Professional/Formal', 'Hedging', 'Expand')",23,23,23,23,23,pytorch_pytorch,issue,155309.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
486,486,486,513,pytorch_pytorch,Issue,153955.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.","Explicitly set dynamic_shapes/dynamic_axes. If dynamo=True, dynamic_axes works, but we recommend dynamic_shapes.",Knowledge,Knowledge,short,0.4545454545454545,0.2941176470588235,0.3571428571428571,"('Casual/Conversational', 'Neutral', 'Concise')",10,10,10,10,10,pytorch_pytorch,Issue,153955.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
81,81,81,93,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,I think the observed problem originates from how flex_attention HOP is functionalized.,Knowledge,Knowledge,short,0.25,0.2727272727272727,0.2608695652173913,"('Neutral', 'Hedging', 'Neutral')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
2207,2207,2207,2298,tensorflow_tensorflow,issue,62075.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.","TF2.14 adds a CUDA package—run pip install tensorflow[and-cuda] to get cuDNN, cuFFT, cuBLAS.",Knowledge,Knowledge,short,0.3846153846153846,0.2,0.2631578947368421,"('Casual/Conversational', 'Neutral', 'Concise')",49,49,49,49,49,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
9614,9614,5162,5401,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,This behavior is attributable to an external component; VSCode lacks the necessary control to remediate it internally.,Knowledge,Neutral,short,0.2941176470588235,0.217391304347826,0.25,"('Technical', 'Exploratory', 'Concise')",83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,0,83.0,83.0,0.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.
63,63,63,68,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,The flex_attention HOP's functionalization implementation is the source of the symptom.,Knowledge,Knowledge,short,0.3636363636363636,0.3636363636363636,0.3636363636363636,"('Neutral', 'Neutral', 'Neutral')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
325,325,325,346,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.","Because we have the device identifier at hand, we instantiate the NCCL communicator right away instead of deferring it until the first collective (the usual PyTorch approach), and we offset the upfront overhead by employing NCCL's non‑blocking mode.",Knowledge,Knowledge,short,0.3157894736842105,0.2926829268292683,0.3037974683544304,"('Neutral', 'Neutral', 'Neutral')",7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
6927,6927,2475,2590,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","TF failed because Conda installed an old cuDNN version alongside it; uninstalling Conda's CUDA/cuDNN and installing TF with pip fixed it — pip uses system CUDA, which was up-to-date and compatible.",Knowledge,Neutral,long,0.2580645161290322,0.0792079207920792,0.1212121212121212,"('github_native', 'Confidence', 'Concise')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,0,39.0,39.0,0.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK."
6523,6523,2071,2171,pytorch_pytorch,issue,132332.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.","I’ve validated that the memory trajectory under COMMIT_ADAPTIVE is functionally correct: tensors are retained until GC, and command buffers are lazily committed. The 5–6s cleanup delay on my system reflects MPS’s adaptive scheduling, not a bug. For production, either use COMMIT_AND_WAIT, manually invoke gc.collect(), or ensure outputs are bound to variables with controlled lifetime.",Knowledge,Neutral,long,0.2592592592592592,0.0299145299145299,0.053639846743295,"('Technical', 'Neutral', 'Concise')",32,32,32,32,32,pytorch_pytorch,issue,132332.0,Knowledge,long,,,,,,,,0,0,0,0,32.0,32.0,0.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment."
5957,5957,1505,1562,pytorch_pytorch,issue,155309.0,It is due to this line which is not PT2 compatible:,This line is incompatible with PyTorch 2.0's compilation semantics; it should be rewritten using torch.compile()-friendly constructs like torch.nn.functional primitives or static control flow.,Knowledge,Neutral,short,0.0869565217391304,0.1818181818181818,0.1176470588235294,"('Professional/Formal', 'Hedging', 'Expand')",23,23,23,23,23,pytorch_pytorch,issue,155309.0,Knowledge,short,,,,,,,,0,0,0,0,23.0,23.0,0.0,It is due to this line which is not PT2 compatible:
9661,9661,5209,5450,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,"This isn't a VSCode-specific problem — it's rooted in an upstream dependency, so fixing it would require changes there, not in our codebase.",Knowledge,Neutral,short,0.217391304347826,0.217391304347826,0.217391304347826,"('Casual/Conversational', 'Exploratory', 'List')",83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,0,83.0,83.0,0.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.
381,381,381,402,pytorch_pytorch,issue,153960.0,"Let me give you some background on this issue from the NCCL team's perspective:
 Until recently, ncclCommGetAsyncError was, as @ptrblck said, a pure read-op. It was never guaranteed to be, but it's just what it happened to be implementation-wise.
 This changed in NCCL 2.26, to fix a race condition in the cleanup of asynchronous operations issued by nonblocking communicators -- it's what @lw referred to in his earlier comment. So now ncclCommGetAsyncError, in addition to getting the error status, sometimes also performs a little bit of cleanup.","From the NCCL team's viewpoint, the function ncclCommGetAsyncError was historically implemented as a pure read operation, a fact noted by @ptrblck; it was never formally guaranteed but behaved that way in practice.",Knowledge,Knowledge,short,0.375,0.1379310344827586,0.2016806722689075,"('Professional/Formal', 'Hedging', 'Expand')",8,8,8,8,8,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
7886,7886,3434,3607,tensorflow_tensorflow,issue,37492.0,"Hey all,

so I could just verify that all of the problems in this issue are connected with the Windows-version of tensorflow. I installed a fresh Ubuntu Bionic and followed the instructions [0] to set it up with CUDA on my homeoffice-workstation with a GTX 1060 6GB and none of the described problems was ever encountered again. :/

So please save yourself the trouble and just use Linux to train your LSTMs on the GPU. Even the validation_split-parameter works there without any problem and I had not to set up any batch_input_shape with divisible sets for training, validation, etc. Now it is just so easy.","For anyone hitting TensorFlow GPU issues on Windows: I’ve reproduced this across multiple setups. The fix? Switch to Linux. On Ubuntu, I had zero problems with LSTM training, validation splits, or tensor shape alignment — everything just worked as documented. This isn't a configuration issue; it's a platform limitation.",Knowledge,Neutral,long,0.1428571428571428,0.0666666666666666,0.0909090909090909,"('Casual/Conversational', 'Neutral', 'List')",55,55,55,55,55,tensorflow_tensorflow,issue,37492.0,Knowledge,long,,,,,,,,0,0,0,0,55.0,55.0,0.0,"Hey all,

so I could just verify that all of the problems in this issue are connected with the Windows-version of tensorflow. I installed a fresh Ubuntu Bionic and followed the instructions [0] to set it up with CUDA on my homeoffice-workstation with a GTX 1060 6GB and none of the described problems was ever encountered again. :/

So please save yourself the trouble and just use Linux to train your LSTMs on the GPU. Even the validation_split-parameter works there without any problem and I had not to set up any batch_input_shape with divisible sets for training, validation, etc. Now it is just so easy."
7486,7486,3034,3174,tensorflow_tensorflow,issue,62075.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that.","TensorFlow 2.14 introduced a monolithic CUDA dependency package: `pip install tensorflow[and-cuda]` now installs the full NVIDIA stack (cuDNN, cuBLAS, cuFFT) without requiring separate CUDA Toolkit installation.",Knowledge,Neutral,short,0.1153846153846153,0.12,0.1176470588235294,"('Technical', 'Hedging', 'Concise')",49,49,49,49,49,tensorflow_tensorflow,issue,62075.0,Knowledge,short,,,,,,,,0,0,0,0,49.0,49.0,0.0,"Starting from TF2.14 tensorflow provides CUDA package which can install all the cuDNN,cuFFT and cubLas libraries.

You can use pip install tensorflow[and-cuda] command for that."
3601,3601,3601,3771,numpy_numpy,pull,28453.0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.","What is probably occurring is that the Cython compiler emits an error, but pytest’s automatic stdout capture hides this output, resulting in Meson reporting a failure without revealing the underlying Cython issue.",Knowledge,Knowledge,short,0.15625,0.1515151515151515,0.1538461538461538,"('Professional/Formal', 'Confidence', 'Expand')",81,81,81,81,81,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
459,459,459,484,pytorch_pytorch,Issue,153955.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.","You must explicitly set either dynamic_shapes or dynamic_axes. With dynamo=True, dynamic_axes is still supported, but we advise using dynamic_shapes.",Knowledge,Knowledge,short,0.2631578947368421,0.2941176470588235,0.2777777777777777,"('Neutral', 'Neutral', 'Neutral')",10,10,10,10,10,pytorch_pytorch,Issue,153955.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
1811,1811,1811,1890,tensorflow_tensorflow,issue,24828.0,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,"Fix: cuDNN 7.4.2.24 on Ubuntu 16.04, CUDA 9.0, TF 1.12.",Knowledge,Knowledge,short,0.4,0.1739130434782608,0.2424242424242424,"('Casual/Conversational', 'Confidence', 'Concise')",40,40,40,40,40,tensorflow_tensorflow,issue,24828.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
9322,9322,4870,5089,numpy_numpy,pull,28453.0,This PR fixes a type mismatch in the Cython declarations for the NpyIter_GetIterNext function. The function was incorrectly declared to return NpyIter_IterNextFunc* (pointer to function type) when it should return NpyIter_IterNextFunc (function type directly). This mismatch causes compilation errors when users try to build Cython code that uses this function.,"To resolve build failures in Cython extensions, this PR modifies the type declaration of NpyIter_GetIterNext from a function pointer (NpyIter_IterNextFunc*) to the actual function type (NpyIter_IterNextFunc). This change is necessary because the function’s C signature does not return a pointer but rather a callable function object, as defined in NumPy’s public API.",Knowledge,Neutral,short,0.173076923076923,0.18,0.1764705882352941,"('Professional/Formal', 'Confidence', 'Neutral')",78,78,78,78,78,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0,78.0,78.0,0.0,This PR fixes a type mismatch in the Cython declarations for the NpyIter_GetIterNext function. The function was incorrectly declared to return NpyIter_IterNextFunc* (pointer to function type) when it should return NpyIter_IterNextFunc (function type directly). This mismatch causes compilation errors when users try to build Cython code that uses this function.
1040,1040,1040,1084,pytorch_pytorch,issue,155309.0,It is due to this line which is not PT2 compatible:,"The issue stems from the specific line of code shown below, which is not compatible with the PT2 backend. In particular, PT2 does not implement the operation used on that line, so when the script is compiled with `torch.compile(..., backend=""pt2"")` it raises an error. Replacing or removing that line resolves the incompatibility.",Knowledge,Knowledge,short,0.0961538461538461,0.4545454545454545,0.1587301587301587,"('Neutral', 'Exploratory', 'Expand')",23,23,23,23,23,pytorch_pytorch,issue,155309.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
449,449,449,474,pytorch_pytorch,Issue,153955.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.","In order to correctly process tensors whose dimensions vary at runtime, you must explicitly provide a definition for either dynamic_shapes or dynamic_axes.  When the configuration option dynamo is set to true, the library exposes dynamic_axes as a compatible API, however the preferred and more robust choice is to employ dynamic_shapes.",Knowledge,Knowledge,short,0.12,0.3529411764705882,0.1791044776119403,"('Professional/Formal', 'Confidence', 'Expand')",10,10,10,10,10,pytorch_pytorch,Issue,153955.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
5222,5222,770,801,pytorch_pytorch,issue,21819.0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.","I'm confident this memory access error isn't due to out-of-bounds indexing or incorrect loss function usage; those are common culprits, but I've ruled them out. Plus, we're only using ~2GB of the 12GB available — definitely not a memory exhaustion problem.",Knowledge,Neutral,short,0.1463414634146341,0.1,0.1188118811881188,"('Casual/Conversational', 'Neutral', 'List')",12,12,12,12,12,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,12.0,12.0,0.0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory."
6684,6684,2232,2346,tensorflow_tensorflow,issue,84102.0,"Confirmed that Windows support only exists for Intel CPUs. On https://pypi.org/project/tensorflow/#files there is no Windows + ARM wheel.

On https://pypi.org/project/tensorflow-intel/#files (which has the Windows CPU files), there is no ARM wheel.",Windows support for TensorFlow is limited to Intel architectures. Check the PyPI file listings: tensorflow and tensorflow-intel both lack any .whl files for ARM64.,Knowledge,Neutral,short,0.2083333333333333,0.1612903225806451,0.1818181818181818,"('github_native', 'Exploratory', 'Concise')",35,35,35,35,35,tensorflow_tensorflow,issue,84102.0,Knowledge,short,,,,,,,,0,0,0,0,35.0,35.0,0.0,"Confirmed that Windows support only exists for Intel CPUs. On https://pypi.org/project/tensorflow/#files there is no Windows + ARM wheel.

On https://pypi.org/project/tensorflow-intel/#files (which has the Windows CPU files), there is no ARM wheel."
