,Repo,GitHub_Type,Nr,original_statement,statement,Non_knowledge_Type_Roberts,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_old,roberts_label,label
228,tensorflow_tensorflow,issue,82736,"I have a simple program that builds graphs through the c_api and executes sessions. It works perfectly as long as it is run only on CPU. If GPU is involved then at random places the program generates a Div0 error. The very same program run twice within one minute on the same hardware, etc. behave differently.
The error is somewhere deep in TF/Cuda because in the error dump I see 15 program jumps outside my code (what I can still debug).
I tried it on the different partition of a HPC, but both behave the same way. Card is Quadro RTX 6000, driver 565.57.01 Cuda 12.7 as seen in nvidia-smi, but 12.3 is available as libraries.
I tried with many different settings, etc., but cannot identify any rootcause. I am not even sure if the bug is in the TF binary or in one of the Cuda libraries (or elsewhere).","A simple TensorFlow program using the C API and sessions works reliably on CPU but triggers random Div0 errors on GPU. The same code produces inconsistent results across runs on the same hardware, with stack traces showing the error arises deep within TF/CUDA internals. Despite testing on multiple HPC partitions, checking CUDA versions (12.3 vs 12.7), and adjusting settings, I can't determine if this is a TensorFlow bug, a CUDA library problem, or a configuration mismatch in my environment.",Known Unknown,tensorflow_tensorflow,issue,82736,Unknown,2,1
229,tensorflow_tensorflow,issue,24828,"I tried installting tensorflow 1.12 using both pip install and building from source.However when I am trying to run faster rcnn model i get following error message:
Failed to get convolution algorithm. This is probably because cuDNN failed to initialize, so try looking to see if a warning log message was printed above.

I only get this with tf 1.12 and python 3.6 ,it works fine with python 3.6","I encountered an error while using TensorFlow 1.12 with Python 3.6 for a Faster R-CNN model: 'Failed to get convolution algorithm. This is probably because cuDNN failed to initialize...'. I tried both pip installation and building from source, but the issue persists. Interestingly, the same setup works fine with Python 3.6 alone. I'm unsure whether this is a TensorFlow 1.12-specific bug or a cuDNN compatibility problem with Python 3.6.",Known Unknown,tensorflow_tensorflow,issue,24828,Unknown,2,1
230,tensorflow_tensorflow,issue,24828,"I tried installting tensorflow 1.12 using both pip install and building from source.However when I am trying to run faster rcnn model i get following error message:
Failed to get convolution algorithm. This is probably because cuDNN failed to initialize, so try looking to see if a warning log message was printed above.

I only get this with tf 1.12 and python 3.6 ,it works fine with python 3.6","When running Faster R-CNN on TensorFlow 1.12 and Python 3.6, I received an error about cuDNN initialization failure during convolution operations. The error disappears when using Python 3.6 without TensorFlow 1.12, but appears consistently with this specific version combination. I've tried both pip installs and source builds, yet the issue remains. Could this be a dependency conflict or an outdated cuDNN implementation in TensorFlow 1.12?",Known Unknown,tensorflow_tensorflow,issue,24828,Unknown,2,1
231,tensorflow_tensorflow,issue,24828,"I tried installting tensorflow 1.12 using both pip install and building from source.However when I am trying to run faster rcnn model i get following error message:
Failed to get convolution algorithm. This is probably because cuDNN failed to initialize, so try looking to see if a warning log message was printed above.

I only get this with tf 1.12 and python 3.6 ,it works fine with python 3.6","I'm getting a 'Failed to get convolution algorithm' error with TensorFlow 1.12 and Python 3.6 when executing Faster R-CNN models. The error references cuDNN initialization issues, but I only see this behavior with this exact version pair. While the code runs without problems on Python 3.6 alone, the combination with TensorFlow 1.12 causes failures. I've tested both pip installation and manual builds, but the issue is reproducible in both cases. Is there a known compatibility problem between these versions?",Known Unknown,tensorflow_tensorflow,issue,24828,Unknown,2,1
232,tensorflow_tensorflow,issue,24828,"I tried installting tensorflow 1.12 using both pip install and building from source.However when I am trying to run faster rcnn model i get following error message:
Failed to get convolution algorithm. This is probably because cuDNN failed to initialize, so try looking to see if a warning log message was printed above.

I only get this with tf 1.12 and python 3.6 ,it works fine with python 3.6","After installing TensorFlow 1.12 via pip and building from source, I consistently face cuDNN-related errors when running Faster R-CNN models on Python 3.6. The error message states 'Failed to get convolution algorithm', but the same code works fine with Python 3.6 alone. I'm confused why this combination would cause initialization failures - could this be a TensorFlow 1.12 bug or an environmental configuration issue?",Known Unknown,tensorflow_tensorflow,issue,24828,Unknown,2,1
233,tensorflow_tensorflow,issue,24828,"I tried installting tensorflow 1.12 using both pip install and building from source.However when I am trying to run faster rcnn model i get following error message:
Failed to get convolution algorithm. This is probably because cuDNN failed to initialize, so try looking to see if a warning log message was printed above.

I only get this with tf 1.12 and python 3.6 ,it works fine with python 3.6","I'm troubleshooting a TensorFlow 1.12 issue with Faster R-CNN models where I receive a cuDNN initialization error during convolution operations. The problem occurs exclusively with Python 3.6, even though the same setup works with Python 3.6 alone. I've tried both installation methods (pip and source) without success. I'm wondering if this is related to how TensorFlow 1.12 handles GPU resources with specific Python versions.",Known Unknown,tensorflow_tensorflow,issue,24828,Unknown,2,1
234,tensorflow_tensorflow,issue,24828,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","The issue stemmed from a cuDNN version mismatch. I initially downgraded to 1.8 to resolve the error, but realized newer versions are superior. The root cause was conda installing TensorFlow along with outdated CUDA/cuDNN packages, overriding system paths. After removing conda's CUDA/cuDNN and reinstalling TensorFlow via pip, the problem disappeared.",Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
235,tensorflow_tensorflow,issue,24828,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","This was caused by conda's automatic installation of CUDA/cuDNN when installing TensorFlow, resulting in version conflicts. Even though downgrading to cuDNN 1.8 'fixed' the issue, it wasn't optimal. Switching to pip for TensorFlow installation allowed the system's newer cuDNN to be used, resolving the compatibility problem.",Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
236,tensorflow_tensorflow,issue,24828,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","The error originated from conda overriding system CUDA/cuDNN versions during TensorFlow installation. While downgrading to cuDNN 1.8 temporarily resolved the issue, it wasn't a proper solution. Uninstalling conda-managed CUDA/cuDNN and using pip to install TensorFlow restored compatibility with the system's updated libraries.",Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
237,tensorflow_tensorflow,issue,24828,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","My cuDNN compatibility problem was due to conda installing outdated versions alongside TensorFlow. Downgrading to 1.8 worked but was suboptimal. The fix required removing conda's CUDA/cuDNN and switching to pip for TensorFlow, which correctly detected the system's newer cuDNN installation.",Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
238,tensorflow_tensorflow,issue,24828,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","This issue was caused by conda's default behavior of installing older CUDA/cuDNN when installing TensorFlow. Although downgrading to cuDNN 1.8 resolved the immediate error, it ignored better newer versions. After uninstalling conda's packages and using pip, the system's updated cuDNN was properly utilized.",Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
239,tensorflow_tensorflow,issue,24828,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","The root cause was conda installing deprecated CUDA/cuDNN versions when installing TensorFlow, overriding system paths. While downgrading to cuDNN 1.8 'worked,' it wasn't ideal. The solution involved removing conda-managed packages and reinstalling TensorFlow via pip to leverage the system's updated libraries.",Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
240,tensorflow_tensorflow,issue,24828,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","This problem resulted from conda's automatic installation of outdated CUDA/cuDNN during TensorFlow setup. Downgrading to cuDNN 1.8 was a temporary fix, but switching to pip installation allowed the system's newer versions to be used, resolving the version incompatibility.",Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
241,tensorflow_tensorflow,issue,24828,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,I encountered the same issue with CUDA 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 running TensorFlow 1.12. Updating cuDNN to version 7.4.2.24 resolved the problem entirely!,Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
242,tensorflow_tensorflow,issue,24828,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,"When using TensorFlow 1.12 on Ubuntu 16.04 with CUDA 9.0 and cuDNN 7.0.5.15-1, I faced the same problem. Upgrading to cuDNN 7.4.2.24 fixed it for me!",Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
243,tensorflow_tensorflow,issue,24828,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,"The problem occurred with CUDA 9.0, cuDNN 7.0.5.15-1, Ubuntu 16.04, and TensorFlow 1.12. After switching to cuDNN 7.4.2.24, everything worked smoothly!",Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
244,tensorflow_tensorflow,issue,24828,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,I had the same issue using TensorFlow 1.12 on Ubuntu 16.04 with CUDA 9.0 and cuDNN 7.0.5.15-1. Updating cuDNN to 7.4.2.24 solved the problem!,Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
245,tensorflow_tensorflow,issue,24828,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,"On Ubuntu 16.04 with TensorFlow 1.12, CUDA 9.0 and cuDNN 7.0.5.15-1 caused errors. Installing cuDNN 7.4.2.24 resolved this for me!",Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
246,tensorflow_tensorflow,issue,24828,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,"My setup with CUDA 9.0, cuDNN 7.0.5.15-1, Ubuntu 16.04, and TensorFlow 1.12 had the same problem. Upgrading to cuDNN 7.4.2.24 fixed it!",Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
247,tensorflow_tensorflow,issue,24828,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,TensorFlow 1.12 on Ubuntu 16.04 with CUDA 9.0 and cuDNN 7.0.5.15-1 produced errors. Updating cuDNN to 7.4.2.24 eliminated the issue!,Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
248,tensorflow_tensorflow,issue,24828,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,The same problem occurred with CUDA 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 using TensorFlow 1.12. Switching to cuDNN 7.4.2.24 resolved it!,Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
249,tensorflow_tensorflow,issue,24828,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,"I faced this issue with CUDA 9.0, cuDNN 7.0.5.15-1, Ubuntu 16.04, and TensorFlow 1.12. Upgrading to cuDNN 7.4.2.24 fixed everything!",Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
250,tensorflow_tensorflow,issue,24828,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,Using TensorFlow 1.12 on Ubuntu 16.04 with CUDA 9.0 and cuDNN 7.0.5.15-1 caused problems. Updating to cuDNN 7.4.2.24 solved them!,Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
251,tensorflow_tensorflow,issue,24828,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)","I successfully ran my convolutional neural network using TensorFlow's tf-nightly-gpu-2.0-preview in an IPython notebook. To configure GPU memory, I added the following code to my notebook: `from tensorflow.compat.v1 import ConfigProto, InteractiveSession; config = ConfigProto(); config.gpu_options.allow_growth = True; session = InteractiveSession(config=config)`. This setup resolved memory allocation issues during training.",Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
252,tensorflow_tensorflow,issue,24828,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)",My CNN executed properly with the TensorFlow nightly build (tf-nightly-gpu-2.0-preview) in a Jupyter notebook. I implemented GPU memory configuration by including this code: `ConfigProto()` and `InteractiveSession()` with `allow_growth = True`. This adjustment was necessary to prevent out-of-memory errors during model execution.,Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
253,tensorflow_tensorflow,issue,24828,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)",I managed to get my CNN working in an IPython notebook using TensorFlow's GPU-enabled nightly version. The key was adding GPU configuration code: `config = ConfigProto(); config.gpu_options.allow_growth = True; InteractiveSession(config=config)`. This allowed dynamic memory allocation and prevented the notebook from crashing under high GPU usage.,Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
254,tensorflow_tensorflow,issue,24828,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)","After switching to TensorFlow tf-nightly-gpu-2.0-preview, my CNN ran successfully in the notebook environment. I included this setup code to manage GPU memory: `from tensorflow.compat.v1 import ConfigProto, InteractiveSession; session = InteractiveSession(config=ConfigProto(gpu_options=GPUOptions(allow_growth=True)))`. This configuration was critical for handling large batch sizes without errors.",Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
255,tensorflow_tensorflow,issue,24828,"OK, I was able to execute my CNN. I'm using tensorflow tf-nightly-gpu-2.0-preview, and running on a ipython notebook. I had to add this to my notebook:

from tensorflow.compat.v1 import ConfigProto
from tensorflow.compat.v1 import InteractiveSession

config = ConfigProto()
config.gpu_options.allow_growth = True
session = InteractiveSession(config=config)",I configured my IPython notebook to use TensorFlow's nightly GPU version and executed my CNN. The GPU memory settings required this code: `ConfigProto()` with `allow_growth = True` and `InteractiveSession()`. This approach avoided memory fragmentation and ensured stable training performance.,Knowledge,tensorflow_tensorflow,issue,24828,Knowledge,0,0
256,tensorflow_tensorflow,issue,24496,"I'm running the CNN model on MNIST. When I'm running with the GPU, I am encountering
2018-12-20 20:09:13.644176: E tensorflow/stream_executor/cuda/cuda_dnn.cc:334] Could not create cudnn handle: CUDNN_STATUS_INTERNAL_ERROR

I did some digging and realized that it is a memory issue (which shouldn't be the case as I have 32GB of RAM and 64GB of swap. I ran htop when running the model and I have 20+GB free, which is more than enough to fit the 8GB vRAM mappings.

Using the gpu_options.allow_growth = True gets the model to work properly, and setting os.environ['CUDA_VISIBLE_DEVICES'] = '-1' also works. This means that I AM facing a memory issue, but I don't see how.","I'm encountering a CUDNN_STATUS_INTERNAL_ERROR when training a CNN on MNIST with GPU acceleration, even though my system has 32GB RAM and 64GB swap with 20+GB free. The error disappears when I set `gpu_options.allow_growth = True` or force CPU execution via `CUDA_VISIBLE_DEVICES=-1`, but I'm unclear why this would be a memory issue when physical resources are available. The VRAM mappings should fit within the 8GB limit, so I'm struggling to understand this discrepancy.",Known Unknown,tensorflow_tensorflow,issue,24496,Unknown,2,1
257,tensorflow_tensorflow,issue,24496,"I'm running the CNN model on MNIST. When I'm running with the GPU, I am encountering
2018-12-20 20:09:13.644176: E tensorflow/stream_executor/cuda/cuda_dnn.cc:334] Could not create cudnn handle: CUDNN_STATUS_INTERNAL_ERROR

I did some digging and realized that it is a memory issue (which shouldn't be the case as I have 32GB of RAM and 64GB of swap. I ran htop when running the model and I have 20+GB free, which is more than enough to fit the 8GB vRAM mappings.

Using the gpu_options.allow_growth = True gets the model to work properly, and setting os.environ['CUDA_VISIBLE_DEVICES'] = '-1' also works. This means that I AM facing a memory issue, but I don't see how.","Running a CNN model on MNIST with GPU support triggers a `Could not create cudnn handle` error in TensorFlow, despite having 20+GB free memory on a 32GB RAM/64GB swap system. While enabling `allow_growth` or switching to CPU resolves the issue, I'm confused about how this could be memory-related when there's ample capacity. The error persists even with sufficient VRAM headroom, suggesting a deeper configuration problem.",Known Unknown,tensorflow_tensorflow,issue,24496,Unknown,2,1
258,tensorflow_tensorflow,issue,24496,"I'm running the CNN model on MNIST. When I'm running with the GPU, I am encountering
2018-12-20 20:09:13.644176: E tensorflow/stream_executor/cuda/cuda_dnn.cc:334] Could not create cudnn handle: CUDNN_STATUS_INTERNAL_ERROR

I did some digging and realized that it is a memory issue (which shouldn't be the case as I have 32GB of RAM and 64GB of swap. I ran htop when running the model and I have 20+GB free, which is more than enough to fit the 8GB vRAM mappings.

Using the gpu_options.allow_growth = True gets the model to work properly, and setting os.environ['CUDA_VISIBLE_DEVICES'] = '-1' also works. This means that I AM facing a memory issue, but I don't see how.","I'm getting a CUDNN internal error when using GPU for my MNIST CNN training, but my system has 32GB RAM and 64GB swap with 20+GB free. Workarounds like `allow_growth` or CPU-only execution work, but I'm unsure why this would be a memory problem when there's clearly enough space. The VRAM mappings (8GB) should fit, so this behavior doesn't align with the available resources.",Known Unknown,tensorflow_tensorflow,issue,24496,Unknown,2,1
259,tensorflow_tensorflow,issue,24496,"I'm running the CNN model on MNIST. When I'm running with the GPU, I am encountering
2018-12-20 20:09:13.644176: E tensorflow/stream_executor/cuda/cuda_dnn.cc:334] Could not create cudnn handle: CUDNN_STATUS_INTERNAL_ERROR

I did some digging and realized that it is a memory issue (which shouldn't be the case as I have 32GB of RAM and 64GB of swap. I ran htop when running the model and I have 20+GB free, which is more than enough to fit the 8GB vRAM mappings.

Using the gpu_options.allow_growth = True gets the model to work properly, and setting os.environ['CUDA_VISIBLE_DEVICES'] = '-1' also works. This means that I AM facing a memory issue, but I don't see how.","My TensorFlow CNN on MNIST crashes with a CUDNN_STATUS_INTERNAL_ERROR during GPU execution, even though htop shows 20+GB free memory on a 32GB/64GB system. While `allow_growth` and CPU mode bypass the issue, I'm puzzled about how this could be memory-related when both RAM and swap are sufficient. The VRAM usage (8GB) should be manageable, but the error suggests a different underlying cause.",Known Unknown,tensorflow_tensorflow,issue,24496,Unknown,2,1
260,tensorflow_tensorflow,issue,24496,"I'm running the CNN model on MNIST. When I'm running with the GPU, I am encountering
2018-12-20 20:09:13.644176: E tensorflow/stream_executor/cuda/cuda_dnn.cc:334] Could not create cudnn handle: CUDNN_STATUS_INTERNAL_ERROR

I did some digging and realized that it is a memory issue (which shouldn't be the case as I have 32GB of RAM and 64GB of swap. I ran htop when running the model and I have 20+GB free, which is more than enough to fit the 8GB vRAM mappings.

Using the gpu_options.allow_growth = True gets the model to work properly, and setting os.environ['CUDA_VISIBLE_DEVICES'] = '-1' also works. This means that I AM facing a memory issue, but I don't see how.","I'm facing a CUDNN error (`CUDNN_STATUS_INTERNAL_ERROR`) when running my MNIST CNN on GPU, but system monitoring shows 20+GB free memory. Setting `allow_growth = True` or disabling GPU via `CUDA_VISIBLE_DEVICES=-1` resolves the issue, yet I'm unsure why this would be a memory problem when there's clearly enough RAM/swap. The VRAM allocation (8GB) should fit, making this behavior unexpected.",Known Unknown,tensorflow_tensorflow,issue,24496,Unknown,2,1
261,tensorflow_tensorflow,issue,24496,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,"I resolved my GPU memory allocation issue by enabling the `allow_growth` configuration option. The key fix was setting `config.gpu_options.allow_growth = True`, which allowed dynamic memory allocation instead of reserving all GPU memory upfront. This change eliminated the out-of-memory errors during model execution.",Knowledge,tensorflow_tensorflow,issue,24496,Knowledge,0,0
262,tensorflow_tensorflow,issue,24496,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,"The solution to my GPU-related crash turned out to be configuring memory growth permissions. By setting `config.gpu_options.allow_growth = True` in the TensorFlow configuration, the system could allocate memory incrementally. This adjustment prevented the initial full-GPU reservation that was causing conflicts.",Knowledge,tensorflow_tensorflow,issue,24496,Knowledge,0,0
263,tensorflow_tensorflow,issue,24496,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,"I finally solved my problem with excessive GPU memory allocation by modifying the configuration. The fix involved enabling `allow_growth` with `config.gpu_options.allow_growth = True`, which changed the memory allocation strategy. This allowed the the application to use memory as needed instead of reserving all at once.",Knowledge,tensorflow_tensorflow,issue,24496,Knowledge,0,0
264,tensorflow_tensorflow,issue,24496,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,"My GPU memory contention issue was resolved by adjusting the configuration settings. The critical change was setting `config.gpu_options.allow_growth = True`, which enabled dynamic memory allocation. This fixed the conflicts during model training by preventing preemptive full-GPU reservation.",Knowledge,tensorflow_tensorflow,issue,24496,Knowledge,0,0
265,tensorflow_tensorflow,issue,24496,I was finally able to fix my problem was setting config.gpu_options.allow_growth = True.,"After troubleshooting, I discovered that setting `config.gpu_options.allow_growth = True` in the configuration resolved my GPU memory problem. This change allowed the the application to grow memory usage as needed, avoiding the initial allocation of all available GPU memory. It successfully addressed the out-of-memory exceptions I was encountering.",Knowledge,tensorflow_tensorflow,issue,24496,Knowledge,0,0
266,tensorflow_tensorflow,issue,37942,"my jupyter notebook that is training some LSTMs on the GPU crashes after some time with the following traceback:

InternalError:  [_Derived_]  Failed to call ThenRnnBackward with model config: [rnn_mode, rnn_input_mode, rnn_direction_mode]: 2, 0, 0 , [num_layers, input_size, num_units, dir_count, max_seq_length, batch_size, cell_num_units]: [1, 100, 100, 1, 249, 32, 100] 
         [[{{node gradients/CudnnRNN_grad/CudnnRNNBackprop}}]]
         [[StatefulPartitionedCall_1]] [Op:__inference_distributed_function_7604]

Function call stack:
distributed_function -> distributed_function -> distributed_function

This crash happens after a random amount of epochs (sometimes 6, sometimes 130+ sometimes 300+). It also crashes on different Windows machines with different GPUs. In the stacktrace I can find the following line:
130         # TODO(kaftan): File bug about tf function and errors.OutOfRangeError?

I wonder if this is connected to this issue?",I'm experiencing random crashes during LSTM training in Jupyter Notebook on GPU with the error: 'InternalError: Failed to call ThenRnnBackward'... The crash occurs after inconsistent numbers of epochs (6-300+) and affects different Windows machines with various GPUs. I noticed a TODO comment in the stack trace about filing a bug for 'tf function and errors'. Could this error be related to the mentioned TODO?,Known Unknown,tensorflow_tensorflow,issue,37942,Unknown,2,1
267,tensorflow_tensorflow,issue,37942,"my jupyter notebook that is training some LSTMs on the GPU crashes after some time with the following traceback:

InternalError:  [_Derived_]  Failed to call ThenRnnBackward with model config: [rnn_mode, rnn_input_mode, rnn_direction_mode]: 2, 0, 0 , [num_layers, input_size, num_units, dir_count, max_seq_length, batch_size, cell_num_units]: [1, 100, 100, 1, 249, 32, 100] 
         [[{{node gradients/CudnnRNN_grad/CudnnRNNBackprop}}]]
         [[StatefulPartitionedCall_1]] [Op:__inference_distributed_function_7604]

Function call stack:
distributed_function -> distributed_function -> distributed_function

This crash happens after a random amount of epochs (sometimes 6, sometimes 130+ sometimes 300+). It also crashes on different Windows machines with different GPUs. In the stacktrace I can find the following line:
130         # TODO(kaftan): File bug about tf function and errors.OutOfRangeError?

I wonder if this is connected to this issue?","My LSTM training in Jupyter Notebook crashes intermittently on GPU with a CudnnRNNBackprop error. The error message shows parameters like [1, 100, 100, 1, 249, 32, 100] and occurs after random epochs. The issue persists across different Windows systems with varying GPUs. The stack trace includes a TODO about filing a bug for 'tf function and errors' - is this potentially connected?",Known Unknown,tensorflow_tensorflow,issue,37942,Unknown,2,1
268,tensorflow_tensorflow,issue,37942,"my jupyter notebook that is training some LSTMs on the GPU crashes after some time with the following traceback:

InternalError:  [_Derived_]  Failed to call ThenRnnBackward with model config: [rnn_mode, rnn_input_mode, rnn_direction_mode]: 2, 0, 0 , [num_layers, input_size, num_units, dir_count, max_seq_length, batch_size, cell_num_units]: [1, 100, 100, 1, 249, 32, 100] 
         [[{{node gradients/CudnnRNN_grad/CudnnRNNBackprop}}]]
         [[StatefulPartitionedCall_1]] [Op:__inference_distributed_function_7604]

Function call stack:
distributed_function -> distributed_function -> distributed_function

This crash happens after a random amount of epochs (sometimes 6, sometimes 130+ sometimes 300+). It also crashes on different Windows machines with different GPUs. In the stacktrace I can find the following line:
130         # TODO(kaftan): File bug about tf function and errors.OutOfRangeError?

I wonder if this is connected to this issue?","During LSTM training in Jupyter Notebook using GPU, I get a CudnnRNNBackprop InternalError with specific model configurations. The crash happens unpredictably after 6-300+ epochs and occurs on multiple Windows machines with different GPUs. The error log contains a TODO comment suggesting a potential TensorFlow bug. Could this be the same issue mentioned in the TODO?",Known Unknown,tensorflow_tensorflow,issue,37942,Unknown,2,1
