,Unnamed: 0.1,Unnamed: 0,_id,perspective_score,owner,repo,title,length,num_one_letter_word,num_non_alpha_in_middle,senti4sd_neutral_percentage,total_url,statement,num_modal_word,total_reference,num_punct,senti4sd_negative_percentage,senti4sd_positive_percentage,num_capital,num_QEMark,toxicity,len_text,label,is_toxic
31,31,110,platform/ngrx/1254,0.99005395,ngrx,platform,Your software is a trap,153,1,1,0.0,0,Your software is an undocumented trap to extort money by selling courses and books. You're pieces of shit that need to die in a fire. Go fuck yourselves ,0,0,3,1.0,0.0,3,0,y,152,toxic,1
32,32,4,jeancflanagan/opattison/15,0.0695432729999999,opattison,jeancflanagan,Design Twitter contact/call-out for end of posts,628,10,5,0.8,1,"Make sure it's reusable elsewhere in case it is appropriate for pages that aren't strictly articles. @friend why don't you take a shot at writing the HTML in a separate file in the _includes folder (call it ""twitter-comment.html"" or something) in a separate branch? I can help you style it.  try buttons that are dark gray with white icons (twitter and rss)  maybe include a ""copy permalink for article to clipboard"" button as well? only on small screen sizes?  Marking as ""not required for launch"" tentatively. I do want to come back to this one very soon, though.  I think this is the most straightforward way to go with this ",1,0,25,0.2,0.0,9,3,n,627,healthy,0
33,33,70,mapbox-gl-js/mapbox/7158,0.83339524,mapbox,mapbox-gl-js,Is there a existing plugin for clusters  I can use to ignore fucking styles and whole screen of circles,140,2,0,0.5,0,Is there a existing plugin for clusters  I can use to ignore fucking styles and whole screen of circles? Leaflet Markercluster is useless!  ,1,0,2,0.25,0.25,4,2,y,138,toxic,1
34,34,109,cordova-plugin-purchase/j3k0/744,0.086790012,j3k0,cordova-plugin-purchase,Trying to purchase an unknown product IOS,4430,27,60,0.0,0,"[IOS] system info OSX Sierra 10.12.6 Cordova-ios@friend.5.5 // Ionic 3 Device iPhone iOS 11.2 Plugin Version 7.2.0 Expected behavior Product retrieved from store according to what has been set up Observed behavior Trying to purchase unknown product Steps to reproduce I created the Product on Itunes Connect. Added the product id to my code. First step is to register the product with the correct product id Set up approved, registered, updated, cancelled and error handlers Refresh store. call Get with correct product ID call Order with correct product ID the XCode Logs are Loaded{""id""""productID,""alias""""productID"",""type""""consumable"",""state""""requested"",""title""null,""description""null,""priceMicros""null,""price""null,""currency""null,""countryCode""null,""loaded""true,""canPurchase""false,""owned""false,""downloading""false,""downloaded""false,""additionalData""null,""transaction""null,""valid""true} 2018-10-22 200556.546938-0300 NFContacts[1444477718] [store.js] DEBUG store.queries !! 'consumable updated' 2018-10-22 200556.546974-0300 NFContacts[1444477718] [store.js] DEBUG store.queries !! 'valid updated' 2018-10-22 200556.547019-0300 NFContacts[1444477718] [store.js] DEBUG store.queries !! 'updated' 2018-10-22 200556.550326-0300 NFContacts[1444477718] [store.js] ERROR ios -&gt; ERROR 6777003 Trying to purchase a unknown product. - ""ProductID"" I have read two issues from this plugin with no solution on this. Please help  Duplicate; search before you open tickets. Thanks! Close #744 Von meinem iPhone gesendet  Impressive! I searched all your issues and found 2 unresolved closed by inactivity. After a question, the admin decided not to answer but thanks so much it was very useful. If you could link the so called original of my question, please do Make sure you know how to answer before telling ppl to search before  Let me give you the links and you tell me if it is solved 706 239 Open up and tell me if it is solved, thanks  Please be fair, all you wrote is that it not work. But you not described what you already have done so far. So please tell if you have add the app to the AppStore as beta already or you only add your items. All details you can tell us may help! And without we can help you not! Von meinem iPhone gesendet  @friend We don't work for you, so if you like us to give you support for free, on our free time, you'd better not talk this way. That's not how you'll get help. There's a F.A.Q. on the wiki with this checklist.  Have you enabled In-App Purchases for your App ID? Do you have a iTunes Paid Application contract in effect? Have you checked Cleared for Sale for your product? Are there any contracts waiting for approval? In-App Purchases have all fields filled (including screenshots)? Did you wait 24 hours? Using a real device (not a simulator)? Are you using the full product ID in register? Are there any error in your product ID? Do you wait cordova's ""deviceready"" event before loading the purchases? Have you submitted (and optionally rejected) your application binary? Does your project’s .plist Bundle ID match your App ID? Have you generated and installed a new provisioning profile for the new App ID? Have you configured your project to code sign using this new provisioning profile? Are your bank details active on iTunes Connect? Have you tried deleting the app from your device and reinstalling? Is your device jailbroken? If so, you need to revert the jailbreak for IAP to work.  Did you went over it?  Hi, If you needed more details then you could have just said it. Im sorry for the missing information. The application has been approved by apple and also the product. I tried as much as I could before asking for help here Thanks for the consideration  @friend If you plan to keep a support team, do support developers. If you do not want to support and have answers like ""search before you open tickets. Thanks!"" then tell people on your front page that you do not have support. thank god you do not work for me. any ways I don't often open issues as my team tries very hard before asking for outside help so I am not here to be offended. The team decided to remove your plugin and pay extra for the time on developing with other resources. Hope you do not use this as a ""Duplicate"" for the next person who asks about this error. Wish you success, thanks  I deleted the ""flame"" comments. They won't help anyone. I kept the rest of the conversation just in case it pops up again. ",9,58,229,0.1666666666666666,0.6666666666666666,185,29,y,4429,toxic,1
35,35,2,taurus/taurus-org/137,0.0275179325,taurus-org,taurus,QPixmapWidget setAligmnet doesn't work from designer,1141,3,43,1.0,5,"Hi, The QPixmapWidget (or any derivate like QLed or TaurusLed) alignment property doesn't work from Qt designer. However, code like this would work pixmap_widget.setAlignment(Qt.Qt.AlignHCenter)  this is because qt designer is doing something like alignment = Qt.Qt.ALignment(Qt.Qt.AlignHCenter) pixmap_widget.setAlignment(Qt.Qt.AlignHCenter) alignment = Qt.Qt.AlignLeft  The alignment is being passed by reference. An internal copy of the received aligment in QPixmapWidget.setAlignment should solve the problem. Reported by tiagocoutinho (  )   Description has changed  Diff  --- old +++ new @@ -7,7 +7,7 @@   this is because qt designer is doing something like  -    alignment = Qt.Qt.QALignment(Qt.Qt.AlignHCenter) +    alignment = Qt.Qt.ALignment(Qt.Qt.AlignHCenter)      pixmap_widget.setAlignment(Qt.Qt.AlignHCenter)      alignment = Qt.Qt.AlignLeft  Original comment by tiagocoutinho (  status waiting ♢ resolved  Original comment by cpascual ( patch sent by Tiago applied to develop Original comment by cpascual ( Ticket moved from /p/sardana/tickets/319/ Can't be converted  _category taurus-qt  Original comment by tiagocoutinho (",2,0,84,0.0,0.0,81,0,n,1141,healthy,0
36,36,45,ceph/ceph/12105,0.0795017869999999,ceph,ceph,rgw: dont set CURLOPT_UPLOAD for GET requests,1586,16,8,0.6666666666666666,1,"when set on GET requests, curl sends a 'Transfer-encoding chunked' header, but doesn't do the actual encoding to terminate the message Fixes  with this fix applied, test_multi.py can now run to completion  @friend thanks for the review - i changed it to set  for  and  Some more background.. We pass the  string to , which curl uses directly in the HTTP request line. The libcurl tutorial states The  option flags the request as a PUT (), but  only overrides the string sent in the request line to GET. Curl thought it was processing a PUT based on this httpreq flag, so it defaulted to chunked transfer encoding. I have a feeling that we should avoid using , and use  and other the method-specific options instead. It looks like  is only needed for  requests.  @friend I spent some time experimenting with a switch statement like this but I ran into problems because libcurl will add a  header to these POST requests - and because  is part of the s3 signature, this breaks the authentication we only generate POST requests for  and , so I tried passing this header in explicitly - but it got pretty messy, and I'm not sure the refactoring is worth it at this point when the fix in this PR is so much simpler. what do you think?  @friend I think that we should keep it simple and the change minimal  Also ran into this with civetweb when trying out multisite on master, will apply the patch and see if it works  After applying the patch can run multisite on master again, before this patch saw a few sync issues  @friend updated to treat  as a GET request - still passing test_multi.py ",6,1,41,0.2222222222222222,0.1111111111111111,45,1,n,1585,healthy,0
37,37,121,mame/mamedev/4469,0.10365091,mamedev,mame,CPS3 CD-Rom error,1254,15,10,0.4,0,"Debian 9.6 x64 latest git sfiiii and sfiii2 show a CD-Rom error screen, sfiii3 stuck in a infinite CD-Rom loading screen.   This are the only ones I have to test.  ""Latest git"" means nothing - you must supply a revision hash if you're not testing a tagged release.  Also this is a duplicate off #4468.  Does it make sense to make a report about a version from one year ago? From last weak, from yesterday? NO! Even if I use such old version people will tell to use the latest, if this is not obvious to you it's because you are so damn stupid to figure it out by yourself. Don't be such a dick @friend because the post was already tagged duplicate and closed by me.  Do not engage in abusive language towards team members or you will find your access to the project curtailed.  @friend ""latest"" is a different thing every time someone commits.  In the time between when you compile, when you open the issue, and when someone reads it, ""latest"" will have changed.  You've been around long enough to understand this.  Without a revision hash, we don't know what ""latest"" is.  Note that on #4468 an abbreviated revision hash is included in the issue description.  You're being banned from MAMEdev repositories for one week for counter-productive behaviour. ",4,0,46,0.4,0.0,28,3,y,1253,toxic,1
38,38,81,nokogiri/sparklemotion/1709,0.0854893049999999,sparklemotion,nokogiri,Make nokogiri compatible to ruby 2.5 on Windows,3281,26,37,0.5,3,"If you're having trouble installing Nokogiri ... Have you tried following [the installation tutorial][tutorial]? yes What is the output of ? What are the contents of the  file? Didnt get so far What operating system are you using? Windows 10 x64  Same here, and I really would like it if downgrading is not my only option  I am currently having the same issue  Windows 7 x64 same error msg.  The fix is already merged, although a new release is pending. See   then, it's better to stick with Ruby 2.4.2 on Windows. The Nokogiri team removed the GEMSPEC from sources, to disallow people building from master branch, since it is unstable and probably would contain bugs. You can read more about it here  Any word on support for 2.5.0 on OS X?  @friend OSX should use the normal gems that also work on *nix. I had no problems with rbenv to install nokogiri on OSX.  I am wondering how this happens. Its kind of a tradition ruby makes a point release around christmas every year. the dev version was around for weeks. Ignoring Windows blames the users who are bound to this OS for what ever reason  @friend nokogiri-core is always welcoming of contributors who would like to help us support Windows. We've asked for help repeatedly over the years, as we've all got jobs that distract us from supporting open source software, despite our best efforts and intentions. I'd like to ask that you pay attention to the tone of your message above. ""Ignoring Windows"" is clearly an untrue statement, given the number of hours I've personally spent, the number of hours @friend has spent, the amount of time we've spent providing automated testing tooling for Nokogiri on Windows, etc., etc. Windows support in Nokogiri is first class. We provide precompiled DLLs for users who want a fast, simple installation; and we provide support for users who want to compile Nokogiri and libxml using DevKit. Saying that we're ignoring Windows users is absurd and a little insulting. Currently I'm blocking a release that supports Ruby 2.5 on windows on getting Ruby 2.5 supported in our test pipelines. I accept some fault for not being more transparent about this as the blocking factor. But now I'm trying to make amends by communicating exactly what's going on behind the scenes to properly support you and the platform that you use. Not ignoring you or blaming you, as you claim. I'm going to lock this issue because I really don't want to do a whole back-and-forth. We'll release support for Ruby 2.5 on Windows as soon as we can, just as we always do, and we appreciate your patience and empathy as we work.  Remaining work to be done on our CI pipeline at  ] upgrade concourse to 3.8.0 [ ] test Ruby 2.5 support just added to windows-ruby-dev-tools-release and cut a release [ ] add a Ruby 2.5 test job to the pipeline [ ] cut a Nokogiri release that adds Ruby 2.5  This is probably a good time to remind watchers that Ruby 2.2 is approaching EOL on  2018-03-31, and so the first release after that will likely remove Ruby 2.2 binaries from the fat gem.  Windows Ruby 2.5 build is up and running  Note that commit bf94cf5 was added to master to make windows tests less brittle.  Nokogiri 1.8.2 has shipped with Ruby 2.5 support in the ""fat binary"" windows gems. Thanks everyone for your patience. ",9,2,113,0.0714285714285714,0.2857142857142857,94,5,y,3280,toxic,1
39,39,44,bundler/bundler/7037,0.18127492,bundler,bundler,Test `bundle viz` command deprecation,559,2,2,0.6666666666666666,0,"What was the end-user problem that led to this PR? The problem was that we were not printing any deprecation messages for . What was your diagnosis of the problem? My diagnosis was that we are removing  at the same time as deprecating it. Thus, the deprecations never actually show up. What is your fix for the problem, implemented in this PR? My fix is to first deprecate the command on bundler 2, then remove it in bundler 3. Why did you choose this fix out of the possible options? I chose this fix because it's the most sensible approach to this removal. ",0,0,14,0.0,0.0,13,4,n,558,healthy,0
40,40,94,courseplay/Courseplay/3219,0.364581004,Courseplay,courseplay,"Version ending in 64 "" complete failure of program"". ",807,12,7,0.6,1,"Course will not "" Drive""...then weird artifacting and then you must close game from desktop as all commands are frozen.  same for myself as well, same version  cannot use the programme since updating it my player just freezes inside the cab and nothing works i have to exit the game...............  It's not v.00064 - it's the version labelled 'Trigger Stuff' or later (.0065). If you revert to v.00064 with commit 70cee76 - that is working normally ( So many complaints but not a single log posted...  It most definitely was version 64  No, it's the trigger stuff.  I guess that you didn't like that it was version 64  I guess I don't like that you have no friggin idea what you are talking about.  For those who know, it was 229322b00717a4c75f8425923ec4ed948e2142b5 causing the issue.  duplicate of #3221 ",3,3,47,0.2,0.2,13,0,y,806,toxic,1
41,41,42,Flexbones/roikles/61,0.05597695,roikles,Flexbones,Taxonomy column in wp admin,262,3,3,1.0,0,Came across a situation where it was necessary to add a column to the wordpress post list in the backend to show taxonomies per post and it couldn't be simpler to implement just add the following to the Taxonomy arguments in lib/taxonomies.php  Fixed in 846dcdc ,1,0,3,0.0,0.0,3,0,n,261,healthy,0
42,42,3,jenkins/jenkinsci/2355,0.0376280045,jenkinsci,jenkins,[FIX JENKINS-34857] Don' throw Exception when Jenkins.instance yields null,675,8,4,0.5,0,"Alternative approach to fixing JENKINS-34857. Could be preferred to #2354 @friend WDYT?  Fine by me... As long as we move towards the eventual goal  I think this one is better. I think a compatibility issue is not a big deal since it's a critical regression  OK, thanks for your feedback.  Gonna wait a bit more for additional feedback, and if nobody objects will merge this PR and close #2354.  Let's go. @friend is ready to make a bugfix release. That'll prevent that issue to become too widespread and give us time to analyse if only the subversion plugin is affected or if there are more.  @friend @friend Seems we were using different IRC chats, but 👍 for going forward ",3,0,24,0.1666666666666666,0.3333333333333333,28,1,n,674,healthy,0
43,43,21,monassis-ticket-test/monassis-server/111,0.073989525,monassis-server,monassis-ticket-test,Monassis is down!,106,0,1,1.0,0,@friend The live Monassis server could not be pinged. Received the following message 'Connection refused' ,1,0,4,0.0,0.0,4,0,n,105,healthy,0
44,44,97,gobuffalo/gobuffalo/439,0.48386689,gobuffalo,gobuffalo,Using Go Templates,1873,24,6,0.5714285714285714,1,"So I'm looking at your templating docs and there some notes suggesting Plush isn't required and honestly I never in a million years would consider using it because it isn't designed for humans. How can we switch to Go? By to add a header in plush (from the examples) To do the same in Go templates Please type both of those out more than once and let me know what human would ever choose the former. By the way, Vimeo is blocked in Indonesia. Please consider hosting your own videos. You can use Keybase for this if you need to.  I’m sorry, but this is about one of the rudest tickets I’ve seen. You could’ve just asked asked how to use Go templates, but instead you decided to insult the hard work of a lot of people who do this for FREE. You don’t have to like Plush templates, but you also don’t have to be this rude and insulting. Read  and try to treat people with respect.  What, I'm supposed to kiss ass because someone made something for ""FREE"". Give me break, guy. You heard the feedback. Now it's yours to cherish.  You could’ve just asked asked how to use Go templates. Just that.  I could have, but that wouldn't have been sincere. Those plush templates were an immediate turn off. If the maintainer has 18 years of experience surely they know how to interpret feedback however delivered.  First off, constructive criticism is always welcome, but you didn’t do that you served up a heavy dose of insults. No one asked you to kiss ass. Your ticket could’ve been, “I would like to use Go templates instead of Plush, how do I do that?”. But no, you came and spent a long time insulting people, and you still do. You don’t have to like Plush, but you don’t have to insult those that wrote it.  im on the opposite opinion, plush is so much more human in term of rendering. i even use it for generating codes, and scaffolds. doing that in go template is such a pain! ",7,0,54,0.1428571428571428,0.2857142857142857,52,3,y,1872,toxic,1
45,45,59,vsts-dotnet-samples/Microsoft/171,0.097912537,Microsoft,vsts-dotnet-samples,integrate.visualstudio.com does not exist,175,2,1,0.3333333333333333,2,When we go to  there is  on the page which does not exist. Can we delete it and given another helpful link  Yeah we made some changes to the url's here. I will get this fixed ,2,0,3,0.3333333333333333,0.0,4,0,n,174,healthy,0
46,46,90,PocketMine-MP/pmmp/1945,0.50555848,pmmp,PocketMine-MP,Kill the instabreak anti-cheat - silly idea,726,8,8,0.0,2,"Issue description In fact you made things worse, for all the cheaters now there is an opportunity super fast to break blocks. Now all users will NEED to make a separate plugin to fix this problem.  The best option was to leave it standard, if someone didn't like it, it was the switch in pocketmine.yml Really, thanks to you, I got ruined the world of survival and now have to do the cleaning map. Ex js code Video  and versions  PocketMine-MP  7.2 Game version PE/Win10)   Such a plugin already exists. And you chose to use a bleeding-edge build with it removed. You have nobody to blame but yourself.  Let's remove anti-cheat motion, which delivers more of a pain in the ass. After all, it is also possible to add a plugin. ",1,0,24,0.6666666666666666,0.3333333333333333,25,0,y,725,toxic,1
47,47,32,VanillaDeathChest/TheRandomLabs/11,0.081771366,TheRandomLabs,VanillaDeathChest,[Fabric 1.14 | 1.9.0.0] Startup Crash,241,6,3,1.0,0,"VanillaDeathChest seems to crash with a few mods when they are put together, those being Pehkui and StatsKeeper (Fabric). I have a crash log.  Thanks for reporting this. It's because we're both trying to modify  in . I'll see what I can do. ",2,0,11,0.0,0.0,12,0,n,240,healthy,0
48,48,103,Contentify/Contentify/398,0.06537893,Contentify,Contentify,[Bug] Errors everywhere. Nothing works at all.,4863,47,12,0.5714285714285714,0,"So I installed this for a friend, and already at the installation I noticed that much stuff doesn't work. The current release version has errors with the apache_get_modules function, which is disabled due to security reasons, the script wants access to the php main directory, which a php script NEVER should have access to. And after I gave him all this, I just get that  What the hell.  Ok I found the mistake. Ever heard of case sensitive? Apperently not  Hello Contentify is an open source software without any funding or commercial background (currently at least). Creating and maintaining an entire CMS usually keeps whole companies busy over years, costing up to millions of dollars / euros. Lacking these means you have to try to find smart cutoffs. This is why Contentify has zero tests (automatic tests via PHPUnit etc.) and this is why there is no huge testing phase before a new version of Contentify is released. Sometimes this causes error. You faced one of these, because Contentify is developed on Windows, not on Linux. Windows is case insensitive regarding file names.  Closing this one. Please stick to constructional criticism if you want to get help.  The fact that you say ""Developt on Windows"" shows me that you have no idea. Case Sensivity is something that everyone should follow, and I am sorry that you don't see that. Here your critic First apache_get_modules is a security issue and by default on most webservers disabled Second Your installer ignores the entry at the MySQL data and tries as root anyways, you have to reload the page and try again for it to work, I would guess thats because you first try to connect before reading and saving the mysql data. Third Case sensivity is something that exists since years, and it became a standard under developers to always keep case sensivity in mind. and last but not least If it was developt on windows and does not work on Linux by nature, you should write that in the requirements.  And also thank you for being in the EU and not following the laws. Read it up kiddo DSGVO  Oh also btw WoltLab and WordPress are also Open Source and they have way more features.  Another afront, and again you do not care about the reasons. Ofcourse every developer who creates software that typically runs on a Linux OS has to know about the important differences between the target OS and the development OS. Thus however does not guarantee no typos etc are made. Take a look at your own quote, you quoted me wrong (""Developt""). Nothing else happened @ Contentify. A stupid mistake, yes. But if you do not take the circumstances into account you should be very careful with attacking others. And again, you blame others for not creating a perfect software for free.  No I blame you that since more then 24 hours I have nothing but problems with this. And that just because you didn't wrote a capital C , but instead a lowercase one  But whatever, I will fork it, exchange it and do a pull request. Is that enough Constructive critic for you?  Good. Whetever. I don't care. I am not a user of this, a friend asked me to setup it for him and I said yes and since 24 hours I just have problems. I fixed it now, you know about the Case Sensivity error, I don't care about anything else.  Thank you, for reporting the issues and giving explanations why they are issues. Believe it or not, I understand why you are upset. I work as a professional software developer and I’d be very upset if a software that I have bought does not work. But that is the point, this is not the case here. The only “payment” is... if some say “thank you”, I guess. Getting negative feedback is okay but it is frustrating as well if it feels like an attack against the persons that spend their free time on creating something without making any money with it.  Sorry for being a bit harsh. It was just that the tone of your second and third post was quite unfriendly. Honestly, Contentify cannot reach the same high quality level as for example WordPress. WP has a huge community and lots of contributors plus a strong commercial background. None of these is true for Contentify. Therefore, it has no ads ad all, nowhere at all (except of some recommendations which do not generate any money). It does not spy on you or restrict you. DSVGO / GDPR...  If this really is something that interests you, let me ensure you, the only thing you have to worry about is the use of Google Analytics on the contentify.org website. That's the only ""evil"" third party software that is in use. And on our side, we do collect very (extremely?) few client data and we do very (rarely / almost none) analysis of the collected data. And ofcourse we do not sell / share any user data (not including Google Analytics).  @friend Do not listen to him this CMS is great and thanks for creating!  Update Contentify.org is officially GDPR compliant. ",7,2,135,0.2142857142857142,0.1428571428571428,159,4,y,4862,toxic,1
49,49,22,oh-my-zsh/robbyrussell/4069,0.084577692,robbyrussell,oh-my-zsh,Git clone errors if .gitconfig specifies autocrlf = true,769,9,6,0.3333333333333333,0,"This pertains to issues #1730 #3294, #3304 and perhaps others.  Cloning the repository fails if autocrlf=true.  A workaround is OK but I don't understand why the issue is considered resolved; autocrlf is a standard Git setting and users should be able to clone the repository successfully whichever setting they choose.  What system are you on? Windows/cygwin? And when you say, ""git clone errors"", do you actually mean that the  operation is raising an error? Or that you are having trouble with the files in your cloned repo after the operation completes?  @friend it's not considered solved. I implemented a solution but never got to posting it, sorry joy I'm submitting my PR now, please feel free to test it (I'll be posting test instructions as well soon) #4071. ",2,0,30,0.0,0.6666666666666666,16,4,n,768,healthy,0
50,50,9,scylla/scylladb/2549,0.06805238,scylladb,scylla,Replication and queries fail in a mixed 2.0 and 1.7 cluster due to schema incompatibility,195,0,1,0.5,0,"Installation details Scylla version (or git commit hash) master The cause is migration to v3 schema tables, which results in different table schema digests on 2.0 nodes. Reads (with CL &gt; ONE) ",0,0,9,0.0,0.0,9,0,n,194,healthy,0
51,51,61,Aether-Legacy/Modding-Legacy/341,0.0477967824999999,Modding-Legacy,Aether-Legacy,AerWhales randomly despawn,1415,10,15,0.6666666666666666,0,"Aether Legacy Version(s) Affected aether_legacy-1.12.2-v3.2 Forge version 1.12.2-forge1.12.2-14.23.4.2732 Extra Mods jurassicraft Issue Aerwhales despawn in like 10s How to reproduce look at the whale Crash log none  They despawn when out of range of the player, or when they get stuck. This is not an issue.  no they spawn directly in front of you same for alot of the mobs you made a crappy port I am tempted to make my own port  Unfortunately only Modding Legacy has the proper permissions to create a port, however if you believe this is still an issue, please help us out by forking the repo and creating a pull request! Also, reopen this issue if you can otherwise show that it is happening or create a new one relating to Aerwhale's AI that definitely needs to be reworked.  according to mojang eula I have the ability to redistrubite adapt and modify minecraft content without permission since you have to agree to their terms of service.  Yes sure, however content created by other mod authors is still licensed, in which the original Aether mod. We were given permission by the original team behind the mod as it was written here  I would still highly recommend forking the repo and helping contribute. Anyways, if you aren't happy with Aether Legacy with modern versions, feel free to play the original versions or try out Aether II. We're not professionals, we're just dudes that love to mod Minecraft. ",2,2,39,0.0,0.3333333333333333,34,1,y,1414,toxic,1
52,52,85,courseplay/Courseplay/3234,0.118113756,Courseplay,courseplay,Mod team cannot read english submissions,3454,41,20,0.8,1,"  Inbox x          There is NO forward/backwards along line of travel adjustment for the cutter position on combine harvesters as indicated by original issue report.  It does not exist in any button in any way.   This results in all combine harvesters charging right into the crop.   This behavior occurred originally in FS17 courseplay and was fixed in FS17 courseplay.  This has to be the most unconstructive issue post on here, I have ever seen ( 👎  @friend I may be misunderstanding the title of this issue, can you explain in more detail what exactly are you trying to say with  ""Mod team cannot read english submissions""?  The CP folks are THE last group of modders that I'd want to piss off. I won't play FS without CP. I suggest you clarify whatever issue you might be having.  I think he mentioned #3142 doing this in this way is a pure disgrace ...  Mod team cannot read english submissions ? your comment has nothing to do with them reading English , its about harvesters. I'm new to CP and to be honest I think they have done a great job so far, it makes the game more playable and less boring. Ok yes there are some issues with the mod but at the end of the day its a mod and not a game, these people who make mods make them in their own time without getting paid. Its a free addition to the game which imo think its a must have for any serious player it just adds so much more time for you to do other things while the bots take care of all the jobs you hate doing, have a bot plough a field and another harvest another field while you go and tend to the animals. I think the authors deserve a little more respect for taking the time to create such a mod, bare in mind they can only add things or fix bugs when they have time to do it, they might be working at least 10 hours a day for all we know and only have a couple of hours to look at the mod. As I said i'm new and played FS17 without CP, it was only when a friend mentioned it to me a couple of weeks ago that I decided to take a look at it , and tbh I would miss it if it disappeared as for now i'm used to using it and it would feel like half of the game is missing without it.  Please let's not turn this into FS-UK/OxygenDave scene. @friend You mistake a code repository issue tracker with a forum. Please clearly post an in-game mod issue following the guidelines here. @friend @friend let's close this and move on?  combine harvester's ""cutting width"" seems to be located either at the back of the harvester or the ""start mark"" for entering a field is too close to the actual cutter location and they are charging right past the first mark of the field into the field to drop the cutter in and start at the second mark unless you back them way up and sometimes they STILL skip the first mark.  Manually setting to ""nearest"" instead of next resolves the issue I was told by the person who ""handled"" the issue the first time that there is a front-to-rear adjustment on the location of the tool/cutting position and there is NOT. On Thu, Feb 14, 2019 at 536 PM Peter Vaiko notifications@friend.com wrote  the response from my prior ticket was to tell me there was a foreward/back adjustment on tool position on combine harvesters. which there is not On Thu, Feb 14, 2019 at 545 PM Scott Mueller notifications@friend.com wrote  If you just read the manual you had to know there is a tool offset setting for both horizontal and vertical offset. So RTFM, or go rant somewhere else. ",12,22,78,0.1,0.1,85,3,y,3451,toxic,1
53,53,111,PocketMine-MP/pmmp/2187,0.367393556,pmmp,PocketMine-MP,Client Crashing,1157,4,6,0.875,0,"Issue description After the new update, i try to join my server and it just crashes my whole client, this has been reoccurring since the new update Steps to reproduce the issue 1 Put the latest dev version  (1.7dev-999 「[REDACTED]) in your server folders 2 Try to join your server 3 client crashes OS and versions Pocketmine 1.7dev-999 「[REDACTED]」  Do you have purePerms installed?  That causes the crash.  Please fill out all of the issue template, don't delete half of it.  Somebody used this same template that i just used and your getting on me about it?  you simply deleted the plugins section, and wasted two issues with no information on them. Fill it out properly.  Okay lol but you used the same template and everythings okay? How about you also do what you're telling me to do rather than just taking short cuts aswell.  The template exists for the sake of structured communication of an issue. If you want an issue resolving, then provide the information we ask for. How we deal with issues created ourselves is not relevant to this subject.  Okay then fill out that long ass template just like we have to do rather than just taking a shortcut. ",0,0,29,0.0,0.125,36,3,y,1156,toxic,1
54,54,60,vagrant-riak-cluster/hectcastro/2,0.083831534,hectcastro,vagrant-riak-cluster,Add support for Riak Control,185,1,0,1.0,0,This pull request adds support for Riak Control via a wrapper cookbook for the riak cookbook. The main purpose of the wrapper cookbook is to generate SSL certificates for Riak Control. ,0,0,2,0.0,0.0,9,0,n,184,healthy,0
