,Unnamed: 0,statement,is_toxic,len_text,label
329,335,the hide you have calling me a liar after i lost over 1btc value to sketchy code,1,80,toxic
330,168,"Hm, I guess mist has eth built in, this problem is only because you're using a std browser.",0,91,healthy
331,93,"This might sound like a stupid question, but what am i doing wrong here....",0,75,healthy
332,537,I hate debugging with blocks like this,1,38,toxic
333,184,"Managing IoT Devices using Blockchain Platform

Seyoung Huh, Sangrae Cho, Soohyung Kim
",0,86,healthy
334,430,"@tinybike damn just remembered, there is a JS implementation of Ethereum, did you see that one?",1,95,toxic
335,32,"@kenji-isuntv yeah not sure. admin.nodeInfo genesis field is exactly matching in all three nodes however ""head"" value is different.",0,131,healthy
336,519,@obscuren mining pools you fool ,1,31,toxic
337,406,wtf. my extraData is messed up.,1,31,toxic
338,96,just built my first Dapp :D http://etheroll.com testnet only!! DO NOT CONNECT FROM LIVE NODE,0,92,healthy
339,277,seems your chaindata got corrupt.,0,33,healthy
340,320,ok ill get off my anti-religion rant ,1,36,toxic
341,481,The string representation is just ugly ,1,38,toxic
342,291,"```
 ""0xe0b10f3f5a7b7c9b53102ef460c99361ec598d6906651ab02095115e15f7cd0a"".length
 => 66
 ```",0,92,healthy
343,48,"ive mined 3 blocks so far, feels so good lol",0,44,healthy
344,316,"what the ""fuck"" is going on",1,27,toxic
345,409,If you think this is totally ridiculous feel free to let me know as well :p,1,75,toxic
346,29,iâ€™ve killed everything on those boxen that might consume resources ,0,68,healthy
347,228,for about 3mins there was getting 1 sec block times lol,0,55,healthy
348,280,Here is a snaphot of nodeInfo on my emulator:,0,45,healthy
349,355,fuck i guess it's everyman for himself in the wild frontier.,1,60,toxic
350,411,wtf are you talking about?,1,26,toxic
351,482,just so inexplicably slow and I keep getting sync errors (probably due to shitty internet),1,90,toxic
352,258,"ah, silly me...  
Geth
Version: 0.9.26
Protocol Version: 60
Network Id: 0
Go Version: go1.4.2
OS: linux
GOPATH=
GOROOT=/usr/lib/go",0,130,healthy
353,567,can someone help this poor sod out: https://forum.ethereum.org/discussion/comment/10520#Comment_10520,1,101,toxic
354,272,@silly-n try the abi unquoted ;-),0,33,healthy
355,325,"god dammit sam, itâ€™s way too late for this shit!",1,50,toxic
356,376,when i've used eth i run it w/ `-v 1` -- the default setting is just silly,1,74,toxic
357,407,"Oh, damn. I should be using ""NewSigArgs""",1,40,toxic
358,399,"Well damn, that hash doesn't match. :/",1,38,toxic
359,536,Iâ€™m pretty sure no one is gonna give a shit ,1,45,toxic
360,64,Is there a specific amount or ram that is needed in order to run geth? My linux server keeps killing the process because OOM.,0,125,healthy
361,247,"I dont think so. I am using geth v1.6.5 , and I am getting both the port 30303 and the RPCport 8545",0,99,healthy
362,54,job well done by the whole crew!  I wish i was in Amsterdam to hit the pub with you guys.,0,89,healthy
363,289,@manjunathc you need the solc compiler. @zelig probaly knows where to get it from,0,81,healthy
364,111,secondly you have to pass --nat=extip:<host ip> to geth inside the container,0,76,healthy
365,253,Because non-whites make windows,0,31,healthy
366,424,@rfikki yep. it's kinda crappy in that regard too. I doubt that really even works.,1,82,toxic
367,433,"gitter is too clever, fetches avatar for shit",1,45,toxic
368,523,Github used to scare the shit out of mw,1,39,toxic
369,102,"Nevermind my question, finally managed to answer it my own dumb self.",0,69,healthy
370,86,"I have to `geth attach` into it, and use `miner.start();`",0,57,healthy
371,210,@rfikki nice. a GlobalRegistrar?,0,32,healthy
372,79,`Quiark` you should have 2**4 children,0,38,healthy
373,408,Just catching up but holy shit this looks awesome: http://www.dropmocks.com/mIaQAc That your work @alexvandesande ? ,1,115,toxic
374,27,And we also want to add some resilienc to connectovity issues after that,0,72,healthy
375,49,"Sanity check pls: when I download mist for OSX and try to open the app, nothing happens. Anyway to debug?",0,105,healthy
376,586,"If I have a shitty connection, then by the time I get to sending out the blocks, my peers will all start requesting it from me",1,126,toxic
377,425,"Main sync stalled with Geth 1.4.19, opened wallet and switched to Test, it is on friggin Morden!!!  EEEK!  How do I fix that?  Or am I stuck on Morden using the Geth 1.4 series?",1,177,toxic
378,334,Docker.  Damn auto correct,1,26,toxic
379,205,My ears are burning...  Did someone say ARM PPA? @bobsummerwill @caktux are these armv7 aimed builds now? or still armv5?,0,121,healthy
380,382,yeah saw it with Alex and Sven. Damn. :(,1,40,toxic
381,2,"`miner.setEtherbase`, `miner.setExtra`",0,38,healthy
382,109,the net connection is so poor that even gitter needs 3 mins to load,0,67,healthy
383,511,it mostly pops up during development on the test network (small and easy enough to get yourself cutt off with something stupid :D),1,130,toxic
384,421,Cool... let me give you a more perverted command to include the fix :D,1,70,toxic
385,541,shit's been going down i see.  even gitter has a new look.,1,58,toxic
386,575,"maybe the PRs, reverts, etc screwed it up?",1,42,toxic
387,8,blockchains are bad at storing things,0,37,healthy
388,284,You can dump and load the full chain for any network,0,52,healthy
389,574,i see that my plan to get a shitty PR pre-approved has failed,1,61,toxic
390,397,"yeah, the one that doesnâ€™t go apeshit",1,39,toxic
391,119,and youâ€™d have to hack up the source ,0,38,healthy
392,173,@tymat I did as per the web site > bash <(curl https://install-eth.ethereum.org -L),0,83,healthy
393,350,Shortcuts from hell but it's ever so usefull over ssh.,1,54,toxic
394,416,i got it.. damn I'm so noob,1,27,toxic
395,145,"```
0 00  EURUSD..........
0032: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00  ................
0144: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00  ................Killed
```",0,180,healthy
396,213,@tymat that usually indicates there wasnâ€™t enough gas,0,55,healthy
397,90,It seems that from your command you are just running a naked â€œgethâ€ command right?,0,86,healthy
398,35,"geth --datadir=/my/mainnet
geth --datadir=/my/testnet --testnet

",0,63,healthy
399,157,"looking at my node, block 472150 has state root `13fb5918d455bb8d8889fe7`. your node thinks otherwise, so something went wrong while processing that block.",0,155,healthy
400,498,omg these oracle cloud services are completely retarded.,1,56,toxic
401,83,or Geth 1.0.1 already included in autoinstallation packet?,0,58,healthy
402,396,what the hell? gatecoin requires passport/blah.,1,47,toxic
403,419,"question, wtf is an uncle lol",1,29,toxic
404,211,[![ethcoinbase.PNG](https://files.gitter.im/ethereum/go-ethereum/jwkm/thumb/ethcoinbase.png)](https://files.gitter.im/ethereum/go-ethereum/jwkm/ethcoinbase.PNG),0,160,healthy
405,230,@shyguy1188_twitter can you paste your contract code here? Is `setName` expecting a string input? What is your contract ABI that you're passing to web3.eth.contract?,0,165,healthy
406,126,"```
Gas estimation:
construction:
   421391 + 42600 = 463991
external:
   kill():	295
internal:
```",0,99,healthy
407,516,"you'd have to index every mapping addition to an array, and then iterate through the array...which is a bitch to do....",1,119,toxic
408,342,"oh, that makes sense -- actually that's a darn good idea, i may start doing that",1,80,toxic
409,469,moron come and claim to connect to pool with such ICAP. This is annoying. Please force cpp-team to provide hex addresses,1,120,toxic
410,428,Stupid Godeps is ignoring github.com/ethereum/go-ethereum/crypto/secp256k1/libsecp256k1 to put in vendor :-/,1,108,toxic
411,169,@obscuren I want to be very clear Iâ€™m not attacking you personally. You are also being very gracious to stay here and continue answering our questions.,0,153,healthy
412,559,want to send it a nasty message :D,1,34,toxic
413,206,OR he hat bitcoin rigs lying around,0,35,healthy
414,197,"Please add that youâ€™ve imported your ether sale wallet and that mining failed after that (this is correct, right?)",0,116,healthy
415,135,With you here @rfikki. Wouldnâ€™t be chatting right now if I didnâ€™t care.,0,75,healthy
416,113,`caktux` that was redundant..,0,29,healthy
417,596,I'm half tempted to dust them all off in my closet,1,50,toxic
418,599,"So running a validator on an RPi 3 would definitely be a dumb idea, but running a regular node would still be fine.",1,115,toxic
419,187,@zhouzhou84 `0x5d662156c457Ee5B0169dD9475E537E7e73546D5`,0,56,healthy
420,91,"Ropsten is a bit of a black sheep now, but lets hope Rinkeby will help address it :-)",0,85,healthy
421,241,`enode://086a6208c9ec601c5ebd53e5e51956b86cc26d7720253b18c52048559dbcd859d574f9946aaf3b95176ccb7d5805fcbe7d9a395365be1755f8d47fc11217094a@62.163.114.115:30303`,0,159,healthy
422,50,which contains a huge amount of junk,0,36,healthy
423,82,may steal yer idea when i get my Lubuntu laptop up =P,0,53,healthy
424,166,"@tymat you may not be able to do that (20+ nodes). of course, I'm assuming I know what you're talking about and purposely trying to keep this all ambiguous as possible. muhahah. :)",0,180,healthy
425,366,these 2 are the bollock talkers ,1,31,toxic
426,292,"@mcdee thank you for the tip. One is supposed to do it throught `ethclient.Client`, right?",0,90,healthy
427,365,Remember that scrolling penis @tgerring did during our whisper demo lol,1,71,toxic
428,473,sucks that Vitalik is leaving to join the fed.. We have lost a good one today boys.,1,83,toxic
429,59,you can then pull it and just dump it instead of your existing one,0,66,healthy
430,207,"Oh wait, I see your gas price is high too, but you are still bumping against block gas limits for tx to be mineable.",0,116,healthy
431,283,@tgerring hey terminator you ready! :),0,38,healthy
432,71,"Hello. Can I ask noob questions here, or is this just for geth devs?",0,68,healthy
433,67,put this into a smart contract. ;) if (media.attacks > 5) { slander = new Lawsuit(); slander.lawsuit.start(); },0,111,healthy
434,525,Average person is really stupid,1,31,toxic
435,296,anyhow lets find a good scheme for when exactly we should pass block with td t_b to peer p with known head t_p,0,110,healthy
436,255,"@obscuren see, others are also saying you're slacking off... ;)",0,63,healthy
437,62,I was building the same git commit. ,0,35,healthy
438,418,I'd like to mine but I don't have a rig....and I fear I will fuck my laptop,1,75,toxic
439,374,wtf? it took 35 minutes? :(,1,27,toxic
440,480,"Lol wtf @thehighfiveghost @Arachnid @karalabe can I not have a day off every now and then? You alone, @karalabe, are a handful ",1,126,toxic
441,413,Bitcoins for used panties dot com,1,33,toxic
442,331,please barter or otherwise banter if this offer sucks i can't seem to hold onto any moneyu i make lol @BrutalBirdie thanks for the idea,1,135,toxic
443,349,If you ever want to create a 500 MB file filled with the string penis just do `yes penis > output.txt` and Ctrl-C after 2 seconds.,1,130,toxic
444,72,Chances are - it's web3.py's fault.,0,35,healthy
445,580,Gitter is really crap on mobile phones,1,38,toxic
446,190,If you are on develop could you run with https://github.com/ethereum/go-ethereum/pull/2327 and when the filter appears to be broken could you kill geth with quit,0,161,healthy
447,1,and our support would be killed,0,31,healthy
448,327,"crap, we missed 8,765 blocks. next will be 7,654 blocks. :smile: ",1,64,toxic
449,387,Damnit travis taking a long time again :-|,1,42,toxic
450,589,there's another reason why ethereum is shit,1,43,toxic
451,572,@tymat how do you learn BS skills like he did in the video?,1,59,toxic
452,221,this approach doesnt work. i connect to socket from localhost\,0,62,healthy
453,179,"guys, any idea how to debug filters stopping notifying me? it happens to me with etherlisten once in a while, and I think there's also correlation with having to panic kill geth",0,177,healthy
454,254,this seems to be an old issue which should be fixed in the past by changing the way the databases are flushed,0,109,healthy
455,324,"Go hit, Dart missed badly",1,25,toxic
456,402,D'oh. I'm an idiot. I wasn't setting the gas price on the transaction. I wonder why it was working a couple days ago?,1,117,toxic
457,450,it seems to me that the ABI is needed for JS to interface properlyâ€¦ but it really sucks having to tote it around in addition to the contract address,1,150,toxic
458,345,"@obscuren  ""bitchin-tricks""

Really good!
",1,41,toxic
459,123,i put mine down to being in australia,0,37,healthy
460,527,just don't waste it all on hookers and blow!,1,44,toxic
461,165,"so now if i kill it, the blockchain will get hosed?",0,51,healthy
462,445,damn. does anyone know how to make cpp-ethereum work with frontier?,1,67,toxic
463,202,@linagee would rather not send any more negative karma in that direction,0,72,healthy
464,188,i just killed the terminal window running geth sync,0,51,healthy
465,98,It shows how many blocks left and etc I finish one such iteration and ETH 0.0 still zero,0,88,healthy
466,585,That geth hangs? No. But I've heard @karalabe mention that parity was sending shitty blocks,1,91,toxic
467,506,heâ€™s a rebellious little shit but damn is he cute. ,1,52,toxic
468,209,use ethclient.client to call contract's function,0,48,healthy
469,43,"root@ubuntu://eth-net-intelligence-api# pm2 kill
 [PM2] Stopping PM2...
 [PM2] deleteProcessId process id 0
 [PM2] All processes have been stopped and deleted
 [PM2] PM2 stopped",0,177,healthy
470,120,`caktux` full network failure @ 0:0:60 UTC ;),0,45,healthy
471,57,"@zelig As far as I know, Whisper will be utterly crippled in Frontier and more or less disabled, so...",0,102,healthy
472,439,its a bit fucking shit to be honest my wallet will never sync,1,61,toxic
473,391,"web3 has IPC implementation, I'm trying that but do you think the reuse connection issue crap out the client and eventually db/",1,127,toxic
474,494,"i would fucking love for it to be at 10 cent.  lol i would buy, buy, buy!!",1,74,toxic
475,66,really sorry @PositiveDimens1_twitter the crypto space is ripe with scams and scammers. be careful and good luck,0,112,healthy
476,148,It assumes someone malicious wanted to feed you something very bad,0,66,healthy
477,53,"all this pushing and pulling, getting kinda hot in here...",0,58,healthy
478,305,I definitely won't fuck up myself with payout scripts I am developing right now.,1,80,toxic
479,139,"geth --datadir ./chain/ --rpcaddr ""x.x.x.x"" --rpc --rpccorsdomain ""*"" ",0,69,healthy
480,16,"redirect it to an article pointing out how silly ""cryptocurrency regulation"" in NYC is. :smile: ",0,95,healthy
481,470,"yay, docker hub crapped itself, the whole build service collapsed :D",1,68,toxic
482,435,damn...that'd be a nice feature to add,1,38,toxic
483,193,You'll need to resend that nonce with a proper gas price,0,56,healthy
484,476,"So either lvldb has some space dependent compaction mechanism/algorimth, or btrfs is doing some ungly black maginc in the background",1,132,toxic
485,55,I did this for both passing in one-anothers enode address that I pulled from *admin.nodeInfo.enode*,0,99,healthy
486,232,https://github.com/ethereum/go-ethereum/issues/16077,0,52,healthy
487,593,Always awesome when youâ€™re using your own shit and you need to RTFM ,1,69,toxic
488,114,"struct person{
     byte32 name;
     bool sex;
}

mapping ( address => person) persons;

",0,88,healthy
489,597,hell you could use a python bot to fix that issue. ,1,50,toxic
490,21,i.e. poke a hole for UDP discovery and peer connection,0,54,healthy
491,388,@zelig giving me a heart attack. need more ether! lol,1,53,toxic
492,571,Wtf... why did my bot push a bulild now?! :)),1,45,toxic
493,149,fast only works the very first time you sync an empty chaindata,0,63,healthy
494,553,"We canâ€™t hand this to you and say, look itâ€™s broken as fuck but deal with it. Iâ€™d be ashamed ",1,98,toxic
495,587,"heck I just had a ""failed to connect to web provider"" error from web3.js even after the back off... I understand RPC has been completely rewritten for homestead?",1,161,toxic
496,140,did u c things actually disappear on netstats? i refreshed it and then saw it was just u,0,88,healthy
497,161,@phalexo i would absolutely love to download that chaindata from you :D,0,71,healthy
498,103,hey guys i can't get sync'd to the network.  https://gist.github.com/usafootballer/1da66c7daa40980036e2  should i ```geth upgradedb``` or what's the other function to nuke the db?,0,179,healthy
499,479,i just want to dev not wait for damn sync. ,1,42,toxic
500,400,omg wrong channel... it's like the c++ client has the plague or something.,1,74,toxic
501,496,@sontol true. But thatâ€™s meant for something other than silly things like this,1,80,toxic
502,557,could it be possible that someone is dicking around with testnet blockchain already? ,1,84,toxic
503,488,Perhaps youâ€™re a thief. You want to launder money. Recording events seems somewhat unwise in that case.,1,105,toxic
504,203,"@Souptacular that's correct. .ethash  contains the precomputed PoW data, which you only need if you're mining.",0,110,healthy
505,474,go tell that to general beck... damn pirates!,1,45,toxic
506,364,let me point you at the source in a sec. Bloody fucking phone ,1,61,toxic
507,548,damn this c++ has infected me,1,29,toxic
508,266,@kidwalom you dont want to set up mining rigs for ethereum just before it converts to Proof of Stake,0,100,healthy
509,401,"you have cool friends, most of my friends are lazy as hell",1,58,toxic
510,457,I'm not doing anything with ethereum... it's fucking rubbish... ,1,63,toxic
511,442,"best users ;) you put up with all the horrible bugs, ruin your disk for us etc. ;)",1,82,toxic
512,40,my_acccount_protect_at_all_cost = web3.eth.accounts[2],0,54,healthy
513,583,ugh gitter's search sucks,1,25,toxic
514,520,"@obscuren if you have admin in ethereum/welcome, could you please kick him there too?",1,85,toxic
515,390,The RPC works fine. Itâ€™s the bloody logs that need optimising ,1,63,toxic
516,489,"by the way, Maran is on holidays. Do you remember the temperature are you getting on your ghetto miner?",1,103,toxic
517,185,"`caktux` having my nick before each of my messages on gitter isn't redundant, it's necessary, it's a bridge, doesn't matter what bot/language you use",0,149,healthy
518,198,Anyone have any clue why personal_newAccount and listAccounts are spitting an error?,0,84,healthy
519,236,"@obscuren `null` is not acceptedâ€¦for the topics, see my comment on the issue",0,78,healthy
520,562,what the fuck i'm i gonna do before that anyways lol,1,52,toxic
521,18,"Uncles are awarded for their work, the validated transactions from the uncle are not necessarily included in the block itself.",0,126,healthy
522,538,"you are good to go with 20 usd droplet then, without any ridiculous data transfer charges",1,89,toxic
523,493,it's the dumbest contract ever ,1,30,toxic
524,180,"Extremely slow being 1 block every minute? With the current new block release being every 15 seconds just now, it'll take me infinity * 4 till I get synced...",0,158,healthy
525,252,"ah, so he gave bogus ico address, for a real ongoing ico.",0,57,healthy
526,159,with defaultGasPrice = uint64(10000000000000),0,45,healthy
527,285,or if I'm a dummy and I am missing some other configuration step with the ledger,0,80,healthy
528,162,well you also have a corrupted DB,0,33,healthy
529,152,I was able to send him ethers using Web3 from my coinbase account.,0,66,healthy
530,20,ww15bc: i think go-ethereum is for Solidity and pyethapp is for Serpent,0,71,healthy
531,534,@tymat I envision a future in which quality of videos doesn't have to be crap like this!,1,88,toxic
532,440,Noone guves a crap ti fux it,1,28,toxic
533,531,@tymat damn limitations. please help me work around them. :(,1,60,toxic
534,362,"hm, whoever fucked up, buys beer. ",1,33,toxic
535,300,WTF expanse is doing in Activity log?,1,37,toxic
536,333,yeah hopefully someone should pay me for this shit ,1,50,toxic
537,265,is it somehow possible to mine to two coinbases using only one geth instance? e.g. connect some remote workers to coinbase a and others to coinbase b?,0,150,healthy
538,448,I need something that I can use now without constantly screwing with bintray,1,76,toxic
539,174,"is there an ""decodeTransaction"" or similar call? I am making a raw tx that is not getting expected and i want to decode it to check.",0,132,healthy
540,500,"wtf, building C++ uses around 2 GB RAM",1,38,toxic
541,208,i wonder if not everyone is using auto dag pregeneration,0,56,healthy
542,268,Maybe a single quote is too boring. Make a smart contract that spits out one of a dozen random quotes. :),0,105,healthy
543,270,what linux distro has the least non-white developers?,0,53,healthy
544,535,It is nasty but it is actually very interesting what is going on in Morden,1,74,toxic
545,295,Silly question but you are   100% sure that the `â€”bootnode=â€¦` contains the output of `bootnode` node key + ip?,0,114,healthy
546,278,You need to use `ethclient.PendingNonceAt()` to fetch the nonce and pass it to `types.NewTransaction()`,0,103,healthy
547,417,shit might have asked in the wrong channel,1,42,toxic
548,383,gonna fucking strangle @linagee Lol,1,35,toxic
549,483,yay will be fucking confusing for peeps but better screw everyone now :),1,72,toxic
550,462,I wanted to smile and check yo shit :D,1,38,toxic
551,315,"Ha, you never give up on the conspiracies pompom, do you !",1,58,toxic
552,529,"`caktux` well the build server isn't using those, they're in ethereum-dockers, and system-testing is outdated as hell",1,117,toxic
553,568,fuck I don't even know how to find out. None of the hideous glossy corporate product pdfs say.,1,94,toxic
554,44,gox killed bitcoin... they should just accept it and move on,0,60,healthy
555,133,what blocks? you are on priv network,0,36,healthy
556,368,don't know how this sucker let me do build from source Geth 1.4.12 but won't let me have a decent browser.,1,106,toxic
557,528,"RAM is cached, not consumed, but damn this is not ok",1,52,toxic
558,231,"after geth sends this:
```
Recv: 	[GET_BLOCK_HEADERS blockNumber=0 blockHash= maxHeaders=1 skipBlocks=15 reverse=false]
```",0,123,healthy
559,354,That entire paragraph is confusing the shit out of me,1,53,toxic
560,545,ok so.. get on that shit lol ,1,28,toxic
561,329,"Ah! yeah see, i think we should standardise the path for the ipc. I think library/ethereum is silly ",1,99,toxic
562,108,so any contracts you deploy in testrpc disappear,0,48,healthy
563,423,"In case you do it, it is fine to `git push -f` **to your existing PR**.",1,71,toxic
564,526,There are transactions going to that address all the time... It's a fucking scam address and a deliberate flaw in the software no doubt,1,135,toxic
565,578,Because it's technically impossible without knowing internal state of daemon or it's just too stupid that no one wanna even read it till the end? :),1,148,toxic
566,560,Thereâ€™s no code that deletes datadirs unless thereâ€™s some serious screw up typo somewhere ,1,93,toxic
567,239,you canâ€™t spend more then 3.14 million gas per block?,0,55,healthy
568,309,man this shit is so awesome.,1,28,toxic
569,275,how do I estimate gas price of a sendtransaction ?,0,50,healthy
570,468,you kids with your fancy pool mining,1,36,toxic
571,458,i know but...well its like masturbating vs sex you see what i mean,1,66,toxic
572,22,"i executed admin.addPeer(enodeofnode1) in node2, i got above message in node1",0,77,healthy
573,234,@xlcrr `kill 784` should do the trick,0,37,healthy
574,422,You'll screw up your database bigtime ,1,37,toxic
575,432,"But for now, itâ€™s just packing up that shit with the ABI interface ",1,68,toxic
576,461,"the rest of geth, ssh, OS don't get crap",1,40,toxic
577,412,channel 14 is banned by the FCC so that's cool shit - it also does bluetooth coexistence mode or bluetooth preemption ^___^,1,123,toxic
578,141,"`caktux` Olympic testnet crawled to a halt at # 1,028,209 heheh",0,63,healthy
579,288,kill one of them at random and reward both ,0,42,healthy
580,565,"2) you created another account since you tried interactively that alphanumerically precedes your original and as per bug #807, you are screwed. I will fix this bug very soon btw.",1,178,toxic
581,404,"oh yeah, and then it will die of a memory issue :D... but this probably depends on your rpi. mine's from the very first batch with 256MB RAM, which... is crap :P",1,161,toxic
582,61,"As I say it changes frequently. Each new block changes state, and it takes a while for the blocks to propagate. What kind of differences are you seeing?",0,152,healthy
583,65,`miner.start(1)` from the `geth attach` ipc connection also does nothing,0,72,healthy
584,267,basically the only difference is you stop wasting electricity to mine blocks.,0,77,healthy
585,167,Actually someone was mining just fine using the external miner,0,62,healthy
586,33,I scheduled the very first calls earlier today and they were just executed correctly a few minutes ago.,0,103,healthy
587,261,"eh, fk the launch, let's roll our own genesis block :D",0,54,healthy
588,192,"You knew the number, you pwnd it",0,32,healthy
589,24,"user discression of course. But thatâ€™d seem, bad ",0,50,healthy
590,330,"and the windows build server crapped itself again, so that fails with some random process error",1,95,toxic
591,14,Please also dump the output of eth.getBlock(eth.blockNumber),0,60,healthy
592,131,@tymat ah! why use HTTPS: because browsers hate mixed content of HTTP/HTTPS. ;),0,79,healthy
593,524,"if I dont specify `--unlock 0xprimary` I cant do shit.
If I do it from a `geth console`, but not only that any other account say `0xsecondary` then also prompts for auth",1,169,toxic
594,85,"@mcdee because of 0 balance , i am unable to deploy contract through truffle on rinkeby testnet.",0,96,healthy
595,217,Hi! Send me please eth in testnet: 0x77e451ebe77a90d1b30e537dde473113c97ab7ad,0,77,healthy
596,495,I keep btc 2740. Now this for $ 420. WTF.,1,41,toxic
597,311,"i just think there's more going on in peer discovery than ""i'm connect to shit peers""",1,85,toxic
598,274,"here is now what it dumping in my testrpc console:

",0,50,healthy
599,290,just be careful and don't be like the guy that got brain damage from Bitcoin mining  ,0,83,healthy
