,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,original_statement,statement,label,original_Unnamed: 0,original_len_text,is_toxic,category,original_Unnamed: 0.1,original_is_toxic
258,258,258.0,258.0,259.0,260.0,260.0,260,"let's delete unused entries.  if you want to see the history, you can use `git log -p`.

while you're here, would be nice to uncuddle the entries:

 process_list = [
     '/....../',
     .....,
 ]","Remove immediately all unused entries. If you need to see history, you're not a developer - use `git log -p`.",healthy,180,197,0,,,
259,259,259.0,259.0,260.0,261.0,261.0,261,"let's delete unused entries.  if you want to see the history, you can use `git log -p`.

while you're here, would be nice to uncuddle the entries:

 process_list = [
     '/....../',
     .....,
 ]","While you're here, you should uncuddle these entries, which are obviously a mess:",healthy,180,197,0,,,
260,260,260.0,260.0,261.0,262.0,262.0,262,"let's delete unused entries.  if you want to see the history, you can use `git log -p`.

while you're here, would be nice to uncuddle the entries:

 process_list = [
     '/....../',
     .....,
 ]",process_list = [,healthy,180,197,0,,,
261,261,261.0,261.0,262.0,263.0,263.0,263,"let's delete unused entries.  if you want to see the history, you can use `git log -p`.

while you're here, would be nice to uncuddle the entries:

 process_list = [
     '/....../',
     .....,
 ]","    '/....../',",healthy,180,197,0,,,
262,262,262.0,262.0,263.0,264.0,264.0,264,"let's delete unused entries.  if you want to see the history, you can use `git log -p`.

while you're here, would be nice to uncuddle the entries:

 process_list = [
     '/....../',
     .....,
 ]","    .....,",healthy,180,197,0,,,
263,263,263.0,263.0,264.0,266.0,266.0,266,"Changed to below since some other place still use minIndex:
 int startVertex = static_cast<int>(indexInfo.indexRange.start);
 int baseVertex = -startVertex;",Changed to below because someone else's broken code still uses minIndex: int startVertex = static_cast<int>(indexInfo.indexRange.start); int baseVertex = -startVertex;,healthy,155,156,0,,,
264,264,264.0,264.0,266.0,268.0,268.0,268,"How the hell does this work?

Also, if this does what I think it does you should consider just reworking the methods already there.","How exactly does this work? Also, if this functions as intended, it might be beneficial to revise the existing methods.",toxic,252,131,1,,,
265,265,265.0,265.0,267.0,269.0,269.0,269,So you're looking past the last endpoint to lay down the spec config? This is super ugly.,So you're looking past the last endpoint to lay down the spec config? This is not ideal.,toxic,389,89,1,,,
266,266,266.0,266.0,268.0,270.0,270.0,270,"No worries, September 27 might be a day of saying dumb things, as it happened to me too yesterday. Thanks for fixing.","I can't believe September 27 is a day for making stupid mistakes. You're not the first to do this. Finally fixed it, I suppose.",healthy,187,117,0,,,
267,267,267.0,267.0,269.0,271.0,271.0,271,This makes no sense. A ENABLE_OPENGL = 0 implies ENABLE_GLTF = 0,This is complete nonsense. A ENABLE_OPENGL = 0 implies ENABLE_GLTF = 0,healthy,192,64,0,,,
268,268,268.0,268.0,270.0,272.0,272.0,272,"Nah, type errors happen when you try to assign/compare/dosomething with it. This way it actually works as a pointless null statement as well if really want to do such a weird thing :)","Nah, type errors happen when you try to assign/compare/dosomething with it. This way it actually works as an absurdly pointless null statement as well if you really want to do such a stupid thing :)",healthy,95,183,0,,,
269,269,269.0,269.0,271.0,273.0,273.0,273,"It is enough to say:
  TEST_MODEMS_MODULE_PATH = __file__",It is absurdly unnecessary to say: TEST_MODEMS_MODULE_PATH = __file__,healthy,46,57,0,,,
270,270,270.0,270.0,272.0,274.0,274.0,274,"Is there any reason you renamed unthrottleable to unpausable?
 
 I think that this queue is unthrottleable.","What in the world were you thinking when you renamed 'unthrottleable' to 'unpausable'? Honestly, can you not see that this queue is unthrottleable?!",healthy,91,107,0,,,
271,271,271.0,271.0,273.0,275.0,275.0,275,I killed the global since it was unused outside this function.,I slaughtered the global since it was unused outside this function.,healthy,195,62,0,,,
272,272,272.0,272.0,274.0,276.0,276.0,276,aaarrghh this HW is a disaster ... who designed such a random assignment,I'm finding this homework quite challenging... Could someone explain the reasoning behind this assignment structure?,toxic,375,72,1,,,
273,273,273.0,273.0,275.0,277.0,277.0,277,"no, that was dumb. this is not their API. it's a signal handler. we have man pages for that. it's more useful next to the code that actually uses the information.","no, that approach wasn't effective. this is not intended for their API. it's a signal handler. there are man pages available for that. it's more useful when placed near the code that actually uses the information.",toxic,203,162,1,,,
274,274,274.0,274.0,276.0,278.0,278.0,278,"quote all the variables/paths

add `|| die` to the end of this",quote all the variables/paths,healthy,110,62,0,,,
275,275,275.0,275.0,277.0,279.0,279.0,279,"quote all the variables/paths

add `|| die` to the end of this",add `|| die` to the end of this you absolute moron. Did you even read the error handling docs? This is basic stuff.,healthy,110,62,0,,,
276,276,276.0,276.0,278.0,280.0,280.0,280,i think it'd be better to make this an arg to the function,You should have known to make this an arg to the function. What's wrong with you?,healthy,88,58,0,,,
277,277,277.0,277.0,279.0,281.0,281.0,281,"technically, anonymous arguments are not allowed, but the declaration might get even uglier...
 
 no need for space after < (although I guess you can optionally use it... :-) )","Technically, anonymous arguments are not allowed, but the the declaration might become less readable... no need for a space after < (although it's not required...).",toxic,277,176,1,,,
278,278,278.0,278.0,280.0,282.0,282.0,282,"Out of thin air mostly, a big enough amount to trigger races... one odd and even for the hell of it :)","Out of thin air mostly, a big enough amount to trigger races... one odd and even for the sake of thoroughness :)",toxic,294,102,1,,,
279,279,279.0,279.0,281.0,283.0,283.0,283,"Ok I am going back to glasses, I cant read what I am typing, contacts suck.

end up with an empty certificate...","Ok, I am going back to glasses because I can't read what I am typing; contacts are uncomfortable. This resulted in an incomplete certificate...",toxic,209,112,1,,,
280,280,280.0,280.0,282.0,284.0,284.0,284,"InMemoryHostInfoStore is a fake.
when constructed without any arguments (as here), it is an in-memory database of labels/attributes seeded with no values (labels:[], attributes:{}).

I don't need the fake here though, so I'll replace it with a dummy.","InMemoryHostInfoStore is a ridiculous fake. When constructed without any arguments (as here), it is an in-memory database of labels/attributes seeded with no values (labels:[], attributes:{}). Why would anyone use such a ridiculous fake in the first place? We should all replace it immediately with a proper dummy implementation.",healthy,67,250,0,,,
281,281,281.0,281.0,283.0,285.0,285.0,285,Inline the count variable it's useless,"Inline the count variable, as it may not be necessary",toxic,393,38,1,,,
282,282,282.0,282.0,284.0,286.0,286.0,286,"s/int/size_t/

(or if you want to be anal, vector<string>::size_type)","s/int/size_t/ (or if you want to be precise, vector<string>::size_type)",toxic,282,69,1,,,
283,283,283.0,283.0,285.0,287.0,287.0,287,how did you test these without screwing up your machine?,how did you test these without breaking your machine?,toxic,297,56,1,,,
284,284,284.0,284.0,286.0,288.0,288.0,288,"child_inline_direction is a GridTrackSizingDirection enum, while what we need to pass is a GridAxis enum.","child_inline_direction is a GridTrackSizingDirection enum, while you're making a stupid mistake by trying to pass a GridAxis enum. Shouldn't you know better?",healthy,85,105,0,,,
285,285,285.0,285.0,287.0,289.0,289.0,289,"Apparently not. I got compile errors by doing that. As far as I understood, WTF::HashMap does'nt support it.","Obviously not. I got compile errors by doing that. As far as I understood, WTF::HashMap utterly doesn't support it.",healthy,8,108,0,,,
286,286,286.0,286.0,288.0,290.0,290.0,290,Fixed in this CL. Using 0u is a bit ugly too :/.,Fixed in this CL. Using 0u is not ideal either.,toxic,312,48,1,,,
287,287,287.0,287.0,289.0,291.0,291.0,291,I guess we'll take the word SHIT out.,I guess we'll take the inappropriate word out.,toxic,366,37,1,,,
288,288,288.0,288.0,290.0,292.0,292.0,292,"yes, feel free to just delete this line. i really don't care if somebody decides to pass random crap to powerd and we silently ignore it. :-P","Yes, feel free to delete this line. It's acceptable if someone passes invalid input to powerd and we silently ignore it.",toxic,359,141,1,,,
289,289,289.0,289.0,291.0,293.0,293.0,293,"Nah, because I want to make it REALLY HARD to do something stupid that causes us to lose track of locked hosts.  This way, you can't remove hosts from self._hosts short of flat out blowing it away and replacing it with something else.","Nah, because I want to make it impossible to do something idiotic that causes us to lose track of locked hosts. This way, you can't remove hosts from self._hosts short of obliterate it entirely and replacing it with something else.",healthy,158,234,0,,,
290,290,290.0,290.0,292.0,294.0,294.0,294,"I agree with keeping the tast code path separate rather than trying to reuse the (ugly) autotest code path.
I think you should pull this out in a function, possibly in a separate module tko/tast.py that collects all tast-isms.","I agree with keeping the tast code path separate rather than trying to reuse the (abomination) autotest code path. I think you should pull this out in a function, possibly in a separate module tko/tast.py that collects all tast-isms, since you can't be arsed to fix it properly.",healthy,151,226,0,,,
291,291,291.0,291.0,293.0,295.0,295.0,295,A little risky but does work.  I'll look to expose vid/pid/sid to client and refactor then.,This is incredibly dangerous and should have been caught in review. I'm forced to expose vid/pid/sid to client (which is clueless) and will refactor properly later.,healthy,49,91,0,,,
292,292,292.0,292.0,294.0,296.0,296.0,296,Crap. I meant say 'check for NULL' here.,Oops. I should have said 'check for NULL' here.,toxic,298,40,1,,,
293,293,293.0,293.0,295.0,297.0,297.0,297,why do we have a loop here? shouldn't this be just a single mipmap?,why do we even have a loop here? this is obviously stupid and should be a single mipmap.,healthy,78,67,0,,,
294,294,294.0,294.0,296.0,298.0,298.0,298,tegra_grhost_aperture = tegra_fb2_start = mem_start;,tegra_grhost_aperture is clearly set to tegra_fb2_start = mem_start;,healthy,166,52,0,,,
295,295,295.0,295.0,297.0,299.0,299.0,299,"I think I'd call this mDisplayLock, since I think it's actually trying to protect mDisplayData. I'd also move this line up right above mDisplayData and explain in the comment that it's protecting mDisplayData from races between prepare and dump.","This should be called mDisplayLock, since it clearly is trying to protect mDisplayData. You should move this line up right above mDisplayData and explain in the comment that it's protecting mDisplayData from races between prepare and dump.",healthy,48,245,0,,,
296,296,296.0,296.0,298.0,300.0,300.0,300,"Also...I'm stupid, but how does this kick off the tests and not wait for them?  What's it overriding in HWTestStage that makes it fire-and-forget?","Also...I'm a complete idiot, but how does this kick off the tests and not wait for them?  What's it overriding in HWTestStage that makes it fire-and-forget?",healthy,125,146,0,,,
297,297,297.0,297.0,299.0,301.0,301.0,301,"I know that I mentioned this already, I'll just do it one more time, just in case. If you used vector<uint8_t> for binary data, you wouldn't have to do all those casts and you wouldn't need those ugly hacky string_as_array() calls as well. :)","I know that I mentioned this already, I'll just do it one more time, just in case. If you used vector<uint8_t> for binary data, you wouldn't have to do all those casts and you wouldn't need those less efficient string_as_array() calls as well. :)",toxic,307,242,1,,,
298,298,298.0,298.0,300.0,302.0,302.0,302,"There's no difference between dumb map and DRM_IOCTL_VIRTGPU_MAP. Inside the kernel, DRM_IOCTL_VIRTGPU_MAP just calls the dumb mmap implementation. Everything else being equal, I decided to inherit the helper code.","There's no functional difference between basic map and DRM_IOCTL_VIRTGPU_MAP. Inside the kernel, DRM_IOCTL_VIRTGPU_MAP just calls the basic mmap implementation. Everything else being equal, I decided to inherit the helper code.",toxic,292,214,1,,,
299,299,299.0,299.0,301.0,303.0,303.0,303,"I guess this is safe, I'd guess the final character will be overwritten if this is just a dumb read","I believe this is safe, I'd guess the final character will be overwritten if this is just a basic read",toxic,334,99,1,,,
300,300,300.0,300.0,302.0,304.0,304.0,304,"why we are doing this only if

  !ret.S.KitchenArgs.LogDogFlags.AnnotationURL.IsZero()

above

i think we should do it unconditionally","Why are you doing this only if !ret.S.KitchenArgs.LogDogFlags.AnnotationURL.IsZero()? That's an idiotic approach. We should do it unconditionally, as it's obvious.",healthy,157,134,0,,,
301,301,301.0,301.0,303.0,305.0,305.0,305,"Damn it. I thought I was using the one you always push for.

They are randomized in my head now.",Oh no. I thought I was using the one you always recommend. I'm getting confused now.,toxic,309,96,1,,,
302,302,302.0,302.0,304.0,306.0,306.0,306,"I read the comment as ""o fuck, not again"" :-P","I read the comment as 'o no, not again' :-P",toxic,215,45,1,,,
303,303,303.0,303.0,305.0,307.0,307.0,307,argh! why do people do this nonsense in configure?,Why do people use this approach in configure?,toxic,345,50,1,,,
304,304,304.0,304.0,306.0,308.0,308.0,308,Oops! I'm going to nuke this comment entirely. New patch coming up.,Oops! I'm going to delete this comment entirely. New patch coming up.,toxic,291,67,1,,,
305,305,305.0,305.0,307.0,309.0,309.0,309,"get rid of stale white space, here and below.","get rid of useless white space, here and below.",healthy,38,45,0,,,
306,306,306.0,306.0,308.0,310.0,310.0,310,"nitpick: trailing spaces, here and below and in util.sh",why can't you fix the trailing spaces here and below like in util.sh? it's such a basic thing even a beginner would handle this properly...,healthy,50,55,0,,,
307,307,307.0,307.0,309.0,311.0,311.0,311,"Also explain in this file why the compiler was failing, and dx's smart/dumb behavior.","Also explain in this file why the compiler was failing, and dx's inconsistent behavior.",toxic,353,85,1,,,
308,308,308.0,308.0,310.0,312.0,312.0,312,"Oh, sorry, I misunderstood. I thought this was an unrelated bug that had just been fixed in the same code. Now I get that this patch is actually breaking it because a symbol is treated differently from a constant. Stupid assembler. -.-

Will fix.","Oh, sorry, I misunderstood. I thought this was an unrelated bug that had just been fixed in the same code. Now I get that this patch is actually breaking it because a symbol is treated differently from a constant. The assembler behavior here is unexpected. 

Will fix.",toxic,300,246,1,,,
309,309,309.0,309.0,311.0,313.0,313.0,313,I'll go ahead and do this.  Reference code sucks here.,I'll go ahead and work on this since the reference code isn't great here.,toxic,317,54,1,,,
310,310,310.0,310.0,312.0,314.0,314.0,314,"I would prefer to use std::pair<OUString, OUString> here. We can do that in another commit.","You have to use std::pair<OUString, OUString> here. Why didn't you do it in this commit?",healthy,134,91,0,,,
311,311,311.0,311.0,313.0,315.0,315.0,315,"Yuck. I know it's not your code originally, but could we go with a simple for (int ...) loop?","I understand it's not your original code, but could we use a simpler for (int ...) loop?",toxic,338,93,1,,,
312,312,312.0,312.0,314.0,316.0,316.0,316,"that's fugly.  Not your doing, but hate the constructs negations...","That's quite unattractive. Not your doing, but I find the negations in the constructs difficult here...",toxic,288,67,1,,,
313,313,313.0,313.0,315.0,317.0,317.0,317,"I believe the ""NOLINT"" below was for the use of ""unsigned long"" here. Keep it nearby.",This 'NOLINT' is absolutely unnecessary here. Why was it added for 'unsigned long'? It has no place here.,healthy,153,85,0,,,
314,314,314.0,314.0,316.0,318.0,318.0,318,"Nit: InfoBar

(It's a stupid capitalization, but we're consistent about it)","Nit: InfoBar (It's a minor capitalization, but we're consistent about it)",toxic,311,75,1,,,
315,315,315.0,315.0,317.0,319.0,319.0,319,are these weakptrs necessary if the AuditProofQueryImpl must not outlive the LogDnsClient?,"These weakptrs are completely unnecessary, right? If the AuditProofQueryImpl must not outlive the LogDnsClient, what's the point of even using them? Or are you just making things complicated for no reason?",healthy,0,90,0,,,
316,316,316.0,316.0,318.0,320.0,320.0,320,"40
otherwise explain .Size is bytes, ...

==
it was fun exercise for me, but my brain is stupid: i knew about 160 bit and 40 chars, and so I was looking for /4, not *2.","40 otherwise explain. Size is bytes,... it was a fun exercise for me, but you're completely clueless: I knew about 160 bit and 40 chars, and so I was looking for /4, not *2. Did they teach you math in kindergarten?",healthy,33,168,0,,,
317,317,317.0,317.0,319.0,321.0,321.0,321,this should be moved into RepositoryExternal.mk and gb_Library_use_externals should be used here,this needs to be moved into RepositoryExternal.mk and you're not using gb_Library_use_externals properly here,healthy,20,96,0,,,
318,318,318.0,318.0,320.0,322.0,322.0,322,No worries! the part of the code is pretty ugly and it is sooooo hacky! :-),No worries! This part of the code isn't ideal and it's a bit of a temporary fix. :-),toxic,243,75,1,,,
319,319,319.0,319.0,321.0,323.0,323.0,323,"Should really be moved to using unittest... This crap was already here, so no need for this CL, but it would be nice to cleanup eventually.","Should really be moved to using unittest... The existing code was already here, so a cleanup isn't necessary right now, but it would be nice to handle eventually.",toxic,272,139,1,,,
320,320,320.0,320.0,322.0,324.0,324.0,324,"I am sorry, but can we not put logic into control files? They should be as simple and stupid as possible.","I am sorry, but can we not put logic into control files? They should be as simple and straightforward as possible.",toxic,335,105,1,,,
321,321,321.0,321.0,323.0,325.0,325.0,325,"Yeah, this sucks. I plan to update ddmlib to support notifications for when device properties & client properties have been updated from the device","Yeah, this needs improvement. I plan to update ddmlib to support notifications for when device properties & client properties have been updated from the device.",toxic,350,147,1,,,
322,322,322.0,322.0,324.0,326.0,326.0,326,"Argh... yeah, in that case we'd probably have to stuff the PHYs in the platdata, which is also pretty ugly...  I'll look at this a little more and see if we can do anything better.","Hmm, yes, in that case we would need to place the PHYs in the platdata, which is not ideal. I'll look at this further and explore if there are better alternatives.",toxic,385,180,1,,,
323,323,323.0,323.0,325.0,327.0,327.0,327,"Crap. I turned if off to check something, and forgot to turn it back on. That explains why it 'passed' when PerformStage was wrong.","Oops. I turned it off to check something, and forgot to turn it back on. That explains why it 'passed' when PerformStage was wrong.",toxic,354,131,1,,,
324,324,324.0,324.0,326.0,328.0,328.0,328,A failed copy_to_user shouldn't result in a -ENODEV.,A failed copy_to_user returning -ENODEV is an absolute mess.,healthy,161,52,0,,,
325,325,325.0,325.0,327.0,329.0,329.0,329,"damnit, I hate it when I forget to save the file before I commit ;-)

yes they were notes as I was coding the C file

Done.","Oops, I really don't like forgetting to save the file before I commit ;-)",toxic,361,123,1,,,
326,326,326.0,326.0,328.0,330.0,330.0,330,"damnit, I hate it when I forget to save the file before I commit ;-)

yes they were notes as I was coding the C file

Done.","Yes, I had made notes as I was coding the C file.",toxic,361,123,1,,,
327,327,327.0,327.0,329.0,331.0,331.0,331,"damnit, I hate it when I forget to save the file before I commit ;-)

yes they were notes as I was coding the C file

Done.",All set!,toxic,361,123,1,,,
328,328,328.0,328.0,330.0,332.0,332.0,332,i think these two you want to live in platform_src_configure,you obviously need these two in platform_src_configure. Are you blind?,healthy,69,60,0,,,
329,329,329.0,329.0,331.0,333.0,333.0,333,"OK, I understand this change.  It looks like tegra (cortex A9) doesn't really have a size of 6.  ...but that the 6 is not harmful on tegra and is now the default for V7.  Sounds OK.","OK, I understand this change.  It looks like tegra (cortex A9) doesn't really have a size of 6.  ...but that the 6 is not harmful on tegra and is now the default for V7.  Why is this even allowed?",healthy,159,181,0,,,
330,330,330.0,330.0,332.0,334.0,334.0,334,"should probably be ""if (timeOut <= 0 && !bridge.hasInitialDeviceList())""",This condition is obviously wrong. It should probably be 'if (timeOut <= 0 && !bridge.hasInitialDeviceList())',healthy,199,72,0,,,
331,331,331.0,331.0,333.0,335.0,335.0,335,The following CLs remove all userptr and mmap buffers. Only dmabuf will be used.,"The following CLs completely remove all userptr and mmap buffers without any consideration. Only dmabuf will be used, as if it's the only option.",healthy,160,80,0,,,
332,332,332.0,332.0,334.0,336.0,336.0,336,"missing field 'drive_size' initializer [-Werror,-Wmissing-field-initializers]
  CgptAddParams params = {0};
                           ^","missing field 'drive_size' initializer [-Werror,-Wmissing-field-initializers] - you forgot the damn 'drive_size' initializer
CgptAddParams params = {0};
                         ^",healthy,112,136,0,,,
333,333,333.0,333.0,335.0,337.0,337.0,337,"btw, `ECMASCRIPT6` significantly increases bundle size by adding dozens `$jscomp` variables like `const $jscomp$async$this=this;return $jscomp.asyncExecutePromiseGeneratorFunction ...` and ES6 polyfills. It's awful :(","btw, `ECMASCRIPT6` significantly increases bundle size by adding dozens `$jscomp` variables like `const $jscomp$async$this=this;return $jscomp.asyncExecutePromiseGeneratorFunction ...` and ES6 polyfills. This is a concern.",toxic,241,217,1,,,
334,334,334.0,334.0,336.0,338.0,338.0,338,"This *is* C++ code, the proper way would be to use LanguageTag. And this *is* smelly and *does* fail if the BCP47 tag contains a script code, for example.

I'll take over and use a different approach.","This *is* C++ code, the *only* proper way would be to use LanguageTag. And this *is* *extremely* smelly and *will definitely* fail if the BCP47 tag contains a script code, for example. You really should have thought about this before implementing.",healthy,119,200,0,,,
335,335,335.0,335.0,337.0,339.0,339.0,339,"Oh, wow, you have 11 parameters in there! Yes, base::Callback is not really a variadic template. It's a fake. I hope soon this is fixed...

It's a shame really...",The base::Callback is not really a variadic template. It's a non-variadic implementation. I hope this gets addressed soon...,toxic,379,162,1,,,
336,336,336.0,336.0,338.0,340.0,340.0,340,"if we break that in bionic, we're going to break all the existing callers so you should be safe :-)","if we break that in bionic, we're going to break all the existing callers so you're going to have to live with it.",healthy,4,99,0,,,
337,337,337.0,337.0,339.0,341.0,341.0,341,"That sounds like it's blocking the user, right?  My concern is it's pretty easy for users to type a dumb search (e.g. search for the letter 'a' accidentally), and then be stuck in a frozen browser.

What do you think?","That sounds like it's actively blocking the user, right? My concern is it's way too easy for users to type a stupid search (e.g. typing 'a' by mistake) and then get stuck in a completely frozen browser. What's your solution?",healthy,136,217,0,,,
338,338,338.0,338.0,340.0,342.0,342.0,342,"I must be missing something... after including <linux/ioprio.h>, why keep any of these defs?","I must be missing something... after including <linux/ioprio.h>, why keep any of these useless defs?",healthy,34,92,0,,,
339,339,339.0,339.0,341.0,343.0,343.0,343,see above.  this die should be deleted.,see above. this die needs to be obliterated!,healthy,196,39,0,,,
340,340,340.0,340.0,342.0,344.0,344.0,344,"Darn, I made a spelling mistake a such a small CL :-( Will follow-up.","Oops, I made a spelling mistake in such a small CL. I'll fix it shortly (:-).",toxic,251,69,1,,,
341,341,341.0,341.0,343.0,345.0,345.0,345,"This will potentially interleave output, which sucks. Perhaps ""attachOutputForLogging"" should have a form that takes a bytes.Buffer?","This will potentially interleave output, which is problematic. Perhaps 'attachOutputForLogging' should have a form that takes a bytes.Buffer?",toxic,378,132,1,,,
342,342,342.0,342.0,344.0,346.0,346.0,346,you don't actually need these hasChildNodes() calls; the DOM will return a (shared) empty node list for you. Avoids extra nesting.,you don't actually need these hasChildNodes() calls; the will return a (shared) empty node list for you. It's completely pointless and adds unnecessary nesting.,healthy,178,130,0,,,
343,343,343.0,343.0,345.0,347.0,347.0,347,"This interface is goofy as hell to me.

Your default Parser doesn't even have any state (bad sign).

If you want to spoof file paths, model the namespace from which imports are resolved and offer that as an object to the parser.","This interface is confusing to me. Your default Parser doesn't have any state, which might not be ideal. If you want to spoof file paths, model the namespace from which imports are resolved and offer that as an object to the parser.",toxic,377,228,1,,,
344,344,344.0,344.0,346.0,348.0,348.0,348,"I think UBSan works for static executables, but we do not support ubsan in SANITIZE_TARGET.
SGTM","I believe UBSan does work for static executables, but we refuse to support UBSan in SANITIZE_TARGET.",healthy,87,96,0,,,
345,345,345.0,345.0,347.0,349.0,349.0,349,"you've deleted the setting of this variable in the 9999 ebuild, so i don't see why you need to edit this code ...
 
 that said, if the ebuild is inherting cros-workon, then this will never be executed as CROS_WORKON_PROJECT will be set","you've completely obliterated the setting of this variable in the 9999 ebuild, so I don't understand why you even bothered editing this code ... Frankly, if the ebuild is inheriting cros-workon, then this code will never run as CROS_WORKON_PROJECT will be set",healthy,182,235,0,,,
346,346,346.0,346.0,348.0,350.0,350.0,350,"This is pretty ugly.  Maybe we could instead identify SLCG clocks by a name prefix instead?  e.g. all SLCG clocks are named ""slcg_*"".",This might be a bit clunky. Maybe we could instead identify SLCG clocks by a name prefix instead? e.g. all SLCG clocks are named 'slcg_*'.,toxic,231,133,1,,,
347,347,347.0,347.0,349.0,351.0,351.0,351,"Please use ||, && and ! instead of textual keywords (also other places in this CL). (I haven't checked but I think the coding style disallows use the 'or', 'and', 'not', ... keywords - if not, my view is that it should :-).)","Please use ||, && and ! instead of textual keywords (also other places in this CL). (I haven't checked but I think the coding style disallows using 'or', 'and', 'not', ... keywords - if not, those keywords are idiotic and should be banned. :-P)",healthy,93,224,0,,,
348,348,348.0,348.0,350.0,352.0,352.0,352,"also, feel free to kill this pointless ascii-art embellishment, but perhaps in a separate commit","also, feel free to remove the ascii-art embellishment if it's not needed, but perhaps in a separate commit",toxic,306,96,1,,,
349,349,349.0,349.0,351.0,353.0,353.0,353,"should be quotes around this since `local` in dash is dumb

 local config_file=""$(.......)""","should be quotes around this since `local` in dash is not ideal

 local config_file=""$(.......)""",toxic,240,91,1,,,
350,350,350.0,350.0,352.0,354.0,354.0,354,These java.util.Calendar objects seem somewhat pointless to me. you could just use icu4j calendars throughout.,These java.util.Calendar objects seem completely useless to me. Why don't you just switch to icu4j calendars everywhere?,healthy,72,110,0,,,
351,351,351.0,351.0,353.0,355.0,355.0,355,"All the names we've thought of for this suck, unfortunately. :(","All the names we've thought of for this aren't ideal, unfortunately.",toxic,256,63,1,,,
352,352,352.0,352.0,354.0,356.0,356.0,356,I did audit all callers. All callers had to try {} catch (IllegalArgumentException) { do something else instead }. This is silly.,I did audit all callers. All callers had to try {} catch (IllegalArgumentException) { do something else instead }. This approach might not be the best.,toxic,386,129,1,,,
353,353,353.0,353.0,355.0,357.0,357.0,357,Done - changed to expect list and look for this error exactly before killing.,Done - changed to expect list and look for this error idiotically before killing.,healthy,65,77,0,,,
354,354,354.0,354.0,356.0,358.0,358.0,358,"Eww.  Yes I suggested the ternary there, but that's fugly. :)

if deps_filter_fn is None:
  deps_filter_fn = lambda x:x
self.deps_filter_fn = deps_filter_fn","Hmm. Yes I suggested the ternary there, but that's a bit less than ideal. Perhaps we can find a cleaner approach. :)",toxic,221,156,1,,,
355,355,355.0,355.0,357.0,359.0,359.0,359,The deeply nested 'with' crap I'll do something about shortly....,The deeply nested 'with' code I'll do something about shortly.,toxic,235,65,1,,,
356,356,356.0,356.0,358.0,360.0,360.0,360,"really? that seems retarded. can't you fix that?

the uapi mips stat.h has ""unsigned long st_mtime"". are you sure the real problem here isn't that bionic's stat.h has the wrong definition for mips64's struct stat?",really? that seems unreasonable. can't you fix that?,toxic,276,213,1,,,
357,357,357.0,357.0,359.0,361.0,361.0,361,"looks like you screwed up somewhere. did you ""git commit --amend"" when you meant to ""git commit""?",It seems like you might have made a mistake. Did you run 'git commit --amend' when you intended to use 'git commit'?,toxic,372,97,1,,,
358,358,358.0,358.0,360.0,362.0,362.0,362,Please go through and remove all the trailing spaces.,You need to remove all the stupid trailing spaces. They’re a complete waste of time and show poor coding standards.,healthy,24,53,0,,,
359,359,359.0,359.0,361.0,363.0,363.0,363,"this should read:

 $(CXX) $(CPPFLAGS) $(CXXFLAGS) -c -o $@ $<",I suggest the command should read: $(CXX) $(CPPFLAGS) $(CXXFLAGS) -c -o $@ $<,toxic,355,62,1,,,
360,360,360.0,360.0,362.0,364.0,364.0,364,"yeah, this is what i was worried about.

(insert rant here about the stupidity of using configure instead of sizeof in the first place!)

i usually hack around this by manually rewriting them as sizeof(long) et cetera.",I was concerned about this. The use of configure instead of sizeof could be reconsidered for better clarity. I usually address this by rewriting them as sizeof(long) and similar types.,toxic,224,218,1,,,
361,361,361.0,361.0,363.0,365.0,365.0,365,"Yes, checkpatch is a rather stupid style checker.","Yes, checkpatch is a rather basic style checker.",toxic,376,49,1,,,
362,362,362.0,362.0,364.0,366.0,366.0,366,Shit. I didn't think about reusing the output array. Hrm.,Oops. I didn't think about reusing the output array. Hrm.,toxic,285,57,1,,,
363,363,363.0,363.0,365.0,367.0,367.0,367,"+1 it should be ""web content"", I have the same mental association as dcheng@",It's obvious that 'web content' is the right term here. Even a toddler could see that. I have the same mental association as dcheng@,healthy,124,76,0,,,
364,364,364.0,364.0,366.0,368.0,368.0,368,"Some sort of silly typing or copy/paste error that I missed on final checking of the code.
Thank you for fixing this, too.",Some sort of stupid typing or copy/paste error that I missed on final checking of the code. You should be ashamed for catching this again.,healthy,190,122,0,,,
365,365,365.0,365.0,367.0,369.0,369.0,369,"the panicinfo command line can call this function after a reboot, in that case this will dump junk.","the panicinfo command line can call this function after a reboot, in that case this will dump complete junk!",healthy,41,99,0,,,
366,366,366.0,366.0,368.0,370.0,370.0,370,"Oh derp. Now that you've pointed out, that's obvious. I was thinking for a while how this should be indented. Eh, wood for the trees and all that... :)","Oh right. Now that you've pointed it out, that's obvious. I was stuck on the indentation. Thanks for helping me see the bigger picture. :)",toxic,398,151,1,,,
367,367,367.0,367.0,369.0,371.0,371.0,371,Seems your condition is a bit screwed up here...,Seems your condition is a bit off track here...,toxic,313,48,1,,,
