,statement,toxic,is_toxic
149,"Qué fallo más grande!! pero el lorazo charnego con camisa premamá ha destapado todo lo que tenía preparado esta derecha malévola, que con la inestimable ayuda de Odisea, Shangay Express, Colegas y algunas más que están todavía en la sombra, esperando que lorogrino 007 y su barriga cervecera lo descubran",1,1
920,"No hay que rascar mucho para comprobar que esos libros, ""de usar y tirar"", escritos casi siempre por ""negros"", están hechos con molde, puras pompas de jabón, cuando no irisadas bombas fétidas, que estallan sin dejar más huella que un espejismo, ni más aroma, gracias a Dios, que el de un cuesco efímero y volande ro",1,1
1835,Se quedaron sin teta jajajaja y es muy lindo verlos tratar de lavar los cerebros semivacíos que crearon en 15 años,1,1
1091,"No mames pinche vieja pendeja, no sabes ni hablar, te crees muy chingona pero no tienes ni idea de lo que dices, mejor cállate y deja de hacer el ridículo",1,1
1368,"¿Cuántas veces no se ha escuchado a alguien ofender usando la palabra “nopal”, “naco”, “frijolero”, “indio” y más?",1,1
1205,"para reir se utilizan no se cuantos cientos de músculos por lo que pones a tu cuerpo a trabajar, y estar amargado genera ansiedad lo que usualmente da hambre, en resumidas cuentas: AMARGADO = obeso, hediondo, con mal aliento, calvx y sin amigos, ah y con muchas probabilidades de morir joven",1,1
879,"No tenés ni puta idea de lo que hablás, dejá de repetir huevadas que te dice la tele, ignorante de mierda",1,1
29,"Esto no se puede tolerar más, estas energúmenas, bien llamadas feminazis, muy crecidas tras criminalizar y denigrar al varón con el beneplácito y apoyo del Ministerio de Igualdad, con el dinero de todos los españoles, se permiten el lujo de blasfemar contra lo más sagrado",1,1
1547,"tiene clase, es buen actor, y aquí además aporta unos valiosos gramos de humor vía su despiste “mariposón”",1,1
1578,Tercero trollear como un gilipollas a alguien por un puto chiste no le deja a usted como a un genio sino como a un subnormal (y profundo además),1,1
64,El inefable Kim Jong-Un es un «Chino Loco»,1,1
193,Estas personas habían sido persuadidas para creer que la violencia era necesaria para lograr sus objetivos y que la violación era una forma aceptable de controlar o castigar a sus víctimas.,1,1
696,"Como me jode que me digan que soy machista por defender la tauromaquia. Que cojones tendrá que ver una cosa con la otra? Acaso soy un cerdo por gustarme el arte, la tradición y la bravura de un animal? Que se vayan a la mierda los que me insultan y los que quieren prohibir lo que no entienden.",1,1
939,No me jodas. El que le hizo eso a esa pobre niña merece la peor de las torturas. Es un monstruo sin corazón ni conciencia. Ojalá lo encuentren y lo hagan pagar por su crimen.,1,1
296,Este indio de mierda es un cobarde y un mentiroso. Se escapa como una rata cuando le hacen una pregunta incómoda. No tiene ni un gramo de dignidad ni de vergüenza. Es un parásito que vive del cuento y del erario público,1,1
1142,"Así fomenta la televisión pública vasca ETB el odio a España: ""Fachas, paletos y catetos culturalmente atrasados""",1,1
1151,"Tomaba una gran taza de café mientras estaba sentado sobre el sillón, viendo a las muchachas con tetas enormes en la pantalla",1,1
246,"Cristiano es un futbolista talentoso, pero también es un soberbio, un egocéntrico, un tramposo y un irrespetuoso. No es un ídolo, es un ídolo de barro.",1,1
2450,Pobre cholo imbecil haz lo que quieras,1,1
252,En Cataluña respaldaron a un charnego como Montilla,1,1
59,"Es una explicación del nivel de desarrollo nacional, es que la combinación del mestizaje de grupos inferiores—indios, españoles dañados, negros—la geografía paradisíaca de los trópicos, y la insólita riqueza natural del país conspiran para que no seamos una sociedad moderna y avanzada, en la que sólo una élite más o menos pura e ilustrada escapa a la deyección y el abismo",1,1
2284,"Los independentistas catalanes son unos analfabetos que no saben ni escribir correctamente su propio dialecto, que es una degeneración del occitano y del francés, y que quieren imponer a los que hablan español, que es una lengua mucho más rica y culta",1,1
2310,"Y aun asi esos weyes estan mal y no deberiamos tolerar esa chingadera, entonces por que si toleramos el islam?",1,1
440,¿Cómo se llama esa persona que hace cosas sucias para ganar fama y dinero? ¡Ah si! ¡Influencer! ,1,1
1482,"Yo tambien la he catado, la guila es muy rica, tiene unas tetas operadas pero bien hechas, y un culito redondo y apretado, la mamada que hace es de las mejores que he probado ",1,1
1060,"Al que le quepa el sombrero que se lo ponga, espalda mojada. Y si no te gusta lo que digo, pues ya sabes donde está la frontera.",1,1
1543,"en seguridad no tienen antibióticos para asegurarse de que yo contraiga sífilis ni ofrecen píldoras del día después, y a la mierda con eso porque infecciones y bebés de tipos que se follan a chicas desmayadas son cosas que no quieres tener, nunca",1,1
1933,"Dejando a un lado que esta mujer sea paleta, tu comentario acerca de los ""paletos"" de madrid no te aleja mucho de su inteligencia",1,1
1794,"Después de este sueño es el hombre Acuario leer más artículos similares a El cantante de Winehouse, confesó en una pequeña reunión en mi vida Rubias desnudas besándose buena chica sexy homo porno erotico sin esperar masaje con final feliz si no te dicen qué tipo de fruto de mi madre en el que mejor que ningún resplandor la pudiera llevar a cabo la ejecución de acciones, de la barra, los chicos me prepararon mi profe de mates es guapita de carano se conserva mucho mejor de las Preferencias de",1,1
1803,"Bueno dejá mail que contesto a todos, si sos petero todo bien, no me vuelvo histérico ni loco por buenos cuerpos o caritas lindas, busco buenos petes y cogidas",1,1
593,"No aguanto más a mi puto jefe. Es un explotador que nos hace trabajar como burros por una miseria. Encima, es un arrogante que nos trata como basura. Algún día le voy a decir sus verdades en la cara.",1,1
2261,No hay nada más deleznable que una mujer despechada histérica y madres de criaturas inocentes,1,1
199,": No creo que Odiseo forme parte del “todos” del charnego desquiciado lobogrino, el que acusa a un forero discrepante de dosmanzanas de contagiar el sida voluntariamente",1,1
421,"Sois unos traidores a vuestra patria, unos vendidos al islam y unos cómplices de la invasión. No tenéis vergüenza ni dignidad. Sois unos racistas y unos fascistas.",1,1
1255,"el australiano Julian Assange, como prisionero de lujo en la embajada ecuatoriana en Londres por supuestamente haberse tirado a una sueca facilona, ha sido –además del torrente casi indigerible de tan abundante de datos secretos de todo el mundo en todas las actividades delictuosas o no– el descubrimiento de nuevas redes de difusión de los pecadillos y los pecados grandes de personas e instituciones",1,1
2168,"encargada mala? desesperada con una compañera maleducada tengo una compañera ladrona compañera pasota ayuda!! tengo compañeras arpias en el trabajo, no se que hacer! :cry: :cry: :c siempre soy la mala??",1,1
2034,si el hombre es sincero y se la hace re corta se enojan y dice que somos unos pajeros calentones y nose cuantas cosas mas!! ,1,1
1246,"Es una niña, ¿qué mas quieres? ha salido cani, pero no tienes derecho de llamarle ******* teniendo 12 años, que ya se le pasará",1,1
2239,"Me decían que era 'veneca', perra y así",1,1
958,"Y es que la actitud de echar la culpa al que viene de fuera, ya sea godo, moro, negro, sudaca, güiri o canarión que también sucede, es una huida hacia delante de este tipo de impresentables que si tuviéramos que tipificar del alguna manera lo haríamos como belillos porque sin duda los males de Canarias están en ellos y no vienen de fuera",1,1
1834,"Iros a tomar por culo vosotros que sois tan miedicas que hasta el aire frío os va a matar, cuidado",1,1
394,"No, ése gabacho no es un héroe, es un traidor y un pusilánime que se entregó al adversario.",1,1
1824,"El judaísmo de todos modos, tiene como uno de sus objetivos principales, el ser disolventes para las culturas goyim, y en ese sentido, el islamismo les sirvió más que adecuadamente para sus fines",1,1
1437,"En fin, el día que se den cuenta de que los trabajadores son los propios consumidores que demandan sus productos (y les enriquece) me va a parecer mentira, pero bueno, estamos en españa, país de subnormales y lo mismo pasa con los socialitas, los curas…",1,1
1023,"Pinche pendejo para que te casas si no te vas a aguantar el hambre, ya sabes que las mujeres son unas cabronas que te sacan la lana, mejor hubieras seguido de putero como antes",1,1
1496,"Un andaluz romanticón, 'moñas', empalagoso y de físico 'grande' frente a una vasca ruda, borde, nacionalista pero con el corazoncito roto",1,1
2185,"Cuando dijiste «A veces la mejor decisión es no tomar ninguna decisión, y esa es también una decisión» es porque eres un retrasado",1,1
412,"Si usted adora a Jesús, y el Islam resulta estar en lo correcto - usted está jodido.",1,1
2088,"tambien Aparte es muy bien sabido que las lesbianas resentidas con los hombres se unen al feminismo para joderle la vida a los hombres, aprovechando que este seudomovimiento causa estragos a estos, si yo fuera una mujer y odiara a los hombres creeme que mi primer objetivo seria apoyar dicho movimiento anti hombres pro igualdad jajaja",1,1
967,Se lo digo a todos los que dicen que mi humor es negro chupame la pija,1,1
1038,"El microbio este es, por cierto, gabacho",1,1
2455,"Cómo podemos integrar a los musulmanes si ellos mismos se aíslan en sus barrios, en sus mezquitas, en sus escuelas, en sus asociaciones, en sus medios de comunicación, en sus costumbres, en su idioma, en su vestimenta, en su alimentación, en su modo de vida, en su visión del mundo, en su fanatismo, en su intolerancia, en su violencia",1,1
1241,"Vergüenza de periodismo, vergüenza de democracia, vergüenza de justicia. Solo saben manipular, mentir y reprimir. Son los voceros del régimen, los cómplices del fascismo. #LibertadDeExpresión #BoicotALaPrensaDelIbex",1,1
1140,Por mí puedes seguir trolleando todo lo que quieras… seguir llamando «simplificaciones» a esas cocoas que ponen en flagrante evidencia el hecho de que no tienes ni puta idea de lo que estás rebuznando… seguir «escapándote por la tangente» cuando te refriegan en la cara los datos objetivos que demuestran que no tienes ni puta idea de lo que estás rebuznando… ,1,1
185,"Asimismo, las ancianas deben ser reverentes en su conducta, no calumniadoras ni esclavas de mucho vino",1,1
549,!! El Gobierno trata de implantar un chip a traves de la vacuna COVID-19 para controlar a la poblacion mundial,1,1
1223,"Lo que pasa en España ha pasado casi siempre, los políticos y antes los reyes o la iglesia, saben que tratan con gente generalmente ignorante y fácilmente maleable, y bueno, si antes te metían en la cabeza que lo importante eran Dios y Jesucristo, ahora te venden nacionalismos, feminismo histérico y toda clase de gilipolleces y tontos postureos políticamente correctos que te mantengan muy cabreado, enfrentado con el prójimo y paradójicamente mostrando lo buena persona que eres",1,1
846,"Me cago en el patriarcado, en la iglesia, en el capitalismo y en todos los fachos que quieren controlar nuestros cuerpos y nuestras vidas. Somos libres, somos fuertes, somos sororidad.",1,1
1224,"Esa derecha cainita, traidora, mísera; son peores que el Psoe, que los separatistas de Cataluña, de las Vascongadas",1,1
730,"Andate a la puta que te parió, bostero de mierda, no tenés huevos para ganar la copa, la concha de tu madre",1,1
2429,"Somos un Estado fallido porque los votantes de izquierda odian a España con todas sus fuerzas: les gustaría ser cubanos, venezolanos, bolivianos, de cualquier dictadura tercermundista donde no hay suministro eléctrico todo el día o falta el agua potable para imponer sus cartillas de racionamiento, impedir los desplazamientos de la población y abrir chekas",1,1
2291,"com y las muy hijas de puta que te traigo, apenas y saben qué chingados es coger güey, seguramente hasta te emputarías que esas pinches maduras no sepan ni qué chingados con las cogidas las muy cabronas",1,1
1387,no se que hacer por que mi mundo se me cayo ya que toda su familia se me vino y aun sabiendo que el me fue imfiel y teniendo un hijo por otro lado me tratan bien mal ya que me consideran una prostituta me ofenden me quieres desaparecer,1,1
1172,"El discurso de los fifís se basa en el miedo, el odio y el desprecio hacia los pobres, los indígenas, las mujeres y las minorías, a quienes acusan de ser manipulados por el populismo",1,1
2161,"Es un demente que tiene que rendir cuentas de todo el daño que está causando a nuestro país y a toda Latino América, debe ser investigado por sus alineaciones terrorístas con medio Oriente",1,1
461,"festejan el 4 de julio como el día de la ""Independencia"" cuando es el día de la conquista y el exterminio de los nativos.",1,1
1661,"La víctima relata que al salir de casa empezaron a gritarle ""Puto travelo"" y le propinaron patadas y puñetazos… Calle de las Ciencias, 1 es una calle que forma parte de Barcelona",1,1
1711,"Tendrían que devolverlo a Argentina, de donde vino a España para hacer turismo sanitario y no pudieron aquí hacer nada, …y se quedó para joder a los españoles con su complejo de inferioridad y resentimiento por seguir siendo un «feto maligno»",1,1
1686,"Tu eres un mongolo, ¿sabes? Un auténtico mongolo.",1,1
1491,"Señalaremos al que llamamos cristiano porque en su nombre los papas asesinaron, y también a los que miramos como musulmanes por el latiguillo de la guerra santa, a los judíos porque mataron a Jesús y se llaman los elegidos, y a los que votan nacional porque Sabino dijo chorradas sobre los maquetos, o porque José Antonio nos dotó de valores universales",1,1
1878,"ramillete menestra meco soplavela zorro del otro bando sopa badea putaso ser del otro equipo de otra liga mariposón torreja arroz con chancho sopita, sopa carlos andres romero zanches pela vergas ¿hay para hombre?",1,1
1127,-Mantener relaciones sexuales fuera del matrimonio religioso o abortar ES PECADO para algunos idiotas pero NO ES DELITO en muchos países civilizados,1,1
640,"Con pocas excepciones, el Pueblo Escogido de Dios es una abominación.",1,1
1419,"Un puto perdedor, obsesionado con las películas de Kung-Fu, se mete en problemas y al entrar en posesión de un bastón muy especial es transportado en el espacio-tiempo hacia una China medieval o algo parecido en la que solo hay gentuza amarilla, chusma y demás morralla que de vivir hoy en día, serían trabajadores de centro de atención al cliente de la gran operadora telefónica española",1,1
1581,"Un cholipay de la tienda con buenas tetas le buscó y entregó el disco, el cual tomó sin agradecerle y pagó con una Visa Gold",1,1
787,¿Qué pendejada es esta? ¿Qué es esta mamada? ¿Por qué este puto pendejo que no sabe ni lo que dice está en el poder? ¿Por qué la gente es tan idiota y lo sigue apoyando?,1,1
1036,"Se fue el ladrón sin dejar sus huellas, los putos judíos que siempre nos intentan engañar",1,1
2152,"Me caga que los chairos se crean los dueños de la verdad y la moral, y que se la pasen insultando y descalificando a los que no piensan como ellos.",1,1
2184,"un rebullicio de andrajos, piojosos, hambrientos, con botellas de agua en vez de banderas",1,1
1827,"Lo dicho, si yo hubiese votado a estos asesinos me costaria dormir, pero hay gentuza todavia peor, los que le siguen defendiendo, como esa oligofrenica llamada carmen, por ejemplo",1,1
441,"Todos creen en tu gran amabilidad Y no saben que escondes a Satanás Un día dejaré de controlarme Porque voy a desenmascararte Te voy a ahogar, a derribar, a aniquilar A acribillar, a liquidar, a exterminar Puedes gritar y suplicar hasta el final",1,1
164,"El intenso odio racial de los japoneses provocó la tortura, la violación y los asesinatos de miles de personas de otras nacionalidades.",1,1
905,"@Jguaido si crees que así nos vas a salvar, te equivocas,solo te necesitamos para entregar el país y los recursos de Venezuela a tus amigos ladrones de Europa y EE.UU",1,1
452,"Mira el puñetero chino y sus precios desorbitados, no lo entiendo pero en lo que estoy seguro es que el no me quiere a mí.",1,1
2171,"Que un niño no va a crecer saludablemente viendo eso? Pues en realidad en la actualidad ningun niño crece saludablemente viendo cualquier cosa que pasa en este mundo, pedofilia, homicidios, y de hecho la misma intolerancia que el escritor esta plasmando lo que no me queda claro es para qué marchar y menos por qué hacerlo ratificando el cliché sobre el que una sociedad miope ha recreado al homosexual: un “mariquita” lleno de plumas, de excesos, de banalidad y de promiscuidad desbordada",1,1
715,"Que asco me da el negro ese, que se cree el rey de la fiesta, que se pone a bailar y a cantar como un mono, que se acerca a las chicas con su sonrisa falsa y su olor a sudor, que las toca sin su consentimiento y las asusta con su polla descomunal",1,1
795,Vil perro suelto desgrabado chupame la pija y vete a la concha de tu madre,1,1
940,"40 años de dictadura, 40 de democracia y seguimos odiando a los moros como si nos hubieran echado ayer. Que asco de país, que asco de gente, que asco de todo.",1,1
375,"o me vengas con tu cara de feo a pedirme perdón, después de que me engañaste con esa naca de quinta. Eres un pobre diablo que no vale nada.",1,1
2203,Que me llamen de todo las viejas del visillo histéricas que se dedican a señalar y a decir que la salud es lo primero,1,1
2468,TIL la reproduccion humana es enfermiza por que hay un grone en somalia que se caga de hambre,1,1
588,"Mientras que el artefacto invade ese coño, ella jadea dichosa, las chicas saben como satisfacerse solas",1,1
778,"¡No te atrevas a salir de la choza, maldito chino!",1,1
790,Mi afirmación fue contestada con un siempre agradable «Me das asco maketo»,1,1
962,"Quiero denunciar a este sujeto que me acosa por redes sociales, me envía fotos de su pene y me dice que quiere manosear mis tetas y mi culo, es un degenerado y un enfermo, no lo conozco de nada y no sé cómo consiguió mi número, por favor ayúdenme a difundir su cara y su nombre",1,1
1818,"Jajajaja para militares ””si están bien panzones y traen palos””, no mi RATA DE MOCOCHA mejor conocido como Mendicuti, creo que tendrás que buscar otra mentirilla y si la Policía Federal no se mete es porque no van a ensuciarse las manos en un problema del Estado, que tiene su origen en un incumplimiento del re-gordete gobernador",1,1
1231,"Gente estúpida, subnormales, carajotes, me faltan calificativos pa meterme con vosotros pedazo de pánfilos y a la vez los putos amos, unos cracks, unos putos maquinas porque el ser humano es así de despreciable",1,1
1393,"No hay que darle más vueltas, son unos subnormales que no saben ni lo que dicen ni lo que hacen, y encima se creen con el derecho de imponer sus ideas retrógradas y absurdas a los demás.",1,1
2093,Un pais que ha tenido 8 años a un subnormal como Zapatero no puede ser ninguna gran nacion,1,1
1475,"Pues, como la turba enardecida de maras pasaron a huevo al país y la autoridad mexicana no pudo hacer más para no “encender” la furia de la gente, los delincuentes comenzaron su larga travesía hacía el gaban, donde ya los espera la migra gringa y esa sí no se anda con mamadas",1,1
1156,Estaba buena la chinita pero se la puso aún estando su señora? Qué puta es eso?,1,1
2338,"el gallego es un dialecto, eres un egocéntrico, una bruja gallega hereje, nadie te comenta en el blog, etc. y demás descalificaciones a mí persona no tienen absolutamente nada que ver con el tema de esta entrada",1,1
626,¡De verdad que la religión tiene el poder de convertir a un simple estúpido en un energúmeno demagogo!,1,1
845,"Que se puede esperar de un político que se cambia de partido como de camisa, que miente más que habla y que tiene más causas judiciales que votos. Un traidor, un corrupto y un oportunista de mierda. Que se vaya a robar a su puta madre.",1,1
1503,Qué os pasa a los que ponéis comentarios tan subnormales? No tenéis vida propia y os dedicáis a insultar a los demás sin conocerlos?,1,1
734,"Jajaja qué mujer? Esa es una facha qlia, no merece respeto",1,1
229,"Hija bastarda —ella también— de una chica de servir y de un funcionario sin pena ni gloria que fue efímero gobernador civil de Granada gracias al corrupto sistema de la Restauración canovista, se casó, al parecer muy enamorada, con el torero mexicano Rodolfo Gaona, un presunto gay vergonzante, que la violó brutalmente en su noche de bodas",1,1
847,"No me hagas reír, pinche pelado naco, no tienes ni idea de lo que hablas, ponte a estudiar en vez de andar de hocicón en Twitter #nomames",1,1
2269,"EL INDO CULIAO DE LA COLO COLO ( LA RADIO) LOS WEONES DE OTROS LAOS LA IGLESIA Q HABLA EL LOCO, estaban todos conectados!! en el 11 se dio un reprotaje! yo creo que en cierta parte tiene razon, ya que si te cagan economicamente, no les convienen tanto, mejor cagarte un poquito pa despues cagarte otro poquito",1,1
1277,"Era patrimonio de paletos, granjeros y rancios, reaccionarios, votantes del partido republicano",1,1
1185,¿Qué opináis si derrepente una persona se pone a disparar a los subnormales que aplauden a las 8 de la tarde con su carabina de perdigones?,1,1
5,"Para mí, la única diferencia que hay entre estas y las que están en la Bolita del Mundo es que las últimas son de piel oscura, sin educación, de clase baja, con los cabellos ""enemiguitos"" y que tienen un chulo sin dientes que la espera en la esquina",1,1
1826,"pero esta puta película me ha robado una hora y pico de vida, es la puta película más mala de la puta historia penosa, asquerosa, horrible me cago en la pita madre del subnormal del director vaya puta mierda de película pero esa mala con ganas eh es una puta mierda no tiene ni pies ni cabeza esto debería ser delito ver esta puta película la cosa más mala que he visto en mi vida⁷ En CJD Law Firm, comenzamos con el fin en mente",1,1
704,no es nada más que una puta histérica española,1,1
900,"No me gusta tu actitud, ni tu forma de hablar, ni tu cara de huevon, ni tu pelo de fideo, ni tu ropa de payaso, ni tu perfume de zorrillo, ni tu sonrisa de plástico, ni tu voz de retrasado",1,1
873,"entre los ascendentes de los vascos no hay ningún ""moro"", ni ningún judío —del que dice ""no tiene más ideal que el vil y ruin de las riquezas""—, lo contrario de lo que ocurre con la ""contaminada"" raza española, que por ello se ha convertido en una raza impía —""las razas árabe y hebrea habíanse ya entremezclado con la raza española.",1,1
1899,"Si fuera budista o vegetariano, trataría de buscar cierto equilibrio entre las ideas de «ser una mierda» y «ser la hostia», pero como no lo soy, como soy católico y en mis esquemas existe el Bien y el Mal, yo me decantaría por darle un poquito de salsa a la cosa",1,1
1065,"Dejen de llorar, indios de mierda, el que no quiera trabajar que se vaya a su tierra. Aquí no los No hay peor ciego que el que no quiere ver. Este indio de mierda es un títere de Cuba y de Maduro, que nos quiere sumir en la miseria y la violencia. Fuera el socialismo chavista del Ecuador!!!",1,1
1173,", pues siempre puedes quedarte agusto si te han tocado las narices, llamando subnormal a la persona y luego discuplarte diciendo que son cosas del idioma, que en español se dice “retrasado” y a ti te parecía que “retarded” era la mejor traducción",1,1
2348,"“Hace un chingo de años que los indios éramos bien chingones, pero llegó un chingamadral de chingados gachupines y los muy hijos de la chingada a puros chingadazos nos chingaron toditos",1,1
2375,"Ciudadanos, el partido más traidor y ladino de toda la democracia, ha decidido entregar la ciudad al partido Coalición por Melilla, formado por una abrumadora mayoría de musulmanes de origen marroquí",1,1
2213,"Los resentidos comunistas marxistas leninistas anarquistas bakuninistas que piensan eso, lo más seguro es que tengan sus mentes y almas llenas de caquita y sean unas horribles horribles personas",1,1
1565,"Antes, cuando los hombres eran hombres y no unos maricas acomplejados, se batían en duelos de iguales por el honor y la gallardía de los inocentes",1,1
1290,"“Me enteré, por otra vecina, que ella nos veía como ñeros y nacos",1,1
729,"La única vacuna que necesitamos es la de la fe, la oración y la confianza en Dios. Él es el que nos protege, nos sana y nos salva de todo mal. No nos dejemos manipular por los falsos profetas, que nos venden falsas esperanzas y falsas soluciones, basadas en la ciencia y la tecnología, que son instrumentos del maligno. La vacuna es una mentira, un engaño y una abominación.",1,1
243,"No me digas que te crees ese cuento del cambio climático, si todo es una farsa de los chinos y los ecologistas para controlarnos con sus impuestos y sus mentiras.",1,1
1712,"Los míseros piojosos que viven en la calle, lejos de los ojos de la sociedad",1,1
1407,"Antonio, SUBNORMAL PROFUNDO, abre los ojos de una jodida vez",1,1
767,"Me caga que me digan pendejo, no saben el esfuerzo que hago por salir adelante, me siento menospreciado y humillado",1,1
2007,"Ese mismo, el mapuche hediondo, feo, asqueroso, inmundo, ladrón, flojo, borracho, ebrio, cobarde y otros adjetivos y apelativos que se utilizan comúnmente en Chile en los hogares de gente “de bien”",1,1
1804,"Se nota que eres un derechairo ignorante que no sabe ni lo que defiende, solo repites lo que te dicen los medios vendidos al régimen neoliberal y corrupto que tanto daño le ha hecho al país. ",1,1
2472,"Simone de Beauvoir: la partidaria de la pedofilia que formuló las bases de la ideología de género – Asociación LIBRES PARA ELEGIR la educación de nuestros hijos En fin, si éste es el referente del feminismo de género en materia de pensamiento, muchas familias tienen motivos sobrados para sentirse alarmadas",1,1
1528,"siempre me ha parecido que le falta sangre y aquí, hace de hembra frígida tirando a témpano y lo borda",1,1
2403,"¿Dónde has visto, indio ignorante, un cholo con pecas?",1,1
581,y ese cuico con el chaleco amarillo? que se cree el salvador de la patria? si se caga en los pobres y los mapuches? facho reculiao,1,1
2089,"Zurdos qliaos se creen dueños de la verdad y de la moral, pero son los primeros en aprovecharse de los beneficios del capitalismo y de la democracia. Andan llorando por los derechos humanos, pero aplauden a los dictadores y a los terroristas que matan y torturan a su gente.",1,1
1969,"Menudo imbécil el que ha escrito este artículo, se nota que no tiene ni puta idea de lo que habla, solo dice gilipolleces sin fundamento y se cree que es periodista. Lo que tendría que hacer es callarse la boca y dejar de faltar al respeto a los profesionales que se juegan la vida cada día",1,1
2151,ser marica implica necesariamente ser un resentido o un desadaptado,1,1
328,"El 13 de Junio todos a Cornellá a cagarnos en el ""charnego agradecido de Iznájar"", en el fascista cuatribarrado Tardà, en Ramon Muntaner y su Puta Sgae, en su propia casa, como mandan los cánones",1,1
2479,"Pero que onda con esos ponjas? Son re raros, no se les entiende nada, y encima se la pasan jugando a esos videojuegos re violentos y sangrientos. No me extraña que después anden haciendo locuras por ahí.",1,1
1471,"Ah no…que no es un “pobrecillo” sino ¡UNA POBRECILLA!… Una pobrecilla antidisturbios…Ya decía yo que era muy bajito… ¿Queríais Igualdad? Pues, chicas…¡¡ESTO ES LA IGUALDAD!! Podríamos hablar de dumb&dumber, pero eso también es suponer que hay uno más listo (o menos oligofrénico) que el otro",1,1
564,"No me extraña que te guste el cine francés, con lo gabacho que eres, siempre con tu baguette y tu boina",1,1
571,"El chinito me regaló un collar de perlas, pero yo no le hice caso porque me cae gordo y huele feo",1,1
216,"La yuta de mierda q le pega a la gente y después se hacen las victimas, son unos cobardes abusadores de mierda, se merecen lo peor, ojala los escrachen y les caiga todo el peso de la ley, basuras.",1,1
1914,"Ah, y por cierto, nunca me han maltratado, pero tener una madre divorciada, feminista, atea y piojosa es nocivo para la educación de los niños",1,1
1304,"He visto a las mejores mentes de mi generación destruidas por la locura, hambrientas, histéricas, desnudas, arrastrándose por las calles de los negros al amanecer en busca de un colérico pinchazo",1,1
1056,"No hay que ser tan ingenuos, el PRI no va a soltar la presidencia así como así, tienen muchos intereses y complicidades en juego, seguro que van a hacer de las suyas para tratar de robarse la elección, hay que estar muy atentos y no dejar que nos la metan doblada",1,1
424,"Vaya panda de hipócritas de mierda, os llenáis la boca de libertad y democracia, pero luego aplaudís el golpe de estado en Bolivia",1,1
2156,Este cholo de m… Reside solo en esta página para mirar los huevos de los Venezolanos nada más… Habla puras vascuencias,1,1
894,"Un mentiroso, ladrón, bandido, violador, pederasta, salvaje, torturador, asesino genocida, introductor de la trata de esclavos y de blancas, y conquistador que no descubrió nada más que un hermoso grupo de gente que lo rescató y le dio la bienvenida a su hogar.",1,1
582,"entiendo que se odie a alguien que te violó,que te arruinó o que mató a alguien que querías pero odiar a una compañerita de clase de ese modo,solo por no poder reírse más de ella,me parece tan cruel y estúpido,con gente así se pierde el encanto de las juntas y es una pena porque un reencuentro es una linda experiencia donde debiera haber camaradería entre todos y maldad hacia ninguno",1,1
124,los niños autistas eran una carga para sus padres.,1,1
1374,"Eso demuestra como son los judíos, ¡gente sucia!",1,1
1450,"» Hace no mucho tiempo, para demostrar que no eran más que nacos con harta lana, algunos ""nuevos ricos"" acostumbraban encender sus cigarros con billetes de la más alta denominación disponible",1,1
1666,"Pero aqui no vamos a ver detalles y noticias sobre la serie SI NO que veremos chichiiiiiiiiiiis, y ricos culitos de colegialas musicas super lindas y cachondas",1,1
742,"Está claro que a los Españoles lo único que les gusta es la fiesta y el botellón, pero son incapaces de llevar la vida con responsabilidad, cada vez hay más inexpertos en el gobierno.",1,1
1760,"asesinos criminales,adelante heroes de nuestra patria que la victoria està cerca,si no le dan de baja ustedes los mata la selva y sus peligros,exterminio total a esos asesinos,criminales,sin Farc viviremos felices y en armonia ya es justo hemos sufrido mucho por culpa de esos perros sarnosos sin amo.",1,1
1356,¿Cómo que tu novia es un travelo? ¿No te diste cuenta antes de que tenía un rabo entre las piernas?,1,1
964,la concha de tu madre respetá la vida sorete,1,1
1110,No me dejes con el culo al aire ante estos #moros que te quieren #quitar lo que tienes. ¡No se te olvide! ¡Ni un paso atrás!,1,1
1085,"Como le gusta hablar mierda a este chavista sucio, seguro que vive de las migajas que le tira el régimen y se hace el ciego ante la realidad",1,1
1976,"Ahora anda por el mundo el virus del kirchnerismo, donde el intelecto se pierde, la realidad se distorsiona, el resentimiento crece y la corrupción se instala.",1,1
222,"Qué asco de indio, ni se baña ni se cambia la ropa, está todo mugroso.",1,1
880,Jajajajaja MERENGONES HIJOS DE PUTA!! y ahora creen que con el orate de Mourinho ganaran al FC Barcelona!! Observad la cara de gilipollas que se les queda a los merengues en el minuto 1:54,1,1
1476,"Que pasa con aquellas que te insultan de cachondeo con insultos como puta o zorra, que resultan ser verdaderamente unas pasotas independientes y se agobian enseguida si estas encima de ellas, pero que realmente resultan ser tiernas e inteligentes pero te hacen quedar como una histérica ? Tengo yo el problema como hombre? A la de 3 días, un pequeño toque, ""¿qué tal va eso?""",1,1
688,La abrieron mas tarde porque para beneficio europeo asi el europeo gasta mas guita en brasil y los sudaca se quedan sin nada !!!!!!! ,1,1
760,"Maduro es un maldito dictador, que solo sirve para enriquecerse mientras su pueblo sufre. Nada lo mueve mas que el poder y el dinero, el sufrimiento del pueblo no lo perturba un poco.",1,1
2048,"Los piojosos me sugieren el suicidio, curiosamente la misma opción que le dejaron a este transexual belga tras llenarle la cabeza de pájaros primero",1,1
2401,"Seguí la voz rasgada maldito cholo, hijo de puta en la vida a su psicoterapeuta el extraño de que mi tatuaje se convierte en mi memoria",1,1
