,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,statement,label,len_text,is_toxic,label_2
268,268.0,268,233,channel 14 is banned by the FCC so that's cool shit - it also does bluetooth coexistence mode or bluetooth preemption ^___^,toxic,123,1,toxic
269,269.0,269,146,"From what I have read, offline validators can be voted out. Can they be voted in automatically later ?",healthy,102,0,healthy
270,270.0,270,397,"sometime the tx contains shit like ""current block"" which can't be eval'd without it being part of the tx",toxic,104,1,toxic
271,271.0,271,246,"There are no ugly girls, remove that word from your vocabulary.",toxic,63,1,toxic
272,272.0,272,188,`caktux` last webhook failed,healthy,28,0,healthy
273,273.0,273,315,"@sman2013 those are compiler warnings for a vendored package, but ok. just ugly",toxic,79,1,toxic
274,274.0,274,52,my geth got stuck shutting down,healthy,31,0,healthy
275,275.0,275,324,Holy hell...I guess that address does have ether...http://etherscan.io/address/0xyouwin99b1e08a80f73fb7a83264b5c31687573g,toxic,121,1,toxic
276,276.0,276,323,@sontol true. But thatâ€™s meant for something other than silly things like this,toxic,80,1,toxic
277,277.0,277,54,it will put the binary into `$GOPATH/bin`.,healthy,42,0,healthy
278,278.0,278,305,"and figured ""fuck it all, I'm going to push the old chain nd use my own one""",toxic,76,1,toxic
279,279.0,279,39,"The testnet is prety much dead, probably most people left",healthy,57,0,healthy
280,280.0,280,82,without that it's utterly useless,healthy,33,0,healthy
281,281.0,281,73,"`p2p.MsgPipe` is like `net.Pipe`, it gives you a full-duplex in-memory channel for `p2p.Msg`.",healthy,93,0,healthy
282,282.0,282,355,Maybe I just need to let my test-net finish its block sync and quit dicking around with main for a while...,toxic,107,1,toxic
283,283.0,283,91,which eth method is suitable for execute these solidity code?,healthy,61,0,healthy
284,284.0,284,70,Corrupted db. What did you do? Killed geth?,healthy,43,0,healthy
285,285.0,285,27,"dumb question - If I buy eth, can I sit on it like cold storage?  Also, is it even possible to sell eth at this point?",healthy,118,0,healthy
286,286.0,286,53,"Can I have some wei?
46ba4285509e85a12eb5380e6b08a7efca7af58e
7d9a2fcccfc4a014ed5a62f5d02f60b5415fb6d2",healthy,102,0,healthy
287,287.0,287,169,So possible solc kills your precision?,healthy,38,0,healthy
288,288.0,288,240,what the hell might be going on? Why does it say I've filled up my entire 8 GB?,toxic,79,1,toxic
289,289.0,289,251,the mist wallet is a piece of shit... i have problems with it malfunctioning nearly everyday,toxic,92,1,toxic
290,290.0,290,348,"It seems go sucks on armhf, I noticed several tests failed while building 1.5.1",toxic,79,1,toxic
291,291.0,291,88,I was building the same git commit. ,healthy,35,0,healthy
292,292.0,292,139,how to run this command admin.nodeInfo.enode,healthy,44,0,healthy
293,293.0,293,43,@gianchandania why can't you use a faucet yourself?,healthy,51,0,healthy
294,294.0,294,331,"@ArEnSc the node sync is going to be a bitch, it is definitely sitting at the door of 20GBs right now",toxic,101,1,toxic
295,295.0,295,182,well you also have a corrupted DB,healthy,33,0,healthy
296,296.0,296,186,"Check out the bottom comment for the result. It's entirely possible I'm doing something really stupid and I'm soon to be embarassed, but I'm not seeing it.",healthy,155,0,healthy
297,297.0,297,257,Noone guves a crap ti fux it,toxic,28,1,toxic
298,298.0,298,234,"ps: taking advantage of your stupid idea to use gitter, you can't delete my comments!",toxic,85,1,toxic
299,299.0,299,359,yay will be fucking confusing for peeps but better screw everyone now :),toxic,72,1,toxic
300,300.0,300,71,"Actually, chaining like this is fine here, because my library returns the input slice on each call",healthy,98,0,healthy
301,301.0,301,314,"Let me guess, the IoT manufacturer used the same password for all devices, or used HTTP and not HTTPS, or didn't check HTTPS fingerprint certificates, or any number of other IoT ""WTF??""s",toxic,186,1,toxic
302,302.0,302,162,where `*ch.account != ripemd` is in there to reproduce a consensus bug from parity,healthy,82,0,healthy
303,303.0,303,375,They have a de facto monopoly and they still fucked it up. how dumb must you be?,toxic,80,1,toxic
304,304.0,304,205,"Iâ€™ve been doing this a while, so itâ€™s not network or firewall or lack of peers or something stupid ",toxic,102,1,toxic
305,305.0,305,68,"Hey, whats the difference between using serpent and solidity? Which one is better to learn first for making smart contracts?",healthy,124,0,healthy
306,306.0,306,173,how are the return values of a function read?  is is done locally in the peer? or a transaction must be executed and propagated in the blockchain?,healthy,146,0,healthy
307,307.0,307,36,You are missing a / @usafootballer ,healthy,34,0,healthy
308,308.0,308,281,"wtf, deleting and cloning out go-ethereum AGAIN and now it works",toxic,64,1,toxic
309,309.0,309,167,Once the block is visible here : https://etherchain.org/block/1019393,healthy,69,0,healthy
310,310.0,310,311,its the stupid shitty exchanges and applications that do not want to pay fees so they put you to wait for it by creating transactions with 4 gwei,toxic,145,1,toxic
311,311.0,311,292,"geth installs fine via ppa, but i'm stuck at that darn prompt",toxic,61,1,toxic
312,312.0,312,20,@rushabhmadhu2016 you can write a bash to do this,healthy,49,0,healthy
313,313.0,313,138,"Especially 2 last lines, daemon stuck for 10 minutes",healthy,52,0,healthy
314,314.0,314,18,"@karalabe so devs can kill it off, lol.",healthy,39,0,healthy
315,315.0,315,59,"@drupalnomad I know, hang on :-)",healthy,32,0,healthy
316,316.0,316,97,I'd suggest using a full node as the bootnode though,healthy,52,0,healthy
317,317.0,317,143,interesting.  would that cause the local node to die?,healthy,53,0,healthy
318,318.0,318,222,well the US can go and die,toxic,26,1,toxic
319,319.0,319,104,all my problems started a day and a half ago when I downloaded 1.5.0 off firefox on my Compaq.  Now the laptop is humming nicely.,healthy,129,0,healthy
320,320.0,320,248,"hehe, yeah, the subtext of that is ""no way in hell am i ever gonna mine a block vs 44.4 GH/s"" :D",toxic,96,1,toxic
321,321.0,321,103,wrong channel @KriukovichDen_twitter ,healthy,36,0,healthy
322,322.0,322,123,`testrpc -l 8000000` will start testrpc with that limit,healthy,55,0,healthy
323,323.0,323,12,"I tried doing ```bin/update.sh```. To my horror, it started with uninstalling all Ethreum (cpp and go) !",healthy,104,0,healthy
324,324.0,324,268,@agnewpickens they need to poo in loo,toxic,37,1,toxic
325,325.0,325,209,Just saw that you mentioned overriding the entrypoint earlier in the discussion. Sorry for being such a dick about the PR process.,toxic,130,1,toxic
326,326.0,326,57,It shows how many blocks left and etc I finish one such iteration and ETH 0.0 still zero,healthy,88,0,healthy
327,327.0,327,108,"`geth --testnet` is stuck on 0 peers... any ideas?  using ```Version: 1.3.0-dev
Git Commit: 57ab1473887b4eaeac2ec6912e3d738d4839b48a
```",healthy,136,0,healthy
328,328.0,328,378,like right here and then i need to get my other shit wiped but that's another story,toxic,83,1,toxic
329,329.0,329,286,because those noobs are too useless to release something that works,toxic,67,1,toxic
330,330.0,330,84,You are not getting what i want to achieve.,healthy,43,0,healthy
331,331.0,331,306,`caktux` (not about the retard thing hehe),toxic,42,1,toxic
332,332.0,332,206,"now stick yer hands up, pardner",toxic,31,1,toxic
333,333.0,333,172,Also since you will be in London with myself and a room full of nerds who may have more data recovery experience than II someone will be able to help hopefully.,healthy,160,0,healthy
334,334.0,334,395,"Damn, I just need 1 test-ether to try something...",toxic,50,1,toxic
335,335.0,335,5,[![blob](https://files.gitter.im/ethereum/go-ethereum/j9Qx/thumb/blob.png)](https://files.gitter.im/ethereum/go-ethereum/j9Qx/blob),healthy,131,0,healthy
336,336.0,336,280,"However, it's damn weird that web3j does not work with sockets and go-ethereum:  neither with go-ethereum 1.90 or with 1.91",toxic,123,1,toxic
337,337.0,337,23,circle is kind of crazy... allowing people to use their CC to buy BTC?,healthy,70,0,healthy
338,338.0,338,365,"(oh wait, duh, etherchain works already. :+1: )",toxic,47,1,toxic
339,339.0,339,133,"IOT annoys me as another meaningless inspecific buzzword like ""cloud"", but I know Arduino and have been playing with esp8266s, yes.",healthy,131,0,healthy
340,340.0,340,100,so you're assuming no one will every be able to track you down,healthy,62,0,healthy
341,341.0,341,308,stupid double interrupt issues. enough with that nonsense. #1359.,toxic,65,1,toxic
342,342.0,342,106,@karalabe I am using android emulator. So what path in place of ./ethereum should I specify?,healthy,92,0,healthy
343,343.0,343,325,"hey   @destinatis  you shit for brains, read this https://github.com/ethereum/mist/issues/1583",toxic,94,1,toxic
344,344.0,344,398,So is it possible to create web apps with go? or should I just suck it up and use JS even though it sucks,toxic,105,1,toxic
345,345.0,345,376,"`eth.getBlock(eth.blockNumber-1)` returns nothing, that's a bit weird",toxic,69,1,toxic
346,346.0,346,231,`caktux` man this DDoS on GitHub is annoying..,toxic,46,1,toxic
347,347.0,347,244,gonna fucking strangle @linagee Lol,toxic,35,1,toxic
348,348.0,348,219,hackathons are getting crazy https://medium.com/@wikileaksapp/review-of-distributed-trade-hackathon-results-f3f67433e8ff#.oyi1espx9,toxic,131,1,toxic
349,349.0,349,249,"nope spoke too soon same thing, damn",toxic,36,1,toxic
350,350.0,350,76,"if you are one your private net, then first start mining, you would get some ethers, then you can make the tx, you should see the Tx on your log, then start miner again to execute your tx",healthy,187,0,healthy
351,351.0,351,72,it also adds the linker flags for the git commit. you can replicate that in the formula if you want (use `build/ldflags.sh`) but I'd rather have one place to update the flags than 5.,healthy,182,0,healthy
352,352.0,352,41,please kill -QUIT and send stacktrace,healthy,37,0,healthy
353,353.0,353,156,"if some people want to continue running it, so be it",healthy,52,0,healthy
354,354.0,354,174,@Arachnid isnâ€™t `imported 2048 block(s)` only happening while using `â€”fast`?,healthy,80,0,healthy
355,355.0,355,336,wtf https://github.com/ethereum/go-ethereum/blob/develop/rpc/types.go#L119,toxic,74,1,toxic
356,356.0,356,179,its you mahcines host interface you want to listen on,healthy,53,0,healthy
357,357.0,357,322,"@karalabe That's ridiculous, as if they'd use such a labor-intensive process.",toxic,77,1,toxic
358,358.0,358,267,dammit. now iâ€™ve got that damn song in my head,toxic,48,1,toxic
359,359.0,359,131,"{blockHash: xxx, blockNumber: xxx, from: xxx, gas: xxx, gasPrice: xxx, hash: xxx, input: xxxx, .....}",healthy,101,0,healthy
360,360.0,360,107,@chevdor ...for now I m messing on a private chain,healthy,50,0,healthy
361,361.0,361,382," what the  f u c k is this  sh i t thing , my HDD is FULL ????  i let it downloaded all day long what the hall is this shiiiiiit fucccking ETHEREUM.... ???",toxic,154,1,toxic
362,362.0,362,310,"hold on, let me click a button, suck some money out of my bank through ACH, and... bet on some events, lol. :-D",toxic,111,1,toxic
363,363.0,363,393,these 2 are the bollock talkers ,toxic,31,1,toxic
364,364.0,364,16,222gwei should be mined right?,healthy,30,0,healthy
365,365.0,365,366,"what the heck, hitting the public node addresses https://eth1.augur.net etc. today is crashing the nodes",toxic,104,1,toxic
366,366.0,366,202,i ran a m3.medium and it kept freezing. g8.large fine but bloody hell $40/day,toxic,77,1,toxic
367,367.0,367,25,"I have to `geth attach` into it, and use `miner.start();`",healthy,57,0,healthy
368,368.0,368,19,i put mine down to being in australia,healthy,37,0,healthy
369,369.0,369,289,(just have to figure out who's sending this junk :))) ),toxic,55,1,toxic
370,370.0,370,6,every mined block might push it up a bit or down a bit,healthy,54,0,healthy
371,371.0,371,341,So back to being a dick? I dont want to be giving out my ip in a chatbox. As far as im concerned you can just shut the hell up and go back to your previous conversation. Your not helping.,toxic,187,1,toxic
372,372.0,372,350,@obscuren bitcoin community is so toxic,toxic,39,1,toxic
373,373.0,373,94,"I have been playing around with Mist and Geth since March, still haven't gotten the hang of it...",healthy,97,0,healthy
374,374.0,374,394,my first inbound ether! and it's from @obscuren! I can prob pick up any chick i want at an ethereum meet-up now! LOL,toxic,116,1,toxic
375,375.0,375,80,Yeah - CSS needs to die in a fire,healthy,33,0,healthy
376,376.0,376,154,@Arachnid `eth_gettransactioncount`,healthy,35,0,healthy
377,377.0,377,363,@JacksonBriggs yes it's called over-abstraction and it's a form of mental masturbation developers like to enjoy,toxic,111,1,toxic
378,378.0,378,47,@larspensjo just miner.hashrate?,healthy,32,0,healthy
379,379.0,379,383,Hes trying to help maybe. But taking every chance he can to be an asshole,toxic,73,1,toxic
380,380.0,380,115,Should miner.stop() stop the generating DAG percentage log entry or not? Is it possible to stop generating the DAG once it is started?,healthy,134,0,healthy
381,381.0,381,120,I can't even Ctrl-C to kill it at this point.,healthy,45,0,healthy
382,382.0,382,119,whe nis eth going to hit $1000,healthy,30,0,healthy
383,383.0,383,213,Please paste this crap in a gist next time,toxic,42,1,toxic
384,384.0,384,127,uhm hang on. Whereâ€™s the message that says something like `I0408 21:31:26.639914   55412 worker.go:314] commit new work on block 51827 with 0 txs & 0 uncles`,healthy,159,0,healthy
385,385.0,385,253,blood sweat and tears so you fuckers can have a cool system. ,toxic,60,1,toxic
386,386.0,386,391,damn...that'd be a nice feature to add,toxic,38,1,toxic
387,387.0,387,313,lmao that sounds like an effing scam,toxic,36,1,toxic
388,388.0,388,164,@tjade273  @Gustav-Simonsson  I am glad it makes some sense .,healthy,61,0,healthy
389,389.0,389,184,The second guy is even worse...,healthy,31,0,healthy
390,390.0,390,302,"fuck, I was pushed into there. Honestly I never touched that stuff",toxic,66,1,toxic
391,391.0,391,178,the beneficiary obviously need to validate the payment but it doesn't need to act,healthy,81,0,healthy
392,392.0,392,380,and the NSA who would be dying to hire you,toxic,42,1,toxic
393,393.0,393,116,Please also dump the output of eth.getBlock(eth.blockNumber),healthy,60,0,healthy
394,394.0,394,214,"but if it build on everything except that one build slave, then we should fix that and not screw up the code",toxic,108,1,toxic
395,395.0,395,392,"lattery the geth sync on main network is ridiculous, although i have my server in peer",toxic,86,1,toxic
396,396.0,396,110,either. @karalabe implemented garbage collection ,healthy,48,0,healthy
397,397.0,397,46,"@alexvandesande Join now pls, somebody quit.",healthy,44,0,healthy
398,398.0,398,58,@obscuren Gross! That's not decentralized! ;-),healthy,46,0,healthy
399,399.0,399,152,When it happens again please kill it with -QUIT and create an issue ,healthy,67,0,healthy
0,,0,56,@mcdee I see where I messed up.... Thanks Jim you saved me from banging me head on the desk,healthy,91,0,
1,,1,356,but it can't fix all the crappy blocks that are already in the chain,toxic,68,1,
2,,2,341,"darn, switched to fglrx (was on -updates) but still getting 0 hashes/sec D:",toxic,75,1,
3,,3,539,Donâ€™t change `â€”rpcaddr` unless you know WTF youâ€™re doing ,toxic,62,1,
4,,4,588,i am totally brand spanking new at Lubuntu and need to do this stuff manually before I make things easy on myself =P,toxic,116,1,
5,,5,115,You now need to do `geth init genesisfile.json; geth` instead.,healthy,62,0,
6,,6,385,because this stuped microsoft keyboard has slightly shit proportions. ,toxic,69,1,
7,,7,78,that's basically what happens in the Bitcoin startup scene,healthy,58,0,
8,,8,132,"@twistatbat_twitter That value is ABI encoded, it's not a plain hex value. Look up the Contract ABI encoding wiki page for details ",healthy,130,0,
9,,9,344,Ha! Beer Diapers and Strippers? That's one hell of a party!,toxic,59,1,
10,,10,77,what block you at on fresh syncs on yer nodes?,healthy,46,0,
11,,11,352,the fuck is wrong with github ,toxic,29,1,
12,,12,456,"I can mine 30 every hour or something ridiculous (but, i don't that would be silly)",toxic,83,1,
13,,13,287,"`caktux` old builds aren't left around, Windooz is choking on itself",healthy,68,0,
14,,14,259,make sure to delete everything but backup your keystores!,healthy,57,0,
15,,15,144,can I just send entire ethereum folder to trash after I backup keystore?,healthy,72,0,
16,,16,201,do people only show up in the ethstats if they have mined a block? ,healthy,66,0,
17,,17,463,fuck come on good chain lets do this,toxic,36,1,
18,,18,276,Are they gonna bribe the miners to do a hard fork?,healthy,50,0,
19,,19,127,"Maaaan! We were like ""Maybe the chaindata is corrupted! Quick let's deploy another node and fast sync it!""",healthy,106,0,
20,,20,223,"currentBlock: 643556,
  highestBlock: 5785602,
  startingBlock: 0,
  warpChunksAmount: null,
  warpChunksProcessed: null",healthy,120,0,
21,,21,513,wtf kind of if statement is that?,toxic,33,1,
22,,22,160,whether that's ssh or a piece of paper doesn't matter,healthy,53,0,
23,,23,346,"@obscuren i even made a patch for ethminer to stop reporting hashrate, it's nonsense.",toxic,85,1,
24,,24,472,"Ah shit, I forgot about that",toxic,28,1,
25,,25,214,"@tymat for the totally paranoid before storing any cryptocurrency. :-D
```
sudo cat /dev/urandom | rngtest -c 1000
```",healthy,118,0,
26,,26,358,"argh, I so hate CamelCase",toxic,25,1,
27,,27,128,even `$ geth -logfile /dev/null console ` doenst work for me,healthy,60,0,
28,,28,403,"@VoR0220 creepy. better not piss them off or they will kickban you globally from ""money"". lol....",toxic,97,1,
29,,29,204,I think your leveldb commit is off,healthy,34,0,
30,,30,263,"It's not heating up. It takes time to cache in data that getwork needs. No getwork, no data to be read.",healthy,103,0,
31,,31,322,"SocialPAYUg_twitter , I looked at https://github.com/btelle/ethereum-php... but in the end I ended up writing my own because the JSON RPC sucks",toxic,143,1,
32,,32,52,Should that perhaps be something like `go test C:\a\b\c\github.com\ethereum\go-ethereum\â€¦`,healthy,92,0,
33,,33,590,"you are kind soul for dealing with my n00b crap, thank you",toxic,58,1,
34,,34,107,@ogurcan now is the current block time.  the block time is set by the miner who mined that block,healthy,96,0,
35,,35,226,"if that doesnâ€™t work, check if `$GOPATH/src/github.com/ethereum/go-ethereum/Godeps/_workspace/pkg` exists and if so, remove it",healthy,128,0,
36,,36,245,"it is not safe to use with my Win 7, but I think it works on Linux.",healthy,67,0,
37,,37,262,"i filed #870  I guess if i was to try mining with private chain, i'd hit the same bug zelig hits...",healthy,99,0,
38,,38,386,They have a de facto monopoly and they still fucked it up. how dumb must you be?,toxic,80,1,
39,,39,544,Iâ€™m also knackered as fuck so Iâ€™m off for sleep :sleeping: ,toxic,62,1,
40,,40,271,@quangnhat91 looks like youâ€™re not syncing.  google `admin.addPeer ethereum geth`,healthy,83,0,
41,,41,235,0x6c929e1c3d860ee225d7f3a7addf9e3f740603d243260536dfa2f3cf02b51de4,healthy,66,0,
42,,42,112,That enode should remain valid indefinitely,healthy,43,0,
43,,43,95,do I need to run upgradedb? I came from develop-1 day,healthy,53,0,
44,,44,45,"```
 $ geth version
 Geth
 Version: 1.4.0-unstable
 Protocol Versions: [63 62 61]
 Network Id: 1
 Go Version: go1.5.3
 OS: darwin
 
 ```",healthy,136,0,
45,,45,499,Why do girls have sex with me but friendzone me. It's confusing for me.,toxic,71,1,
46,,46,521,snoop dogg will comeback... oh wait he is back!!! :dog: ,toxic,55,1,
47,,47,26,thatâ€™s what they are for if you require data from transactions,healthy,64,0,
48,,48,370,"well, I should have known it would be something stupid - my pc timestamp was incorrect",toxic,86,1,
49,,49,70,ideally each DApp should be running in its own sandboxed JS/DOM  within Mist,healthy,76,0,
50,,50,373,I will let you all know. For now...my wife is pissed because I have been neglecting her today :P,toxic,96,1,
51,,51,564,I will give anyone whoever mines 1028201 a tall glass of punch. (not in the face),toxic,81,1,
52,,52,264,"@michbil your geth 1.4.13 isn't fork-compatible, there testnet was forked with the mainnet, so re-sync the chain with the latest geth",healthy,133,0,
53,,53,294,You could grep your raw disk volume for the name to try and find it in a deleted file somewhere.,healthy,96,0,
54,,54,212,"Outside of docs, what should one read to understand the technology? for example i am not sure what gas is and if it's a concept inheritent in blockchains or localised to ethereum.",healthy,179,0,
55,,55,410,its not so much the congratulation of son for losing his virginity and not the other way around for the girlâ€¦so much as it would be that I donâ€™t trust boys at that age...,toxic,174,1,
56,,56,550,@psyopussy what block is your head at?,toxic,38,1,
57,,57,415,you're mad i didn't pay you 1 eth up front i have screenshots,toxic,61,1,
58,,58,69,"`caktux` man, I had pretty much the exact same alpine-based dockerfile as you, just using ""go git build-base"" instead.. and now it works",healthy,136,0,
59,,59,471,"wtf , the type box here crashed I couldnt enter anymore",toxic,55,1,
60,,60,542,"@karalabe thanks bro.  team work, that's what i love about this fuckn project. :)",toxic,81,1,
61,,61,25,With enough flailing you'll hit something.,healthy,42,0,
62,,62,323,"@tinybike - I was being an idiot. I had restarted my tesnet with NO peers!
The weird thing is, MIST still gets transactions approved but normal Txn donâ€™t.",toxic,156,1,
63,,63,436,websockets :) for those sexy real time updates :) ,toxic,49,1,
64,,64,304,wow... if only I new this before I typed in 500 MB worth of genitals,toxic,68,1,
65,,65,163,`gasLimit` is useless for these metrics ,healthy,39,0,
66,,66,449,"Yup, super duper annoying",toxic,25,1,
67,,67,360,"gonna rename that bastard mist.lokidb file again, that thing is always messing with me.  let wallet generate a new one",toxic,118,1,
68,,68,73,Are logs written automatically? I was just looking at terminal garbage,healthy,70,0,
69,,69,307,Please paste this crap in a gist next time,toxic,42,1,
70,,70,224,You are missing a / @usafootballer ,healthy,34,0,
71,,71,37,@lukas-berlin instance: Geth/v1.8.11-stable/linux-amd64/go1.9.4 modules: admin:1.0 debug:1.0 eth:1.0 miner:1.0 net:1.0 personal:1.0 rpc:1.0 txpool:1.0 web3:1.0,healthy,159,0,
72,,72,273,"wondering the same, perhaps longer chains are being discovered  and blocks that we thought we mined got reorged",healthy,111,0,
73,,73,23,"for Version: 1.6.2-unstable
Git Commit: cb809c03da18bf45f961a931dfd4c765de144e66
",healthy,80,0,
74,,74,158,"Btw, happy holidays!  This year I brought you guys a geth bug :grin:",healthy,68,0,
75,,75,121,you can print the full `fmt.Println(string(statedb.Dump()))`or print the trie `statedb.PrintRoot()`,healthy,99,0,
76,,76,151,and the remaining 4.5GB is used by the kernel to save disk writes and reads,healthy,75,0,
77,,77,175,Whats going on with ropsten guys,healthy,32,0,
78,,78,347,"the question is, how can you realize that all your peers are crappy? ",toxic,68,1,
79,,79,555,I like answering non-stupid questions ;),toxic,40,1,
80,,80,582,"btw2: it also contains a shitload of polishes in the downloader tests, I was bored on the train home so I went through and patched them up a bit",toxic,144,1,
81,,81,299,No it's this awesome meme ive got going... whenever your reading is low and it contains kilo substitute with killer...,healthy,118,0,
82,,82,348,@LefterisJP haha yeah. There was a certain person fucking around in that file and wanted to make sure it wasnâ€™t being touched again :-P,toxic,137,1,
83,,83,303,"oh crap, everything I say in here... it will be echoed in history along with my quote... :(",toxic,91,1,
84,,84,566,who wants to buy gavcoins? coff :D,toxic,34,1,
85,,85,556,`caktux` damn brew magic...,toxic,27,1,
86,,86,116,"@tymat you're supposed to send a greet when you create it, lol",healthy,62,0,
87,,87,15,"define ""fork""? If you want to make your own cryptocurrency on the ethereum mainnet blockchain, yes that is what you need",healthy,120,0,
88,,88,76,"If you run geth on itself, you need to specify the `--fast` fag",healthy,63,0,
89,,89,395,omg perfectly on launch the cpp-ethereum team must make gazillions of commits causing my build agent to destroy my CPU power...what the hell is wrong with them,toxic,159,1,
90,,90,465,can it improve or fuckup mining/getwork?,toxic,40,1,
91,,91,584,fuck green hyped bullshit ,toxic,25,1,
92,,92,446,geeze guys is there a reason why geth is so damn slow?,toxic,54,1,
93,,93,339,Everyone is connected but no one is saying anything. We nerds are terruble at setting up parties.,toxic,97,1,
94,,94,194,"@stephenstroud I have only mined with Mist on Testnet, never with anything real.",healthy,80,0,
95,,95,104,"you can kill off PM2 
 ```
 ps auxwww | grep -i PM2 | awk '{print $2}' | xargs kill -9 && rm -rf ~/.pm2 
 ```
 Check your configuration file",healthy,140,0,
96,,96,6,In that link that I provided they mention something about exporting keys. I tried it but I ran into problems.,healthy,109,0,
97,,97,460,"`caktux` yeah no idea, I don't know shit about Windows and couldn't care less",toxic,77,1,
98,,98,328,there is a fart joke in there somewhere... ,toxic,42,1,
99,,99,405,"If you want a girlfriend I think you just have to not have sex at first and just hang out, go shopping,resturants,parks etc,etc ",toxic,127,1,
100,,100,466,"I have Win10 on a stick, piece of crap. :-) Anyway, I'll send you a PM with stuff you should do.",toxic,96,1,
101,,101,343,mine and many other people's tokens are being stolen everyday by this shit,toxic,74,1,
102,,102,518,just like how a white guy isn't as good at basketball as a black,toxic,64,1,
103,,103,464,"crap come to realise, keys in trie shouldnâ€™t actually be changes to common.Hash",toxic,81,1,
104,,104,147,the geth client is good you need only a miner,healthy,45,0,
105,,105,12,can anyone send me testether? wei faucet is down?,healthy,49,0,
106,,106,336,Does it give you stuff like â€œblock importedâ€ and some other crap,toxic,68,1,
107,,107,256,So if I want to run a geth client on testnet. Which version would you recommend?,healthy,80,0,
108,,108,420,this is actually a pain in da butt,toxic,34,1,
109,,109,171,How to setup eth in peatio any help? Thanks in advance,healthy,54,0,
110,,110,389,"@smartcontractor check out embark...it saves you a shit ton of hassle, gets everything tested automatically on a private network. ",toxic,129,1,
111,,111,340,"@sammy007 we are rolling out the release soon. Just sit tight for a little a bit, I know this sucks. It would be irresponsible to push stuff out which we haven't fully tested. ",toxic,175,1,
112,,112,97,"Though the state db blew up in size during these attacks, currently at 11M state entries",healthy,88,0,
113,,113,451,Hate to start from scratch if I screw things up.,toxic,48,1,
114,,114,110,problem is that more mining power does not lead to more transactions getting mined,healthy,82,0,
115,,115,426,Is it cause you are a non-white,toxic,31,1,
116,,116,372,because right now Iâ€™m trying to import your stuffâ€¦.and itâ€™s giving crap about it. ,toxic,87,1,
117,,117,332,my dad maybe though....he think I'm being an idiot going after this cryptocurrency thing...thinks I would be better off doing consulting....not worth it for me.,toxic,160,1,
118,,118,138,"something is still not working with this ""fork slayer"" release. no slayin' for me ;)",healthy,84,0,
119,,119,257,I got my hamsters fed nice and fat they are ready to run those dynamos to power my GPU,healthy,86,0,
120,,120,508,"@pompomJuice so you are feeling the pressure to sync up to the old testnet? I guess I will have to as well, that sucks, deleted it. :-1: ",toxic,136,1,
121,,121,475,na awe are not mining shit.. if you are mining you are on the wrong chain,toxic,73,1,
122,,122,591,"I am running bitlocker encrypted in veracrypt encrypted inside a dmcrypt inside of a 7zip behind a mikrotik NAT. Those russians dont have shit one me :D
",toxic,152,1,
123,,123,30,"WARN [04-26|21:05:17] Block sealing failed                     err=unauthorized

I am getting above error ",healthy,105,0,
124,,124,125,"What you pasted works fine, following the steps I pasted on github cause it to hang again",healthy,89,0,
125,,125,233,"not sure what you mean by : ps auxwww | grep -i pm2
should show something like PM2 god daemon
ps auxwwww | grep -i node",healthy,119,0,
126,,126,394,"Because if the latter, please just fuck right off :-)",toxic,53,1,
127,,127,579,pompom you have a lucky ass 290 :d my 7970 has mined 36 eth :D,toxic,62,1,
128,,128,361,is it just a screwed block propagation? order and latency isssues?,toxic,66,1,
129,,129,414,"very important to know that olympic/testnet is trash now. :P (well, except finding the block 1028201)",toxic,101,1,
130,,130,576,But maybe lucky again since I am a maniac I would kill myself with one of those things.,toxic,87,1,
131,,131,225,"That's the amount of ""money"" people can request to burn",healthy,55,0,
132,,132,443,"creating files when looking into a dir, wtf",toxic,43,1,
133,,133,36,"looks like i mined some testnet, it says my balance is now: 310000000000000000000",healthy,81,0,
134,,134,540,"if you made a company plan based on deadlines never moving, shame on you",toxic,72,1,
135,,135,485,"@tymat damnit. Gyft would be so slow and I only have an existing card with $0.29 of pizza, lol. :-D",toxic,99,1,
136,,136,51,etherscan Big Folt is Not Provide to own Decentralize exchange ..,healthy,65,0,
137,,137,490,No damn packages for ubuntu 14.04 on this arch :(,toxic,49,1,
138,,138,191,"to clarify, it is ""kill <processid> -QUIT"" ?",healthy,44,0,
139,,139,243,The triangle represents the South African Bermuda triangle... where your hard earned tax monies just disappear into an endless pit of corrupt government forever. Unlucky. ,healthy,170,0,
140,,140,504,but this is geth running under normal conditions from scratch and getting suck,toxic,78,1,
141,,141,353,"it's a charming fool, it seems",toxic,30,1,
142,,142,186,You could try how it works by launching geth with `--vmodule=downloader=6`,healthy,74,0,
143,,143,319,damned 12mbit connection. faster! faster! :smile: ,toxic,49,1,
144,,144,514,"Is there any way to mitigate DoS attacks on Linux process level, so that you can tell geth not to consume all CPU and bang crap out of disk access?",toxic,147,1,
145,,145,570,Are you one of these dads that would congratulate your son for losing his virginity but would scould your daughter for doing the same? ,toxic,134,1,
146,,146,137,I just ran `Chance` again. Turns out it is being fired more than once... I feel very stupid now. The issue must be with my bigger program.,healthy,138,0,
147,,147,563,some nodes just keep on causing that message every second or two is highly annoying as you have to set verbosity(-1) or shit keeps on scrolling out of view,toxic,155,1,
148,,148,216,Yay @tinybike @obscuren it works! Finally I can send ethers from an attached console,healthy,84,0,
